season,game_id,away_team,away_score,home_score,home_team,period,time_elapsed,seconds_elapsed,strength,event_zone,team,event,type,description,p1_id,p2_id,p3_id,x_coords,y_coords,homeplayer1,homeplayer1_id,homeplayer2,homeplayer2_id,homeplayer3,homeplayer3_id,homeplayer4,homeplayer4_id,homeplayer5,homeplayer5_id,homeplayer6,homeplayer6_id,awayplayer1,awayplayer1_id,awayplayer2,awayplayer2_id,awayplayer3,awayplayer3_id,awayplayer4,awayplayer4_id,awayplayer5,awayplayer5_id,awayplayer6,awayplayer6_id,home_goalie_pulled,away_goalie_pulled,home_players,away_players,strength_mod,opp_strength_mod,goalie_pulled,opponent_goalie_pulled,g_dif,score_state,home_winning,opponent,opp_strength,opp_zone,date
20232024,2023020644,NJD,2.0,3.0,TBL,2,18:45,1125.0,4on4,OZ,TBL,takeaway,,,8477426.0,,,-78.0,-35.0,DARREN RADDYSH,8478178,NIKITA KUCHEROV,8476453,NICHOLAS PAUL,8477426,ANDREI VASILEVSKIY,8476883,VICTOR HEDMAN,8475167,,,NICO HISCHIER,8480002,JOHN MARINO,8478507,VITEK VANECEK,8477970,LUKE HUGHES,8482684,DAWSON MERCER,8482110,,,0,0,5,5,EvStr Other,EvStr Other,0,0,1,1,1,NJD,4on4,DZ,2024-01-11
20232024,2023020644,NJD,2.0,3.0,TBL,2,18:52,1132.0,4on4,OZ,NJD,shot-on-goal,wrist,,8479407.0,,,72.0,9.0,DARREN RADDYSH,8478178,NIKITA KUCHEROV,8476453,NICHOLAS PAUL,8477426,ANDREI VASILEVSKIY,8476883,VICTOR HEDMAN,8475167,,,NICO HISCHIER,8480002,COLIN MILLER,8476525,JESPER BRATT,8479407,VITEK VANECEK,8477970,LUKE HUGHES,8482684,,,0,0,5,5,EvStr Other,EvStr Other,0,0,1,1,1,TBL,4on4,DZ,2024-01-11
20232024,2023020644,NJD,2.0,3.0,TBL,2,18:58,1138.0,4on4,DZ,TBL,hit,,,8478178.0,8479407.0,,84.0,21.0,DARREN RADDYSH,8478178,NIKITA KUCHEROV,8476453,NICHOLAS PAUL,8477426,ANDREI VASILEVSKIY,8476883,VICTOR HEDMAN,8475167,,,COLIN MILLER,8476525,JESPER BRATT,8479407,VITEK VANECEK,8477970,MICHAEL MCLEOD,8479415,KEVIN BAHL,8480860,,,0,0,5,5,EvStr Other,EvStr Other,0,0,1,1,1,NJD,4on4,OZ,2024-01-11
20232024,2023020644,NJD,2.0,3.0,TBL,2,19:08,1148.0,4on4,DZ,NJD,penalty,MIN,2 minutes - tripping,8476525.0,8478178.0,,-69.0,-12.0,DARREN RADDYSH,8478178,NIKITA KUCHEROV,8476453,ANDREI VASILEVSKIY,8476883,BRAYDEN POINT,8478010,VICTOR HEDMAN,8475167,,,COLIN MILLER,8476525,JESPER BRATT,8479407,VITEK VANECEK,8477970,MICHAEL MCLEOD,8479415,KEVIN BAHL,8480860,,,0,0,5,5,EvStr Other,EvStr Other,0,0,1,1,1,TBL,4on4,OZ,2024-01-11
20232024,2023020644,NJD,2.0,3.0,TBL,2,19:08,1148.0,3on4,DZ,NJD,faceoff,,,8475287.0,8474564.0,,-69.0,22.0,DARREN RADDYSH,8478178,NIKITA KUCHEROV,8476453,ANDREI VASILEVSKIY,8476883,BRAYDEN POINT,8478010,VICTOR HEDMAN,8475167,,,COLIN MILLER,8476525,JESPER BRATT,8479407,VITEK VANECEK,8477970,MICHAEL MCLEOD,8479415,KEVIN BAHL,8480860,,,0,0,5,5,Penalty Kill,Powerplay,0,0,1,1,1,TBL,4on3,OZ,2024-01-11
20232024,2023020644,NJD,2.0,3.0,TBL,2,19:25,1165.0,4on3,OZ,TBL,shot-on-goal,wrist,,8476453.0,,,-82.0,-1.0,STEVEN STAMKOS,8474564,NIKITA KUCHEROV,8476453,ANDREI VASILEVSKIY,8476883,BRAYDEN POINT,8478010,VICTOR HEDMAN,8475167,,,JOHN MARINO,8478507,BRENDAN SMITH,8474090,VITEK VANECEK,8477970,ERIK HAULA,8475287,,,,,0,0,5,4,Powerplay,Penalty Kill,0,0,1,1,1,NJD,3on4,DZ,2024-01-11
20232024,2023020644,NJD,2.0,3.0,TBL,2,19:45,1185.0,4on3,OZ,TBL,blocked-shot,teammate-blocked,,8478010.0,8475167.0,,-71.0,-1.0,STEVEN STAMKOS,8474564,NIKITA KUCHEROV,8476453,ANDREI VASILEVSKIY,8476883,BRAYDEN POINT,8478010,VICTOR HEDMAN,8475167,,,JOHN MARINO,8478507,BRENDAN SMITH,8474090,VITEK VANECEK,8477970,ERIK HAULA,8475287,,,,,0,0,5,4,Powerplay,Penalty Kill,0,0,1,1,1,NJD,3on4,DZ,2024-01-11
20232024,2023020644,NJD,2.0,3.0,TBL,2,19:51,1191.0,4on3,OZ,TBL,shot-on-goal,tip-in,,8478010.0,,,-78.0,2.0,STEVEN STAMKOS,8474564,NIKITA KUCHEROV,8476453,ANDREI VASILEVSKIY,8476883,BRAYDEN POINT,8478010,VICTOR HEDMAN,8475167,,,JOHN MARINO,8478507,BRENDAN SMITH,8474090,VITEK VANECEK,8477970,ERIK HAULA,8475287,,,,,0,0,5,4,Powerplay,Penalty Kill,0,0,1,1,1,NJD,3on4,DZ,2024-01-11
20232024,2023020644,NJD,2.0,3.0,TBL,2,20:00,1200.0,4on5,,,period-end,,,,,,,,STEVEN STAMKOS,8474564.0,NIKITA KUCHEROV,8476453.0,ANDREI VASILEVSKIY,8476883.0,BRAYDEN POINT,8478010.0,VICTOR HEDMAN,8475167.0,BRAYDEN POINT,8478010.0,JOHN MARINO,8478507.0,BRENDAN SMITH,8474090.0,VITEK VANECEK,8477970.0,ERIK HAULA,8475287.0,KEVIN BAHL,8480860.0,CHRIS TIERNEY,8476919.0,0,0,0,0,Penalty Kill,Powerplay,0,0,1,1,1,TBL,5on4,,2024-01-11
20232024,2023020644,NJD,2.0,3.0,TBL,3,00:00,0.0,4on5,,,period-start,,,,,,,,STEVEN STAMKOS,8474564.0,NIKITA KUCHEROV,8476453.0,NICHOLAS PAUL,8477426.0,ANDREI VASILEVSKIY,8476883.0,BRAYDEN POINT,8478010.0,VICTOR HEDMAN,8475167.0,BRENDAN SMITH,8474090.0,JOHN MARINO,8478507.0,VITEK VANECEK,8477970.0,ERIK HAULA,8475287.0,DAWSON MERCER,8482110.0,KEVIN BAHL,8480860.0,0,0,0,0,Penalty Kill,Powerplay,0,0,1,1,1,TBL,5on4,,2024-01-11
