season,game_id,team,desc_new,strength,desc,game_period,time_elapsed,goal_desc
20212022,2021020001,PIT,,5on5,"Danton Heinen (1), Jeff Carter (0)",2,0:12,1-0
20212022,2021020001,PIT,,5on5,"Brian Boyle (1), Sam Lafferty (1), Drew O'Connor (1)",2,4:11,2-0
20212022,2021020001,PIT,,5on5,"Dominik Simon (1), Kris Letang (1), Brock McGinn (1)",3,11:32,3-0
20212022,2021020001,TBL,,5on5,"Anthony Cirelli (1), Victor Hedman (1), Steven Stamkos (1)",3,14:23,1-3
20212022,2021020001,PIT,,5on5,"Teddy Blueger (1), Kris Letang (0)",3,14:53,4-1
20212022,2021020001,TBL,,5on5,"Alex Killorn (1), Steven Stamkos (1), Anthony Cirelli (1)",3,16:49,2-4
20212022,2021020001,PIT,,5on5,"Evan Rodrigues (1), John Marino (0)",3,17:35,5-2
20212022,2021020001,PIT,,5on5,Bryan Rust (1),3,18:11,6-2
20212022,2021020002,VGK,,5on5,"Max Pacioretty (1), Mark Stone (1), Chandler Stephenson (1)",1,3:10,1-0
20212022,2021020002,VGK,,5on5,"Jonathan Marchessault (1), William Karlsson (1), Reilly Smith (1)",1,6:36,2-0
20212022,2021020002,SEA,,5on5,"Ryan Donato (1), Vince Dunn (1), Joonas Donskoi (1)",2,11:32,1-2
20212022,2021020002,SEA,,5on5,"Jared McCann (1), Jordan Eberle (1), Jaden Schwartz (1)",2,12:44,2-2
20212022,2021020002,VGK,,5on5,"Max Pacioretty (2), Nicolas Hague (2), Mark Stone (2)",2,6:43,3-2
20212022,2021020002,SEA,,5on5,"Morgan Geekie (1), Jeremy Lauzon (0)",3,7:58,3-3
20212022,2021020002,VGK,,5on5,"Chandler Stephenson (1), Mark Stone (1), Max Pacioretty (1)",3,8:33,4-3
20212022,2021020003,TOR,,5on4,"Pierre Engvall (1), Michael Bunting (1), Rasmus Sandin (1)",1,10:12,1-0
20212022,2021020003,MTL,,5on5,"Jonathan Drouin (1), Josh Anderson (1), Brett Kulak (1)",1,7:22,1-1
20212022,2021020003,TOR,,5on5,"William Nylander (1), Morgan Rielly (1), Mitchell Marner (1)",3,1:06,2-1
20212022,2021020004,WSH,,5on4,"T.J. Oshie (1), Alex Ovechkin (1), Evgeny Kuznetsov (1)",1,4:39,1-0
20212022,2021020004,WSH,,5on4,"Justin Schultz (1), Evgeny Kuznetsov (2), Alex Ovechkin (2)",2,12:38,2-0
20212022,2021020004,WSH,,5on5,"Hendrix Lapierre (1), T.J. Oshie (1), Conor Sheary (1)",2,13:02,3-0
20212022,2021020004,WSH,,4on5,"Alex Ovechkin (2), Evgeny Kuznetsov (1), Trevor van Riemsdyk (1)",3,12:01,4-0
20212022,2021020004,WSH,,5on4,"Alex Ovechkin (1), Anthony Mantha (1), John Carlson (1)",3,2:37,5-0
20212022,2021020004,NYR,,5on4,"Chris Kreider (1), Ryan Strome (1), Adam Fox (1)",3,9:13,1-5
20212022,2021020005,CHI,,5on4,"Dominik Kubalik (1), Ian Mitchell (1), Henrik Borgstrom (1)",1,16:47,1-0
20212022,2021020005,COL,,5on5,"Jack Johnson (1), Andre Burakovsky (1), Valeri Nichushkin (1)",1,4:26,1-1
20212022,2021020005,COL,,5on5,"Gabriel Landeskog (1), Nazem Kadri (1), Erik Johnson (1)",1,5:48,2-1
20212022,2021020005,COL,,5on5,"Bowen Byram (1), Gabriel Landeskog (0)",1,9:34,3-1
20212022,2021020005,COL,,5on5,"Nazem Kadri (1), Bowen Byram (1), Mikko Rantanen (1)",2,16:12,4-1
20212022,2021020005,CHI,,5on5,Connor Murphy (1),3,15:31,2-4
20212022,2021020006,EDM,,5on5,"Jesse Puljujarvi (1), Darnell Nurse (1), Connor McDavid (1)",1,16:55,1-0
20212022,2021020006,EDM,,5on4,"Zach Hyman (1), Leon Draisaitl (2), Connor McDavid (2)",2,17:12,2-0
20212022,2021020006,VAN,,5on4,"Oliver Ekman-Larsson (1), Nils Hoglander (1), Conor Garland (1)",3,12:28,1-2
20212022,2021020006,VAN,,5on5,"Quinn Hughes (1), Nils Hoglander (1), J.T. Miller (1)",3,17:11,2-2
20212022,2021020007,BUF,,5on5,"Zemgus Girgensons (1), Colin Miller (1), Cody Eakin (1)",1,17:35,1-0
20212022,2021020007,BUF,,5on4,"Kyle Okposo (1), Jacob Bryson (1), Colin Miller (1)",1,6:40,2-0
20212022,2021020007,BUF,,5on4,"Victor Olofsson (1), Jacob Bryson (1), Jeff Skinner (1)",2,17:05,3-0
20212022,2021020007,BUF,,5on5,"Anders Bjork (1), Zemgus Girgensons (1), Vinnie Hinostroza (1)",2,19:04,4-0
20212022,2021020007,MTL,,5on5,"Chris Wideman (1), Joel Armia (1), Mathieu Perreault (1)",2,9:33,1-4
20212022,2021020007,BUF,,5on4,"Tage Thompson (1), Jeff Skinner (1), Victor Olofsson (1)",3,4:29,5-1
20212022,2021020008,OTT,,5on4,"Tyler Ennis (1), Thomas Chabot (1), Tim Stutzle (1)",1,18:58,1-0
20212022,2021020008,OTT,,5on5,"Alex Formenton (1), Victor Mete (0)",1,19:59,2-0
20212022,2021020008,OTT,,5on5,"Chris Tierney (1), Nick Holden (1), Tyler Ennis (1)",1,8:31,3-0
20212022,2021020008,TOR,,5on4,"Jason Spezza (1), Morgan Rielly (1), William Nylander (1)",3,3:11,1-3
20212022,2021020008,TOR,,5on4,"William Nylander (2), Jason Spezza (1), John Tavares (1)",3,8:50,2-3
20212022,2021020009,DET,,5on5,"Dylan Larkin (1), Robby Fabbri (1), Filip Zadina (1)",1,14:00,1-0
20212022,2021020009,DET,,other,"Tyler Bertuzzi (1), Nick Leddy (1), Moritz Seider (1)",2,0:18,2-0
20212022,2021020009,DET,,other,"Tyler Bertuzzi (3), Robby Fabbri (1), Lucas Raymond (1)",2,12:29,3-0
20212022,2021020009,TBL,,5on4,"Steven Stamkos (1), Nikita Kucherov (1), Mikhail Sergachev (1)",2,15:19,1-3
20212022,2021020009,TBL,,5on4,"Steven Stamkos (2), Mikhail Sergachev (3), Nikita Kucherov (3)",2,16:31,2-3
