season,game_id,date,team,GN,home_away,opponent,results,game_end,final_G,final_GA,situation,toi,gf,ga,xgf,xga,xg%,hdsc,hdsca,hdsc%,sc,sca,sc%,asd,asda,fwf,fwa,fenwick%,cf,ca,corsi%,g_dif,xg_dif,fwf_dif,hdsc_dif,shots,shots_ag,mdsc,adsc,ldsc,mdsca,adsca,ldsca,point_shot,point_shot_ag,pshot_perc,pshot_perc_ag,blocks,blocks_ag,miss,miss_ag,miss_perc,miss_perc_ag,block%,block%_ag,penalties,penalty_mins,penalties_ag,penalty_mins_ag,faceoff_w,faceoff_l,hits,takeaways,giveaways,dz_giveaways,hits_ag,takeaways_ag,giveaways_ag,dz_giveaways_ag,oz_takeaways,oz_takeaways_ag,offense,defense,differential
20122013,2012020002,2013-01-19,OTT,1,AWAY,WPG,W,REG,4,1,other,2.033333333333333,0,0,0.039,0.303,0.11,0.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0,1,4,0.2,2,4,0.33,0,-0.264,-3,-2.0,0,2,0.0,1.0,0.0,0.0,2.0,0.0,1,1,1.0,0.25,1,0,1,2,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.039,0.303,-0.264
20122013,2012020002,2013-01-19,WPG,1,HOME,OTT,L,REG,1,4,4on5,3.0,0,1,0.0,0.384,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.25,0,4,0.0,0,4,0.0,-1,-0.384,-4,-1.0,0,3,0.0,0.0,0.0,0.0,2.0,1.0,0,3,0.0,0.75,0,0,0,1,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384,-1.384
20122013,2012020002,2013-01-19,WPG,1,HOME,OTT,L,REG,1,4,5on4,9.883333333333333,1,0,0.368,0.091,0.8,1.0,0.0,1.0,1.0,1.0,0.5,1.8,2.5,6,4,0.6,8,4,0.67,1,0.277,2,1.0,6,3,0.0,1.0,3.0,1.0,1.0,0.0,4,1,0.8,0.5,2,0,0,1,0.0,0.25,0.25,0.0,1.0,2.0,0.0,0.0,7.0,5.0,1.0,0.0,3.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,1.3679999999999999,0.091,1.277
20122013,2012020002,2013-01-19,WPG,1,HOME,OTT,L,REG,1,4,5on5,45.083333333333336,0,3,1.57,1.696,0.48,7.0,4.0,0.64,14.0,19.0,0.42,2.5,2.261904761904762,34,42,0.45,46,51,0.47,-3,-0.1259999999999999,-8,3.0,20,31,7.0,16.0,4.0,15.0,11.0,12.0,16,18,0.47058823529411764,0.42857142857142855,12,9,14,11,0.3,0.22,0.26,0.18,2.0,4.0,7.0,14.0,23.0,20.0,27.0,4.0,13.0,8.0,18.0,4.0,5.0,4.0,1.0,2.0,1.57,4.696,-3.1259999999999994
20122013,2012020002,2013-01-19,WPG,1,HOME,OTT,L,REG,1,4,all,60.0,1,4,2.241,2.21,0.5,10.0,5.0,0.67,17.0,21.0,0.45,2.4651162790697674,2.2653061224489797,44,51,0.46,58,61,0.49,-3,0.03100000000000014,-7,5.0,28,37,7.0,19.0,7.0,16.0,15.0,13.0,21,23,0.4883720930232558,0.46938775510204084,14,10,16,14,0.28,0.23,0.24,0.16,3.0,6.0,7.0,14.0,35.0,28.0,29.0,4.0,19.0,12.0,21.0,5.0,8.0,7.0,1.0,2.0,3.241,6.21,-2.969
20122013,2012020002,2013-01-19,WPG,1,HOME,OTT,L,REG,1,4,other,2.033333333333333,0,0,0.303,0.039,0.89,2.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,4,1,0.8,4,2,0.67,0,0.264,3,2.0,2,0,0.0,2.0,0.0,0.0,1.0,0.0,1,1,0.25,1.0,0,1,2,1,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.039,0.264
20122013,2012020003,2013-01-19,CHI,1,AWAY,LAK,W,REG,5,2,4on5,8.0,0,0,0.0,0.709,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2.3636363636363638,0,11,0.0,0,16,0.0,0,-0.709,-11,-2.0,0,5,0.0,0.0,0.0,3.0,3.0,3.0,0,6,0.0,0.5454545454545454,0,5,0,6,0.0,0.38,0.0,0.31,0.0,0.0,0.0,0.0,7.0,6.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.709,-0.709
20122013,2012020003,2013-01-19,CHI,1,AWAY,LAK,W,REG,5,2,5on4,7.45,0,0,0.078,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.5555555555555556,0.0,9,0,1.0,10,0,1.0,0,0.078,9,0.0,5,0,1.0,3.0,5.0,0.0,0.0,0.0,8,0,0.8888888888888888,0.0,1,0,4,0,0.4,0.0,0.1,0.0,0.0,0.0,1.0,2.0,6.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.078,0.0,0.078
20122013,2012020003,2013-01-19,CHI,1,AWAY,LAK,W,REG,5,2,5on5,42.56666666666667,4,2,1.428,1.125,0.56,3.0,3.0,0.5,10.0,11.0,0.48,2.347826086956522,2.375,23,24,0.49,29,34,0.46,2,0.30299999999999994,-1,0.0,15,16,7.0,8.0,5.0,8.0,8.0,5.0,8,6,0.34782608695652173,0.25,6,10,8,8,0.28,0.24,0.21,0.29,5.0,10.0,4.0,8.0,17.0,24.0,18.0,1.0,5.0,5.0,36.0,6.0,12.0,7.0,1.0,3.0,5.428,3.125,2.303
20122013,2012020003,2013-01-19,CHI,1,AWAY,LAK,W,REG,5,2,all,60.0,5,2,2.287,1.835,0.55,3.0,5.0,0.38,11.0,16.0,0.41,2.085714285714286,2.3714285714285714,35,35,0.5,42,50,0.46,3,0.45199999999999996,0,-2.0,22,21,8.0,13.0,11.0,11.0,11.0,8.0,18,12,0.5142857142857142,0.34285714285714286,7,15,13,14,0.31,0.28,0.17,0.3,5.0,10.0,5.0,10.0,31.0,32.0,22.0,1.0,7.0,6.0,39.0,7.0,14.0,8.0,1.0,3.0,7.287,3.835,3.452
20122013,2012020003,2013-01-19,CHI,1,AWAY,LAK,W,REG,5,2,other,1.9833333333333334,1,0,0.782,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,3,0,1.0,3,0,1.0,1,0.782,3,0.0,2,0,0.0,2.0,1.0,0.0,0.0,0.0,2,0,0.6666666666666666,0.0,0,0,1,0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.782,0.0,1.782
20122013,2012020003,2013-01-19,LAK,1,HOME,CHI,L,REG,2,5,4on5,7.45,0,0,0.0,0.078,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5555555555555556,0,9,0.0,0,10,0.0,0,-0.078,-9,0.0,0,5,0.0,0.0,0.0,1.0,3.0,5.0,0,8,0.0,0.8888888888888888,0,1,0,4,0.0,0.4,0.0,0.1,1.0,2.0,0.0,0.0,2.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.078,-0.078
20122013,2012020003,2013-01-19,LAK,1,HOME,CHI,L,REG,2,5,5on4,8.0,0,0,0.709,0.0,1.0,2.0,0.0,1.0,5.0,0.0,1.0,2.3636363636363638,0.0,11,0,1.0,16,0,1.0,0,0.709,11,2.0,5,0,3.0,3.0,3.0,0.0,0.0,0.0,6,0,0.5454545454545454,0.0,5,0,6,0,0.38,0.0,0.31,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.709,0.0,0.709
20122013,2012020003,2013-01-19,LAK,1,HOME,CHI,L,REG,2,5,5on5,42.56666666666667,2,4,1.125,1.428,0.44,3.0,3.0,0.5,11.0,10.0,0.52,2.375,2.347826086956522,24,23,0.51,34,29,0.54,-2,-0.30299999999999994,1,0.0,16,15,8.0,8.0,5.0,7.0,8.0,5.0,6,8,0.25,0.34782608695652173,10,6,8,8,0.24,0.28,0.29,0.21,4.0,8.0,5.0,10.0,24.0,17.0,36.0,6.0,12.0,7.0,18.0,1.0,5.0,5.0,3.0,1.0,3.125,5.428,-2.303
20122013,2012020003,2013-01-19,LAK,1,HOME,CHI,L,REG,2,5,all,60.0,2,5,1.835,2.287,0.45,5.0,3.0,0.62,16.0,11.0,0.59,2.3714285714285714,2.085714285714286,35,35,0.5,50,42,0.54,-3,-0.45199999999999996,0,2.0,21,22,11.0,11.0,8.0,8.0,13.0,11.0,12,18,0.34285714285714286,0.5142857142857142,15,7,14,13,0.28,0.31,0.3,0.17,5.0,10.0,5.0,10.0,32.0,31.0,39.0,7.0,14.0,8.0,22.0,1.0,7.0,6.0,3.0,1.0,3.835,7.287,-3.452
20122013,2012020003,2013-01-19,LAK,1,HOME,CHI,L,REG,2,5,other,1.9833333333333334,0,1,0.0,0.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0,3,0.0,0,3,0.0,-1,-0.782,-3,0.0,0,2,0.0,0.0,0.0,0.0,2.0,1.0,0,2,0.0,0.6666666666666666,0,0,0,1,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.782,-1.782
20122013,2012020004,2013-01-19,NYR,1,AWAY,BOS,L,REG,1,3,4on5,8.266666666666667,0,0,0.249,0.603,0.29,1.0,0.0,1.0,3.0,3.0,0.5,3.3333333333333335,1.8,3,12,0.2,3,14,0.18,0,-0.354,-9,1.0,2,9,2.0,0.0,0.0,3.0,2.0,5.0,0,6,0.0,0.6,0,2,1,3,0.33,0.21,0.0,0.14,0.0,0.0,2.0,10.0,4.0,7.0,5.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.249,0.603,-0.354
20122013,2012020004,2013-01-19,NYR,1,AWAY,BOS,L,REG,1,3,5on4,5.7,0,0,0.02,0.012,0.62,0.0,0.0,0.0,1.0,0.0,1.0,2.5,1.0,2,2,0.5,5,2,0.71,0,0.008,0,0.0,2,1,1.0,1.0,0.0,0.0,0.0,1.0,1,1,0.5,1.0,3,0,0,1,0.0,0.5,0.6,0.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.012,0.008
20122013,2012020004,2013-01-19,NYR,1,AWAY,BOS,L,REG,1,3,5on5,42.333333333333336,1,3,0.954,2.231,0.3,1.0,4.0,0.2,13.0,13.0,0.5,2.4285714285714284,2.375,22,26,0.46,24,34,0.41,-2,-1.277,-4,-3.0,14,21,12.0,3.0,5.0,9.0,3.0,8.0,6,11,0.2857142857142857,0.4583333333333333,2,8,8,5,0.33,0.15,0.08,0.24,6.0,18.0,5.0,18.0,14.0,25.0,28.0,1.0,5.0,3.0,21.0,4.0,1.0,1.0,0.0,3.0,1.954,5.231,-3.277
20122013,2012020004,2013-01-19,NYR,1,AWAY,BOS,L,REG,1,3,all,60.0,1,3,1.285,3.071,0.29,2.0,5.0,0.29,19.0,18.0,0.51,2.5,2.2432432432432434,31,43,0.42,36,53,0.4,-2,-1.7860000000000003,-12,-3.0,21,34,17.0,5.0,6.0,13.0,5.0,14.0,9,18,0.3,0.4864864864864865,5,10,10,9,0.28,0.17,0.14,0.19,9.0,24.0,8.0,30.0,23.0,35.0,34.0,1.0,10.0,5.0,27.0,6.0,1.0,1.0,0.0,4.0,2.285,6.071,-3.7859999999999996
20122013,2012020004,2013-01-19,NYR,1,AWAY,BOS,L,REG,1,3,other,3.7,0,0,0.061,0.225,0.21,0.0,1.0,0.0,2.0,2.0,0.5,2.25,3.5,4,3,0.57,4,3,0.57,0,-0.164,1,-1.0,3,3,2.0,1.0,1.0,1.0,0.0,0.0,2,0,0.5,0.0,0,0,1,0,0.25,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.061,0.225,-0.164
20122013,2012020004,2013-01-19,BOS,1,HOME,NYR,W,REG,3,1,4on5,5.7,0,0,0.012,0.02,0.38,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.5,2,2,0.5,2,5,0.29,0,-0.008,0,0.0,1,2,0.0,0.0,1.0,1.0,1.0,0.0,1,1,1.0,0.5,0,3,1,0,0.5,0.0,0.0,0.6,1.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.012,0.02,-0.008
20122013,2012020004,2013-01-19,BOS,1,HOME,NYR,W,REG,3,1,5on4,8.266666666666667,0,0,0.603,0.249,0.71,0.0,1.0,0.0,3.0,3.0,0.5,1.8,3.3333333333333335,12,3,0.8,14,3,0.82,0,0.354,9,-1.0,9,2,3.0,2.0,5.0,2.0,0.0,0.0,6,0,0.6,0.0,2,0,3,1,0.21,0.33,0.14,0.0,2.0,10.0,0.0,0.0,7.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0,0.0,0.603,0.249,0.354
20122013,2012020004,2013-01-19,BOS,1,HOME,NYR,W,REG,3,1,5on5,42.333333333333336,3,1,2.231,0.954,0.7,4.0,1.0,0.8,13.0,13.0,0.5,2.375,2.4285714285714284,26,22,0.54,34,24,0.59,2,1.277,4,3.0,21,14,9.0,3.0,8.0,12.0,3.0,5.0,11,6,0.4583333333333333,0.2857142857142857,8,2,5,8,0.15,0.33,0.24,0.08,5.0,18.0,6.0,18.0,25.0,14.0,21.0,4.0,1.0,1.0,28.0,1.0,5.0,3.0,3.0,0.0,5.231,1.954,3.277
20122013,2012020004,2013-01-19,BOS,1,HOME,NYR,W,REG,3,1,all,60.0,3,1,3.071,1.285,0.71,5.0,2.0,0.71,18.0,19.0,0.49,2.2432432432432434,2.5,43,31,0.58,53,36,0.6,2,1.7860000000000003,12,3.0,34,21,13.0,5.0,14.0,17.0,5.0,6.0,18,9,0.4864864864864865,0.3,10,5,9,10,0.17,0.28,0.19,0.14,8.0,30.0,9.0,24.0,35.0,23.0,27.0,6.0,1.0,1.0,34.0,1.0,10.0,5.0,4.0,0.0,6.071,2.285,3.7859999999999996
20122013,2012020004,2013-01-19,BOS,1,HOME,NYR,W,REG,3,1,other,3.7,0,0,0.225,0.061,0.79,1.0,0.0,1.0,2.0,2.0,0.5,3.5,2.25,3,4,0.43,3,4,0.43,0,0.164,-1,1.0,3,3,1.0,0.0,0.0,2.0,1.0,1.0,0,2,0.0,0.5,0,0,0,1,0.0,0.25,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.225,0.061,0.164
20122013,2012020005,2013-01-19,TOR,1,AWAY,MTL,W,REG,2,1,4on5,9.8,0,1,0.0,0.505,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.8571428571428572,0,7,0.0,0,10,0.0,-1,-0.505,-7,-1.0,0,5,0.0,0.0,0.0,1.0,1.0,4.0,0,5,0.0,0.7142857142857143,0,3,0,2,0.0,0.2,0.0,0.3,0.0,0.0,1.0,2.0,5.0,4.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.505,-1.505
20122013,2012020005,2013-01-19,TOR,1,AWAY,MTL,W,REG,2,1,5on4,8.766666666666667,2,0,1.241,0.07,0.95,3.0,0.0,1.0,4.0,1.0,0.8,3.1666666666666665,3.0,6,3,0.67,11,3,0.79,2,1.171,3,3.0,5,3,1.0,2.0,0.0,1.0,0.0,0.0,1,0,0.16666666666666666,0.0,5,0,1,0,0.09,0.0,0.45,0.0,1.0,5.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,3.241,0.07,3.1710000000000003
20122013,2012020005,2013-01-19,TOR,1,AWAY,MTL,W,REG,2,1,5on5,40.3,0,0,1.663,0.774,0.68,2.0,3.0,0.4,10.0,12.0,0.45,2.32,2.391304347826087,27,24,0.53,32,35,0.48,0,0.889,3,-1.0,21,14,8.0,11.0,4.0,9.0,5.0,6.0,8,9,0.32,0.391304347826087,5,11,6,10,0.19,0.29,0.16,0.31,5.0,10.0,5.0,13.0,14.0,25.0,30.0,6.0,6.0,6.0,19.0,5.0,6.0,6.0,3.0,2.0,1.663,0.774,0.889
20122013,2012020005,2013-01-19,TOR,1,AWAY,MTL,W,REG,2,1,all,60.0,2,1,2.904,1.349,0.68,5.0,4.0,0.56,14.0,15.0,0.48,2.4838709677419355,2.2903225806451615,33,34,0.49,43,48,0.47,1,1.555,-1,1.0,26,22,9.0,13.0,4.0,11.0,6.0,10.0,9,14,0.2903225806451613,0.45161290322580644,10,14,7,12,0.16,0.25,0.23,0.29,6.0,15.0,6.0,15.0,21.0,34.0,39.0,7.0,6.0,6.0,24.0,9.0,7.0,7.0,3.0,4.0,4.904,2.349,2.5549999999999997
20122013,2012020005,2013-01-19,TOR,1,AWAY,MTL,W,REG,2,1,other,1.1333333333333333,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20122013,2012020005,2013-01-19,MTL,1,HOME,TOR,L,REG,1,2,4on5,8.766666666666667,0,2,0.07,1.241,0.05,0.0,3.0,0.0,1.0,4.0,0.2,3.0,3.1666666666666665,3,6,0.33,3,11,0.21,-2,-1.171,-3,-3.0,3,5,1.0,0.0,0.0,1.0,2.0,0.0,0,1,0.0,0.16666666666666666,0,5,0,1,0.0,0.09,0.0,0.45,0.0,0.0,1.0,5.0,4.0,2.0,5.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,3.241,-3.1710000000000003
20122013,2012020005,2013-01-19,MTL,1,HOME,TOR,L,REG,1,2,5on4,9.8,1,0,0.505,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.8571428571428572,0.0,7,0,1.0,10,0,1.0,1,0.505,7,1.0,5,0,1.0,1.0,4.0,0.0,0.0,0.0,5,0,0.7142857142857143,0.0,3,0,2,0,0.2,0.0,0.3,0.0,1.0,2.0,0.0,0.0,4.0,5.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,1.505,0.0,1.505
