game_id,team,player,number,pos,strength,shots_against,goals_against,xGoal,adsc_ag,hdsc_ag,ldsc_ag,mdsc_ag,adsc_g,hdsc_g,ldsc_g,mdsc_g,player_id
2013020001,MTL,Carey Price,31.0,G,4on5,3,1.0,0.28074410000000005,,1.0,1.0,,,1.0,,,8471679.0
2013020001,MTL,Carey Price,31.0,G,5on4,14,,0.26702989,3.0,4.0,2.0,5.0,,,,,8471679.0
2013020001,MTL,Carey Price,31.0,G,5on5,19,2.0,0.85947705,9.0,2.0,6.0,2.0,1.0,,,1.0,8471679.0
2013020001,MTL,Carey Price,31.0,G,all,38,4.0,2.06597164,14.0,7.0,9.0,7.0,2.0,1.0,,1.0,8471679.0
2013020001,MTL,Carey Price,31.0,G,other,2,1.0,0.6587206,2.0,,,,1.0,,,,8471679.0
2013020001,TOR,James Reimer,34.0,G,4on5,2,,0.1542627,,,,2.0,,,,,8473503.0
2013020001,TOR,James Reimer,34.0,G,5on4,4,,0.2856506,1.0,1.0,2.0,,,,,,8473503.0
2013020001,TOR,James Reimer,34.0,G,5on5,30,2.0,2.25922501,14.0,9.0,2.0,5.0,,2.0,,,8473503.0
2013020001,TOR,James Reimer,34.0,G,all,37,3.0,2.81039131,15.0,11.0,4.0,7.0,,3.0,,,8473503.0
2013020001,TOR,James Reimer,34.0,G,other,1,1.0,0.111253,,1.0,,,,1.0,,,8473503.0
2013020002,CHI,Corey Crawford,50.0,G,4on5,1,,0.0113714,1.0,,,,,,,,8470645.0
2013020002,CHI,Corey Crawford,50.0,G,5on4,9,3.0,2.22029333,5.0,2.0,1.0,1.0,,2.0,,1.0,8470645.0
2013020002,CHI,Corey Crawford,50.0,G,5on5,18,1.0,1.06192889,9.0,2.0,2.0,5.0,,,,1.0,8470645.0
2013020002,CHI,Corey Crawford,50.0,G,all,32,4.0,3.36435192,17.0,4.0,3.0,8.0,,2.0,,2.0,8470645.0
2013020002,CHI,Corey Crawford,50.0,G,other,4,,0.0707583,2.0,,,2.0,,,,,8470645.0
2013020002,WSH,Braden Holtby,70.0,G,4on5,1,,0.0161535,1.0,,,,,,,,8474651.0
2013020002,WSH,Braden Holtby,70.0,G,5on4,8,1.0,0.7380586,2.0,,2.0,4.0,,,,1.0,8474651.0
2013020002,WSH,Braden Holtby,70.0,G,5on5,25,4.0,1.38170971,7.0,6.0,4.0,6.0,,2.0,1.0,1.0,8474651.0
2013020002,WSH,Braden Holtby,70.0,G,all,34,5.0,2.13592181,10.0,6.0,6.0,10.0,,2.0,1.0,2.0,8474651.0
2013020003,EDM,Devan Dubnyk,40.0,G,5on4,6,1.0,0.47842089,1.0,,,5.0,,,,1.0,8471227.0
