team,situation,GN,results,opponent,home_away,gf,ga,xgf,xga,xg%,hdsc,hdsca,hdsc%,sc,sca,sc%,fwf,fwa,fenwick%,cf,ca,corsi%,blocks,blocks_ag,block%,block%_ag,penalties,penalties_ag,g_dif,xg_dif,g_dif,fwf_dif,hdsc_dif,matchup
BUF,other,34.0,W,DET,HOME,0.23723985114399618,0.11475569190286948,0.15488040444344373,0.2475508609816956,0.28739558745809735,0.4191258981837162,0.5478349342935874,0.21495958929406714,0.805235492014127,1.2348547933818796,0.18136971701743168,1.2472262589317042,1.5650978795812827,0.28158694051268524,1.5141664614782029,1.9505756067362516,0.27721200758506187,0.2669402025464988,0.3854777271549691,0.03919613705598664,0.08770891974725714,0.3841834832932378,0.24156149383550743,0.1224841592411267,-0.09267045653825187,0.1224841592411267,-0.3178716206495783,-0.12870903610987117,EDM@BUF
BUF,all,34.0,W,DET,HOME,4.392901280112996,2.9910761915636472,3.432778325769328,3.703282541077226,0.48470358969896726,8.580427769182805,11.196062188365232,0.42625289347815837,21.50600181127073,24.260043392166843,0.4669421000167963,43.23927798582702,45.8828695089487,0.48576065609396485,56.98324878859687,57.443674407043545,0.4981074449199759,13.743970802769848,11.560804898094851,0.23587226356403582,0.1988187908765473,4.336392748609164,4.4745635215822475,1.4018250885493493,-0.2705042153078976,1.4018250885493493,-2.6435915231216773,-2.615634419182422,EDM@BUF
BUF,5on5,34.0,W,DET,HOME,2.9690137595235595,2.0050967211542576,2.484770175818092,2.4290707564436316,0.5083706763414811,6.133972300484915,7.789196093164627,0.4363274587130716,15.84164831433866,17.43708099778739,0.47559970396263734,33.885791615259606,34.277383142261336,0.5005532033797027,44.926814856913666,43.65436394145428,0.5131921033858163,11.041023241654052,9.376980799192946,0.24114303975889392,0.20839045926662214,3.1526217717754825,3.6910725051287865,0.9639170383693023,0.0556994193744612,0.9639170383693023,-0.39159152700171684,-1.655223792679711,EDM@BUF
BUF,other,35.0,W,BOS,AWAY,0.3135158660295966,0.10328012271258254,0.14969236399909935,0.31599577488352604,0.2686560287122876,0.3772133083653446,0.4930514408642287,0.19346363036466044,0.8247119428127143,1.6113693140436918,0.1802327453156885,1.222503633038534,2.1085880916231545,0.2654282464614167,1.4627498153303826,2.4555180460626267,0.2614908068265557,0.24024618229184894,0.34692995443947217,0.03527652335038797,0.07893802777253144,0.445765134963914,0.2174053444519567,0.21023574331701403,-0.16630341088442668,0.21023574331701403,-0.8860844585846206,-0.11583813249888406,EDM@BUF
BUF,all,35.0,W,BOS,AWAY,4.3536111521016965,2.9919685724072824,3.269200493192395,3.866554286969503,0.4612332307290706,8.422384992264524,11.676455969528709,0.4136276041303425,20.655401630143658,25.434039052950162,0.4472478900151167,41.91535018724432,46.29458255805383,0.4751845904845684,55.484923909737184,58.399306966339196,0.48729670042797835,13.569573722492862,12.104724408285367,0.24128503720763222,0.20393691178889256,4.502753473748248,4.527107169424023,1.3616425796944145,-0.597353793777108,1.3616425796944145,-4.379232370809509,-3.25407097726418,EDM@BUF
BUF,5on5,35.0,W,BOS,AWAY,2.9721123835712033,2.004587049038832,2.3840931582362828,2.5179636807992685,0.4885336087073331,6.1205750704364235,8.510276483848164,0.4216947128417644,15.157483482904794,17.99337289800865,0.4560397335663736,32.69721245373365,34.049644828035206,0.49149788304173236,43.5341333712223,43.88892754730885,0.5018728930472347,10.836920917488648,9.839282719273653,0.24602873578300452,0.21755141333995992,3.1373595945979345,3.721965254615908,0.9675253345323721,-0.13387052256298493,0.9675253345323721,-1.3524323743015452,-2.38970141341174,EDM@BUF
BUF,5on4,35.0,W,BOS,AWAY,1.012825180235819,0.10413826358889325,0.6442659425875475,0.1688765762851417,0.7340082868586947,1.7140862797671315,0.32128363014275796,0.6219392001906899,4.075721320652405,0.7760472685074089,0.7502912139428228,6.704103887607575,1.3643717524163665,0.7774915411352417,8.807474775830821,1.4877261075367096,0.7980910629821351,2.103370888223248,0.1233543551203434,0.2054214522532263,0.037148127016747315,0.6321105169376666,0.3031993950548728,0.9086869166469256,0.4753893663024057,0.9086869166469256,5.339732135191209,1.3928026496243733,EDM@BUF
BUF,4on5,35.0,W,BOS,AWAY,0.05515772226507764,0.7799631370669751,0.09121508526102531,0.8638667267924718,0.11837481031407929,0.21051033369562644,2.351844414673556,0.14812864108687926,0.5974848837737425,5.053249572390402,0.1041455142524409,1.29153021286456,8.77197788597911,0.12118120029200757,1.680565947353681,10.567135265431011,0.1274676138702145,0.389035734489121,1.7951573794519005,0.1318993395384008,0.15838904924055827,0.28751822724873266,0.28453717530128614,-0.7248054148018973,-0.7726516415314465,-0.7248054148018973,-7.480447673114551,-2.14133408097793,EDM@BUF
BUF,4on5,36.0,L,OTT,AWAY,0.049641950038569874,0.8019668233602776,0.08549357673492279,0.8164800541132247,0.11453732928267135,0.1894593003260638,2.316659973206201,0.13331577697819133,0.5377363953963683,4.747924615151362,0.09373096282719681,1.2623771915781041,8.094780097381198,0.14206308026280684,1.612509352618313,9.71042173888791,0.14772085248319305,0.3501321610402089,1.6156416415067105,0.11870940558456072,0.14255014431650245,0.2587664045238594,0.25608345777115754,-0.7523248733217076,-0.7309864773783018,-0.7523248733217076,-6.832402905803096,-2.127200672880137,EDM@BUF
BUF,5on4,36.0,L,OTT,AWAY,0.9115426622122371,0.09372443723000393,0.6286393483287928,0.15198891865662753,0.7606074581728252,1.5426776517904184,0.28915526712848216,0.559745280171621,3.8681491885871644,0.6984425416566681,0.7752620925485405,6.333693498846817,1.2279345771747299,0.7997423870217175,8.426727298247739,1.3389534967830388,0.8182819566839216,2.093033799400923,0.11101891960830906,0.22487930702790368,0.033433314315072585,0.5688994652439,0.3728794555493855,0.817818224982233,0.47665042967216514,0.817818224982233,5.105758921672088,1.2535223846619359,EDM@BUF
BUF,5on5,36.0,L,OTT,AWAY,2.7749011452140833,2.004128344134949,2.4376838424126546,2.618467312719342,0.4846802478365998,6.708517563392782,8.759248835463348,0.431525241557588,15.841735134614314,18.194035608207788,0.46243576020973626,34.327491208360286,34.744680345231686,0.49634809473755914,45.480720034100074,44.300034792577975,0.5086856037425113,11.153228825739784,9.555354447346287,0.24342586220470405,0.21079627200596396,2.9236236351381413,3.549768729154317,0.7707728010791349,-0.18078347030668646,0.7707728010791349,-0.4171891368713907,-2.050731272070566,EDM@BUF
BUF,all,36.0,L,OTT,AWAY,4.018250036891526,2.9927717151665547,3.286480443873156,3.871198858272553,0.4621099076561635,8.780146493038071,11.808810372575838,0.42026484371730827,20.989861467129295,25.090635147655146,0.45452310101360505,43.02381516851989,45.96512430224845,0.4826661314361116,57.036431518763465,57.559376269705275,0.4975670303851805,14.012616350243578,11.594251967456831,0.242156533486869,0.19754322061000332,4.152478126373423,4.374396452481621,1.0254783217249732,-0.5847184143993971,1.0254783217249732,-2.9413091337285584,-3.028663879537762,EDM@BUF
BUF,other,36.0,L,OTT,AWAY,0.2821642794266369,0.09295211044132429,0.13472312759918942,0.28439619739517347,0.24179042584105886,0.33949197752881016,0.44374629677780586,0.1741172673281944,0.742240748531443,1.4502323826393226,0.16220947078411965,1.1002532697346805,1.8977292824608392,0.23888542181527506,1.5164748337973444,2.209966241456364,0.3353417261439001,0.4162215640626641,0.31223695899552495,0.13174887101534918,0.0710442249952783,0.4011886214675226,0.19566481000676103,0.18921216898531262,-0.14967306979598402,0.18921216898531262,-0.7974760127261585,-0.10425431924899566,EDM@BUF
BUF,5on4,37.0,W,WSH,AWAY,0.9203883959910134,0.08435199350700354,0.6217754134959136,0.13679002679096477,0.7845467123555426,1.4884098866113766,0.26023974041563397,0.6037707521544589,3.681334269728448,0.6285982874910013,0.7977358832936865,6.000324148962136,1.105141119457257,0.8197681483195458,7.8840545684229655,1.205058147104735,0.8364537610155294,1.8837304194608306,0.09991702764747816,0.2023913763251133,0.030089982883565326,0.5120095187195101,0.43559150999444696,0.8360364024840097,0.4849853867049486,0.8360364024840097,4.895183029504879,1.2281701461957424,EDM@BUF
BUF,4on5,37.0,W,WSH,AWAY,0.044677755034712885,0.7217701410242499,0.07694421906143051,0.7669320487019022,0.10308359635440421,0.17051337029345742,2.184993975885581,0.1199841992803722,0.4839627558567315,4.573132153636226,0.08435786654447713,1.1361394724202938,7.685302087643079,0.12785677223652617,1.5512584173564818,9.13937956499912,0.15294876723487377,0.41511894493618806,1.4540774773560394,0.20683846502610465,0.1282951298848522,0.23288976407147347,0.2304751119940418,-0.6770923859895369,-0.6899878296404717,-0.6770923859895369,-6.549162615222786,-2.0144806055921234,EDM@BUF
BUF,5on5,37.0,W,WSH,AWAY,2.7974110306926754,2.2037155097214542,2.3680154581713895,2.676620581447408,0.4712122230529398,6.637665807053503,8.883323951917014,0.42637271740182925,16.05756162115288,18.67463204738701,0.4601921841887626,34.09474208752426,35.37021231070852,0.4907132852638032,45.43264803069007,44.97003131332018,0.5048170433682602,11.337905943165808,9.599819002611659,0.24808327598423366,0.20971664480536756,2.7312612716243274,3.3947918562388857,0.5936955209712215,-0.30860512327601786,0.5936955209712215,-1.2754702231842516,-2.2456581448635093,EDM@BUF
BUF,all,37.0,W,WSH,AWAY,4.116425033202374,3.093494543649899,3.2122323994858406,3.8427789724452976,0.4568989168905471,8.602131843734265,11.727929335318255,0.4172383593455774,21.090875320416366,25.181571632889632,0.45507079091224456,42.5214336516679,46.06861187202361,0.47939951829250044,56.63278836688713,57.50343864273475,0.49581032734666247,14.11135471521922,11.434826770711148,0.2459408801381821,0.19578889854900297,3.837230313736081,4.236956807233459,1.022930489552476,-0.6305465729594575,1.022930489552476,-3.5471782203557027,-3.125797491583986,EDM@BUF
BUF,other,37.0,W,WSH,AWAY,0.35394785148397323,0.08365689939719186,0.1455508148392705,0.2625565776556561,0.296611383256953,0.30554277977592914,0.3993716671000253,0.15670554059537498,0.8680166736782986,1.3052091443753904,0.2459885237057077,1.2902279427612124,1.9079563542147553,0.2749968796337475,1.76482735041761,2.1889696173107276,0.3688075535295101,0.47459940765639774,0.28101326309597247,0.14357398391381426,0.06393980249575047,0.36106975932077034,0.17609832900608494,0.27029095208678133,-0.11700576281638564,0.27029095208678133,-0.6177284114535427,-0.0938288873240961,EDM@BUF
BUF,other,38.0,W,MIN,HOME,0.4185530663355759,0.17529120945747267,0.16849573335534346,0.3321009198900905,0.29495024493125777,0.3749885017983362,0.5594345003900227,0.1740349865358375,1.0812150063104689,1.6746882299378514,0.2593896713351369,1.561205148485091,2.5171607187932796,0.2804971916703728,2.088344615375849,2.770072655579655,0.36992679817655916,0.527139466890758,0.25291193678637525,0.14921658552243283,0.057545822246175424,0.32496278338869333,0.15848849610547644,0.2432618568781032,-0.16360518653474707,0.2432618568781032,-0.9559555703081885,-0.18444599859168648,EDM@BUF
BUF,all,38.0,W,MIN,HOME,4.304782529882137,3.2841450892849093,3.1357091595372566,3.861501075200768,0.4492090252014924,8.241918659360838,11.75513640178643,0.4045145234110197,21.18178778837473,25.763414469600672,0.4515637118210201,43.069290286501115,46.76175068482125,0.4794595664632504,57.369509530198414,57.45309477846128,0.4992292946119962,14.300219243697297,10.691344093640033,0.2463467921243639,0.18321000869410267,3.853507282362473,4.113261126510113,1.0206374405972285,-0.7257919156635118,1.0206374405972285,-3.6924603983201325,-3.5132177424255877,EDM@BUF
BUF,5on5,38.0,W,MIN,HOME,2.817669927623408,2.2833439587493087,2.3031139123542506,2.6023585233026676,0.4710910007476458,6.373899226348153,8.894991556725312,0.41473544566164633,16.051805459037595,18.90716884264831,0.45717296576988636,34.385267878771835,35.333191079637665,0.4926419567374229,46.08938322762106,44.37302818198816,0.5113353390314341,11.704115348849227,9.039837102350493,0.2522749483858103,0.19874498032483082,2.658135144461895,3.355312670614997,0.5343259688740993,-0.29924461094841603,0.5343259688740993,-0.9479232008658265,-2.5210923303771584,EDM@BUF
BUF,5on4,38.0,W,MIN,HOME,1.028349556391912,0.07591679415630319,0.5941978721463222,0.1315110241118683,0.7860920411199883,1.339568897950239,0.23421576637407057,0.543393676939013,3.613200842755603,0.5657384587419012,0.8179622949643178,6.000291734065923,1.0946270075115312,0.8237913334875913,7.6956491115806696,1.1845523323942617,0.8388083849139765,1.6953573775147477,0.08992532488273035,0.18215223869260197,0.027080984595208794,0.46080856684755905,0.3920323589950023,0.9524327622356088,0.46268684803445376,0.9524327622356088,4.905664726554391,1.1053531315761682,EDM@BUF
BUF,4on5,38.0,W,MIN,HOME,0.0402099795312416,0.7495931269218249,0.06994979715528747,0.7956388438317121,0.09377523671896379,0.15346203326411167,2.066494578297023,0.10798577935233498,0.4355664802710583,4.615818938272604,0.07592207989002943,1.1225255251782644,7.816771878878772,0.12507109501287356,1.4961325756208337,9.125441608499209,0.14765389051138642,0.37360705044256926,1.3086697296204355,0.1861546185234942,0.11546561689636699,0.40960078766432617,0.20742760079463762,-0.7093831473905832,-0.7256890466764245,-0.7093831473905832,-6.694246353700508,-1.913032545032911,EDM@BUF
BUF,4on5,39.0,L,SEA,HOME,0.03618898157811744,0.7746338142296424,0.06295481743975873,0.768074959448541,0.08439771304706742,0.13811582993770052,1.859845120467321,0.0971872014171015,0.39200983224395247,4.254237044445343,0.06832987190102649,1.010272972660438,7.135094690990894,0.11256398551158621,1.3465193180587502,8.312897447649288,0.13288850146024778,0.33624634539831233,1.177802756658392,0.16753915667114477,0.1039190552067303,0.3686407088978936,0.18668484071517386,-0.7384448326515248,-0.7051201420087821,-0.7384448326515248,-6.124821718330456,-1.72172929052962,EDM@BUF
BUF,5on4,39.0,L,SEA,HOME,1.025514600752721,0.06832511474067288,0.61767808493169,0.11835992170068146,0.8074828370079895,1.3056120081552152,0.21079418973666353,0.5890543092451117,3.8518807584800427,0.5091646128677111,0.8361660654678861,6.300262560659331,0.9851643067603781,0.8414122001388321,7.926084200422602,1.0660970991548355,0.8549275464225788,1.625821639763273,0.08093279239445732,0.17393701482334178,0.024372886135687916,0.5147277101628032,0.3528291230955021,0.9571894860120479,0.4993181632310084,0.9571894860120479,5.315098253898952,1.0948178184185515,EDM@BUF
BUF,5on5,39.0,L,SEA,HOME,2.7359029348610675,2.355009562874378,2.4217025211188257,2.603422670972401,0.4809819006728812,6.936509303713338,9.10549240105278,0.4252619010954817,16.246624913133836,19.21645195838348,0.4564556691928977,34.94674109089465,34.799871971673895,0.5003777610636806,46.68044490485896,43.335725363789344,0.5202018051282907,11.733703813964304,8.535853392115444,0.2500474535472293,0.19087048229234774,2.492321630015706,3.5197814035534973,0.3808933719866894,-0.18172014985357443,0.3808933719866894,0.14686911922075618,-2.1689830973394426,EDM@BUF
BUF,other,39.0,L,SEA,HOME,0.3766977597020183,0.1577620885117254,0.15454616001980914,0.3167908279010815,0.27945522043813203,0.3374896516185026,0.6034910503510205,0.15663148788225376,1.073093505679422,1.6072194069440664,0.2834507042016232,1.5050846336365822,2.365444646913952,0.30244747250333553,1.9795101538382645,2.5930653900216893,0.38293411835890323,0.47442552020168216,0.22762074310773772,0.13429492697018955,0.05179124002155788,0.292466505049824,0.1426396464949288,0.2189356711902929,-0.16224466788127234,0.2189356711902929,-0.8603600132773697,-0.2660013987325178,EDM@BUF
BUF,all,39.0,L,SEA,HOME,4.174304276893923,3.3557305803564184,3.256938243583531,3.8066509676806914,0.46128812268134317,8.717726793424754,11.779622761607786,0.4160630710699177,21.56360900953726,25.587073022640602,0.4574073406389181,43.762361257851005,45.28557561633913,0.4925136098169254,57.93255857717857,55.30778530061515,0.5133063651507965,14.170197319327569,10.022209684276032,0.24271211291192749,0.1758890078246924,3.668156554126226,4.201935013859102,0.8185736965375057,-0.5497127240971607,0.8185736965375057,-1.5232143584881193,-3.061895968183029,EDM@BUF
BUF,other,40.0,L,WPG,HOME,0.3390279837318165,0.14198587966055287,0.1550915440178282,0.28511174511097337,0.3515096983943189,0.3037406864566523,0.5431419453159184,0.1409683390940284,1.0657841551114797,1.4464974662496597,0.35510563378146087,1.554576170272924,2.128900182222557,0.372202725253002,2.081559138454438,2.3337588510195206,0.4446407065230129,0.5269829681815139,0.20485866879696396,0.1538654342731706,0.04661211601940209,0.26321985454484165,0.22837568184543594,0.1970421040712636,-0.1300202010931451,0.1970421040712636,-0.5743240119496327,-0.23940125885926605,EDM@BUF
BUF,all,40.0,L,WPG,HOME,3.956873849204531,3.4201575223207765,3.352944419225178,3.7343858709126225,0.47315931041320886,9.045954114082278,11.301660485447007,0.43745676396292593,22.807248108583536,24.628365720376543,0.4796666065750263,44.786125132065905,43.95701805470522,0.5062622488352329,59.83930271946072,53.77700677055364,0.527975728635717,15.053177587394813,9.81998871584843,0.24844090162073473,0.17830010704222315,3.6013408987136035,4.281741512473192,0.5367163268837551,-0.38144145168744464,0.5367163268837551,0.8291070773606928,-2.255706371364726,EDM@BUF
BUF,5on5,40.0,L,WPG,HOME,2.662312641374961,2.5195086065869403,2.484532269006943,2.649980403875161,0.4828837106055931,7.242858373342004,8.894943160947502,0.4417357109859335,17.221962421820454,18.894806762545134,0.4728101022736079,35.752066981805186,34.319884774506505,0.5093399849573126,47.51240041437306,42.702152827410416,0.5281816246154616,11.760333432567876,8.3822680529039,0.24704270819250637,0.190783434063113,2.4430894670141354,3.567803263198148,0.14280403478802045,-0.165448134868217,0.14280403478802045,1.4321822072986805,-1.6520847876054983,EDM@BUF
BUF,5on4,40.0,L,WPG,HOME,0.9229631406774489,0.06149260326660559,0.6389102764385209,0.10722392953061333,0.8257345533071906,1.2750508073396938,0.18971477076299717,0.6301488783206005,4.066692682632039,0.45824815158094,0.8525494589210975,6.470236304593398,0.9866478760843403,0.8462709801249488,8.933475780380343,1.059487389239352,0.8644347917803209,2.4632394757869456,0.07283951315501158,0.21254331334100762,0.021935597522119123,0.5632549391465229,0.31754621078595185,0.8614705374108431,0.5316863469079076,0.8614705374108431,5.483588428509058,1.0853360365766964,EDM@BUF
BUF,4on5,40.0,L,WPG,HOME,0.03257008342030569,0.6971704328066781,0.07435933569578285,0.692067463503687,0.17195794174236068,0.22430424694393047,1.673860608420589,0.18746848127539134,0.4528088490195572,3.828813340000809,0.16149688471092385,1.0092456753943944,6.5215852218918045,0.1513075869604276,1.3118673862528754,7.681607702884359,0.15259965131422298,0.3026217108584811,1.1600224809925528,0.1507852410040303,0.1435271496860573,0.33177663800810425,0.16801635664365647,-0.6646003493863724,-0.617708127807904,-0.6646003493863724,-5.512339546497411,-1.449556361476658,EDM@BUF
BUF,other,41.0,W,NSH,AWAY,0.3051251853586348,0.1277872916944976,0.13958238961604538,0.25660057059987607,0.316358728554887,0.2733666178109871,0.4888277507843266,0.12687150518462556,0.9592057396003317,1.3018477196246938,0.3195950704033148,1.3991185532456316,1.916010164000301,0.33498245272770183,1.8734032246089942,2.100382965917569,0.4001766358707116,0.47428467136336255,0.18437280191726757,0.13847889084585355,0.04195090441746188,0.23689786909035748,0.20553811366089236,0.17733789366413724,-0.1170181809838306,0.17733789366413724,-0.5168916107546694,-0.21546113297333946,EDM@BUF
BUF,all,41.0,W,NSH,AWAY,4.061186464284078,3.378141770088699,3.5840499773026604,3.7240472838213607,0.486843379371888,9.041358702674051,11.471494436902308,0.43471108756663335,23.726523297725183,24.86552914833889,0.4856999459175237,45.30751261885931,44.6613162492347,0.5056360239517096,59.85537244751465,55.299306093498274,0.5221781557721453,14.547859828655332,10.637989844263588,0.24059681145866124,0.18647009633800085,3.5412068088422437,4.2535673612258735,0.6830446941953796,-0.13999730651870015,0.6830446941953796,0.6461963696246236,-2.4301357342282532,EDM@BUF
BUF,5on5,41.0,W,NSH,AWAY,2.6960813772374648,2.4675577459282465,2.713179042106249,2.696182363487645,0.4955953395450338,7.218572536007804,9.205448844852754,0.43456213988734016,17.89976617963841,19.30532608629062,0.4765290920462471,36.27686028362467,35.28789629705586,0.5064059864615813,47.661160372935754,44.431937544669374,0.5203634621539155,11.38430008931109,9.14404124761351,0.23833843737325572,0.1987050906568017,2.498780520312722,3.611022936878333,0.2285236313092184,0.016996678618604683,0.2285236313092184,0.9889639865688125,-1.9868763088449484,EDM@BUF
BUF,5on4,41.0,W,NSH,AWAY,0.930666826609704,0.055343342939945035,0.6366192487946688,0.09650153657755199,0.8431610979764715,1.1475457266057245,0.17074329368669747,0.5671339904885405,4.260023414368835,0.412423336422846,0.8672945130289877,6.523212674134059,0.8879830884759063,0.8616438821124539,8.94012820234231,0.9535386503154167,0.8779913126022888,2.4169155282082513,0.06555556183951043,0.21328898200690685,0.01974203776990721,0.5069294452318707,0.2857915897073567,0.8753234836697588,0.5401177122171169,0.8753234836697588,5.635229585658152,0.9768024329190268,EDM@BUF
BUF,4on5,41.0,W,NSH,AWAY,0.12931307507827514,0.7274533895260104,0.09462340212620457,0.6747607171533183,0.18976214756812462,0.40187382224953744,1.6064745475785303,0.23572163314785222,0.6075279641176015,3.8459320060007283,0.17834719623983147,1.1083211078549549,6.569426699702625,0.15817682826438484,1.380680647627588,7.813446932595924,0.15533968618280067,0.272359539772633,1.2440202328932974,0.13570671690362726,0.15117443471745157,0.2985989742072938,0.1512147209792908,-0.5981403144477352,-0.5801373150271136,-0.5981403144477352,-5.461105591847669,-1.204600725328992,EDM@BUF
BUF,4on5,42.0,L,FLA,HOME,0.11638176757044763,0.6547080505734093,0.11586106191358413,0.7218846454379866,0.19178593281131215,0.4616864400245837,1.5458270928206774,0.26214946983306703,0.8467751677058414,3.6613388054006557,0.22051247661584833,1.2974889970694594,6.612484029732363,0.17235914543794636,1.5426125828648292,8.032102239336332,0.16280571756452059,0.2451235857953697,1.4196182096039678,0.12213604521326454,0.16605699124570641,0.26873907678656445,0.13609324888136173,-0.5383262830029617,-0.6060235835244022,-0.5383262830029617,-5.314995032662903,-1.0841406527960928,EDM@BUF
BUF,5on4,42.0,L,FLA,HOME,0.8376001439487336,0.04980900864595053,0.5881573239152019,0.0868513829197968,0.8588449881788244,1.0327911539451522,0.15366896431802773,0.5104205914396864,4.034021072931951,0.37118100278056143,0.880565061726089,6.070891406720653,0.7991847796283157,0.8754794939012085,8.646115382108079,0.8581847852838751,0.8901921813420599,2.575223975387426,0.05900000565555939,0.25896008380621616,0.017767833992916492,0.5562365007086836,0.25721243073662103,0.7877911353027829,0.5013059409954053,0.7877911353027829,5.271706627092337,0.8791221896271242,EDM@BUF
BUF,5on5,42.0,L,FLA,HOME,2.5264732395137184,2.620801971335422,2.628661137895624,2.6883641271388807,0.48803580559053045,7.196715282407024,8.984903960367477,0.44110592589860614,17.909789561674568,18.774793477661557,0.48487618284162237,36.0491742552622,35.15910666735027,0.5057653878154232,47.495044335642184,44.488743790202435,0.519327115938524,11.445870080379983,9.329637122852159,0.24050459363593016,0.20283458159112153,2.54890246828145,3.6499206431904994,-0.09432873182170348,-0.05970298924325577,-0.09432873182170348,0.8900675879119312,-1.7881886779604537,EDM@BUF
BUF,all,42.0,L,FLA,HOME,3.7550678178556702,3.440327593079829,3.458344979572394,3.7280425554392247,0.4761590414346992,8.937222832406647,11.124344993212079,0.44123997880997,23.653870967952667,23.978976233505,0.4961299513257713,44.67676135697338,44.29518462431123,0.5040724215565386,59.369835202763184,55.26937548414845,0.5199603401949309,14.6930738457898,10.974190859837229,0.24553713031279512,0.19282308670420076,3.5870861279580195,4.228210625103286,0.3147402247758416,-0.26969757586683013,0.3147402247758416,0.38157673266216124,-2.187122160805428,EDM@BUF
BUF,other,42.0,L,FLA,HOME,0.27461266682277136,0.11500856252504783,0.12562415065444085,0.23094051353988845,0.2847228556993983,0.2460299560298884,0.43994497570589397,0.114184354666163,0.8632851656402986,1.1716629476622245,0.28763556336298335,1.2592066979210685,1.724409147600271,0.30148420745493165,1.6860629021480948,1.890344669325812,0.36015897228364047,0.4268562042270263,0.16593552172554082,0.12463100176126819,0.037755813975715695,0.21320808218132173,0.18498430229480314,0.1596041042977235,-0.10531636288544755,0.1596041042977235,-0.46520244967920243,-0.19391501967600552,EDM@BUF
BUF,other,43.0,OTL,CHI,AWAY,0.24715140014049422,0.20350770627254305,0.14166173558899675,0.2441464621858996,0.3002505701294585,0.32142696042689956,0.4959504781353046,0.1527659191995467,1.0769566490762688,1.254496652896002,0.318872007026685,1.4332860281289617,1.851968232840244,0.32133578670943846,1.8174566119332853,2.0013102023932308,0.37414307505527644,0.3841705838043237,0.14934196955298676,0.11216790158514138,0.03398023257814413,0.19188727396318955,0.16648587206532284,0.04364369386795117,-0.10248472659690279,0.04364369386795117,-0.4186822047112822,-0.17452351770840496,EDM@BUF
BUF,all,43.0,OTL,CHI,AWAY,3.679561036070103,3.496294833771846,3.441710481615155,3.638438299895302,0.48254313729122933,9.243500549165983,11.011910493890872,0.45211598092897304,24.4884838711574,23.581078610154503,0.5085169561931941,45.30908522127604,43.76566616188011,0.5106651794008847,59.73285168248687,55.142437935733604,0.5219643061754378,14.423766461210821,11.376771773853507,0.23998341728151562,0.20154077803378068,3.428377515162218,4.005389562592958,0.1832662022982575,-0.19672781828014713,0.1832662022982575,1.5434190593959454,-1.7684099447248853,EDM@BUF
BUF,5on5,43.0,OTL,CHI,AWAY,2.473825915562347,2.6587217742018803,2.6414950241060615,2.632727714424993,0.4952322250314774,7.4770437541663215,8.88641356433073,0.45299533330874553,18.718810605507112,18.597314129895402,0.49638856455746017,36.84425682973598,35.14319600061525,0.511188849033881,48.34553990207797,44.939869411182194,0.5203944043446717,11.501283072341984,9.796673410566944,0.23745413427233714,0.21155112343200938,2.494012221453305,3.4849285788714495,-0.18489585863953314,0.008767309681069806,-0.18489585863953314,1.701060829120738,-1.4093698101644083,EDM@BUF
BUF,5on4,43.0,OTL,CHI,AWAY,0.7538401295538603,0.04482810778135548,0.5321415915236818,0.11176624462781713,0.780960489360942,0.929512038550637,0.23830206788622496,0.4593785322957178,3.8306189656387564,0.43406290250250534,0.85950855555348,5.763802266048588,0.8192663016654841,0.8629315445110877,8.081503843897272,0.9723663067554875,0.861172963207854,2.3177015778486836,0.15310000509000346,0.23306407542559454,0.06599105059362484,0.5006128506378152,0.23149118766295892,0.7090120217725047,0.42037534689586475,0.7090120217725047,4.944535964383104,0.6912099706644118,EDM@BUF
BUF,4on5,43.0,OTL,CHI,AWAY,0.20474359081340288,0.5892372455160684,0.1263749557222257,0.6496961808941879,0.2726073395301809,0.5155177960221253,1.3912443835386097,0.33593452284976033,0.8620976509352573,3.2952049248605904,0.2984612289542635,1.2677400973625137,5.951235626759127,0.25512323089415173,1.4883513245783464,7.228892015402699,0.24652514580806853,0.22061122721583273,1.277656388643571,0.10992244069193809,0.14945129212113578,0.241865169107908,0.12248392399322557,-0.3844936547026655,-0.523321225171962,-0.3844936547026655,-4.683495529396613,-0.8757265875164836,EDM@BUF
BUF,all,44.0,W,NYI,HOME,3.611604932463093,3.3466653503946615,3.5408394334536393,3.545894469905772,0.4962888235621064,9.419150494249385,11.010719444501785,0.4569043828360757,24.93963548404166,23.822970749139053,0.5106652605738747,46.87817669914844,43.2890995456921,0.5205986614607963,62.65956651423818,54.528194142160245,0.5337678755578941,15.78138981508974,11.239094596468156,0.24698507555336408,0.20138670023040262,3.1855397636459966,3.904850606333662,0.2649395820684317,-0.005055036452132428,0.2649395820684317,3.5890771534563513,-1.5915689502523969,EDM@BUF
BUF,5on5,44.0,W,NYI,HOME,2.4264433240061125,2.5928495967816927,2.7519455216954554,2.6380549429824938,0.5037090025283297,7.62933937874969,9.097772207897657,0.45269579997787096,19.546929544956402,19.13758271690586,0.49974970810171415,38.559831146762384,35.12887640055372,0.5210699641304929,51.310985911870176,44.84588247006398,0.5323549639102045,12.751154765107787,9.71700606951025,0.24470872084510342,0.21039601108880845,2.344610999307975,3.4364357209843046,-0.16640627277557984,0.11389057871296283,-0.16640627277557984,3.4309547462086645,-1.4684328291479676,EDM@BUF
