team,situation,GN,results,opponent,home_away,gf,ga,xgf,xga,xg%,hdsc,hdsca,hdsc%,sc,sca,sc%,fwf,fwa,fenwick%,cf,ca,corsi%,blocks,blocks_ag,block%,block%_ag,penalties,penalties_ag,g_dif,xg_dif,g_dif,fwf_dif,hdsc_dif,matchup
CGY,4on5,55.0,L,DET,HOME,0.12511543706029526,0.6695108920084699,0.16843648651347778,0.6679355248332131,0.21373339821177317,0.41941887284872426,1.6600001418657733,0.19460616004064216,1.0939064542280943,3.6185544562079874,0.1903906481091746,2.0877508469935955,6.49867192284075,0.2374587396830492,2.404054556558269,8.812236570726,0.21836909320526454,0.31630370956467435,2.31356464788525,0.1662133623797009,0.21847721520523866,0.13234464662957385,0.3373949760019954,-0.5443954549481747,-0.49949903831973547,-0.5443954549481747,-4.410921075847154,-1.240581269017049,CGY@DAL
CGY,other,56.0,W,NYR,HOME,0.15968593601208364,0.22250082372758848,0.28989891056027717,0.1330914631474696,0.27799363818629025,0.5717422941117961,0.5086517357598737,0.1988778330026597,1.0831212251047366,0.8322602673591121,0.26994247950579586,1.7105962357802718,1.1316718553523073,0.2858812222924822,2.143815050799868,1.3877705199248456,0.34644890498592507,0.4332188150195964,0.25609866457253794,0.12153537299486505,0.07568003127198632,0.5244937895776839,0.2664620110547964,-0.06281488771550484,0.15680744741280755,-0.06281488771550484,0.5789243804279642,0.06309055835192239,CGY@DAL
CGY,all,56.0,W,NYR,HOME,3.2959109298375813,3.150695835588299,3.5069415245796454,2.9838755287860654,0.5329942543143272,11.639453825258855,9.497514302717548,0.5488058212769051,25.34179697590593,19.278835464328978,0.568396929066054,52.505179026635474,36.39477531593313,0.5919779877381213,69.71633120405484,48.802437474853875,0.5893143214272896,17.211152177419365,12.407662158920743,0.2446642776624424,0.25259498060653096,4.362032005796973,3.7674885973912193,0.14521509424928225,0.52306599579358,0.14521509424928225,16.110403710702336,2.14193952254131,CGY@DAL
CGY,5on5,56.0,W,NYR,HOME,2.5546170739804475,2.1963385310690815,2.564357281031193,2.0880558014350044,0.5464504286463983,8.780739864590082,7.144383517353747,0.5351187582817728,19.793852145051765,14.448334029775502,0.5735529954207979,42.84723755235561,28.032153207083113,0.6078596317862528,57.389782891664545,37.744560855176914,0.6032566476508436,14.54254533930893,9.712407648093803,0.2514371958700502,0.2596107482580978,3.0162115546294928,2.983719213562947,0.35827854291136596,0.47630147959618857,0.35827854291136596,14.815084345272494,1.636356347236337,CGY@DAL
CGY,4on5,56.0,W,NYR,HOME,0.11260389335426574,0.7025598028076229,0.16109283786213002,0.6590419723498917,0.20636005839059587,0.37747698556385184,1.594000127679196,0.17514554403657795,0.9845158088052849,3.456699010587189,0.17135158329825714,2.078975762294236,6.048804730556675,0.2637128657147443,2.3636491009024425,8.2310129136534,0.2365321838847381,0.2846733386082069,2.182208183096725,0.14959202614173084,0.2296294936847148,0.11911018196661646,0.3036554784017959,-0.5899559094533572,-0.4979491344877619,-0.5899559094533572,-3.9698289682624393,-1.2165231421153442,CGY@DAL
CGY,5on4,56.0,W,NYR,HOME,0.4690040264907849,0.02929667798400654,0.491448437663637,0.10364749907791154,0.82027172857851,1.9094946809931235,0.25047892192472837,0.8409826368983815,3.480307796944145,0.5415421566071716,0.8474317184822161,5.86836947620536,1.1821455229410394,0.8316173850567141,7.819084160687997,1.4390931860987146,0.8371424545130113,1.9507146844826369,0.2569476631576752,0.242586358416181,0.1585907540970589,0.7022164796231788,0.2136518943716799,0.4397073485067783,0.3878009385857254,0.4397073485067783,4.686223953264321,1.6590157590683954,CGY@DAL
CGY,other,57.0,L,PHI,HOME,0.14371734241087528,0.20025074135482962,0.26090901950424944,0.12388231683272266,0.25019427436766123,0.5145680647006166,0.4577865621838863,0.17899004970239374,0.974809102594263,0.8490342406232009,0.24294823155521628,1.5395366122022447,1.1185046698170766,0.25729310006323397,1.9294335457198812,1.3489934679323612,0.3118040144873326,0.38989693351763677,0.23048879811528414,0.10938183569537856,0.06811202814478769,0.47204441061991553,0.23981580994931675,-0.05653339894395435,0.1370267026715268,-0.05653339894395435,0.42103194238516783,0.05678150251673015,CGY@DAL
CGY,all,57.0,L,PHI,HOME,3.266319836853823,3.2356262520294687,3.588647372121681,2.846487975907459,0.5526948288828945,12.07550844273297,9.347762872445793,0.5609252391492147,26.107617278315338,19.250951917896078,0.5745572361594486,52.554661123971925,35.655297784339815,0.5977801889643091,71.04469808364935,47.52219372736849,0.6003828892845606,18.49003695967743,11.866895943028668,0.25619784989619815,0.2463354825458779,4.225828805217276,3.8907397376520976,0.030693584824354025,0.742159396214222,0.030693584824354025,16.899363339632103,2.727745570287179,CGY@DAL
CGY,5on5,57.0,L,PHI,HOME,2.599155366582403,2.376704677962173,2.615221552928074,2.0257502212915037,0.5598053857817584,9.002665878131074,7.1299451656183725,0.5426068824535955,20.11446693054659,14.403500626797953,0.578197695878718,42.56251379712005,27.528937886374802,0.6100736686076276,58.350804602498094,36.77010476965922,0.6139309828857592,15.788290805378036,9.241166883284423,0.2662934762830452,0.25164967343228806,2.8145903991665437,3.1853472922066524,0.22245068862022935,0.5894713316365697,0.22245068862022935,15.033575910745245,1.8727207125127032,CGY@DAL
CGY,5on4,57.0,L,PHI,HOME,0.4221036238417064,0.026367010185605885,0.5514035938972733,0.09988274917012038,0.832244555720659,2.118545212893811,0.22543102973225554,0.8568843732085434,3.9322770172497306,0.5873879409464545,0.8516885466339945,6.281532528584824,1.1639309706469356,0.8394556465510427,8.337175744619199,1.5951838674888432,0.8344282090617101,2.0556432160343734,0.4312528968419077,0.2413277225745629,0.209731678687353,0.831994831660861,0.19228670493451192,0.39573661365610047,0.45152084472715287,0.39573661365610047,5.117601557937889,1.8931141831615559,CGY@DAL
CGY,4on5,57.0,L,PHI,HOME,0.10134350401883917,0.6323038225268606,0.16108355407591704,0.5968377751149025,0.2667240525515363,0.4397292870074667,1.5346001149112765,0.20763098963292015,1.0860642279247563,3.41102910952847,0.19421642496843144,2.1710781860648125,5.843924257501008,0.28034157914326985,2.4272841908121983,7.80791162228806,0.25587896549626427,0.25620600474738625,1.9639873647870525,0.13463282352755776,0.20666654431624332,0.10719916376995482,0.2732899305616163,-0.5309603185080215,-0.4357542210389857,-0.5309603185080215,-3.6728460714361955,-1.0948708279038097,CGY@DAL
CGY,all,58.0,W,ARI,AWAY,3.5396878531684406,3.212063626826522,3.811682634909513,2.795139178316713,0.568425345994605,12.467957598459673,9.212986585201214,0.5718327152342932,27.596855550483806,18.725856726106468,0.5921015125435038,53.999195011574734,35.08976800590583,0.6070021700678782,72.94022827528443,46.869974354631644,0.6093446003561045,18.941033263709688,11.780206348725802,0.25657806490657836,0.24870193429129012,4.003245924695548,4.001665763886888,0.3276242263419187,1.0165434565928,0.3276242263419187,18.909427005668892,3.2549710132584613,CGY@DAL
CGY,4on5,58.0,W,ARI,AWAY,0.09120915361695525,0.6690734402741745,0.14597519866832534,0.5644539976034123,0.24405164729638268,0.39575635830672007,1.481140103420149,0.18686789066962814,0.9774578051322808,3.1699261985756233,0.1747947824715883,2.0539703674583314,5.459531831750908,0.2853074212289429,2.284555771730979,7.227120460059254,0.26329106894663784,0.23058540427264762,1.7675886283083473,0.12116954117480198,0.185999889884619,0.09647924739295934,0.2459609375054547,-0.5778642866572193,-0.4184787989350871,-0.5778642866572193,-3.405561464292576,-1.0853837451134287,CGY@DAL
CGY,5on4,58.0,W,ARI,AWAY,0.6798932614575358,0.023730309167045296,0.7180632345075459,0.08989447425310834,0.8490201001485931,2.40669069160443,0.20288792675903,0.8711959358876891,4.639049315524758,0.5286491468518091,0.8665196919705951,6.953379275726342,1.047537873582242,0.8555100818959384,9.503458170157279,1.535665480739959,0.8459853881555391,2.550078894430936,0.48812760715771697,0.2521949503171066,0.2887585108186177,0.7487953484947749,0.17305803444106072,0.6561629522904905,0.6281687602544376,0.6561629522904905,5.9058414021441,2.2038027648454004,CGY@DAL
CGY,5on5,58.0,W,ARI,AWAY,2.639239829924163,2.339034210165956,2.712799397635267,2.0291751991623537,0.5678248472035825,9.202399290317967,7.116950649056536,0.5493461942082359,21.103020237491933,14.26315056411816,0.5903779262908462,43.60626241740805,27.576044097737324,0.6140663017468648,59.41572414224829,36.8930942926933,0.6165378845971834,15.809461724840233,9.31705019495598,0.2626641286547407,0.25248470608905926,2.7331313592498896,3.366812562985987,0.3002056197582064,0.6836241984729128,0.3002056197582064,16.030218319670723,2.085448641261433,CGY@DAL
CGY,other,58.0,W,ARI,AWAY,0.12934560816978774,0.18022566721934666,0.2348181175538245,0.1114940851494504,0.22517484693089512,0.46311125823055493,0.4120079059654977,0.16109104473215438,0.8773281923348367,0.7641308165608808,0.21865340839969466,1.3855829509820203,1.006654202835369,0.23156379005691058,1.7364901911478932,1.2140941211391252,0.28062361303859934,0.3509072401658731,0.20743991830375572,0.0984436521258407,0.06130082533030892,0.42483996955792397,0.2158342289543851,-0.05088005904955892,0.12332403240437413,-0.05088005904955892,0.37892874814665106,0.051103352265057134,CGY@DAL
CGY,other,59.0,OTL,VGK,AWAY,0.11641104735280897,0.262203100497412,0.22993630579844207,0.14054467663450537,0.23465736223780562,0.5168001324074994,0.4708071153689479,0.19498194025893895,0.8895953731013531,0.7877177349047927,0.2467880675597252,1.3470246558838184,1.1059887825518322,0.24140741105121952,1.662841172033104,1.2926847090252127,0.28556125173473945,0.3158165161492858,0.18669592647338015,0.08859928691325664,0.05517074279727803,0.38235597260213156,0.1942508060589466,-0.14579205314460303,0.08939162916393673,-0.14579205314460303,0.24103587333198598,0.04599301703855142,CGY@DAL
CGY,all,59.0,OTL,VGK,AWAY,3.485719067851597,3.29085726414387,3.6800143714185616,2.760925260485042,0.5615828113951445,11.921161838613706,8.891687926681094,0.568649443710864,26.537169995435423,18.35327105349582,0.5858913612891535,52.79927551041727,35.48079120531525,0.5983019530610904,71.94620544775599,47.98297691916848,0.6004101403204941,19.146929937338722,12.502185713853223,0.26392025841592054,0.2568317408621611,3.802921332225994,4.001499187498199,0.1948618037077268,0.91908911093352,0.1948618037077268,17.318484305102004,3.0294739119326155,CGY@DAL
CGY,5on5,59.0,OTL,VGK,AWAY,2.575315846931747,2.3051307891493606,2.58241945787174,2.010257679246118,0.5540423624832244,8.682159361286171,6.905255584150883,0.5384115747874124,19.99271821374274,14.136835507706344,0.5743401336617616,42.14563617566724,28.118439687963594,0.5996596715721784,58.07415172802346,38.20378486342397,0.6028840961374651,15.92851555235621,10.085345175460382,0.27339771578926664,0.26123623548015334,2.659818223324901,3.430131306687388,0.2701850577823858,0.5721617786256215,0.2701850577823858,14.027196487703652,1.7769037771352896,CGY@DAL
CGY,4on5,59.0,OTL,VGK,AWAY,0.08208823825525972,0.7021660962467571,0.1339776788014928,0.5267085978430711,0.23164648256674442,0.3561807224760481,1.3330260930781341,0.16818110160266533,0.9797120246190527,2.9529335787180613,0.2073153042244295,1.9485733307124984,5.213578648575817,0.28177667910604864,2.1561001945578813,6.9044084140533295,0.2569619620519741,0.20752686384538285,1.6908297654775126,0.10905258705732179,0.19239990089615708,0.0868313226536634,0.22136484375490922,-0.6200778579914974,-0.3927309190415784,-0.6200778579914974,-3.2650053178633187,-0.9768453706020859,CGY@DAL
CGY,5on4,59.0,OTL,VGK,AWAY,0.7119039353117822,0.021357278250340766,0.7336569110567914,0.08340502682779752,0.8611180901337337,2.3660216224439874,0.182599134083127,0.8840763422989202,4.675144383972283,0.4757842321666282,0.8798677227735355,7.358041348153709,1.0427840862240179,0.8619590737063445,10.05311235314155,1.5820989326659631,0.8493868493399852,2.6950710049878426,0.5393148464419453,0.25397545528539595,0.30988265973675594,0.6739158136452974,0.15575223099695465,0.6905466570614415,0.6502518842289938,0.6905466570614415,6.31525726192969,2.1834224883608604,CGY@DAL
CGY,5on4,60.0,L,COL,AWAY,0.740713541780604,0.01922155042530669,0.7777912199511123,0.07506452414501777,0.8750062811203604,2.329419460199589,0.1643392206748143,0.8956687080690282,4.507629945575054,0.42820580894996535,0.891880950496182,7.122237213338338,0.9385056776016161,0.87576316633571,9.947801117827396,1.4238890393993668,0.8644481644059867,2.825563904489058,0.48538336179775077,0.27257790975685636,0.27889439376308034,0.8065242322807677,0.24017700789725918,0.7214919913552973,0.7027266958060945,0.7214919913552973,6.1837315357367215,2.1650802395247744,CGY@DAL
CGY,5on5,60.0,L,COL,AWAY,2.3177842622385727,2.374617710234425,2.611477512084566,2.0409319113215068,0.5536381262349019,8.713943425157554,7.014730025735794,0.5375704173086712,19.49344639236847,14.22315195693571,0.5669061202955855,41.43107255810052,27.906595719167235,0.5966937044149605,57.666736555221114,37.98340637708157,0.6025956865237185,16.23566399712059,10.076810657914345,0.28105794421033997,0.26311261193213803,2.693836400992411,3.5871181760186492,-0.056833447995852854,0.5705456007630593,-0.056833447995852854,13.524476838933287,1.6992133994217606,CGY@DAL
CGY,all,60.0,L,COL,AWAY,3.2371471610664373,3.361771537729483,3.7498129342767057,2.7750327344365378,0.56542453025563,11.929045654752336,9.102519134012985,0.5637844993397777,25.883452995891883,18.417943948146238,0.5783022251602382,51.91934795937554,34.932712084783724,0.5974717577549813,71.55158490298038,47.184679227251635,0.6033691262884446,19.632236943604852,12.251967142467901,0.27252823257432846,0.256148566775945,4.022629199003394,4.301349268748379,-0.12462437666304593,0.974780199840168,-0.12462437666304593,16.986635874591805,2.826526520739354,CGY@DAL
CGY,other,60.0,L,COL,AWAY,0.10476994261752808,0.23598279044767081,0.22124267521859786,0.12649020897105484,0.31119162601402506,0.4651201191667495,0.4237264038320531,0.17548374623304505,0.9006358357912178,0.7089459614143134,0.3221092608037527,1.4123221902954366,0.995389904296649,0.31726666994609753,1.6965570548297937,1.1634162381226916,0.3570051265612655,0.2842348645343572,0.16802633382604215,0.07973935822193097,0.04965366851755023,0.4441203753419184,0.17482572545305194,-0.13121284783014273,0.09475246624754305,-0.13121284783014273,0.4169322859987874,0.04139371533469628,CGY@DAL
CGY,4on5,60.0,L,COL,AWAY,0.07387941442973375,0.7319494866220814,0.13937991092134352,0.532537738058764,0.23248183431006997,0.4205626502284433,1.4997234837703208,0.1763629914423988,0.9817408221571474,3.057640220846255,0.20658377380198656,1.9537159976412486,5.092220783718236,0.28659901119544384,2.240490175102093,6.613967572647997,0.2742657658467767,0.28677417746084455,1.5217467889297613,0.1311473283515896,0.17315991080654136,0.07814819038829707,0.2992283593794183,-0.6580700721923477,-0.3931578271374206,-0.6580700721923477,-3.1385047860769872,-1.0791608335418774,CGY@DAL
CGY,all,61.0,OTL,BOS,HOME,3.2134324449597935,3.4255943839565344,3.964931640849035,2.835229460992884,0.5728820772300671,12.536141089277104,8.892267220611686,0.5794060494057999,27.895107696302695,18.276149553331614,0.5934720026442144,53.72741316343799,34.13944087630535,0.6097245819794831,73.69642641268234,46.566211304526476,0.6120322136596001,19.96901324924437,12.426770428221111,0.27027540931689564,0.26453371009835047,4.120366279103055,4.371214341873541,-0.21216193899674135,1.1297021798561513,-0.21216193899674135,19.587972287132626,3.643873868665419,CGY@DAL
CGY,other,61.0,OTL,BOS,HOME,0.09429294835577527,0.31238451140290374,0.2390184076967381,0.2857411880739494,0.29907246341262256,0.5186081072500746,0.6813537634488478,0.18293537160974055,1.210572252212096,1.3380513652728823,0.3258983347233774,1.871089971265893,1.5958509138669843,0.3315400029514878,2.2269013493468144,1.8470746143104224,0.3683046139051389,0.35581137808092145,0.25122370044343795,0.08576542239973788,0.05668830166579521,0.4997083378077266,0.15734315290774675,-0.21809156304712846,-0.046722780377211254,-0.21809156304712846,0.27523905739890864,-0.16274565619877335,CGY@DAL
CGY,5on5,61.0,OTL,BOS,HOME,2.386005836014715,2.3371559392109824,2.8063297608761095,1.897838720189356,0.5862743136114118,9.442549082641799,6.413257023162214,0.5778133755778041,20.944101753131626,13.50083676124214,0.593215508266027,42.58796530229047,26.615936147250512,0.6150243339734645,59.100062899699005,36.785065739373415,0.6153361178713467,16.51209759740853,10.16912959212291,0.278952149789306,0.2788013507389242,2.72445276089317,3.5284063584167846,0.04884989680373244,0.9084910406867533,0.04884989680373244,15.972029155039959,3.0292920594795847,CGY@DAL
CGY,5on4,61.0,OTL,BOS,HOME,0.6666421876025436,0.01729939538277602,0.7773120979560012,0.101358071730516,0.8575056530083243,2.19647751417963,0.24790529860733287,0.8561018372621254,4.75686695101755,0.48538522805496886,0.8906928554465637,7.210013492004505,1.0446551098414545,0.868186849702139,10.053021006044656,1.4815001354594302,0.863003347965388,2.8430075140401527,0.4368450256179757,0.27232011878117074,0.25100495438677234,0.825871809052691,0.21615930710753326,0.6493427922197675,0.6759540262254851,0.6493427922197675,6.165358382163049,1.9485722155722969,CGY@DAL
CGY,4on5,61.0,OTL,BOS,HOME,0.06649147298676038,0.7587545379598732,0.14234191982920918,0.5502839642528876,0.228233650879063,0.378506385205599,1.5497511353932887,0.15872669229815894,0.9835667399414326,2.9518761987616298,0.2189253964217879,2.058344397877124,4.882998705346413,0.30793911007589947,2.3164411575918837,6.452570815383198,0.28483918926209906,0.2580967597147601,1.5695721100367852,0.11803259551643064,0.19584391972588724,0.07033337134946736,0.46930552344147647,-0.692263064973113,-0.40794204442367854,-0.692263064973113,-2.8246543074692885,-1.1712447501876897,CGY@DAL
CGY,4on5,62.0,L,TOR,HOME,0.15984232568808435,0.682879084163886,0.19100772784628828,0.5026555678275989,0.2944102857911567,0.5406557466850391,1.5947760218539597,0.19285402306834304,1.1852100659472895,3.056688578885467,0.24003285677960912,2.1525099580894116,4.994698834811771,0.3101451990683095,2.3847970418326954,6.607313733844878,0.2833552703358892,0.23228708374328408,1.6126148990331066,0.10622933596478758,0.20125952775329853,0.06330003421452063,0.42237497109732886,-0.5230367584758017,-0.3116478399813107,-0.5230367584758017,-2.8421888767223598,-1.0541202751689207,CGY@DAL
CGY,5on5,62.0,L,TOR,HOME,2.1474052524132436,2.3034403452898844,2.7636967847884986,1.9392548481704206,0.5786468822502707,9.198294174377619,6.471931320845993,0.5700320380200238,20.449691577818466,14.350753085117926,0.5758939574394243,41.62916877206142,27.554342532525464,0.6015219005761181,58.190056609729105,37.30655916543608,0.607802506084212,16.56088783766768,9.752216632910619,0.2850569348103754,0.2649212156650318,2.6520074848038533,3.3755657225751063,-0.1560350928766408,0.8244419366180781,-0.1560350928766408,14.074826239535962,2.726362853531626,CGY@DAL
CGY,all,62.0,L,TOR,HOME,2.9920892004638144,3.2830349455608814,3.9019384767641316,2.8261065148935955,0.5705938695070605,12.382526980349393,9.003040498550517,0.57346544446522,27.205596926672428,19.248534597998454,0.577124802379793,52.154671847094185,35.22549678867482,0.5947521237815349,71.92678377141411,47.209590174073824,0.6018289922936402,19.772111924319933,11.984093385399001,0.2752478683852061,0.2530803390885154,3.9083296511927497,4.134092907686187,-0.2909457450970672,1.075831961870536,-0.2909457450970672,16.929175058419364,3.3794864817988772,CGY@DAL
CGY,other,62.0,L,TOR,HOME,0.08486365352019774,0.28114606026261335,0.2151165669270643,0.25716706926655447,0.2691652170713603,0.46674729652506713,0.613218387103963,0.1646418344487665,1.0895150269908864,1.2042462287455942,0.2933085012510397,1.6839809741393037,1.436265822480286,0.298386002656339,2.004211214412133,1.6623671528793802,0.33147415251462503,0.3202302402728293,0.22610133039909416,0.07718888015976409,0.051019471499215686,0.44973750402695395,0.14160883761697207,-0.19628240674241562,-0.04205050233949013,-0.19628240674241562,0.24771515165901778,-0.146471090578896,CGY@DAL
CGY,5on4,62.0,L,TOR,HOME,0.5999779688422893,0.01556945584449842,0.732180888160401,0.1270222645574644,0.819755087707492,2.1768297627616673,0.3231147687465996,0.8374916535359129,4.481180255915795,0.636846705249472,0.8516235699019075,6.689012142804055,1.240189598857309,0.8213681647319252,9.34771890544019,1.6333501219134872,0.8267030131688493,2.658706762636138,0.39316052305617816,0.27808810690305363,0.2259044589480951,0.7432846281474219,0.19454337639677993,0.5844085129977908,0.6051586236029366,0.5844085129977908,5.448822543946744,1.8537149940150672,CGY@DAL
CGY,4on5,63.0,L,MIN,HOME,0.14385809311927591,0.6145911757474974,0.18370695506165946,0.454390011044839,0.35096925721204103,0.5865901720165352,1.4352984196685639,0.2735686207615088,1.1666890593525607,2.8510197209969204,0.2660295711016482,2.0372589622804704,4.795228951330595,0.30413067916147857,2.346317337649426,6.24658236046039,0.2950197433023003,0.30905837536895564,1.451353409129796,0.14560640236830882,0.18113357497796867,0.05697003079306857,0.38013747398759595,-0.4707330826282215,-0.27068305598317965,-0.4707330826282215,-2.757969989050124,-0.8487082476520287,CGY@DAL
CGY,all,63.0,L,MIN,HOME,2.692880280417433,3.254731451004793,3.7873446290877184,2.873395863404236,0.5595344825563545,11.744274282314453,9.502736448695465,0.546118900018698,26.385037234005186,20.223681138198607,0.5594123221418138,51.239204662384765,36.50294710980734,0.5822769114033814,71.0341053942727,48.78863115666644,0.5916460930642762,19.79490073188794,12.285684046859101,0.27972308154668546,0.25177230517966387,3.717496686073475,3.920683616917569,-0.5618511705873606,0.9139487656834825,-0.5618511705873606,14.736257552577428,2.24153783361899,CGY@DAL
CGY,5on5,63.0,L,MIN,HOME,1.9326647271719193,2.3730963107608964,2.6891271063096487,2.0720293633533786,0.5587821940252437,8.678464756939858,7.224738188761394,0.5350288342180214,19.80472242003662,15.715677776606135,0.5513045616954819,41.16625189485528,29.19890827927292,0.5873697105185064,57.571050948756195,39.37590324889247,0.5940222554757909,16.40479905390091,10.176994969619557,0.28555124132933785,0.2624290940985286,2.586806736323468,3.238009150317596,-0.44043158358897677,0.6170977429562703,-0.44043158358897677,11.967343615582367,1.4537265681784635,CGY@DAL
CGY,5on4,63.0,L,MIN,HOME,0.5399801719580604,0.014012510260048579,0.7208627993443609,0.11552003810171797,0.8357795789367427,2.0591467864855004,0.29080329187193965,0.8537424881823217,4.433062230324216,0.5731620347245248,0.8664612129117167,6.52011092852365,1.2161706389715783,0.8222313482587327,9.312947014896173,1.6700151097221385,0.8260327118519644,2.792836086372524,0.45384447075056034,0.2942792962127483,0.2533140130532856,0.6689561653326798,0.17508903875710194,0.5259676616980118,0.605342761242643,0.5259676616980118,5.30394028955207,1.7683434946135606,CGY@DAL
CGY,other,63.0,L,MIN,HOME,0.07637728816817797,0.25303145423635204,0.19360491023435786,0.23145036233989902,0.2422486953642243,0.42007256687256045,0.5518965483935667,0.14817765100388985,0.9805635242917978,1.0838216058710348,0.26397765112593574,1.5155828767253734,1.2926392402322575,0.2685474023907051,1.8037900929709199,1.4961304375914422,0.29832673726316256,0.2882072162455464,0.20349119735918475,0.06946999214378768,0.045917524349294116,0.40476375362425854,0.12744795385527488,-0.17665416606817405,-0.03784545210554111,-0.17665416606817405,0.222943636493116,-0.1318239815210064,CGY@DAL
WPG,4on5,1.0,W,NYR,HOME,0.0,0.0,0.0,0.13,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.11,1.0,0.0,0.0,-0.13,0.0,-8.0,-5.0,SJS@WPG
WPG,5on4,1.0,W,NYR,HOME,1.0,0.0,0.479,0.06,0.89,1.0,0.0,1.0,3.0,0.0,1.0,5.0,2.0,0.71,6.0,2.0,0.75,1.0,0.0,0.17,0.0,0.0,0.0,1.0,0.419,1.0,3.0,1.0,SJS@WPG
WPG,5on5,1.0,W,NYR,HOME,3.0,1.0,3.609,2.624,0.58,11.0,8.0,0.58,22.0,19.0,0.54,39.0,47.0,0.45,55.0,58.0,0.49,16.0,11.0,0.29,0.19,1.0,2.0,2.0,0.985,2.0,-8.0,3.0,SJS@WPG
WPG,all,1.0,W,NYR,HOME,4.0,1.0,4.221,2.814,0.6,12.0,13.0,0.48,28.0,26.0,0.52,47.0,57.0,0.45,65.0,70.0,0.48,18.0,13.0,0.28,0.19,2.0,3.0,3.0,1.407,3.0,-10.0,-1.0,SJS@WPG
WPG,other,1.0,W,NYR,HOME,0.0,0.0,0.133,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,4.0,1.0,0.8,1.0,1.0,0.25,1.0,0.0,1.0,0.0,0.133,0.0,3.0,0.0,SJS@WPG
WPG,4on5,2.0,L,DAL,AWAY,0.0,0.1,0.0,0.19790000000000002,0.0,0.0,4.8,0.0,0.0,6.8,0.0,0.0,8.2,0.0,0.0,9.3,0.0,0.0,1.1,0.0,0.116,1.0,0.0,-0.1,-0.19790000000000002,-0.1,-8.2,-4.8,SJS@WPG
WPG,5on4,2.0,L,DAL,AWAY,0.9,0.0,0.4473,0.0779,0.8410000000000001,1.1,0.1,0.9670000000000001,3.4000000000000004,0.2,0.978,5.7,2.0,0.725,6.800000000000001,2.0,0.763,1.1,0.0,0.16700000000000004,0.0,0.0,0.0,0.9,0.3694,0.9,3.7,1.0,SJS@WPG
WPG,5on5,2.0,L,DAL,AWAY,2.8000000000000003,1.2000000000000002,3.4275,2.5518,0.5710000000000001,10.5,8.0,0.5650000000000001,21.5,18.6,0.539,38.300000000000004,45.1,0.458,54.2,55.900000000000006,0.497,15.9,10.8,0.29300000000000004,0.195,1.2000000000000002,2.2,1.6,0.8756999999999999,1.6,-6.8,2.5,SJS@WPG
WPG,all,2.0,L,DAL,AWAY,3.7,1.3,3.9944,2.8478,0.5780000000000001,11.600000000000001,12.900000000000002,0.472,27.6,25.700000000000003,0.519,46.7,55.400000000000006,0.457,64.6,68.2,0.486,17.9,12.8,0.28,0.192,2.2,3.1,2.4000000000000004,1.1466,2.4000000000000004,-8.7,-1.3,SJS@WPG
WPG,other,2.0,L,DAL,AWAY,0.0,0.0,0.11970000000000001,0.020200000000000003,0.9,0.0,0.0,0.0,2.7,0.1,0.9,2.7,0.1,0.9,3.6,1.0,0.7200000000000001,0.9,0.9,0.225,0.9,0.0,0.9,0.0,0.0995,0.0,2.6,0.0,SJS@WPG
WPG,other,3.0,W,COL,AWAY,0.2,0.0,0.16843000000000002,0.025480000000000003,0.899,0.2,0.0,0.1,2.83,0.09000000000000001,0.91,3.0300000000000002,0.29000000000000004,0.885,3.8400000000000003,1.2000000000000002,0.7150000000000001,0.81,0.91,0.2025,0.8430000000000001,0.0,0.81,0.2,0.14295000000000002,0.2,2.74,0.2,SJS@WPG
WPG,all,3.0,W,COL,AWAY,3.73,1.4700000000000002,3.8508600000000004,2.79722,0.5722000000000002,11.240000000000002,12.410000000000004,0.4748,26.640000000000004,24.830000000000002,0.5181,46.03,53.96000000000001,0.4603,63.44,67.98,0.4824,17.41,14.020000000000001,0.2770000000000001,0.21080000000000002,2.2800000000000002,3.19,2.2600000000000007,1.0536400000000001,2.2600000000000007,-7.929999999999999,-1.1700000000000002,SJS@WPG
WPG,5on5,3.0,W,COL,AWAY,2.6200000000000006,1.2800000000000002,3.2041500000000003,2.5126200000000005,0.5499,9.850000000000001,7.9,0.5445000000000001,20.35,18.340000000000003,0.5231,37.370000000000005,44.39,0.4552,52.68,56.51000000000001,0.48630000000000007,15.31,12.120000000000001,0.28970000000000007,0.21450000000000002,1.3800000000000003,2.18,1.34,0.69153,1.34,-7.0200000000000005,1.95,SJS@WPG
WPG,5on4,3.0,W,COL,AWAY,0.91,0.0,0.47836999999999996,0.07011,0.8569000000000001,1.1900000000000002,0.09000000000000001,0.9703,3.4600000000000004,0.18000000000000002,0.9802,5.63,1.8,0.7525,6.920000000000001,1.8,0.7867,1.29,0.0,0.18830000000000005,0.0,0.0,0.0,0.91,0.40826000000000007,0.91,3.83,1.1,SJS@WPG
WPG,4on5,3.0,W,COL,AWAY,0.0,0.19,0.0,0.18901,0.0,0.0,4.42,0.0,0.0,6.22,0.0,0.0,7.4799999999999995,0.0,0.0,8.47,0.0,0.0,0.9900000000000001,0.0,0.1044,0.9,0.2,-0.19,-0.18901,-0.19,-7.4799999999999995,-4.42,SJS@WPG
