season,game_id,team,desc_new,strength,desc,game_period,time_elapsed,goal_desc
20122013,2012020001,PIT,,5on4,"Paul Martin (1), Matt Niskanen (1), Brandon Sutter (1)",1,4:40,1-0
20122013,2012020001,PIT,,5on5,"James Neal (1), Evgeni Malkin (0)",1,7:20,2-0
20122013,2012020001,PHI,,5on5,"Claude Giroux (1), Scott Hartnell (1), Brayden Schenn (1)",2,0:23,1-2
20122013,2012020001,PIT,,5on4,"Chris Kunitz (1), Paul Martin (0)",3,19:48,3-1
20122013,2012020002,OTT,,5on5,"Milan Michalek (1), Patrick Wiercioch (0)",1,16:02,1-0
20122013,2012020002,WPG,,5on4,"Dustin Byfuglien (1), Toby Enstrom (1), Andrew Ladd (1)",1,6:00,1-1
20122013,2012020002,OTT,,5on5,"Chris Neil (1), Erik Karlsson (1), Colin Greening (1)",2,17:12,2-1
20122013,2012020002,OTT,,5on4,"Erik Karlsson (1), Sergei Gonchar (1), Jason Spezza (1)",3,12:15,3-1
20122013,2012020002,OTT,,5on5,"Kyle Turris (1), Marc Methot (2), Erik Karlsson (2)",3,17:50,4-1
20122013,2012020003,CHI,,5on5,"Marian Hossa (1), Daniel Carcillo (1), Brent Seabrook (1)",1,12:57,1-0
20122013,2012020003,CHI,,5on5,"Michael Frolik (1), Marcus Kruger (1), Nick Leddy (1)",1,14:11,2-0
20122013,2012020003,CHI,,other,"Patrick Kane (1), Marian Hossa (0)",1,3:41,3-0
20122013,2012020003,LAK,,5on5,"Rob Scuderi (1), Colin Fraser (1), Kyle Clifford (1)",2,18:37,1-3
20122013,2012020003,CHI,,5on5,"Jonathan Toews (1), Patrick Kane (0)",2,1:16,4-1
20122013,2012020003,LAK,,5on5,"Jordan Nolan (1), Matt Greene (2), Kyle Clifford (2)",3,9:20,2-4
20122013,2012020003,CHI,,5on5,"Marian Hossa (2), Jonathan Toews (0)",3,9:35,5-2
20122013,2012020004,BOS,,5on5,"Milan Lucic (1), David Krejci (1), Andrew Ference (1)",1,14:14,1-0
20122013,2012020004,NYR,,5on5,"Brad Richards (1), Rick Nash (1), Dan Girardi (1)",2,12:50,1-1
20122013,2012020004,BOS,,5on5,"Daniel Paille (1), Gregory Campbell (0)",2,8:20,2-1
20122013,2012020004,BOS,,5on5,"Johnny Boychuk (1), Patrice Bergeron (0)",3,8:13,3-1
20122013,2012020005,TOR,,5on4,"Nazem Kadri (1), Phil Kessel (1), Michael Kostka (1)",1,4:51,1-0
20122013,2012020005,TOR,,5on4,"Tyler Bozak (1), Phil Kessel (1), Dion Phaneuf (1)",2,8:12,2-0
20122013,2012020005,MTL,,5on4,"Brian Gionta (1), Tomas Plekanec (1), Raphael Diaz (1)",3,13:51,1-2
20122013,2012020006,NJD,,5on5,"Travis Zajac (1), Ilya Kovalchuk (1), Henrik Tallinder (1)",2,14:01,1-0
20122013,2012020006,NYI,,5on4,"Travis Hamonic (1), Michael Grabner (1), Kyle Okposo (1)",3,7:12,1-1
20122013,2012020006,NJD,,5on5,"David Clarkson (1), Patrik Elias (1), Mattias Tedenby (1)",3,8:17,2-1
20122013,2012020007,TBL,,5on5,"Eric Brewer (1), Matt Carle (1), Martin St. Louis (1)",1,6:24,1-0
20122013,2012020007,WSH,,5on4,"Joel Ward (1), Tom Poti (1), Mike Ribeiro (1)",1,8:25,1-1
20122013,2012020007,TBL,,5on5,"Vincent Lecavalier (1), Keith Aulie (0)",1,9:09,2-1
20122013,2012020007,WSH,,other,"Wojtek Wolski (1), Mike Ribeiro (1), Roman Hamrlik (1)",2,18:15,2-2
20122013,2012020007,WSH,,5on5,"Joel Ward (2), Jason Chimera (1), John Carlson (1)",2,1:59,3-2
20122013,2012020007,TBL,,5on4,"Martin St. Louis (1), Vincent Lecavalier (1), Cory Conacher (1)",2,5:11,3-3
20122013,2012020007,TBL,,5on5,"Cory Conacher (1), Teddy Purcell (0)",3,13:24,4-3
20122013,2012020007,TBL,,5on4,"Eric Brewer (2), Teddy Purcell (2), Steven Stamkos (2)",3,16:42,5-3
20122013,2012020007,TBL,,other,"Martin St. Louis (2), Steven Stamkos (1), Teddy Purcell (1)",3,4:57,6-3
20122013,2012020008,FLA,,other,"Brian Campbell (2), Alex Kovalev (1), Stephen Weiss (1)",1,16:47,1-0
20122013,2012020008,FLA,,5on4,"Scottie Upshall (1), Jonathan Huberdeau (1), Tomas Fleischmann (1)",1,17:27,2-0
20122013,2012020008,FLA,,5on5,"Jonathan Huberdeau (1), Peter Mueller (1), Alex Kovalev (1)",1,3:37,3-0
20122013,2012020008,FLA,,5on4,Brian Campbell (1),1,6:42,4-0
20122013,2012020008,FLA,,5on5,"Alex Kovalev (1), Jonathan Huberdeau (1), Filip Kuba (1)",2,3:35,5-0
20122013,2012020008,CAR,,5on5,"Patrick Dwyer (1), Joni Pitkanen (1), Justin Faulk (1)",2,9:15,1-5
20122013,2012020009,STL,,5on4,"Chris Stewart (1), Andy McDonald (2), Alexander Steen (2)",1,14:44,1-0
