game_id,team,player,number,pos,strength,shots_against,goals_against,xGoal,adsc_ag,hdsc_ag,ldsc_ag,mdsc_ag,adsc_g,hdsc_g,ldsc_g,mdsc_g,player_id
2021020001,TBL,Andrei Vasilevskiy,88.0,G,5on5,32,3.0,2.69820026,7.0,8.0,5.0,12.0,,1.0,1.0,1.0,8476883.0
2021020001,TBL,Andrei Vasilevskiy,88.0,G,all,32,3.0,2.69820026,7.0,8.0,5.0,12.0,,1.0,1.0,1.0,8476883.0
2021020001,PIT,Tristan Jarry,35.0,G,5on4,1,,0.0970035,,1.0,,,,,,,8477465.0
2021020001,PIT,Tristan Jarry,35.0,G,5on5,23,,1.46603983,8.0,4.0,3.0,5.0,,,,,8477465.0
2021020001,PIT,Tristan Jarry,35.0,G,all,24,,1.56304333,8.0,5.0,3.0,5.0,,,,,8477465.0
2021020002,VGK,Robin Lehner,90.0,G,5on4,3,,0.02769568,,,,3.0,,,,,8475215.0
2021020002,VGK,Robin Lehner,90.0,G,5on5,27,3.0,1.7184466500000002,8.0,5.0,5.0,9.0,1.0,1.0,,1.0,8475215.0
2021020002,VGK,Robin Lehner,90.0,G,all,31,3.0,1.94025833,8.0,6.0,5.0,12.0,1.0,1.0,,1.0,8475215.0
2021020002,VGK,Robin Lehner,90.0,G,other,1,,0.194116,,1.0,,,,,,,8475215.0
2021020002,SEA,Philipp Grubauer,31.0,G,4on5,1,,0.0331148,,,,,,,,,8475831.0
2021020002,SEA,Philipp Grubauer,31.0,G,5on4,7,,0.956491,1.0,4.0,1.0,1.0,,,,,8475831.0
2021020002,SEA,Philipp Grubauer,31.0,G,5on5,21,4.0,1.8158123,9.0,7.0,3.0,2.0,,3.0,,1.0,8475831.0
2021020002,SEA,Philipp Grubauer,31.0,G,all,29,4.0,2.8054181,10.0,11.0,4.0,3.0,,3.0,,1.0,8475831.0
2021020003,MTL,Jake Allen,34.0,G,5on4,6,1.0,0.6642813000000001,1.0,2.0,,3.0,,,,1.0,8474596.0
2021020003,MTL,Jake Allen,34.0,G,5on5,24,1.0,2.2925569599999998,4.0,11.0,4.0,4.0,1.0,,,,8474596.0
2021020003,MTL,Jake Allen,34.0,G,all,30,2.0,2.95683826,5.0,13.0,4.0,7.0,1.0,,,1.0,8474596.0
2021020003,TOR,Jack Campbell,36.0,G,4on5,1,,0.0582733,,,,1.0,,,,,8475789.0
2021020003,TOR,Jack Campbell,36.0,G,5on4,5,,0.053673689999999996,2.0,,2.0,1.0,,,,,8475789.0
2021020003,TOR,Jack Campbell,36.0,G,5on5,28,1.0,2.589687,7.0,3.0,3.0,14.0,,1.0,,,8475789.0
2021020003,TOR,Jack Campbell,36.0,G,all,35,1.0,2.70991852,10.0,3.0,5.0,16.0,,1.0,,,8475789.0
2021020003,TOR,Jack Campbell,36.0,G,other,1,,0.00828453,1.0,,,,,,,,8475789.0
2021020004,WSH,Vitek Vanecek,41.0,G,5on4,9,1.0,2.5663410300000002,2.0,2.0,3.0,2.0,,1.0,,,8477970.0
2021020004,WSH,Vitek Vanecek,41.0,G,5on5,12,,0.48393748999999997,7.0,2.0,,3.0,,,,,8477970.0
2021020004,WSH,Vitek Vanecek,41.0,G,all,24,1.0,3.27360402,11.0,5.0,3.0,5.0,,1.0,,,8477970.0
2021020004,WSH,Vitek Vanecek,41.0,G,other,3,,0.2233255,2.0,1.0,,,,,,,8477970.0
2021020004,NYR,Alexandar Georgiev,40.0,G,4on5,1,1.0,0.353326,,1.0,,,,1.0,,,8480382.0
2021020004,NYR,Alexandar Georgiev,40.0,G,5on4,9,3.0,0.6103055000000001,3.0,1.0,3.0,2.0,2.0,1.0,,,8480382.0
2021020004,NYR,Alexandar Georgiev,40.0,G,5on5,17,1.0,0.82356845,8.0,2.0,,4.0,,,,1.0,8480382.0
2021020004,NYR,Alexandar Georgiev,40.0,G,all,27,5.0,1.78719995,11.0,4.0,3.0,6.0,2.0,2.0,,1.0,8480382.0
2021020005,CHI,Marc-Andre Fleury,29.0,G,4on5,1,,0.0138216,,,,,,,,,8470594.0
2021020005,CHI,Marc-Andre Fleury,29.0,G,5on4,6,,0.5716589,2.0,1.0,,3.0,,,,,8470594.0
2021020005,CHI,Marc-Andre Fleury,29.0,G,5on5,27,4.0,1.86081431,15.0,4.0,2.0,6.0,1.0,2.0,,1.0,8470594.0
2021020005,CHI,Marc-Andre Fleury,29.0,G,all,36,4.0,2.50346681,17.0,5.0,2.0,11.0,1.0,2.0,,1.0,8470594.0
2021020005,CHI,Marc-Andre Fleury,29.0,G,other,2,,0.057172,,,,2.0,,,,,8470594.0
2021020005,COL,Darcy Kuemper,35.0,G,4on5,4,,0.13517617,1.0,,,2.0,,,,,8475311.0
2021020005,COL,Darcy Kuemper,35.0,G,5on4,4,1.0,0.3514176,3.0,,1.0,,,,1.0,,8475311.0
2021020005,COL,Darcy Kuemper,35.0,G,5on5,24,1.0,0.8971776,10.0,1.0,5.0,7.0,,,,1.0,8475311.0
2021020005,COL,Darcy Kuemper,35.0,G,all,34,2.0,1.73279187,15.0,2.0,6.0,9.0,,,1.0,1.0,8475311.0
2021020005,COL,Darcy Kuemper,35.0,G,other,2,,0.3490205,1.0,1.0,,,,,,,8475311.0
2021020006,EDM,Mike Smith,41.0,G,5on4,10,1.0,0.44688626,3.0,1.0,1.0,5.0,1.0,,,,8469608.0
2021020006,EDM,Mike Smith,41.0,G,5on5,25,1.0,1.59598204,8.0,7.0,3.0,6.0,1.0,,,,8469608.0
2021020006,EDM,Mike Smith,41.0,G,all,42,4.0,2.4273216,12.0,12.0,4.0,13.0,2.0,1.0,,1.0,8469608.0
2021020006,EDM,Mike Smith,41.0,G,other,7,2.0,0.3844533,1.0,4.0,,2.0,,1.0,,1.0,8469608.0
2021020006,VAN,Thatcher Demko,35.0,G,4on5,2,,0.025126299999999997,,,,,,,,,8477967.0
2021020006,VAN,Thatcher Demko,35.0,G,5on4,4,1.0,0.47635269999999996,3.0,1.0,,,,1.0,,,8477967.0
2021020006,VAN,Thatcher Demko,35.0,G,5on5,34,4.0,3.76055258,7.0,10.0,2.0,13.0,,2.0,,2.0,8477967.0
2021020006,VAN,Thatcher Demko,35.0,G,all,44,7.0,4.2620315799999995,10.0,13.0,2.0,15.0,,4.0,,3.0,8477967.0
2021020006,VAN,Thatcher Demko,35.0,G,other,4,2.0,0.0,,2.0,,2.0,,1.0,,1.0,8477967.0
2021020007,BUF,Craig Anderson,41.0,G,4on5,1,,0.141818,,1.0,,,,,,,8467950.0
2021020007,BUF,Craig Anderson,41.0,G,5on4,8,,0.5482498,2.0,2.0,2.0,2.0,,,,,8467950.0
2021020007,BUF,Craig Anderson,41.0,G,5on5,22,1.0,0.5485054,7.0,2.0,10.0,3.0,,,,1.0,8467950.0
2021020007,BUF,Craig Anderson,41.0,G,all,31,1.0,1.2385732,9.0,5.0,12.0,5.0,,,,1.0,8467950.0
2021020007,MTL,Sam Montembeault,35.0,G,4on5,1,,0.0411911,,1.0,,,,,,,8478470.0
2021020007,MTL,Sam Montembeault,35.0,G,5on4,13,3.0,1.018909,2.0,2.0,3.0,6.0,1.0,,1.0,1.0,8478470.0
2021020007,MTL,Sam Montembeault,35.0,G,5on5,22,2.0,1.02570697,9.0,4.0,5.0,4.0,1.0,1.0,,,8478470.0
2021020007,MTL,Sam Montembeault,35.0,G,all,36,5.0,2.08580707,11.0,7.0,8.0,10.0,2.0,1.0,1.0,1.0,8478470.0
2021020008,TOR,Jack Campbell,36.0,G,5on4,1,,0.113264,,,,1.0,,,,,8475789.0
2021020008,TOR,Jack Campbell,36.0,G,5on5,9,,0.76994606,1.0,4.0,1.0,3.0,,,,,8475789.0
2021020008,TOR,Jack Campbell,36.0,G,all,10,,0.88321006,1.0,4.0,1.0,4.0,,,,,8475789.0
2021020008,TOR,Petr Mrazek,35.0,G,5on4,4,1.0,0.5282245,1.0,2.0,,1.0,,1.0,,,8475852.0
2021020008,TOR,Petr Mrazek,35.0,G,5on5,22,2.0,1.7251805,3.0,6.0,4.0,9.0,,1.0,,1.0,8475852.0
2021020008,TOR,Petr Mrazek,35.0,G,all,26,3.0,2.253405,4.0,8.0,4.0,10.0,,2.0,,1.0,8475852.0
2021020008,OTT,Anton Forsberg,31.0,G,5on4,13,2.0,1.00038868,3.0,3.0,,7.0,,,,2.0,8476341.0
2021020008,OTT,Anton Forsberg,31.0,G,5on5,33,,2.84381097,8.0,11.0,3.0,8.0,,,,,8476341.0
2021020008,OTT,Anton Forsberg,31.0,G,all,48,2.0,4.10757755,12.0,14.0,4.0,15.0,,,,2.0,8476341.0
2021020008,OTT,Anton Forsberg,31.0,G,other,2,,0.2633779,1.0,,1.0,,,,,,8476341.0
2021020009,TBL,Andrei Vasilevskiy,88.0,G,4on5,1,,0.238262,,1.0,,,,,,,8476883.0
2021020009,TBL,Andrei Vasilevskiy,88.0,G,5on4,4,,0.7785536,1.0,3.0,,,,,,,8476883.0
2021020009,TBL,Andrei Vasilevskiy,88.0,G,5on5,17,5.0,2.19275937,2.0,6.0,4.0,4.0,,4.0,,1.0,8476883.0
2021020009,TBL,Andrei Vasilevskiy,88.0,G,all,27,7.0,3.59999017,6.0,11.0,4.0,5.0,,5.0,,2.0,8476883.0
2021020009,TBL,Andrei Vasilevskiy,88.0,G,other,5,2.0,0.39041519999999996,3.0,1.0,,1.0,,1.0,,1.0,8476883.0
2021020009,DET,Alex Nedeljkovic,39.0,G,4on5,5,,0.52988836,,2.0,1.0,,,,,,8477968.0
2021020009,DET,Alex Nedeljkovic,39.0,G,5on4,10,3.0,1.06423629,2.0,3.0,,5.0,1.0,1.0,,1.0,8477968.0
2021020009,DET,Alex Nedeljkovic,39.0,G,5on5,30,3.0,2.15556641,8.0,10.0,3.0,7.0,,2.0,,1.0,8477968.0
2021020009,DET,Alex Nedeljkovic,39.0,G,all,48,7.0,4.30128706,10.0,17.0,4.0,13.0,1.0,4.0,,2.0,8477968.0
2021020009,DET,Alex Nedeljkovic,39.0,G,other,3,1.0,0.551596,,2.0,,1.0,,1.0,,,8477968.0
