team,conference,division,season,GP,PTS,W,L,OTL,reg_w,div_rank,conf_rank,playoffs,strength,score_state,toi,gf,ga,g_dif,offense,defense,differential,xgf,xga,xg%,xg_dif,fwf,fwa,fenwick,fwf_dif,cf,ca,corsi,shot,shot_ag,sc,sc_ag,scf%,hdsc%,asd,asda,hdsc,mdsc,adsc,ldsc,hdsc_ag,mdsc_ag,adsc_ag,ldsc_ag,point_shot,point_shot_ag,point_shot%,point_shot%_ag,penalty,pim,penalty_ag,pim_ag,fow,fol,faceoff%,giveaway,giveaway_ag,takeaway,takeaway_ag,hit,hit_ag,block,miss,block_ag,miss_ag,block%,miss%,block%_ag,miss%_ag,DZ_fow,NZ_fow,OZ_fow,DZ_fol,NZ_fol,OZ_fol,DZ_penalty,NZ_penalty,OZ_penalty,DZ_penalty_ag,NZ_penalty_ag,OZ_penalty_ag,DZ_giveaway,NZ_giveaway,OZ_giveaway,DZ_giveaway_ag,NZ_giveaway_ag,OZ_giveaway_ag,DZ_takeaway,NZ_takeaway,OZ_takeaway,DZ_takeaway_ag,NZ_takeaway_ag,OZ_takeaway_ag,DZ_hit,NZ_hit,OZ_hit,DZ_hit_ag,NZ_hit_ag,OZ_hit_ag,sv%,xSV%,GSAx,sv%_ag,xSV%_ag,GSAx_ag,shooting%,shooting%_ag,pdo,goaltending,goaltending_ag,gf_per60,ga_per60,g_dif_per60,offense_per60,defense_per60,differential_per60,xgf_per60,xga_per60,xg_dif_per60,fwf_per60,fwa_per60,fenwick_per60,fwf_dif_per60,cf_per60,ca_per60,corsi_per60,shot_per60,shot_ag_per60,sc_per60,sc_ag_per60,asd_per60,asda_per60,hdsc_per60,mdsc_per60,adsc_per60,ldsc_per60,hdsc_ag_per60,mdsc_ag_per60,adsc_ag_per60,ldsc_ag_per60,point_shot_per60,point_shot_ag_per60,penalty_per60,pim_per60,penalty_ag_per60,pim_ag_per60,fow_per60,fol_per60,giveaway_per60,giveaway_ag_per60,takeaway_per60,takeaway_ag_per60,hit_per60,hit_ag_per60,block_per60,miss_per60,block_ag_per60,miss_ag_per60,DZ_fow_per60,NZ_fow_per60,OZ_fow_per60,DZ_fol_per60,NZ_fol_per60,OZ_fol_per60,DZ_penalty_per60,NZ_penalty_per60,OZ_penalty_per60,DZ_penalty_ag_per60,NZ_penalty_ag_per60,OZ_penalty_ag_per60,DZ_giveaway_per60,NZ_giveaway_per60,OZ_giveaway_per60,DZ_giveaway_ag_per60,NZ_giveaway_ag_per60,OZ_giveaway_ag_per60,DZ_takeaway_per60,NZ_takeaway_per60,OZ_takeaway_per60,DZ_takeaway_ag_per60,NZ_takeaway_ag_per60,OZ_takeaway_ag_per60,DZ_hit_per60,NZ_hit_per60,OZ_hit_per60,DZ_hit_ag_per60,NZ_hit_ag_per60,OZ_hit_ag_per60,GSAx_per60,GSAx_ag_per60,goaltending_per60,goaltending_ag_per60
EDM,west,pacific,20232024,82,104,49,27,6,39,2.0,5.0,top3,Opp EN,+4+,1.4666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.727,245.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.818,0.0,40.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
EDM,west,pacific,20232024,82,104,49,27,6,39,2.0,5.0,top3,Opp EN,-1,0.9833333333333334,0.0,0.0,0.0,0.0,-0.1166637,-0.1166637,0.0,0.1166637,0.0,-0.1166637,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8833363,0.1166637,,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,-7.118,-7.118,0.0,7.118,-7.118,0.0,61.017,0.0,-61.017,0.0,61.017,0.0,0.0,61.017,0.0,61.017,,244.068,0.0,0.0,0.0,0.0,61.017,0.0,0.0,0.0,0.0,0.0,244.068,488.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.017,183.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.118,0.0,,
EDM,west,pacific,20232024,82,104,49,27,6,39,2.0,5.0,top3,Opp EN,-2,0.65,0.0,0.0,0.0,0.0,-0.0757196,-0.0757196,0.0,0.0757196,0.0,-0.0757196,0.0,1.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,3.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.5,inf,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-inf,0.0757196,,,0.0,,,,,,0.0,0.0,0.0,0.0,-6.99,-6.99,0.0,6.99,-6.99,0.0,92.308,0.0,-92.308,0.0,184.615,0.0,0.0,0.0,0.0,0.0,,184.615,0.0,0.0,0.0,0.0,0.0,0.0,92.308,0.0,0.0,92.308,276.923,553.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.308,92.308,0.0,0.0,0.0,0.0,0.0,0.0,184.615,92.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.99,0.0,,
EDM,west,pacific,20232024,82,104,49,27,6,39,2.0,5.0,top3,Opp EN,-4+,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
EDM,west,pacific,20232024,82,104,49,27,6,39,2.0,5.0,top3,Opp EN,All,38.25,12.0,2.0,10.0,16.14941,-9.120318399999999,7.029091600000001,4.1494100000000005,7.1203183999999995,0.36819077201541084,-2.970908399999999,19.0,65.0,0.2261904761904762,-46.0,28.0,92.0,0.23333333333333334,12.0,44.0,7.0,34.0,0.17073170731707318,0.16666666666666666,2.909,2.547,3.0,4.0,4.0,0.0,15.0,19.0,16.0,14.0,0.0,20.0,0.0,0.3076923076923077,28.0,56.0,1.0,2.0,12.0,14.0,0.46153846153846156,7.0,6.0,7.0,1.0,6.0,2.0,9.0,7.0,27.0,21.0,0.32142857142857145,0.25,0.29347826086956524,0.75,12.0,0.0,0.0,14.0,0.0,0.0,19.0,4.0,5.0,1.0,0.0,0.0,7.0,0.0,0.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,0.9545454545454546,0.8381745818181818,5.1203183999999995,0.0,0.6542158333333332,-7.8505899999999995,1.0,0.045,1.9545454545454546,0.332208805698935,-2.001534041661292,18.824,3.137,15.686,25.332,-14.306,11.026,6.509,11.169,-4.66,29.804,101.961,0.355,-72.157,43.922,144.314,0.366,18.824,69.02,10.98,53.333,4.563,3.995,4.706,6.275,6.275,0.0,23.529,29.804,25.098,21.961,0.0,31.373,43.922,87.843,1.569,3.137,18.824,21.961,10.98,9.412,10.98,1.569,9.412,3.137,14.118,10.98,42.353,32.941,18.824,0.0,0.0,21.961,0.0,0.0,29.804,6.275,7.843,1.569,0.0,0.0,10.98,0.0,0.0,6.275,1.569,1.569,7.843,1.569,1.569,1.569,0.0,0.0,7.843,0.0,1.569,1.569,0.0,1.569,8.032,-12.315,0.521,-3.14
EDM,west,pacific,20232024,82,104,49,27,6,39,2.0,5.0,top3,Opp EN,tie,1.4833333333333334,0.0,0.0,0.0,0.0,-0.1549974,-0.1549974,0.0,0.1549974,0.0,-0.1549974,0.0,3.0,0.0,-3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.3333333333333333,5.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,0.0,inf,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8450025999999999,0.1549974,,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,-6.27,-6.27,0.0,6.27,-6.27,0.0,121.348,0.0,-121.348,0.0,121.348,0.0,0.0,40.449,0.0,40.449,,80.899,0.0,0.0,0.0,0.0,0.0,40.449,40.449,40.449,0.0,40.449,202.247,404.494,0.0,0.0,40.449,0.0,0.0,40.449,40.449,0.0,0.0,0.0,0.0,0.0,0.0,80.899,40.449,0.0,0.0,0.0,0.0,0.0,161.798,0.0,40.449,0.0,0.0,0.0,0.0,0.0,0.0,40.449,0.0,0.0,40.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.27,0.0,,
EDM,west,pacific,20232024,82,104,49,27,6,39,2.0,5.0,top3,Other,-3,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
EDM,west,pacific,20232024,82,104,49,27,6,39,2.0,5.0,top3,Other,All,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,3.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,0.0,112.5,112.5,112.5,0.0,112.5,112.5,0.0,112.5,0.0,337.5,,0.0,112.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
EDM,west,pacific,20232024,82,104,49,27,6,39,2.0,5.0,top3,Penalty Kill,+1,73.03333333333333,1.0,10.0,-9.0,2.3044115,-14.91735095,-12.612939449999999,1.3044115,4.91735095,0.2096530541759916,-3.6129394500000003,13.0,86.0,0.13131313131313133,-73.0,16.0,121.0,0.11678832116788321,10.0,66.0,7.0,49.0,0.125,0.17391304347826086,3.0,2.709,4.0,3.0,2.0,1.0,19.0,30.0,30.0,7.0,2.0,18.0,0.15384615384615385,0.20930232558139536,0.0,0.0,1.0,2.0,39.0,39.0,0.5,9.0,11.0,9.0,2.0,14.0,5.0,3.0,3.0,35.0,20.0,0.1875,0.1875,0.2892561983471074,1.25,28.0,8.0,3.0,31.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,9.0,0.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,12.0,2.0,0.0,1.0,1.0,3.0,0.8484848484848485,0.9254946825757575,-5.08264905,0.9,0.86955885,0.30441150000000006,0.1,0.152,0.9484848484848485,-0.007583061025185282,0.13874283210046162,0.822,8.215,-7.394,1.893,-12.255,-10.362,1.072,4.04,-2.968,10.68,70.653,0.108,-59.973,13.145,99.407,0.096,8.215,54.222,5.751,40.256,2.465,2.226,3.286,2.465,1.643,0.822,15.609,24.646,24.646,5.751,1.643,14.788,0.0,0.0,0.822,1.643,32.04,32.04,7.394,9.037,7.394,1.643,11.502,4.108,2.465,2.465,28.754,16.431,23.003,6.572,2.465,25.468,4.929,1.643,0.0,0.0,0.0,0.0,0.0,0.822,7.394,0.0,0.0,7.394,0.0,1.643,6.572,0.0,0.822,1.643,0.0,0.0,9.859,1.643,0.0,0.822,0.822,2.465,-4.176,0.25,-0.006,0.114
EDM,west,pacific,20232024,82,104,49,27,6,39,2.0,5.0,top3,Penalty Kill,+2,45.6,0.0,10.0,-10.0,0.7679356,-12.05721764,-11.28928204,0.7679356,2.0572176399999997,0.2718208659010653,-1.2892820399999998,6.0,64.0,0.08571428571428572,-58.0,8.0,92.0,0.08,3.0,45.0,4.0,37.0,0.0975609756097561,0.11764705882352941,3.2,2.672,2.0,2.0,1.0,0.0,15.0,22.0,18.0,9.0,1.0,16.0,0.16666666666666666,0.25,1.0,2.0,2.0,4.0,18.0,36.0,0.3333333333333333,8.0,8.0,6.0,4.0,10.0,6.0,2.0,3.0,28.0,19.0,0.25,0.375,0.30434782608695654,2.375,16.0,0.0,2.0,30.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,7.0,0.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,3.0,1.0,2.0,0.7777777777777778,0.9542840524444445,-7.942782360000001,1.0,0.7440214666666667,0.7679356,0.0,0.222,0.7777777777777778,-0.14475255523453043,-0.050275491255280504,0.0,13.158,-13.158,1.01,-15.865,-14.854,1.01,2.707,-1.696,7.895,84.211,0.113,-76.316,10.526,121.053,0.105,3.947,59.211,5.263,48.684,4.211,3.516,2.632,2.632,1.316,0.0,19.737,28.947,23.684,11.842,1.316,21.053,1.316,2.632,2.632,5.263,23.684,47.368,10.526,10.526,7.895,5.263,13.158,7.895,2.632,3.947,36.842,25.0,21.053,0.0,2.632,39.474,6.579,1.316,1.316,0.0,0.0,0.0,2.632,0.0,10.526,0.0,0.0,9.211,0.0,1.316,7.895,0.0,0.0,5.263,0.0,0.0,13.158,0.0,0.0,3.947,1.316,2.632,-10.451,1.01,-0.19,-0.066
EDM,west,pacific,20232024,82,104,49,27,6,39,2.0,5.0,top3,Penalty Kill,+3,18.733333333333334,0.0,0.0,0.0,1.6321024,-1.85040486,-0.2183024600000001,1.6321024,1.85040486,0.4686572857280992,-0.2183024600000001,7.0,15.0,0.3181818181818182,-8.0,8.0,22.0,0.26666666666666666,3.0,10.0,2.0,10.0,0.16666666666666666,0.3333333333333333,2.6,2.733,1.0,1.0,3.0,0.0,2.0,8.0,4.0,1.0,1.0,2.0,0.14285714285714285,0.13333333333333333,0.0,0.0,0.0,0.0,9.0,9.0,0.5,1.0,3.0,4.0,1.0,2.0,3.0,1.0,4.0,7.0,5.0,0.125,0.5,0.3181818181818182,0.625,6.0,2.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.814959514,1.85040486,1.0,0.4559658666666667,1.6321024,0.0,0.0,1.0,0.1821637872985332,-0.7941015953784966,0.0,0.0,0.0,5.227,-5.927,-0.699,5.227,5.927,-0.699,22.42,48.043,1.019,-25.623,25.623,70.463,0.854,9.609,32.028,6.406,32.028,8.327,8.753,3.203,3.203,9.609,0.0,6.406,25.623,12.811,3.203,3.203,6.406,0.0,0.0,0.0,0.0,28.826,28.826,3.203,9.609,12.811,3.203,6.406,9.609,3.203,12.811,22.42,16.014,19.217,6.406,3.203,19.217,9.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.203,6.406,3.203,0.0,9.609,0.0,3.203,3.203,0.0,0.0,3.203,0.0,3.203,6.406,3.203,0.0,5.927,5.227,0.583,-2.543
EDM,west,pacific,20232024,82,104,49,27,6,39,2.0,5.0,top3,Penalty Kill,+4+,27.7,0.0,0.0,0.0,0.7809018999999999,0.0,0.7809018999999999,0.7809018999999999,0.0,1.0,0.7809018999999999,8.0,0.0,1.0,8.0,10.0,0.0,1.0,7.0,0.0,4.0,0.0,1.0,1.0,4.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,0.0,15.0,0.0,1.0,2.0,0.0,7.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.2,0.1,,0.0,13.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.8884425857142857,0.7809018999999999,0.0,,,,,0.0,0.0,0.0,1.691,0.0,1.691,1.691,0.0,1.691,17.329,0.0,2.166,17.329,21.661,0.0,2.166,15.162,0.0,8.664,0.0,8.664,,8.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.166,4.332,0.0,0.0,32.491,0.0,4.332,0.0,15.162,0.0,4.332,0.0,4.332,2.166,0.0,0.0,28.159,2.166,2.166,0.0,0.0,0.0,2.166,0.0,0.0,0.0,0.0,0.0,4.332,0.0,0.0,0.0,0.0,0.0,10.83,2.166,2.166,0.0,0.0,0.0,4.332,0.0,0.0,0.0,0.0,0.0,0.0,1.691,,
EDM,west,pacific,20232024,82,104,49,27,6,39,2.0,5.0,top3,Penalty Kill,-1,59.71666666666667,0.0,7.0,-7.0,1.14907042,-10.74006645,-9.590996030000001,1.14907042,3.74006645,0.2350252100837586,-2.5909960300000003,16.0,75.0,0.17582417582417584,-59.0,16.0,99.0,0.1391304347826087,12.0,56.0,7.0,42.0,0.14285714285714285,0.15,2.833,2.72,3.0,4.0,5.0,0.0,17.0,25.0,28.0,5.0,2.0,13.0,0.125,0.17333333333333334,1.0,2.0,4.0,8.0,33.0,34.0,0.4925373134328358,6.0,7.0,4.0,4.0,16.0,2.0,0.0,4.0,24.0,19.0,0.0,0.25,0.24242424242424243,1.1875,28.0,4.0,1.0,26.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,2.0,4.0,0.0,0.0,15.0,0.0,1.0,0.0,1.0,1.0,0.875,0.9332130991071429,-3.25993355,1.0,0.9042441316666667,1.14907042,0.0,0.125,0.875,0.12976761398068956,0.40299316732120555,0.0,7.033,-7.033,1.155,-10.791,-9.637,1.155,3.758,-2.603,16.076,75.356,0.177,-59.28,16.076,99.47,0.14,12.057,56.266,7.033,42.199,2.846,2.733,3.014,4.019,5.024,0.0,17.081,25.119,28.133,5.024,2.009,13.062,1.005,2.009,4.019,8.038,33.157,34.161,6.028,7.033,4.019,4.019,16.076,2.009,0.0,4.019,24.114,19.09,28.133,4.019,1.005,26.123,6.028,2.009,1.005,0.0,0.0,1.005,0.0,3.014,6.028,0.0,0.0,6.028,0.0,1.005,2.009,0.0,2.009,4.019,0.0,0.0,15.071,0.0,1.005,0.0,1.005,1.005,-3.275,1.155,0.13,0.405
EDM,west,pacific,20232024,82,104,49,27,6,39,2.0,5.0,top3,Penalty Kill,-2,40.96666666666667,1.0,5.0,-4.0,1.7719973,-8.87430272,-7.1023054199999995,0.7719973,3.8743027199999998,0.16615313188492722,-3.1023054199999995,11.0,37.0,0.22916666666666666,-26.0,17.0,57.0,0.22972972972972974,4.0,28.0,7.0,28.0,0.2,0.2222222222222222,3.0,3.108,4.0,3.0,4.0,0.0,14.0,14.0,8.0,1.0,1.0,3.0,0.09090909090909091,0.08108108108108109,1.0,2.0,2.0,7.0,19.0,23.0,0.4523809523809524,2.0,5.0,8.0,1.0,5.0,3.0,6.0,7.0,20.0,9.0,0.35294117647058826,0.4117647058823529,0.3508771929824561,0.5294117647058824,13.0,4.0,2.0,17.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.8214285714285714,0.8616320457142858,-1.1256972800000002,0.75,0.8070006750000001,-0.2280027,0.25,0.179,1.0714285714285714,-0.051782309352783946,-0.2525736111745607,1.465,7.323,-5.858,2.595,-12.997,-10.402,1.131,5.674,-4.544,16.111,54.19,0.336,-38.08,24.898,83.483,0.336,5.858,41.009,10.252,41.009,4.394,4.552,5.858,4.394,5.858,0.0,20.504,20.504,11.717,1.465,1.465,4.394,1.465,2.929,2.929,10.252,27.828,33.686,2.929,7.323,11.717,1.465,7.323,4.394,8.788,10.252,29.292,13.181,19.04,5.858,2.929,24.898,7.323,1.465,0.0,0.0,1.465,0.0,0.0,2.929,2.929,0.0,0.0,7.323,0.0,0.0,7.323,0.0,4.394,1.465,0.0,0.0,7.323,0.0,0.0,4.394,0.0,0.0,-1.649,-0.334,-0.076,-0.37
EDM,west,pacific,20232024,82,104,49,27,6,39,2.0,5.0,top3,Penalty Kill,-3,25.166666666666668,0.0,3.0,-3.0,0.39635251,-5.83259128,-5.43623877,0.39635251,2.83259128,0.12274989463350182,-2.43623877,6.0,38.0,0.13636363636363635,-32.0,6.0,47.0,0.11320754716981132,4.0,26.0,2.0,22.0,0.08333333333333333,0.1,2.5,2.784,1.0,1.0,1.0,1.0,9.0,13.0,13.0,2.0,2.0,6.0,0.3333333333333333,0.15789473684210525,2.0,4.0,2.0,4.0,9.0,18.0,0.3333333333333333,1.0,1.0,4.0,2.0,5.0,1.0,0.0,2.0,9.0,12.0,0.0,0.3333333333333333,0.19148936170212766,2.0,9.0,0.0,0.0,12.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.8846153846153846,0.8910541815384615,-0.16740872000000007,1.0,0.9009118725,0.39635251,0.0,0.115,0.8846153846153846,0.15809384519883588,0.3593976230932328,0.0,7.152,-7.152,0.945,-13.906,-12.961,0.945,6.753,-5.808,14.305,90.596,0.325,-76.291,14.305,112.053,0.27,9.536,61.987,4.768,52.45,5.96,6.637,2.384,2.384,2.384,2.384,21.457,30.993,30.993,4.768,4.768,14.305,4.768,9.536,4.768,9.536,21.457,42.914,2.384,2.384,9.536,4.768,11.921,2.384,0.0,4.768,21.457,28.609,21.457,0.0,0.0,28.609,14.305,0.0,4.768,0.0,0.0,2.384,0.0,2.384,2.384,0.0,0.0,2.384,0.0,0.0,4.768,4.768,0.0,4.768,0.0,0.0,11.921,0.0,0.0,0.0,0.0,2.384,-0.399,0.945,0.377,0.857
