team,conference,division,season,GP,PTS,W,L,OTL,reg_w,div_rank,conf_rank,playoffs,strength,score_state,toi,gf,ga,g_dif,offense,defense,differential,xgf,xga,xg%,xg_dif,fwf,fwa,fenwick,fwf_dif,cf,ca,corsi,shot,shot_ag,sc,sc_ag,scf%,hdsc%,asd,asda,hdsc,mdsc,adsc,ldsc,hdsc_ag,mdsc_ag,adsc_ag,ldsc_ag,point_shot,point_shot_ag,point_shot%,point_shot%_ag,penalty,pim,penalty_ag,pim_ag,fow,fol,faceoff%,giveaway,giveaway_ag,takeaway,takeaway_ag,hit,hit_ag,block,miss,block_ag,miss_ag,block%,miss%,block%_ag,miss%_ag,DZ_fow,NZ_fow,OZ_fow,DZ_fol,NZ_fol,OZ_fol,DZ_penalty,NZ_penalty,OZ_penalty,DZ_penalty_ag,NZ_penalty_ag,OZ_penalty_ag,DZ_giveaway,NZ_giveaway,OZ_giveaway,DZ_giveaway_ag,NZ_giveaway_ag,OZ_giveaway_ag,DZ_takeaway,NZ_takeaway,OZ_takeaway,DZ_takeaway_ag,NZ_takeaway_ag,OZ_takeaway_ag,DZ_hit,NZ_hit,OZ_hit,DZ_hit_ag,NZ_hit_ag,OZ_hit_ag,sv%,xSV%,GSAx,sv%_ag,xSV%_ag,GSAx_ag,shooting%,shooting%_ag,pdo,goaltending,goaltending_ag,gf_per60,ga_per60,g_dif_per60,offense_per60,defense_per60,differential_per60,xgf_per60,xga_per60,xg_dif_per60,fwf_per60,fwa_per60,fenwick_per60,fwf_dif_per60,cf_per60,ca_per60,corsi_per60,shot_per60,shot_ag_per60,sc_per60,sc_ag_per60,asd_per60,asda_per60,hdsc_per60,mdsc_per60,adsc_per60,ldsc_per60,hdsc_ag_per60,mdsc_ag_per60,adsc_ag_per60,ldsc_ag_per60,point_shot_per60,point_shot_ag_per60,penalty_per60,pim_per60,penalty_ag_per60,pim_ag_per60,fow_per60,fol_per60,giveaway_per60,giveaway_ag_per60,takeaway_per60,takeaway_ag_per60,hit_per60,hit_ag_per60,block_per60,miss_per60,block_ag_per60,miss_ag_per60,DZ_fow_per60,NZ_fow_per60,OZ_fow_per60,DZ_fol_per60,NZ_fol_per60,OZ_fol_per60,DZ_penalty_per60,NZ_penalty_per60,OZ_penalty_per60,DZ_penalty_ag_per60,NZ_penalty_ag_per60,OZ_penalty_ag_per60,DZ_giveaway_per60,NZ_giveaway_per60,OZ_giveaway_per60,DZ_giveaway_ag_per60,NZ_giveaway_ag_per60,OZ_giveaway_ag_per60,DZ_takeaway_per60,NZ_takeaway_per60,OZ_takeaway_per60,DZ_takeaway_ag_per60,NZ_takeaway_ag_per60,OZ_takeaway_ag_per60,DZ_hit_per60,NZ_hit_per60,OZ_hit_per60,DZ_hit_ag_per60,NZ_hit_ag_per60,OZ_hit_ag_per60,GSAx_per60,GSAx_ag_per60,goaltending_per60,goaltending_ag_per60
BOS,east,atlantic,20232024,82,109,47,20,15,36,2.0,4.0,top3,EN,-1,14.383333333333333,3.0,4.0,-1.0,3.8644325999999998,-6.5684336,-2.704001,0.8644326,2.5684335999999997,0.2518107463669863,-1.7040009999999997,16.0,8.0,0.6666666666666666,8.0,26.0,12.0,0.6842105263157895,12.0,4.0,5.0,1.0,0.8333333333333334,0.75,2.533,2.25,3.0,2.0,10.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.125,0.125,1.0,2.0,1.0,2.0,9.0,7.0,0.5625,6.0,1.0,1.0,3.0,6.0,5.0,10.0,4.0,4.0,4.0,0.38461538461538464,0.15384615384615385,0.3333333333333333,0.15384615384615385,0.0,1.0,8.0,0.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.3578916000000001,-1.4315664000000003,0.75,0.92796395,-2.1355674000000002,0.25,1.0,0.25,-2.591980793416908,-0.011083174666064066,12.514,16.686,-4.171,16.12,-27.4,-11.28,3.606,10.714,-7.108,66.744,33.372,2.781,33.372,108.459,50.058,2.854,50.058,16.686,20.857,4.171,10.566,9.386,12.514,8.343,41.715,0.0,4.171,0.0,8.343,4.171,8.343,4.171,4.171,8.343,4.171,8.343,37.543,29.2,25.029,4.171,4.171,12.514,25.029,20.857,41.715,16.686,16.686,16.686,0.0,4.171,33.372,0.0,8.343,20.857,0.0,0.0,4.171,4.171,0.0,0.0,4.171,8.343,12.514,0.0,0.0,4.171,4.171,0.0,0.0,4.171,0.0,8.343,12.514,0.0,12.514,0.0,0.0,20.857,-5.972,-8.909,-10.812,-0.046
BOS,east,atlantic,20232024,82,109,47,20,15,36,2.0,4.0,top3,EN,-2,14.0,0.0,4.0,-4.0,1.8805551,-4.01,-2.1294448999999998,1.8805551,0.01,0.994710548240567,1.8705551,21.0,5.0,0.8076923076923077,16.0,32.0,5.0,0.8648648648648649,17.0,4.0,9.0,2.0,0.8181818181818182,1.0,2.45,3.0,3.0,6.0,8.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,0.19047619047619047,0.0,1.0,2.0,2.0,4.0,10.0,3.0,0.7692307692307693,4.0,2.0,1.0,1.0,1.0,6.0,11.0,4.0,0.0,1.0,0.34375,0.125,0.0,0.03125,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.9975,-3.99,1.0,0.8893791117647059,1.8805551,0.0,1.0,0.0,-0.8768548438841203,0.39612052449675966,0.0,17.143,-17.143,8.06,-17.186,-9.126,8.06,0.043,8.017,90.0,21.429,3.462,68.571,137.143,21.429,3.707,72.857,17.143,38.571,8.571,10.5,12.857,12.857,25.714,34.286,12.857,0.0,8.571,0.0,0.0,17.143,0.0,4.286,8.571,8.571,17.143,42.857,12.857,17.143,8.571,4.286,4.286,4.286,25.714,47.143,17.143,0.0,4.286,0.0,0.0,42.857,0.0,0.0,12.857,0.0,0.0,4.286,0.0,0.0,8.571,0.0,0.0,17.143,0.0,0.0,8.571,0.0,0.0,4.286,0.0,0.0,4.286,0.0,0.0,4.286,0.0,0.0,25.714,-17.1,8.06,-3.758,1.698
BOS,east,atlantic,20232024,82,109,47,20,15,36,2.0,4.0,top3,EN,-3,1.2166666666666666,0.0,2.0,-2.0,0.123438,-2.0,-1.876562,0.123438,0.0,1.0,0.123438,1.0,2.0,0.3333333333333333,-1.0,2.0,3.0,0.4,1.0,2.0,0.0,0.0,,,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-2.0,1.0,0.876562,0.123438,0.0,1.0,0.0,-0.7821525258964903,0.2806489127104249,0.0,98.63,-98.63,6.087,-98.63,-92.543,6.087,0.0,6.087,49.315,98.63,16.438,-49.315,98.63,147.945,19.726,49.315,98.63,0.0,0.0,98.63,98.63,0.0,0.0,49.315,0.0,0.0,0.0,49.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.315,49.315,0.0,0.0,0.0,0.0,49.315,49.315,49.315,0.0,49.315,0.0,0.0,0.0,49.315,0.0,0.0,49.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.315,0.0,0.0,0.0,0.0,49.315,-98.63,6.087,-38.572,13.84
BOS,east,atlantic,20232024,82,109,47,20,15,36,2.0,4.0,top3,EN,-4+,0.5,0.0,0.0,0.0,0.4384339,0.0,0.4384339,0.4384339,0.0,1.0,0.4384339,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.5615661000000001,0.4384339,0.0,,,,,0.0,0.0,0.0,52.612,0.0,52.612,52.612,0.0,52.612,240.0,0.0,120.0,240.0,240.0,0.0,120.0,120.0,0.0,120.0,0.0,360.0,,120.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.612,,
BOS,east,atlantic,20232024,82,109,47,20,15,36,2.0,4.0,top3,EN,All,36.800000000000004,3.0,10.0,-7.0,7.733798,-12.5784336,-4.8446356,4.733798,2.5784335999999994,0.6473807530932144,2.1553644000000007,49.0,15.0,0.765625,34.0,74.0,20.0,0.7872340425531915,38.0,10.0,17.0,3.0,0.85,0.8888888888888888,2.404,2.429,8.0,9.0,24.0,6.0,1.0,2.0,3.0,1.0,10.0,1.0,0.20408163265306123,0.06666666666666667,2.0,4.0,26.0,52.0,21.0,12.0,0.6363636363636364,10.0,3.0,2.0,4.0,9.0,14.0,25.0,11.0,5.0,5.0,0.33783783783783783,0.14864864864864866,0.25,0.06756756756756757,0.0,1.0,20.0,0.0,2.0,10.0,0.0,0.0,2.0,6.0,7.0,13.0,1.0,2.0,7.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,4.0,1.0,4.0,0.0,0.0,14.0,0.0,0.74215664,-7.421566400000001,0.9210526315789473,0.8754263684210526,1.7337980000000002,0.079,1.0,0.079,-1.7574904863410812,0.24789012885554126,4.891,16.304,-11.413,12.609,-20.508,-7.899,7.718,4.204,3.514,79.891,24.457,1.248,55.435,120.652,32.609,1.284,61.957,16.304,27.717,4.891,3.92,3.96,13.043,14.674,39.13,9.783,1.63,3.261,4.891,1.63,16.304,1.63,3.261,6.522,42.391,84.783,34.239,19.565,16.304,4.891,3.261,6.522,14.674,22.826,40.761,17.935,8.152,8.152,0.0,1.63,32.609,0.0,3.261,16.304,0.0,0.0,3.261,9.783,11.413,21.196,1.63,3.261,11.413,0.0,0.0,4.891,1.63,0.0,1.63,1.63,0.0,4.891,6.522,1.63,6.522,0.0,0.0,22.826,-12.1,2.827,-2.865,0.404
BOS,east,atlantic,20232024,82,109,47,20,15,36,2.0,4.0,top3,EN,tie,3.15,0.0,0.0,0.0,0.0325497,0.0,0.0325497,0.0325497,0.0,1.0,0.0325497,2.0,0.0,1.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,,,1.5,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,0.0,0.0,12.0,24.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,1.0,0.98372515,0.0325497,0.0,,,,,0.0,0.0,0.0,0.62,0.0,0.62,0.62,0.0,0.62,38.095,0.0,19.048,38.095,76.19,0.0,19.048,38.095,0.0,0.0,0.0,28.571,,0.0,0.0,19.048,19.048,0.0,0.0,0.0,0.0,38.095,0.0,0.0,0.0,228.571,457.143,19.048,0.0,0.0,0.0,0.0,0.0,0.0,19.048,38.095,0.0,0.0,0.0,0.0,0.0,19.048,0.0,0.0,0.0,0.0,0.0,0.0,38.095,19.048,171.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.048,0.0,0.62,,
BOS,east,atlantic,20232024,82,109,47,20,15,36,2.0,4.0,top3,EvStr Other,+1,22.583333333333332,1.0,1.0,0.0,2.9848583,-2.0428332,0.9420251,1.9848583,1.0428332,0.6555682109620481,0.9420251,11.0,13.0,0.4583333333333333,-2.0,20.0,16.0,0.5555555555555556,9.0,10.0,7.0,7.0,0.5,0.6,3.0,2.538,3.0,4.0,3.0,0.0,2.0,5.0,4.0,2.0,1.0,2.0,0.09090909090909091,0.15384615384615385,1.0,5.0,3.0,9.0,17.0,15.0,0.53125,3.0,3.0,5.0,2.0,6.0,2.0,9.0,2.0,3.0,3.0,0.45,0.1,0.1875,0.15,6.0,8.0,3.0,5.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,0.9,0.89571668,0.042833200000000016,0.8888888888888888,0.7794601888888889,0.9848583,0.111,0.1,1.0110000000000001,0.20103150399978098,-0.0896697732423604,2.657,2.657,0.0,7.93,-5.427,2.503,5.273,2.771,2.503,29.225,34.539,1.218,-5.314,53.137,42.509,1.476,23.911,26.568,18.598,18.598,7.97,6.743,7.97,10.627,7.97,0.0,5.314,13.284,10.627,5.314,2.657,5.314,2.657,13.284,7.97,23.911,45.166,39.852,7.97,7.97,13.284,5.314,15.941,5.314,23.911,5.314,7.97,7.97,15.941,21.255,7.97,13.284,13.284,13.284,0.0,0.0,2.657,2.657,0.0,5.314,2.657,2.657,2.657,2.657,2.657,2.657,7.97,2.657,2.657,0.0,0.0,5.314,0.0,5.314,10.627,0.0,0.0,5.314,0.114,2.617,0.534,-0.238
BOS,east,atlantic,20232024,82,109,47,20,15,36,2.0,4.0,top3,EvStr Other,+2,4.816666666666666,1.0,1.0,0.0,1.1804926,-1.0187226,0.16176999999999997,0.1804926,0.0187226,0.9060182154775338,0.16177,3.0,4.0,0.42857142857142855,-1.0,4.0,6.0,0.4,1.0,2.0,2.0,2.0,0.5,0.6666666666666666,3.333,2.5,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,4.0,7.0,0.36363636363636365,1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,0.25,0.5,0.3333333333333333,0.5,1.0,3.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.9906387,-0.9812774,0.0,0.8195074,-0.8195074,1.0,0.5,1.5,-0.10225028986094409,-1.229400592656795,12.457,12.457,0.0,14.705,-12.69,2.015,2.248,0.233,2.015,37.37,49.827,5.339,-12.457,49.827,74.74,4.983,12.457,24.913,24.913,24.913,41.518,31.142,24.913,0.0,12.457,0.0,12.457,12.457,12.457,12.457,12.457,24.913,0.0,0.0,0.0,0.0,49.827,87.197,12.457,0.0,24.913,12.457,0.0,24.913,12.457,24.913,24.913,24.913,12.457,37.37,0.0,62.284,12.457,12.457,0.0,0.0,0.0,0.0,0.0,0.0,12.457,0.0,0.0,0.0,0.0,0.0,24.913,0.0,0.0,0.0,0.0,12.457,0.0,0.0,0.0,12.457,12.457,0.0,-12.224,-10.208,-1.274,-15.314
BOS,east,atlantic,20232024,82,109,47,20,15,36,2.0,4.0,top3,EvStr Other,+3,3.1166666666666667,0.0,0.0,0.0,0.2118781,-0.13996054,0.07191756000000002,0.2118781,0.13996054,0.6022024755439028,0.07191756000000002,2.0,3.0,0.4,-1.0,2.0,4.0,0.3333333333333333,2.0,2.0,1.0,1.0,0.5,0.0,2.5,2.333,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.93001973,0.13996054,1.0,0.89406095,0.2118781,0.0,0.0,1.0,0.4356926214973762,0.3323009752252537,0.0,0.0,0.0,4.079,-2.694,1.385,4.079,2.694,1.385,38.503,57.754,7.701,-19.251,38.503,77.005,6.417,38.503,38.503,19.251,19.251,48.128,44.913,0.0,19.251,19.251,0.0,19.251,0.0,19.251,19.251,0.0,38.503,0.0,0.0,0.0,0.0,38.503,19.251,19.251,19.251,0.0,0.0,19.251,0.0,0.0,0.0,19.251,19.251,19.251,19.251,0.0,19.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.251,0.0,0.0,19.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.251,0.0,0.0,0.0,0.0,0.0,2.694,4.079,8.388,6.397
BOS,east,atlantic,20232024,82,109,47,20,15,36,2.0,4.0,top3,EvStr Other,+4+,2.466666666666667,0.0,0.0,0.0,0.40406000000000003,0.0,0.40406000000000003,0.40406000000000003,0.0,1.0,0.40406000000000003,2.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,3.5,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.79797,0.40406000000000003,0.0,,,,,0.0,0.0,0.0,9.828,0.0,9.828,9.828,0.0,9.828,48.649,0.0,24.324,48.649,72.973,0.0,24.324,48.649,0.0,48.649,0.0,85.135,,24.324,24.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.324,48.649,0.0,0.0,48.649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.324,0.0,0.0,0.0,0.0,0.0,48.649,0.0,0.0,0.0,24.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.828,,
BOS,east,atlantic,20232024,82,109,47,20,15,36,2.0,4.0,top3,EvStr Other,-1,10.433333333333334,0.0,1.0,-1.0,0.7978521,-2.7082444,-1.9103922999999998,0.7978521,1.7082443999999999,0.3183644763878805,-0.9103922999999999,6.0,6.0,0.5,0.0,6.0,6.0,0.5,5.0,3.0,3.0,2.0,0.6,1.0,3.0,2.167,3.0,0.0,3.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,6.0,7.0,0.46153846153846156,0.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.16666666666666666,0.0,0.5,3.0,1.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666667,0.4305852,0.7082443999999999,1.0,0.84042958,0.7978521,0.0,0.333,0.6666666666666667,-1.4076680523540526,0.21331367781909527,0.0,5.751,-5.751,4.588,-15.575,-10.986,4.588,9.824,-5.235,34.505,34.505,2.875,0.0,34.505,34.505,2.875,28.754,17.252,17.252,11.502,17.252,12.462,17.252,0.0,17.252,0.0,0.0,11.502,17.252,5.751,5.751,5.751,0.0,0.0,0.0,0.0,34.505,40.256,0.0,5.751,23.003,11.502,5.751,0.0,0.0,5.751,0.0,17.252,17.252,5.751,11.502,5.751,0.0,34.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.751,0.0,0.0,11.502,0.0,11.502,5.751,0.0,5.751,0.0,0.0,5.751,0.0,0.0,0.0,4.073,4.588,-8.095,1.227
BOS,east,atlantic,20232024,82,109,47,20,15,36,2.0,4.0,top3,EvStr Other,-2,3.283333333333333,0.0,0.0,0.0,0.0801558,-0.30579,-0.2256342,0.0801558,0.30579,0.20768667517563347,-0.2256342,3.0,3.0,0.5,0.0,3.0,3.0,0.5,3.0,2.0,2.0,2.0,0.5,1.0,2.667,2.667,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.847105,0.30579,1.0,0.9732814,0.0801558,0.0,0.0,1.0,0.20605832332122934,0.5417266189029025,0.0,0.0,0.0,1.465,-5.588,-4.123,1.465,5.588,-4.123,54.822,54.822,9.137,0.0,54.822,54.822,9.137,54.822,36.548,36.548,36.548,48.737,48.737,18.274,18.274,0.0,18.274,0.0,36.548,18.274,0.0,18.274,18.274,0.0,0.0,0.0,0.0,36.548,18.274,0.0,0.0,0.0,18.274,18.274,0.0,0.0,0.0,0.0,18.274,18.274,18.274,0.0,0.0,18.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.274,0.0,0.0,0.0,18.274,0.0,0.0,0.0,5.588,1.465,3.766,9.9
BOS,east,atlantic,20232024,82,109,47,20,15,36,2.0,4.0,top3,EvStr Other,-4+,2.0,0.0,0.0,0.0,0.0384878,0.0,0.0384878,0.0384878,0.0,1.0,0.0384878,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,2.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,1.0,0.9615122,0.0384878,0.0,,,,,0.0,0.0,0.0,1.155,0.0,1.155,1.155,0.0,1.155,30.0,0.0,30.0,30.0,60.0,0.0,30.0,30.0,0.0,0.0,0.0,60.0,,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,1.155,,
BOS,east,atlantic,20232024,82,109,47,20,15,36,2.0,4.0,top3,EvStr Other,All,143.16666666666666,12.0,14.0,-2.0,21.68731807,-22.66472108,-0.9774030099999997,9.68731807,8.66472108,0.5278605821849502,1.0225969900000003,115.0,98.0,0.539906103286385,17.0,141.0,114.0,0.5529411764705883,96.0,62.0,76.0,64.0,0.5428571428571428,0.5454545454545454,2.894,2.816,30.0,46.0,32.0,5.0,25.0,39.0,25.0,9.0,18.0,17.0,0.1565217391304348,0.17346938775510204,7.0,19.0,9.0,19.0,90.0,69.0,0.5660377358490566,17.0,16.0,24.0,12.0,28.0,15.0,26.0,19.0,16.0,36.0,0.18439716312056736,0.1347517730496454,0.14035087719298245,0.2553191489361702,28.0,35.0,27.0,20.0,22.0,27.0,2.0,2.0,3.0,1.0,0.0,8.0,7.0,4.0,6.0,5.0,5.0,6.0,16.0,4.0,4.0,2.0,1.0,9.0,8.0,4.0,16.0,3.0,1.0,11.0,0.7741935483870968,0.8602464341935484,-5.33527892,0.875,0.8990904367708333,-2.31268193,0.125,0.226,0.8991935483870968,-0.30348321784696336,0.06621063554023333,5.029,5.867,-0.838,9.089,-9.499,-0.41,4.06,3.631,0.429,48.196,41.071,0.226,7.125,59.092,47.776,0.232,40.233,25.984,31.851,26.822,1.213,1.18,12.573,19.278,13.411,2.095,10.477,16.345,10.477,3.772,7.544,7.125,2.934,7.963,3.772,7.963,37.718,28.917,7.125,6.705,10.058,5.029,11.735,6.286,10.896,7.963,6.705,15.087,11.735,14.668,11.315,8.382,9.22,11.315,0.838,0.838,1.257,0.419,0.0,3.353,2.934,1.676,2.515,2.095,2.095,2.515,6.705,1.676,1.676,0.838,0.419,3.772,3.353,1.676,6.705,1.257,0.419,4.61,-2.236,-0.969,-0.127,0.028
BOS,east,atlantic,20232024,82,109,47,20,15,36,2.0,4.0,top3,EvStr Other,tie,94.46666666666667,10.0,11.0,-1.0,15.98953337,-16.22929534,-0.23976197,5.98953337,5.22929534,0.533882237159141,0.76023803,86.0,66.0,0.5657894736842105,20.0,100.0,75.0,0.5714285714285714,72.0,41.0,58.0,48.0,0.5471698113207547,0.5,2.871,2.97,20.0,38.0,23.0,4.0,20.0,28.0,14.0,4.0,13.0,9.0,0.1511627906976744,0.13636363636363635,5.0,12.0,5.0,10.0,57.0,33.0,0.6333333333333333,12.0,10.0,13.0,5.0,16.0,10.0,14.0,14.0,9.0,25.0,0.14,0.14,0.12,0.25,16.0,21.0,20.0,6.0,14.0,13.0,1.0,2.0,2.0,0.0,0.0,5.0,5.0,2.0,5.0,2.0,3.0,5.0,9.0,3.0,1.0,0.0,0.0,5.0,6.0,1.0,9.0,2.0,0.0,8.0,0.7317073170731707,0.8724562112195122,-5.77070466,0.8611111111111112,0.9168120365277778,-4.01046663,0.139,0.268,0.8707073170731707,-0.3439891852640889,0.01830526165612671,6.351,6.987,-0.635,10.156,-10.308,-0.152,3.804,3.321,0.483,54.622,41.92,0.359,12.703,63.514,47.636,0.363,45.73,26.041,36.838,30.487,1.824,1.886,12.703,24.135,14.608,2.541,12.703,17.784,8.892,2.541,8.257,5.716,3.176,7.622,3.176,6.351,36.203,20.96,7.622,6.351,8.257,3.176,10.162,6.351,8.892,8.892,5.716,15.879,10.162,13.338,12.703,3.811,8.892,8.257,0.635,1.27,1.27,0.0,0.0,3.176,3.176,1.27,3.176,1.27,1.905,3.176,5.716,1.905,0.635,0.0,0.0,3.176,3.811,0.635,5.716,1.27,0.0,5.081,-3.665,-2.547,-0.218,0.012
