game_id,team,player,number,pos,strength,shots_against,goals_against,xGoal,adsc_ag,hdsc_ag,ldsc_ag,mdsc_ag,adsc_g,hdsc_g,ldsc_g,mdsc_g,player_id
2020020001,PIT,Tristan Jarry,35.0,G,4on5,1,,0.00586531,,,,,,,,,8477465.0
2020020001,PIT,Tristan Jarry,35.0,G,5on4,4,2.0,0.2828856,,1.0,2.0,1.0,,1.0,,1.0,8477465.0
2020020001,PIT,Tristan Jarry,35.0,G,5on5,22,4.0,1.53395335,8.0,7.0,3.0,2.0,,3.0,,1.0,8477465.0
2020020001,PIT,Tristan Jarry,35.0,G,all,27,6.0,1.82270426,8.0,8.0,5.0,3.0,,4.0,,2.0,8477465.0
2020020001,PHI,Carter Hart,79.0,G,5on4,4,1.0,0.8203334400000001,1.0,1.0,2.0,,,1.0,,,8479394.0
2020020001,PHI,Carter Hart,79.0,G,5on5,30,2.0,1.68908434,11.0,3.0,5.0,9.0,,1.0,,1.0,8479394.0
2020020001,PHI,Carter Hart,79.0,G,all,34,3.0,2.50941778,12.0,4.0,7.0,9.0,,2.0,,1.0,8479394.0
2020020002,CHI,Malcolm Subban,30.0,G,5on4,11,2.0,0.8997081,4.0,2.0,2.0,3.0,1.0,1.0,,,8476876.0
2020020002,CHI,Malcolm Subban,30.0,G,5on5,22,3.0,2.11488267,7.0,5.0,2.0,8.0,1.0,2.0,,,8476876.0
2020020002,CHI,Malcolm Subban,30.0,G,all,33,5.0,3.01459077,11.0,7.0,4.0,11.0,2.0,3.0,,,8476876.0
2020020002,TBL,Andrei Vasilevskiy,88.0,G,5on4,4,1.0,0.30245546,,1.0,1.0,2.0,,1.0,,,8476883.0
2020020002,TBL,Andrei Vasilevskiy,88.0,G,5on5,19,,1.15034963,4.0,5.0,3.0,7.0,,,,,8476883.0
2020020002,TBL,Andrei Vasilevskiy,88.0,G,all,23,1.0,1.45280509,4.0,6.0,4.0,9.0,,1.0,,,8476883.0
2020020003,MTL,Carey Price,31.0,G,5on4,9,1.0,1.1989798,1.0,2.0,1.0,5.0,,,,1.0,8471679.0
