team,player,pos,age,years_remaining,terms,acquired,status,cap%,free_agency_type,2023-24,2024-25,2025-26,2026-27,2027-28,2028-29,player_id,full,yrs_2324,yrs_2425,yrs_2526,yrs_2627,yrs_2728,yrs_2829
CGY,Nazem Kadri,C,33.0,6,NMC,Signed,NHL,0.084,UFA,7000000,7000000,7000000,7000000,7000000,7000000,8475172.0,Calgary Flames,6,5,4,3,2,1
CGY,Andrew Mangiapane,"RW, LW",27.0,2,M-NTC,Draft,NHL,0.069,UFA,5800000,5800000,0,0,0,0,8478233.0,Calgary Flames,2,1,0,-1,-2,-3
CGY,Mikael Backlund,C,34.0,3,NMC,Draft,NHL,0.064,UFA,5350000,4500000,4500000,0,0,0,8474150.0,Calgary Flames,3,2,1,0,-1,-2
CGY,Blake Coleman,"RW, LW",31.0,4,NTC,Signed,NHL,0.059000000000000004,UFA,4900000,4900000,4900000,4900000,0,0,8476399.0,Calgary Flames,4,3,2,1,0,-1
CGY,Elias Lindholm,C,28.0,1,,Trade,NHL,0.057999999999999996,UFA,4850000,0,0,0,0,0,8477496.0,Calgary Flames,1,0,-1,-2,-3,-4
CGY,Yegor Sharangovich,"LW, RW, C",25.0,2,,Trade,NHL,0.037000000000000005,UFA,3100000,3100000,0,0,0,0,8481068.0,Calgary Flames,2,1,0,-1,-2,-3
CGY,Matthew Coronato,RW,20.0,2,ELC,Draft,NHL,0.011000000000000001,10.2(c),925000,925000,0,0,0,0,8482679.0,Calgary Flames,2,1,0,-1,-2,-3
CGY,Walker Duehr,RW,25.0,2,,Signed,NHL,0.01,UFA,825000,825000,0,0,0,0,8482652.0,Calgary Flames,2,1,0,-1,-2,-3
CGY,Dryden Hunt,"LW, RW",27.0,2,,Signed,NHL,0.009000000000000001,UFA,775000,775000,0,0,0,0,8478211.0,Calgary Flames,2,1,0,-1,-2,-3
CGY,Dillon Dube,"C, LW, RW",25.0,1,,Draft,NHL,0.027999999999999997,RFA,2300000,0,0,0,0,0,8479346.0,Calgary Flames,1,0,-1,-2,-3,-4
CGY,Adam Ruzicka,LW,24.0,1,,Draft,NHL,0.009000000000000001,RFA,762500,0,0,0,0,0,8480008.0,Calgary Flames,1,0,-1,-2,-3,-4
CGY,Daniel Vladar,G,26.0,2,,Trade,NHL,0.026000000000000002,UFA,2200000,2200000,0,0,0,0,8478435.0,Calgary Flames,2,1,0,-1,-2,-3
CGY,AJ Greer,"RW, LW",26.0,1,,Waivers claim,NHL,0.009000000000000001,UFA,762500,0,0,0,0,0,8478421.0,Calgary Flames,1,0,-1,-2,-3,-4
CGY,Dennis Gilbert,LD,26.0,1,,Signed,NHL,0.009000000000000001,UFA,762500,0,0,0,0,0,8478502.0,Calgary Flames,1,0,-1,-2,-3,-4
CGY,Jordan Oesterle,LD/RD,31.0,1,,Signed,NHL,0.011000000000000001,UFA,925000,0,0,0,0,0,8477851.0,Calgary Flames,1,0,-1,-2,-3,-4
CGY,Nikita Zadorov,LD/RD,28.0,1,,Signed,NHL,0.045,UFA,3750000,0,0,0,0,0,8477507.0,Calgary Flames,1,0,-1,-2,-3,-4
CGY,Christopher Tanev,RD,33.0,1,M-NTC,Signed,NHL,0.054000000000000006,UFA,4500000,0,0,0,0,0,8475690.0,Calgary Flames,1,0,-1,-2,-3,-4
CGY,Rasmus Andersson,RD,26.0,3,,Draft,NHL,0.054000000000000006,UFA,4550000,4550000,4550000,0,0,0,8478397.0,Calgary Flames,3,2,1,0,-1,-2
CGY,Jacob Markstrom,G,33.0,3,NMC,Signed,NHL,0.07200000000000001,UFA,6000000,6000000,6000000,0,0,0,8474593.0,Calgary Flames,3,2,1,0,-1,-2
CGY,MacKenzie Weegar,LD/RD,29.0,8,NTC,Trade,NHL,0.075,UFA,6250000,6250000,6250000,6250000,6250000,6250000,8477346.0,Calgary Flames,8,7,6,5,4,3
CGY,Noah Hanifin,LD,26.0,1,M-NTC,Trade,NHL,0.059000000000000004,UFA,4950000,0,0,0,0,0,8478396.0,Calgary Flames,1,0,-1,-2,-3,-4
CHI,Arvid Soderblom,G,24.0,2,,Signed,NHL,0.012,RFA,962500,962500,0,0,0,0,8482821.0,Chicago Blackhawks,2,1,0,-1,-2,-3
CHI,Philipp Kurashev,"LW, C, RW",23.0,2,,Draft,IR,0.027000000000000003,RFA,2250000,2250000,0,0,0,0,8480798.0,Chicago Blackhawks,2,1,0,-1,-2,-3
CHI,Colin Blackwell,"C, RW",30.0,1,,Signed,IR,0.013999999999999999,UFA,1200000,0,0,0,0,0,8476278.0,Chicago Blackhawks,1,0,-1,-2,-3,-4
CHI,Petr Mrazek,G,31.0,1,M-NTC,Trade,NHL,0.046,UFA,3800000,0,0,0,0,0,8475852.0,Chicago Blackhawks,1,0,-1,-2,-3,-4
CHI,Lukas Reichel,"LW, C",21.0,1,ELC,Draft,NHL,0.011000000000000001,RFA,925000,0,0,0,0,0,8482117.0,Chicago Blackhawks,1,0,-1,-2,-3,-4
CHI,Wyatt Kaiser,LD,21.0,2,ELC,Draft,NHL,0.011000000000000001,RFA,916667,916667,0,0,0,0,8482176.0,Chicago Blackhawks,2,1,0,-1,-2,-3
CHI,Jason Dickinson,"C, LW",28.0,1,,Trade,NHL,0.032,UFA,2650000,0,0,0,0,0,8477450.0,Chicago Blackhawks,1,0,-1,-2,-3,-4
CHI,Corey Perry,RW,38.0,1,35+,Trade,NHL,0.048,UFA,4000000,0,0,0,0,0,8470621.0,Chicago Blackhawks,1,0,-1,-2,-3,-4
CHI,Nick Foligno,"LW, C, RW",35.0,1,35+,Trade,NHL,0.048,UFA,4000000,0,0,0,0,0,8473422.0,Chicago Blackhawks,1,0,-1,-2,-3,-4
CHI,Andreas Athanasiou,"LW, RW",29.0,2,,Signed,NHL,0.051,UFA,4250000,4250000,0,0,0,0,8476960.0,Chicago Blackhawks,2,1,0,-1,-2,-3
CHI,Tyler Johnson,"RW, C, LW",33.0,1,M-NTC,Trade,NHL,0.06,UFA,5000000,0,0,0,0,0,8474870.0,Chicago Blackhawks,1,0,-1,-2,-3,-4
CHI,Taylor Hall,LW,31.0,2,"M-NTC, NMC",Trade,NHL,0.07200000000000001,UFA,6000000,6000000,0,0,0,0,8475791.0,Chicago Blackhawks,2,1,0,-1,-2,-3
CHI,Ryan Donato,"LW, C",27.0,2,,Signed,NHL,0.024,UFA,2000000,2000000,0,0,0,0,8477987.0,Chicago Blackhawks,2,1,0,-1,-2,-3
CHI,Connor Bedard,C,18.0,3,ELC,Draft,NHL,0.011000000000000001,RFA,950000,950000,950000,0,0,0,,Chicago Blackhawks,3,2,1,0,-1,-2
CHI,Cole Guttman,C,24.0,1,ELC,Signed,NHL,0.011000000000000001,RFA,950000,0,0,0,0,0,8480252.0,Chicago Blackhawks,1,0,-1,-2,-3,-4
CHI,Mackenzie Entwistle,"LW, C",24.0,1,,Trade,NHL,0.01,RFA,800000,0,0,0,0,0,8480025.0,Chicago Blackhawks,1,0,-1,-2,-3,-4
CHI,Reese Johnson,"RW, C",25.0,1,,Signed,NHL,0.01,RFA,800000,0,0,0,0,0,8481147.0,Chicago Blackhawks,1,0,-1,-2,-3,-4
CHI,Boris Katchouk,LW,25.0,1,,Trade,NHL,0.009000000000000001,RFA,758333,0,0,0,0,0,8479383.0,Chicago Blackhawks,1,0,-1,-2,-3,-4
CHI,Taylor Raddysh,RW,25.0,1,,Trade,NHL,0.009000000000000001,RFA,758333,0,0,0,0,0,8479390.0,Chicago Blackhawks,1,0,-1,-2,-3,-4
CHI,Seth Jones,RD,29.0,7,NMC,Trade,NHL,0.114,UFA,9500000,9500000,9500000,9500000,9500000,9500000,8477495.0,Chicago Blackhawks,7,6,5,4,3,2
CHI,Nikita Zaitsev,RD,31.0,1,M-NTC,Trade,NHL,0.054000000000000006,UFA,4500000,0,0,0,0,0,8479458.0,Chicago Blackhawks,1,0,-1,-2,-3,-4
CHI,Connor Murphy,RD,30.0,3,M-NTC,Trade,NHL,0.053,UFA,4400000,4400000,4400000,0,0,0,8476473.0,Chicago Blackhawks,3,2,1,0,-1,-2
CHI,Jarred Tinordi,LD,31.0,1,,Waivers claim,NHL,0.015,UFA,1250000,0,0,0,0,0,8475797.0,Chicago Blackhawks,1,0,-1,-2,-3,-4
CHI,Kevin Korchinski,LD,19.0,3,ELC,Draft,NHL,0.011000000000000001,RFA,918333,918333,918333,0,0,0,,Chicago Blackhawks,3,2,1,0,-1,-2
CHI,Alex Vlasic,LD,22.0,1,ELC,Draft,NHL,0.011000000000000001,RFA,916667,0,0,0,0,0,8481568.0,Chicago Blackhawks,1,0,-1,-2,-3,-4
COL,Nathan MacKinnon,C,28.0,8,NMC,Draft,NHL,0.151,UFA,12600000,12600000,12600000,12600000,12600000,12600000,8477492.0,Colorado Avalanche,8,7,6,5,4,3
COL,Alexandar Georgiev,G,27.0,2,,Trade,NHL,0.040999999999999995,UFA,3400000,3400000,0,0,0,0,8480382.0,Colorado Avalanche,2,1,0,-1,-2,-3
COL,Justus Annunen,G,23.0,1,,Draft,NHL,0.009000000000000001,RFA,775000,0,0,0,0,0,8481020.0,Colorado Avalanche,1,0,-1,-2,-3,-4
COL,Ivan Prosvetov,G,24.0,1,,Waivers claim,NHL,0.009000000000000001,RFA,775000,0,0,0,0,0,8481031.0,Colorado Avalanche,1,0,-1,-2,-3,-4
COL,Jack Johnson,LD,36.0,1,35+,Signed,NHL,0.009000000000000001,UFA,775000,0,0,0,0,0,8471677.0,Colorado Avalanche,1,0,-1,-2,-3,-4
COL,Kurtis MacDermid,"LD/RD, LW",29.0,1,,Trade,NHL,0.012,UFA,987500,0,0,0,0,0,8477073.0,Colorado Avalanche,1,0,-1,-2,-3,-4
COL,Bowen Byram,LD/RD,22.0,2,,Draft,NHL,0.046,RFA,3850000,3850000,0,0,0,0,8481524.0,Colorado Avalanche,2,1,0,-1,-2,-3
COL,Devon Toews,LD,29.0,1,,Trade,NHL,0.049,UFA,4100000,0,0,0,0,0,8478038.0,Colorado Avalanche,1,0,-1,-2,-3,-4
COL,Josh Manson,RD,32.0,3,NTC,Signed,NHL,0.054000000000000006,UFA,4500000,4500000,4500000,0,0,0,8476312.0,Colorado Avalanche,3,2,1,0,-1,-2
COL,Samuel Girard,LD/RD,25.0,4,,Trade,NHL,0.06,UFA,5000000,5000000,5000000,5000000,0,0,8479398.0,Colorado Avalanche,4,3,2,1,0,-1
COL,Cale Makar,RD,24.0,4,,Draft,NHL,0.10800000000000001,UFA,9000000,9000000,9000000,9000000,0,0,8480069.0,Colorado Avalanche,4,3,2,1,0,-1
COL,Fredrik Olofsson,LW,27.0,1,,Trade,NHL,0.009000000000000001,UFA,775000,0,0,0,0,0,8478028.0,Colorado Avalanche,1,0,-1,-2,-3,-4
COL,Jonathan Drouin,"C, LW",28.0,1,,Signed,NHL,0.01,UFA,825000,0,0,0,0,0,8477494.0,Colorado Avalanche,1,0,-1,-2,-3,-4
COL,Andrew Cogliano,LW,36.0,1,35+,Signed,NHL,0.01,UFA,825000,0,0,0,0,0,8471699.0,Colorado Avalanche,1,0,-1,-2,-3,-4
COL,Riley Tufte,LW,25.0,1,,Signed,NHL,0.009000000000000001,RFA,775000,0,0,0,0,0,8479362.0,Colorado Avalanche,1,0,-1,-2,-3,-4
COL,Tomas Tatar,"LW, RW",32.0,1,,Signed,NHL,0.018000000000000002,UFA,1500000,0,0,0,0,0,8475193.0,Colorado Avalanche,1,0,-1,-2,-3,-4
COL,Logan O'Connor,"RW, LW",27.0,2,,Signed,NHL,0.013000000000000001,UFA,1050000,1050000,0,0,0,0,8481186.0,Colorado Avalanche,2,1,0,-1,-2,-3
COL,Mikko Rantanen,"RW, C",26.0,2,M-NTC,Draft,NHL,0.111,UFA,9250000,9250000,0,0,0,0,8478420.0,Colorado Avalanche,2,1,0,-1,-2,-3
COL,Valeri Nichushkin,"RW, LW",28.0,7,NMC,Signed,NHL,0.073,UFA,6125000,6125000,6125000,6125000,6125000,6125000,8477501.0,Colorado Avalanche,7,6,5,4,3,2
COL,Artturi Lehkonen,"LW, RW",28.0,4,NTC,Trade,NHL,0.054000000000000006,UFA,4500000,4500000,4500000,4500000,0,0,8477476.0,Colorado Avalanche,4,3,2,1,0,-1
COL,Ross Colton,"LW, C",27.0,4,,Trade,NHL,0.048,UFA,4000000,4000000,4000000,4000000,0,0,8479525.0,Colorado Avalanche,4,3,2,1,0,-1
COL,Miles Wood,LW,28.0,6,,Signed,NHL,0.03,UFA,2500000,2500000,2500000,2500000,2500000,2500000,8477425.0,Colorado Avalanche,6,5,4,3,2,1
COL,Ryan Johansen,"C, RW",31.0,2,RS,Trade,NHL,0.048,UFA,4000000,4000000,0,0,0,0,8475793.0,Colorado Avalanche,2,1,0,-1,-2,-3
DAL,Ty Dellandrea,"RW, C",23.0,1,,Draft,NHL,0.011000000000000001,RFA,900000,0,0,0,0,0,8480848.0,Dallas Stars,1,0,-1,-2,-3,-4
DAL,Roope Hintz,C,26.0,8,,Draft,NHL,0.10099999999999999,UFA,8450000,8450000,8450000,8450000,8450000,8450000,8478449.0,Dallas Stars,8,7,6,5,4,3
DAL,Tyler Seguin,"C, RW",31.0,4,NMC,Trade,NHL,0.11800000000000001,UFA,9850000,9850000,9850000,9850000,0,0,8475794.0,Dallas Stars,4,3,2,1,0,-1
DAL,Jason Robertson,"LW, RW",24.0,3,,Draft,NHL,0.09300000000000001,RFA,7750000,7750000,7750000,0,0,0,8480027.0,Dallas Stars,3,2,1,0,-1,-2
DAL,Mason Marchment,"LW, RW",28.0,3,M-NTC,Signed,NHL,0.054000000000000006,UFA,4500000,4500000,4500000,0,0,0,8478975.0,Dallas Stars,3,2,1,0,-1,-2
DAL,Joe Pavelski,RW,39.0,1,35+NMC,Signed,NHL,0.042,UFA,3500000,0,0,0,0,0,8470794.0,Dallas Stars,1,0,-1,-2,-3,-4
DAL,Radek Faksa,"C, LW",29.0,2,M-NTC,Draft,NHL,0.039,UFA,3250000,3250000,0,0,0,0,8476889.0,Dallas Stars,2,1,0,-1,-2,-3
DAL,Matt Duchene,"RW, C",32.0,1,,Signed,NHL,0.036000000000000004,UFA,3000000,0,0,0,0,0,8475168.0,Dallas Stars,1,0,-1,-2,-3,-4
DAL,Evgeni Dadonov,"RW, LW",34.0,2,M-NTC,Trade,NHL,0.027000000000000003,UFA,2250000,2250000,0,0,0,0,8474149.0,Dallas Stars,2,1,0,-1,-2,-3
DAL,Craig Smith,"RW, C",34.0,1,,Signed,NHL,0.012,UFA,1000000,0,0,0,0,0,8475225.0,Dallas Stars,1,0,-1,-2,-3,-4
DAL,Jamie Benn,"LW, C",34.0,2,NMC,Draft,NHL,0.114,UFA,9500000,9500000,0,0,0,0,8473994.0,Dallas Stars,2,1,0,-1,-2,-3
DAL,Wyatt Johnston,C,20.0,2,ELC,Draft,NHL,0.011000000000000001,RFA,894167,894167,0,0,0,0,8482740.0,Dallas Stars,2,1,0,-1,-2,-3
DAL,Miro Heiskanen,LD/RD,24.0,6,,Draft,NHL,0.10099999999999999,UFA,8450000,8450000,8450000,8450000,8450000,8450000,8480036.0,Dallas Stars,6,5,4,3,2,1
DAL,Scott Wedgewood,G,31.0,1,,Trade,NHL,0.012,UFA,1000000,0,0,0,0,0,8475809.0,Dallas Stars,1,0,-1,-2,-3,-4
DAL,Jake Oettinger,G,24.0,2,,Draft,NHL,0.048,RFA,4000000,4000000,0,0,0,0,8479979.0,Dallas Stars,2,1,0,-1,-2,-3
DAL,Joel Hanley,LD/RD,32.0,2,,Signed,NHL,0.009000000000000001,UFA,787500,787500,0,0,0,0,8477810.0,Dallas Stars,2,1,0,-1,-2,-3
DAL,Thomas Harley,LD,22.0,1,ELC,Draft,NHL,0.01,RFA,863333,0,0,0,0,0,8481581.0,Dallas Stars,1,0,-1,-2,-3,-4
DAL,Nils Lundkvist,RD,23.0,1,ELC,Trade,NHL,0.011000000000000001,RFA,925000,0,0,0,0,0,8480878.0,Dallas Stars,1,0,-1,-2,-3,-4
DAL,Jani Hakanpaa,RD,31.0,1,,Signed,NHL,0.018000000000000002,UFA,1500000,0,0,0,0,0,8475825.0,Dallas Stars,1,0,-1,-2,-3,-4
DAL,Ryan Suter,LD,38.0,2,35+NMC,Signed,NHL,0.044000000000000004,UFA,3650000,3650000,0,0,0,0,8470600.0,Dallas Stars,2,1,0,-1,-2,-3
DAL,Esa Lindell,LD,29.0,2,NMC,Draft,NHL,0.069,UFA,5800000,5800000,0,0,0,0,8476902.0,Dallas Stars,2,1,0,-1,-2,-3
DAL,Sam Steel,"C, LW",25.0,1,,Signed,NHL,0.01,RFA,850000,0,0,0,0,0,8479351.0,Dallas Stars,1,0,-1,-2,-3,-4
DET,Matt Luff,RW,26.0,1,,Signed,IR,0.009000000000000001,UFA,775000,0,0,0,0,0,8479644.0,Detroit Red Wings,1,0,-1,-2,-3,-4
DET,Ville Husso,G,28.0,2,M-NTC,Trade,NHL,0.057,UFA,4750000,4750000,0,0,0,0,8478024.0,Detroit Red Wings,2,1,0,-1,-2,-3
DET,Alex Lyon,G,30.0,2,,Signed,NHL,0.011000000000000001,UFA,900000,900000,0,0,0,0,8479312.0,Detroit Red Wings,2,1,0,-1,-2,-3
DET,James Reimer,G,35.0,1,35+M-NTC,Signed,NHL,0.018000000000000002,UFA,1500000,0,0,0,0,0,8473503.0,Detroit Red Wings,1,0,-1,-2,-3,-4
DET,Moritz Seider,RD,22.0,1,ELC,Draft,NHL,0.01,RFA,863333,0,0,0,0,0,8481542.0,Detroit Red Wings,1,0,-1,-2,-3,-4
DET,Jeff Petry,RD,35.0,2,"RSM-NTC, NMC",Trade,NHL,0.027999999999999997,UFA,2343750,2343750,0,0,0,0,8473507.0,Detroit Red Wings,2,1,0,-1,-2,-3
DET,Jake Walman,LD,27.0,3,M-NTC,Trade,NHL,0.040999999999999995,UFA,3400000,3400000,3400000,0,0,0,8478013.0,Detroit Red Wings,3,2,1,0,-1,-2
DET,Justin Holl,RD,31.0,3,M-NTC,Signed,NHL,0.040999999999999995,UFA,3400000,3400000,3400000,0,0,0,8475718.0,Detroit Red Wings,3,2,1,0,-1,-2
DET,Shayne Gostisbehere,LD/RD,30.0,1,M-NTC,Signed,NHL,0.049,UFA,4125000,0,0,0,0,0,8476906.0,Detroit Red Wings,1,0,-1,-2,-3,-4
DET,Ben Chiarot,LD/RD,32.0,3,M-NTC,Signed,NHL,0.057,UFA,4750000,4750000,4750000,0,0,0,8475279.0,Detroit Red Wings,3,2,1,0,-1,-2
DET,Joseph Veleno,C,23.0,1,,Draft,NHL,0.01,RFA,825000,0,0,0,0,0,8480813.0,Detroit Red Wings,1,0,-1,-2,-3,-4
DET,Lucas Raymond,"RW, LW",21.0,1,ELC,Draft,NHL,0.011000000000000001,RFA,925000,0,0,0,0,0,8482078.0,Detroit Red Wings,1,0,-1,-2,-3,-4
DET,Christian Fischer,"RW, LW",26.0,1,,Signed,NHL,0.013000000000000001,UFA,1125000,0,0,0,0,0,8478432.0,Detroit Red Wings,1,0,-1,-2,-3,-4
DET,Michael Rasmussen,"C, LW",24.0,1,,Draft,NHL,0.017,RFA,1460000,0,0,0,0,0,8479992.0,Detroit Red Wings,1,0,-1,-2,-3,-4
DET,Daniel Sprong,"RW, LW",26.0,1,,Signed,NHL,0.024,UFA,2000000,0,0,0,0,0,8478466.0,Detroit Red Wings,1,0,-1,-2,-3,-4
DET,Klim Kostin,"LW, RW",24.0,2,,Signed,NHL,0.024,RFA,2000000,2000000,0,0,0,0,8480011.0,Detroit Red Wings,2,1,0,-1,-2,-3
DET,Robby Fabbri,"LW, C",27.0,2,,Trade,NHL,0.048,UFA,4000000,4000000,0,0,0,0,8477952.0,Detroit Red Wings,2,1,0,-1,-2,-3
DET,David Perron,"RW, LW",35.0,1,M-NTC,Signed,NHL,0.057,UFA,4750000,0,0,0,0,0,8474102.0,Detroit Red Wings,1,0,-1,-2,-3,-4
DET,Olli Maatta,LD,29.0,2,,Signed,NHL,0.036000000000000004,UFA,3000000,3000000,0,0,0,0,8476874.0,Detroit Red Wings,2,1,0,-1,-2,-3
DET,Dylan Larkin,C,27.0,8,NTC,Draft,NHL,0.10400000000000001,UFA,8700000,8700000,8700000,8700000,8700000,8700000,8477946.0,Detroit Red Wings,8,7,6,5,4,3
DET,Alex DeBrincat,"LW, RW",25.0,4,,Trade,NHL,0.094,UFA,7875000,7875000,7875000,7875000,0,0,8479337.0,Detroit Red Wings,4,3,2,1,0,-1
DET,Andrew Copp,"C, LW, RW",29.0,4,M-NTC,Signed,NHL,0.067,UFA,5625000,5625000,5625000,5625000,0,0,8477429.0,Detroit Red Wings,4,3,2,1,0,-1
DET,J.T. Compher,"C, RW",28.0,5,M-NTC,Signed,NHL,0.061,UFA,5100000,5100000,5100000,5100000,5100000,0,8477456.0,Detroit Red Wings,5,4,3,2,1,0
EDM,Mattias Ekholm,LD/RD,33.0,3,RS,Trade,NHL,0.07200000000000001,UFA,6000000,6000000,6000000,0,0,0,8475218.0,Edmonton Oilers,3,2,1,0,-1,-2
EDM,Evan Bouchard,RD,23.0,2,,Draft,NHL,0.047,RFA,3900000,3900000,0,0,0,0,8480803.0,Edmonton Oilers,2,1,0,-1,-2,-3
EDM,Jack Campbell,G,31.0,4,M-NTC,Signed,NHL,0.06,UFA,5000000,5000000,5000000,5000000,0,0,8475789.0,Edmonton Oilers,4,3,2,1,0,-1
EDM,Stuart Skinner,G,24.0,3,,Draft,NHL,0.031,UFA,2600000,2600000,2600000,0,0,0,8479973.0,Edmonton Oilers,3,2,1,0,-1,-2
EDM,Markus Niemelainen,LD,25.0,1,,Draft,NHL,0.009000000000000001,RFA,762500,0,0,0,0,0,8479338.0,Edmonton Oilers,1,0,-1,-2,-3,-4
EDM,Cody Ceci,RD,29.0,2,,Signed,NHL,0.039,UFA,3250000,3250000,0,0,0,0,8476879.0,Edmonton Oilers,2,1,0,-1,-2,-3
EDM,Vincent Desharnais,RD,27.0,1,,Signed,NHL,0.009000000000000001,UFA,762500,0,0,0,0,0,8479576.0,Edmonton Oilers,1,0,-1,-2,-3,-4
EDM,Philip Broberg,LD,22.0,1,ELC,Draft,NHL,0.01,RFA,863333,0,0,0,0,0,8481598.0,Edmonton Oilers,1,0,-1,-2,-3,-4
EDM,Brett Kulak,LD/RD,29.0,3,,Signed,NHL,0.033,UFA,2750000,2750000,2750000,0,0,0,8476967.0,Edmonton Oilers,3,2,1,0,-1,-2
EDM,Darnell Nurse,LD,28.0,7,NMC,Draft,NHL,0.111,UFA,9250000,9250000,9250000,9250000,9250000,9250000,8477498.0,Edmonton Oilers,7,6,5,4,3,2
EDM,Ryan McLeod,C,24.0,2,,Draft,NHL,0.025,RFA,2100000,2100000,0,0,0,0,8480802.0,Edmonton Oilers,2,1,0,-1,-2,-3
EDM,Derek Ryan,"C, RW",36.0,2,35+,Signed,NHL,0.011000000000000001,UFA,900000,900000,0,0,0,0,8478585.0,Edmonton Oilers,2,1,0,-1,-2,-3
EDM,Evander Kane,"LW, RW",32.0,3,NMC,Signed,NHL,0.061,UFA,5125000,5125000,5125000,0,0,0,8475169.0,Edmonton Oilers,3,2,1,0,-1,-2
EDM,Zach Hyman,"RW, LW",31.0,5,NMC,Signed,NHL,0.066,UFA,5500000,5500000,5500000,5500000,5500000,0,8475786.0,Edmonton Oilers,5,4,3,2,1,0
EDM,Leon Draisaitl,"C, LW",27.0,2,"M-NTC, NMC",Draft,NHL,0.102,UFA,8500000,8500000,0,0,0,0,8477934.0,Edmonton Oilers,2,1,0,-1,-2,-3
EDM,Connor McDavid,C,26.0,3,NMC,Draft,NHL,0.15,UFA,12500000,12500000,12500000,0,0,0,8478402.0,Edmonton Oilers,3,2,1,0,-1,-2
EDM,Ryan Nugent-Hopkins,"LW, C",30.0,6,NMC,Draft,NHL,0.061,UFA,5125000,5125000,5125000,5125000,5125000,5125000,8476454.0,Edmonton Oilers,6,5,4,3,2,1
EDM,Mattias Janmark,"LW, RW",30.0,1,,Signed,NHL,0.012,UFA,1000000,0,0,0,0,0,8477406.0,Edmonton Oilers,1,0,-1,-2,-3,-4
EDM,Dylan Holloway,"LW, C",22.0,1,ELC,Draft,NHL,0.011000000000000001,RFA,925000,0,0,0,0,0,8482077.0,Edmonton Oilers,1,0,-1,-2,-3,-4
EDM,Connor Brown,"RW, LW",29.0,1,,Signed,NHL,0.009000000000000001,UFA,775000,0,0,0,0,0,8477015.0,Edmonton Oilers,1,0,-1,-2,-3,-4
EDM,Warren Foegele,"LW, RW",27.0,1,,Trade,NHL,0.033,UFA,2750000,0,0,0,0,0,8477998.0,Edmonton Oilers,1,0,-1,-2,-3,-4
FLA,Sam Bennett,C,27.0,2,,Trade,NHL,0.053,UFA,4425000,4425000,0,0,0,0,8477935.0,Florida Panthers,2,1,0,-1,-2,-3
FLA,Josh Mahura,LD/RD,25.0,1,,Waivers claim,NHL,0.011000000000000001,RFA,925000,0,0,0,0,0,8479372.0,Florida Panthers,1,0,-1,-2,-3,-4
FLA,Dmitry Kulikov,LD/RD,32.0,1,,Signed,NHL,0.012,UFA,1000000,0,0,0,0,0,8475179.0,Florida Panthers,1,0,-1,-2,-3,-4
FLA,Mike Reilly,LD,30.0,1,,Signed,NHL,0.012,UFA,1000000,0,0,0,0,0,8476422.0,Florida Panthers,1,0,-1,-2,-3,-4
FLA,Oliver Ekman-Larsson,LD,32.0,1,,Signed,NHL,0.027000000000000003,UFA,2250000,0,0,0,0,0,8475171.0,Florida Panthers,1,0,-1,-2,-3,-4
FLA,Niko Mikkola,LD,27.0,3,,Signed,NHL,0.03,UFA,2500000,2500000,2500000,0,0,0,8478859.0,Florida Panthers,3,2,1,0,-1,-2
FLA,Gustav Forsling,LD,27.0,1,,Waivers claim,NHL,0.032,UFA,2666667,0,0,0,0,0,8478055.0,Florida Panthers,1,0,-1,-2,-3,-4
FLA,Ryan Lomberg,LW,28.0,1,,Signed,NHL,0.01,UFA,800000,0,0,0,0,0,8479066.0,Florida Panthers,1,0,-1,-2,-3,-4
FLA,Mackie Samoskevich,RW,20.0,2,ELC,Draft,NHL,0.011000000000000001,RFA,925000,925000,0,0,0,0,,Florida Panthers,2,1,0,-1,-2,-3
FLA,Anton Lundell,"C, LW",22.0,1,ELC,Draft,NHL,0.011000000000000001,RFA,925000,0,0,0,0,0,8482113.0,Florida Panthers,1,0,-1,-2,-3,-4
FLA,Kevin Stenlund,"C, RW",27.0,1,,Signed,NHL,0.012,UFA,1000000,0,0,0,0,0,8478831.0,Florida Panthers,1,0,-1,-2,-3,-4
FLA,Steven Lorentz,"C, LW, RW",27.0,1,,Trade,NHL,0.013000000000000001,UFA,1050000,0,0,0,0,0,8478904.0,Florida Panthers,1,0,-1,-2,-3,-4
FLA,Nick Cousins,"LW, C",30.0,1,,Signed,NHL,0.013000000000000001,UFA,1100000,0,0,0,0,0,8476393.0,Florida Panthers,1,0,-1,-2,-3,-4
FLA,Aleksander Barkov,C,28.0,7,NMC,Draft,NHL,0.12,UFA,10000000,10000000,10000000,10000000,10000000,10000000,8477493.0,Florida Panthers,7,6,5,4,3,2
FLA,Matthew Tkachuk,RW,25.0,7,NMC,Trade,NHL,0.114,UFA,9500000,9500000,9500000,9500000,9500000,9500000,8479314.0,Florida Panthers,7,6,5,4,3,2
FLA,Sam Reinhart,RW,27.0,1,,Trade,NHL,0.078,UFA,6500000,0,0,0,0,0,8477933.0,Florida Panthers,1,0,-1,-2,-3,-4
FLA,Carter Verhaeghe,LW,28.0,2,,Signed,NHL,0.05,UFA,4166667,4166667,0,0,0,0,8477409.0,Florida Panthers,2,1,0,-1,-2,-3
FLA,Evan Rodrigues,"C, LW",30.0,4,,Signed,NHL,0.036000000000000004,UFA,3000000,3000000,3000000,3000000,0,0,8478542.0,Florida Panthers,4,3,2,1,0,-1
