lineId,name,team,position,situation,games_played,icetime,xGoalsPercentage,corsiPercentage,fenwickPercentage,goalsFor,goalsAgainst,player_id
847793384801858482113,Luostarinen-Lundell-Reinhart,FLA,line,5on5,24,7819.0,0.6,0.58,0.58,4.0,4.0,8477933
84758258476902,Lindell-Hakanp,DAL,pairing,5on5,61,36226.0,0.53,0.47,0.49,31.0,32.0,8475825
847579884793168480821,Kunin-Granlund-Zadina,SJS,line,5on5,7,1073.0,0.25,0.32,0.31,0.0,2.0,8475798
84751818476792,Krug-Leddy,STL,pairing,5on5,42,2424.0,0.36,0.4,0.46,1.0,2.0,8475181
847793984784838479318,Marner-Matthews-Nylander,TOR,line,5on5,31,2425.0,0.34,0.55,0.51,4.0,6.0,8477939
847595884816568482148,Protas-Lapierre-Sgarbossa,WSH,line,5on5,4,821.0,0.47,0.45,0.52,1.0,0.0,8475958
84817088482073,Jones-Schneider,NYR,pairing,5on5,26,12344.0,0.46,0.48,0.49,9.0,15.0,8481708
84815468482142,York-Drysdale,PHI,pairing,5on5,22,5410.0,0.36,0.49,0.51,2.0,4.0,8481546
847821184784218479291,Greer-Rooney-Hunt,CGY,line,5on5,5,1808.0,0.61,0.6,0.6,2.0,0.0,8478211
84745638479998,Anderson-Doughty,LAK,pairing,5on5,74,69375.0,0.55,0.55,0.55,44.0,33.0,8474563
847647984796758481560,Moore-Danault-Kaliyev,LAK,line,5on5,17,7319.0,0.5,0.57,0.58,7.0,4.0,8476479
847749684788568483395,Bains-Lindholm-Garland,VAN,line,5on5,3,1398.0,0.39,0.49,0.5,0.0,1.0,8477496
847741684775058477955,Mccann-Wennberg-Bjorkstrand,SEA,line,5on5,13,830.0,0.55,0.66,0.58,1.0,3.0,8477416
84717098480834,Vlasic-Emberson,SJS,pairing,5on5,13,3995.0,0.42,0.44,0.43,4.0,2.0,8471709
847403484751498477451,Maroon-Hartman-Johansson,MIN,line,5on5,10,2159.0,0.36,0.43,0.42,2.0,3.0,8474034
847458684757688483524,Schwartz-Wright-Eberle,SEA,line,5on5,5,3334.0,0.64,0.6,0.58,4.0,2.0,8474586
84757908478460,Werenski-Gudbranson,CBJ,pairing,5on5,54,14030.0,0.5,0.47,0.49,16.0,9.0,8475790
847515184757548478115,Engvall-Nelson-Palmieri,NYI,line,5on5,55,33812.0,0.55,0.5,0.51,23.0,18.0,8475151
847744484799778481789,Kartye-Yamamoto-Burakovsky,SEA,line,5on5,4,963.0,0.48,0.5,0.47,1.0,0.0,8477444
848084984826998483431,Cooley-Hayton-Guenther,ARI,line,5on5,4,1671.0,0.55,0.55,0.51,0.0,1.0,8480849
847344984768788480762,Robinson-Girgensons-Okposo,BUF,line,5on5,9,3437.0,0.59,0.59,0.59,2.0,1.0,8473449
847682284773538479718,Motte-Glendening-Barr-Boulet,TBL,line,5on5,4,780.0,0.15,0.57,0.29,0.0,0.0,8476822
847456484764538477426,Stamkos-Paul-Kucherov,TBL,line,5on5,20,1837.0,0.63,0.6,0.61,2.0,1.0,8474564
847398684764588478873,Killorn-Strome-Terry,ANA,line,5on5,8,1541.0,0.44,0.56,0.56,1.0,1.0,8473986
847733084802088482162,Kubalik-Jarventie-Batherson,OTT,line,5on5,5,1426.0,0.53,0.43,0.41,0.0,3.0,8477330
847689784781048481543,Blais-Sundqvist-Alexandrov,STL,line,5on5,8,2259.0,0.25,0.41,0.33,0.0,0.0,8476897
847886484821778483499,Ohgren-Khusnutdinov-Kaprizov,MIN,line,5on5,4,682.0,0.67,0.61,0.61,1.0,0.0,8478864
848025284811478482117,Reichel-Guttman-Johnson,CHI,line,5on5,4,619.0,0.45,0.69,0.6,0.0,1.0,8480252
847701584779348478402,Draisaitl-Mcdavid-Brown,EDM,line,5on5,8,1127.0,0.44,0.51,0.52,1.0,2.0,8477015
84820878482111,Guhle-Barron,MTL,pairing,5on5,35,20777.0,0.49,0.46,0.49,10.0,11.0,8482087
84799808480727,Hague-Whitecloud,VGK,pairing,5on5,53,33422.0,0.5,0.44,0.45,20.0,21.0,8479980
847645684774968479346,Huberdeau-Lindholm-Dube,CGY,line,5on5,9,1211.0,0.25,0.38,0.37,0.0,1.0,8476456
84740138480800,Hughes-Cole,VAN,pairing,5on5,60,3868.0,0.68,0.65,0.64,6.0,1.0,8474013
847351284784728482116,Sttzle-Giroux-Joseph,OTT,line,5on5,38,18311.0,0.54,0.54,0.54,17.0,20.0,8473512
847578484815228482175,Skinner-Krebs-Peterka,BUF,line,5on5,11,1847.0,0.4,0.47,0.45,0.0,2.0,8475784
847350484752318479328,Clutterbuck-Cizikas-Gauthier,NYI,line,5on5,6,1968.0,0.65,0.45,0.47,1.0,1.0,8473504
848020884808018482116,Tkachuk-Sttzle-Batherson,OTT,line,5on5,56,5254.0,0.51,0.59,0.58,7.0,2.0,8480208
847745684793378479992,Rasmussen-Compher-Debrincat,DET,line,5on5,10,2819.0,0.42,0.43,0.45,1.0,1.0,8477456
847353384769218480830,Martinook-Staal-Svechnikov,CAR,line,5on5,5,2820.0,0.7,0.69,0.64,3.0,2.0,8473533
84746008479371,Josi-Fabbro,NSH,pairing,5on5,54,36273.0,0.56,0.52,0.54,32.0,22.0,8474600
847747884780208479353,Carrier-Amadio-Howden,VGK,line,5on5,8,1384.0,0.49,0.41,0.41,2.0,3.0,8477478
84746188475181,Leddy-Scandella,STL,pairing,5on5,27,1160.0,0.57,0.5,0.4,1.0,0.0,8474618
847576084826998483431,Bjugstad-Cooley-Guenther,ARI,line,5on5,11,2053.0,0.51,0.63,0.56,1.0,1.0,8475760
84768538478021,Rielly-Lagesson,TOR,pairing,5on5,23,3210.0,0.6,0.53,0.6,6.0,2.0,8476853
847967184800748481716,Texier-Voronkov-Olivier,CBJ,line,5on5,4,914.0,0.57,0.48,0.58,0.0,0.0,8479671
847745084784638479390,Beauvillier-Dickinson-Raddysh,CHI,line,5on5,4,1370.0,0.41,0.5,0.48,1.0,0.0,8477450
847795684784018483505,Poitras-Zacha-Pastrnak,BOS,line,5on5,4,1209.0,0.65,0.44,0.41,1.0,0.0,8477956
84773468478502,Gilbert-Weegar,CGY,pairing,5on5,16,1089.0,0.59,0.38,0.33,1.0,0.0,8477346
84741668481167,Martinez-Pachal,VGK,pairing,5on5,7,2816.0,0.33,0.39,0.37,0.0,0.0,8474166
84769238480871,Severson-Boqvist,CBJ,pairing,5on5,21,6809.0,0.44,0.51,0.52,1.0,6.0,8476923
847341984757458478046,Heinen-Coyle-Marchand,BOS,line,5on5,21,4418.0,0.33,0.41,0.37,3.0,6.0,8473419
84706138477488,Burns-Pesce,CAR,pairing,5on5,27,900.0,0.56,0.56,0.47,0.0,0.0,8470613
848001584800288480797,Farabee-Frost-Tippett,PHI,line,5on5,21,1195.0,0.72,0.54,0.61,0.0,1.0,8480015
847687284800158481553,Tippett-Laughton-Brink,PHI,line,5on5,19,1231.0,0.49,0.33,0.44,1.0,0.0,8476872
847527884784348481032,Cotter-Froese-Kolesar,VGK,line,5on5,12,985.0,0.2,0.24,0.25,0.0,0.0,8475278
84734468477948,Sanheim-Johnson,PHI,pairing,5on5,16,1238.0,0.57,0.58,0.56,0.0,2.0,8473446
847810984793708480762,Robinson-Jost-Olofsson,BUF,line,5on5,11,2415.0,0.25,0.4,0.38,1.0,3.0,8478109
847464184764548477998,Foegele-Henrique-Nugent-Hopkins,EDM,line,5on5,7,1349.0,0.54,0.44,0.43,1.0,0.0,8474641
847531484775008479328,Lee-Horvat-Gauthier,NYI,line,5on5,6,730.0,0.37,0.45,0.35,1.0,0.0,8475314
84768548479369,Lindholm-Peeke,BOS,pairing,5on5,13,2443.0,0.47,0.54,0.54,0.0,3.0,8476854
847345384794008482155,Lewis-Dubois-Laferriere,LAK,line,5on5,18,1061.0,0.51,0.42,0.37,0.0,0.0,8473453
847810984815228482175,Olofsson-Krebs-Peterka,BUF,line,5on5,9,1119.0,0.54,0.59,0.58,0.0,1.0,8478109
84763728481178,Zamula-Seeler,PHI,pairing,5on5,26,2591.0,0.44,0.55,0.53,3.0,0.0,8476372
847849884793658480003,Debrusk-Boqvist-Frederic,BOS,line,5on5,8,1336.0,0.47,0.36,0.33,0.0,0.0,8478498
847793984809958482720,Knies-Holmberg-Nylander,TOR,line,5on5,6,1324.0,0.58,0.51,0.45,2.0,1.0,8477939
847691884775058481554,Vesey-Wennberg-Kakko,NYR,line,5on5,6,759.0,0.32,0.28,0.36,1.0,0.0,8476918
847933084795438481058,Pezzetta-Gignac-Ylnen,MTL,line,5on5,3,937.0,0.71,0.57,0.47,1.0,0.0,8479330
84769588477950,Slavin-Deangelo,CAR,pairing,5on5,18,1435.0,0.63,0.59,0.61,0.0,1.0,8476958
847121584817038482055,O'Connor-Malkin-Puustinen,PIT,line,5on5,9,2013.0,0.75,0.68,0.73,2.0,1.0,8471215
847790384800688480220,Cates-Poehling-Hathaway,PHI,line,5on5,35,9608.0,0.67,0.58,0.65,7.0,7.0,8477903
84751888482624,Mcnabb-Miromanov,VGK,pairing,5on5,4,2399.0,0.53,0.49,0.54,1.0,2.0,8475188
847414984752258476889,Smith-Faksa-Dadonov,DAL,line,5on5,9,2670.0,0.43,0.42,0.41,2.0,2.0,8474149
847522084779198482177,Foligno-Gaudreau-Khusnutdinov,MIN,line,5on5,4,1475.0,0.25,0.43,0.43,0.0,2.0,8475220
847854284801858482113,Luostarinen-Lundell-Rodrigues,FLA,line,5on5,40,13351.0,0.66,0.62,0.6,10.0,2.0,8478542
847517284764568481028,Huberdeau-Kadri-Pospisil,CGY,line,5on5,33,4046.0,0.64,0.58,0.63,2.0,3.0,8475172
847576384764388476897,Saad-Hayes-Sundqvist,STL,line,5on5,19,707.0,0.64,0.5,0.36,1.0,0.0,8475763
847942384817168482451,Pyyhtia-Voronkov-Nylander,CBJ,line,5on5,4,659.0,0.43,0.48,0.42,0.0,0.0,8479423
847121584751918475810,Rust-Malkin-Smith,PIT,line,5on5,17,2065.0,0.57,0.58,0.57,2.0,3.0,8471215
84774358478854,Graves-Shea,PIT,pairing,5on5,17,1249.0,0.5,0.35,0.41,1.0,0.0,8477435
847707084774828483431,O'Brien-Sanford-Cooley,ARI,line,5on5,3,788.0,0.55,0.36,0.43,1.0,0.0,8477070
84764638477541,Brodin-Mermis,MIN,pairing,5on5,12,794.0,0.6,0.46,0.5,0.0,0.0,8476463
847687284800688480797,Farabee-Poehling-Laughton,PHI,line,5on5,4,1838.0,0.48,0.33,0.37,1.0,1.0,8476872
847682684792938480009,Tanev-Gourde-Tolvanen,SEA,line,5on5,23,2353.0,0.41,0.48,0.47,1.0,2.0,8476826
847735384778398479591,Sheary-Motte-Eyssimont,TBL,line,5on5,18,5747.0,0.5,0.52,0.53,1.0,2.0,8477353
84768568480246,Dumba-Perbix,TBL,pairing,5on5,12,813.0,0.67,0.52,0.6,0.0,0.0,8476856
847749284774948481186,Drouin-Mackinnon-O'Connor,COL,line,5on5,11,1703.0,0.76,0.55,0.62,3.0,1.0,8477492
847692784780578478856,Joshua-Blueger-Garland,VAN,line,5on5,43,21632.0,0.58,0.55,0.55,21.0,10.0,8476927
847841384794208482175,Greenway-Thompson-Peterka,BUF,line,5on5,12,611.0,0.26,0.48,0.5,0.0,0.0,8478413
84779718481606,Englund-Spence,LAK,pairing,5on5,71,38256.0,0.52,0.53,0.53,26.0,29.0,8477971
84769318478021,Mccabe-Lagesson,TOR,pairing,5on5,18,4761.0,0.5,0.53,0.47,5.0,1.0,8476931
84745748478017,Myers-Friedman,VAN,pairing,5on5,16,4172.0,0.52,0.51,0.53,2.0,2.0,8474574
84745658477018,Hutton-Pietrangelo,VGK,pairing,5on5,24,7429.0,0.57,0.5,0.51,7.0,5.0,8474565
84741668474565,Martinez-Pietrangelo,VGK,pairing,5on5,44,36394.0,0.45,0.44,0.45,32.0,31.0,8474166
84757978477495,Tinordi-Jones,CHI,pairing,5on5,32,2525.0,0.58,0.59,0.61,0.0,0.0,8475797
847062184758428477406,Janmark-Carrick-Perry,EDM,line,5on5,8,1235.0,0.4,0.45,0.41,1.0,1.0,8470621
847952584811868481641,Kiviranta-Colton-O'Connor,COL,line,5on5,6,1290.0,0.73,0.67,0.64,0.0,1.0,8479525
847747384808218481477,Zadina-Sturm-Bailey,SJS,line,5on5,13,650.0,0.35,0.61,0.5,1.0,1.0,8477473
847888184793838481147,Seney-Johnson-Katchouk,CHI,line,5on5,3,1386.0,0.43,0.43,0.38,0.0,1.0,8478881
847591384769058481032,Cotter-Stephenson-Stone,VGK,line,5on5,26,7712.0,0.39,0.41,0.39,3.0,6.0,8475913
847404084774068478585,Janmark-Ryan-Gagner,EDM,line,5on5,4,809.0,0.65,0.54,0.56,0.0,0.0,8474040
84794258480800,Hughes-Hronek,VAN,pairing,5on5,81,71090.0,0.53,0.57,0.54,72.0,46.0,8479425
847685884824968483808,Di Giuseppe-Aman-Kuzmenko,VAN,line,5on5,3,1036.0,0.62,0.41,0.45,0.0,0.0,8476858
847701584774068480802,Janmark-Mcleod-Brown,EDM,line,5on5,18,1582.0,0.64,0.58,0.63,2.0,0.0,8477015
84765258480049,Samberg-Miller,WPG,pairing,5on5,5,2396.0,0.41,0.51,0.52,0.0,1.0,8476525
847639384785428478831,Cousins-Stenlund-Rodrigues,FLA,line,5on5,10,1640.0,0.58,0.64,0.63,0.0,1.0,8476393
847682284796618484325,Jeannot-Glendening-Merela,TBL,line,5on5,4,1203.0,0.42,0.53,0.5,0.0,1.0,8476822
847698184816188482749,Roy-Newhook-Anderson,MTL,line,5on5,11,1363.0,0.86,0.69,0.7,2.0,1.0,8476981
847637484796718482451,Pyyhtia-Kuraly-Olivier,CBJ,line,5on5,4,1927.0,0.28,0.51,0.42,0.0,1.0,8476374
847794684793378482078,Raymond-Larkin-Debrincat,DET,line,5on5,47,18425.0,0.51,0.54,0.54,24.0,17.0,8477946
847747684774928478420,Lehkonen-Mackinnon-Rantanen,COL,line,5on5,34,9645.0,0.57,0.58,0.57,13.0,5.0,8477476
848007484824758482705,Texier-Sillinger-Chinakhov,CBJ,line,5on5,9,2075.0,0.5,0.49,0.48,1.0,3.0,8480074
847527884807768481462,Morelli-Froese-Rempal,VGK,line,5on5,4,1962.0,0.48,0.39,0.43,1.0,3.0,8475278
84753248479321,Johansen-Jensen,WSH,pairing,5on5,6,2160.0,0.22,0.43,0.41,1.0,1.0,8475324
84788548481206,Ludvig-Shea,PIT,pairing,5on5,10,3820.0,0.5,0.54,0.53,1.0,2.0,8478854
847687184769818478133,Pearson-Evans-Anderson,MTL,line,5on5,16,5751.0,0.44,0.47,0.44,3.0,8.0,8476871
847523184781158481601,Engvall-Cizikas-Holmstrom,NYI,line,5on5,12,6117.0,0.48,0.54,0.53,4.0,4.0,8475231
847809984814778482222,Barabanov-Sturm-Labanc,SJS,line,5on5,7,928.0,0.45,0.44,0.46,1.0,2.0,8478099
847471584800158480220,Tippett-Cates-Atkinson,PHI,line,5on5,7,1329.0,0.44,0.44,0.44,1.0,3.0,8474715
847942084815288484145,Benson-Cozens-Thompson,BUF,line,5on5,5,1040.0,0.6,0.58,0.6,0.0,1.0,8479420
847400984757528476918,Vesey-Bonino-Pitlick,NYR,line,5on5,7,658.0,0.57,0.36,0.44,1.0,0.0,8474009
847584284769348477527,Mcginn-Carrick-Johnston,ANA,line,5on5,8,2548.0,0.18,0.28,0.35,1.0,4.0,8475842
84793238480817,Miller-Fox,NYR,pairing,5on5,54,3694.0,0.74,0.7,0.69,2.0,4.0,8479323
848035584804488484314,Smejkal-Kastelic-Kelly,OTT,line,5on5,6,1579.0,0.5,0.38,0.43,1.0,1.0,8480355
847847784795438481058,Pezzetta-Stephens-Ylnen,MTL,line,5on5,14,3427.0,0.29,0.39,0.43,4.0,0.0,8478477
847936584800038480880,Lauko-Frederic-Boqvist,BOS,line,5on5,13,682.0,0.9,0.67,0.67,2.0,0.0,8479365
84717098480172,Vlasic-Rutta,SJS,pairing,5on5,37,4532.0,0.36,0.43,0.4,2.0,7.0,8471709
84800698481524,Byram-Makar,COL,pairing,5on5,46,6535.0,0.54,0.54,0.53,8.0,9.0,8480069
84764298481014,Romanov-Mayfield,NYI,pairing,5on5,36,3627.0,0.42,0.35,0.38,3.0,2.0,8476429
848089384824518482705,Pyyhtia-Sillinger-Marchenko,CBJ,line,5on5,6,829.0,0.14,0.32,0.29,0.0,3.0,8480893
847795184793438480849,Schmaltz-Hayton-Keller,ARI,line,5on5,27,14665.0,0.56,0.54,0.53,8.0,14.0,8477951
84769798482073,Gustafsson-Schneider,NYR,pairing,5on5,64,34857.0,0.5,0.51,0.5,22.0,25.0,8476979
847693484808068481517,Mcginn-Lundestrom-Leason,ANA,line,5on5,3,1125.0,0.39,0.38,0.32,1.0,0.0,8476934
847414184799928480813,Rasmussen-Veleno-Kane,DET,line,5on5,5,652.0,0.34,0.57,0.57,0.0,0.0,8474141
847793484779988478402,Foegele-Draisaitl-Mcdavid,EDM,line,5on5,13,2466.0,0.7,0.56,0.57,1.0,2.0,8477934
848002884815538482159,Foerster-Frost-Brink,PHI,line,5on5,10,1262.0,0.42,0.48,0.44,1.0,0.0,8480028
84741668477018,Hutton-Martinez,VGK,pairing,5on5,10,2449.0,0.79,0.62,0.7,1.0,0.0,8474166
847690584775118478462,Roy-Stephenson-Mantha,VGK,line,5on5,4,1328.0,0.6,0.58,0.58,0.0,1.0,8476905
84778518478397,Oesterle-Andersson,CGY,pairing,5on5,15,724.0,0.28,0.5,0.5,1.0,2.0,8477851
847585584769218480829,Martinook-Kotkaniemi-Fast,CAR,line,5on5,23,1043.0,0.87,0.67,0.73,2.0,1.0,8475855
847690584779648478020,Barbashev-Stephenson-Amadio,VGK,line,5on5,8,3839.0,0.42,0.46,0.46,3.0,2.0,8476905
847574584780468479365,Heinen-Coyle-Frederic,BOS,line,5on5,18,2291.0,0.55,0.49,0.49,1.0,0.0,8475745
847701584785858482077,Holloway-Ryan-Brown,EDM,line,5on5,10,1787.0,0.54,0.64,0.59,0.0,1.0,8477015
84773848481609,Kolyachonok-Brown,ARI,pairing,5on5,5,3016.0,0.43,0.46,0.49,5.0,1.0,8477384
847653984779648478403,Barbashev-Eichel-Marchessault,VGK,line,5on5,50,26926.0,0.53,0.49,0.52,21.0,14.0,8476539
84774358481206,Graves-Ludvig,PIT,pairing,5on5,16,1970.0,0.46,0.34,0.4,2.0,1.0,8477435
84706008480036,Heiskanen-Suter,DAL,pairing,5on5,65,34554.0,0.56,0.54,0.52,21.0,27.0,8470600
84785078483495,Marino-Nemec,NJD,pairing,5on5,38,4456.0,0.5,0.52,0.51,2.0,9.0,8478507
84780218479982,Lagesson-Timmins,TOR,pairing,5on5,8,2216.0,0.34,0.42,0.39,1.0,2.0,8478021
847576084784748481711,Crouse-Bjugstad-Maccelli,ARI,line,5on5,58,29335.0,0.52,0.51,0.52,20.0,16.0,8475760
847576084784748479619,Crouse-Bjugstad-Carcone,ARI,line,5on5,15,1810.0,0.31,0.42,0.39,1.0,1.0,8475760
847747984793188480995,Bertuzzi-Matthews-Holmberg,TOR,line,5on5,6,1026.0,0.42,0.53,0.5,1.0,1.0,8477479
847342284769608482117,Foligno-Athanasiou-Reichel,CHI,line,5on5,2,1299.0,0.26,0.42,0.5,1.0,2.0,8473422
847629284794078480002,Palat-Hischier-Bratt,NJD,line,5on5,38,15948.0,0.65,0.62,0.6,21.0,13.0,8476292
847488484802168480821,Hoffman-Peterson-Zadina,SJS,line,5on5,3,610.0,0.08,0.15,0.13,0.0,2.0,8474884
847528784800028482110,Haula-Hischier-Mercer,NJD,line,5on5,6,3571.0,0.56,0.53,0.52,4.0,1.0,8475287
84773468477851,Oesterle-Weegar,CGY,pairing,5on5,14,4741.0,0.45,0.55,0.56,5.0,3.0,8477346
84769068481542,Gostisbehere-Seider,DET,pairing,5on5,56,7771.0,0.47,0.51,0.54,5.0,1.0,8476906
84780388480336,Toews-Walker,COL,pairing,5on5,16,1687.0,0.56,0.51,0.49,0.0,3.0,8478038
847353384758558476921,Martinook-Staal-Fast,CAR,line,5on5,63,23379.0,0.62,0.65,0.63,11.0,17.0,8473533
847843884799968482146,Glass-Novak-Evangelista,NSH,line,5on5,10,1789.0,0.37,0.62,0.57,0.0,2.0,8478438
84752798476874,Chiarot-Maatta,DET,pairing,5on5,39,2299.0,0.46,0.45,0.43,1.0,4.0,8475279
847576884775058479977,Schwartz-Wennberg-Yamamoto,SEA,line,5on5,12,632.0,0.66,0.82,0.73,0.0,0.0,8475768
847415784768808481580,Pacioretty-Mcmichael-Wilson,WSH,line,5on5,7,1564.0,0.34,0.36,0.45,0.0,1.0,8474157
84709668479982,Giordano-Timmins,TOR,pairing,5on5,6,3490.0,0.63,0.6,0.61,4.0,3.0,8470966
847528784762928478414,Palat-Haula-Meier,NJD,line,5on5,6,845.0,0.84,0.8,0.85,0.0,1.0,8475287
847121584751918481703,Smith-Malkin-Puustinen,PIT,line,5on5,22,7291.0,0.58,0.49,0.49,3.0,4.0,8471215
847682684774448479293,Tanev-Gourde-Burakovsky,SEA,line,5on5,10,2067.0,0.7,0.57,0.63,0.0,1.0,8476826
847181784801448480995,Reaves-Kampf-Holmberg,TOR,line,5on5,10,3444.0,0.72,0.55,0.6,3.0,1.0,8471817
847840984796388480003,Richard-Boqvist-Brazeau,BOS,line,5on5,4,766.0,0.48,0.34,0.38,2.0,0.0,8478409
847646184784398482159,Foerster-Couturier-Konecny,PHI,line,5on5,40,13746.0,0.6,0.6,0.61,10.0,9.0,8476461
847953684802898480845,Jonsson-Fjallby-Kupari-Barron,WPG,line,5on5,3,725.0,0.77,0.81,0.77,0.0,0.0,8479536
847464184788738484153,Carlsson-Henrique-Terry,ANA,line,5on5,9,3250.0,0.66,0.53,0.56,5.0,0.0,8474641
847804784808298480835,Bunting-Drury-Kotkaniemi,CAR,line,5on5,3,1470.0,0.45,0.63,0.62,0.0,0.0,8478047
84751778478416,De Haan-Cernak,TBL,pairing,5on5,42,9567.0,0.46,0.48,0.46,4.0,7.0,8475177
847814784797728484314,Imama-Smejkal-Macewen,OTT,line,5on5,4,1244.0,0.41,0.47,0.6,0.0,0.0,8478147
84745908475324,Carlson-Jensen,WSH,pairing,5on5,54,2536.0,0.24,0.27,0.33,2.0,2.0,8474590
847516684757148477939,Jarnkrok-Tavares-Nylander,TOR,line,5on5,9,1177.0,0.61,0.55,0.56,2.0,2.0,8475166
848006884807978481553,Farabee-Poehling-Brink,PHI,line,5on5,24,4699.0,0.45,0.43,0.48,4.0,3.0,8480068
847939384801448480980,Dewar-Kampf-Gregor,TOR,line,5on5,7,2404.0,0.48,0.43,0.52,1.0,1.0,8479393
847996884799728481422,Shaw-Lucchini-Lettieri,MIN,line,5on5,14,4400.0,0.47,0.43,0.46,3.0,2.0,8479968
847575484775008478445,Nelson-Barzal-Horvat,NYI,line,5on5,13,7302.0,0.52,0.54,0.53,9.0,4.0,8475754
847702184779518480849,Hayton-Kerfoot-Schmaltz,ARI,line,5on5,9,3654.0,0.66,0.66,0.67,3.0,4.0,8477021
847750384779398482259,Mcmann-Domi-Nylander,TOR,line,5on5,5,676.0,0.26,0.43,0.46,1.0,0.0,8477503
84764738477034,Megna-Murphy,CHI,pairing,5on5,6,1155.0,0.67,0.62,0.7,0.0,0.0,8476473
847531484775008480789,Lee-Horvat-Wahlstrom,NYI,line,5on5,15,2200.0,0.49,0.53,0.57,1.0,2.0,8475314
84753248479522,Haman Aktell-Jensen,WSH,pairing,5on5,4,805.0,0.94,0.87,0.88,1.0,0.0,8475324
847591384769058477478,Carrier-Stephenson-Stone,VGK,line,5on5,8,1201.0,0.51,0.46,0.55,1.0,1.0,8475913
84783978481537,Okhotiuk-Andersson,CGY,pairing,5on5,6,1806.0,0.5,0.53,0.47,1.0,1.0,8478397
847842184800088482652,Greer-Ruzicka-Duehr,CGY,line,5on5,6,1769.0,0.34,0.4,0.41,1.0,2.0,8478421
84765258481701,Hatakka-Miller,NJD,pairing,5on5,6,4200.0,0.56,0.47,0.48,4.0,2.0,8476525
84753248476441,Edmundson-Jensen,WSH,pairing,5on5,42,20338.0,0.46,0.47,0.45,13.0,14.0,8475324
847793084792938479977,Tanev-Bellemare-Yamamoto,SEA,line,5on5,4,812.0,0.34,0.54,0.47,1.0,0.0,8477930
848089384817168484166,Fantilli-Voronkov-Marchenko,CBJ,line,5on5,14,5095.0,0.51,0.48,0.45,5.0,5.0,8480893
84769888480884,Addison-Benning,SJS,pairing,5on5,6,3926.0,0.52,0.54,0.55,1.0,1.0,8476988
84716868481521,Staal-Attard,PHI,pairing,5on5,5,2341.0,0.45,0.55,0.6,2.0,2.0,8471686
847418984751918480205,Bemstrom-Eller-Smith,PIT,line,5on5,10,1195.0,0.54,0.62,0.55,1.0,1.0,8474189
84763128478038,Toews-Manson,COL,pairing,5on5,58,7830.0,0.5,0.52,0.51,6.0,2.0,8476312
847745684799928482078,Raymond-Compher-Rasmussen,DET,line,5on5,15,3878.0,0.43,0.48,0.48,3.0,2.0,8477456
848007484802058484166,Texier-Fantilli-Bemstrom,CBJ,line,5on5,6,1537.0,0.39,0.49,0.46,1.0,3.0,8480074
848007484808938481716,Texier-Voronkov-Marchenko,CBJ,line,5on5,5,821.0,0.09,0.39,0.26,1.0,1.0,8480074
847854284788318480185,Luostarinen-Stenlund-Rodrigues,FLA,line,5on5,15,739.0,0.52,0.48,0.5,0.0,1.0,8478542
84764638478136,Brodin-Middleton,MIN,pairing,5on5,28,1411.0,0.68,0.63,0.69,0.0,2.0,8476463
847748284793838481147,Katchouk-Sanford-Johnson,CHI,line,5on5,6,2973.0,0.45,0.4,0.38,1.0,2.0,8477482
84774988479442,Nurse-Stecher,EDM,pairing,5on5,5,2874.0,0.61,0.51,0.52,3.0,0.0,8477498
84740138477507,Zadorov-Cole,VAN,pairing,5on5,39,11928.0,0.52,0.47,0.49,8.0,7.0,8474013
84785008479402,Provorov-Bean,CBJ,pairing,5on5,57,7081.0,0.46,0.51,0.52,4.0,4.0,8478500
847747984784838479318,Bertuzzi-Matthews-Marner,TOR,line,5on5,35,5525.0,0.69,0.57,0.58,2.0,4.0,8477479
847516984764548477998,Foegele-Nugent-Hopkins-Kane,EDM,line,5on5,15,2366.0,0.46,0.49,0.48,1.0,2.0,8475169
847062184746418477934,Henrique-Draisaitl-Perry,EDM,line,5on5,2,894.0,0.48,0.58,0.54,0.0,1.0,8470621
847643284793398482475,Laine-Jenner-Chinakhov,CBJ,line,5on5,2,1185.0,0.61,0.38,0.46,1.0,1.0,8476432
847514984784938481557,Boldy-Eriksson Ek-Johansson,MIN,line,5on5,36,13552.0,0.53,0.52,0.51,7.0,9.0,8475149
847890484790668479981,Gadjovich-Lorentz-Lomberg,FLA,line,5on5,4,1097.0,0.29,0.55,0.44,0.0,1.0,8478904
84763128478452,Jones-Manson,COL,pairing,5on5,10,867.0,0.62,0.58,0.67,1.0,1.0,8476312
84717098481812,Knyzhov-Vlasic,SJS,pairing,5on5,4,788.0,0.42,0.49,0.52,0.0,2.0,8471709
847121484741578478440,Pacioretty-Strome-Ovechkin,WSH,line,5on5,9,1983.0,0.34,0.48,0.42,3.0,4.0,8471214
847644884769058478020,Karlsson-Stephenson-Amadio,VGK,line,5on5,4,969.0,0.49,0.52,0.53,2.0,2.0,8476448
847790384800158480068,Tippett-Poehling-Hathaway,PHI,line,5on5,19,759.0,0.26,0.59,0.63,2.0,1.0,8477903
847794784784408483491,Miroshnichenko-Strome-Milano,WSH,line,5on5,7,2480.0,0.49,0.44,0.42,3.0,1.0,8477947
847804684799878480003,Heinen-Geekie-Boqvist,BOS,line,5on5,4,869.0,0.52,0.38,0.38,1.0,0.0,8478046
84784168479410,Sergachev-Cernak,TBL,pairing,5on5,31,14264.0,0.48,0.46,0.46,8.0,14.0,8478416
