season,team,GP,PTS,W,L,OTL,Conference,Division,playoffs,final_G,final_GA,situation,toi,gf,ga,g_dif,gf%,xgf,xga,xg%,pdo,shooting%,sv%,shooting%_ag,sv%_ag,hdsc,hdsca,hdsc%,sc,sca,sc%,asd,asda,fwf,fwa,fenwick%,cf,ca,corsi%,shots,shots_ag,mdsc,adsc,ldsc,mdsca,adsca,ldsca,point_shot,point_shot_ag,pshot_perc,pshot_perc_ag,blocks,blocks_ag,miss,miss_ag,miss_perc,miss_perc_ag,block%,block%_ag,penalties,penalty_mins,penalties_ag,penalty_mins_ag,faceoff_w,faceoff_l,hits,takeaways,giveaways,dz_giveaways,hits_ag,takeaways_ag,giveaways_ag,dz_giveaways_ag,oz_takeaways,oz_takeaways_ag,xg_dif,fwf_dif,hdsc_dif,offense,defense,differential,gf_p60,ga_p60,g_dif_p60,xgf_p60,xga_p60,hdsc_p60,hdsca_p60,sc_p60,sca_p60,fwf_p60,fwa_p60,cf_p60,ca_p60,shots_p60,shots_ag_p60,mdsc_p60,adsc_p60,ldsc_p60,mdsca_p60,adsca_p60,ldsca_p60,point_shot_p60,point_shot_ag_p60,miss_p60,miss_ag_p60,blocks_p60,blocks_ag_p60,penalties_p60,penalties_ag_p60,hits_p60,takeaways_p60,giveaways_p60,dz_giveaways_p60,hits_ag_p60,takeaways_ag_p60,giveaways_ag_p60,dz_giveaways_ag_p60,xg_dif_p60,fwf_dif_p60,hdsc_dif_p60,oz_takeaways_p60,oz_takeaways_ag_p60,offense_p60,defense_p60,differential_p60,PTS_perc,W_perc,gf_p60_perc,g_dif_p60_perc,gf%_perc,xg%_perc,xgf_p60_perc,xg_dif_p60_perc,ga_p60_perc,xga_p60_perc,hdsc%_perc,hdsc_dif_p60_perc,sc%_perc,asd_perc,asda_perc,pdo_perc,shooting%_perc,sv%_perc,sv%_ag_perc,shooting%_ag_perc,hdsc_p60_perc,sc_p60_perc,hdsca_p60_perc,sca_p60_perc,fenwick%_perc,fwf_p60_perc,fwa_p60_perc,fwf_dif_p60_perc,corsi%_perc,cf_p60_perc,ca_p60_perc,mdsc_p60_perc,adsc_p60_perc,ldsc_p60_perc,adsca_p60_perc,mdsca_p60_perc,ldsca_p60_perc,blocks_p60_perc,blocks_ag_p60_perc,block%_perc,block%_ag_perc,hits_p60_perc,hits_ag_p60_perc,point_shot_p60_perc,point_shot_ag_p60_perc,pshot_perc_perc,pshot_perc_ag_perc,takeaways_p60_perc,takeaways_ag_p60_perc,giveaways_p60_perc,giveaways_ag_p60_perc,dz_giveaways_p60_perc,dz_giveaways_ag_p60_perc,penalties_p60_perc,penalties_ag_p60_perc,faceoff_w_perc,faceoff_l_perc,penalty_mins_perc,penalty_mins_ag_perc,miss_ag_p60_perc,miss_p60_perc,miss_perc_perc,miss_perc_ag_perc,oz_takeaways_ag_p60_perc,oz_takeaways_p60_perc,shots_ag_p60_perc,shots_p60_perc,offense_p60_perc,defense_p60_perc,differential_p60_perc
20112012,ANA,82.0,80.0,34.0,36.0,12.0,west,pacific,none,204.0,231.0,4on5,428.56666666666666,4.0,44.0,-40.0,0.083,4.95,41.21,0.107,0.944,0.073,0.871,0.129,0.927,16.0,99.0,0.139,36.0,253.0,0.125,2.807,2.508,77.0,519.0,0.129,88.0,725.0,0.108,55.0,340.0,20.0,15.0,6.0,154.0,170.0,91.0,11.0,178.0,0.14,0.343,11.0,206.0,22.0,179.0,0.25,0.247,0.125,0.284,31.0,96.0,41.0,129.0,206.0,260.0,91.0,66.0,35.0,31.0,50.0,24.0,79.0,11.0,9.0,13.0,-36.26,-442.0,-83.0,8.953,85.208,-76.255,0.56,6.16,-5.6,0.693,5.769,2.24,13.86,5.04,35.42,10.78,72.661,12.32,101.501,7.7,47.601,2.8,2.1,0.84,21.56,23.8,12.74,1.54,24.92,3.08,25.06,1.54,28.84,4.34,5.74,12.74,9.24,4.9,4.34,7.0,3.36,11.06,1.54,-5.076,-61.881,-11.62,1.26,1.82,1.253,11.929,-10.676,0.18,0.18,0.27,0.4,0.27,0.4,0.33,0.53,0.53,0.6,0.6,0.73,0.43,0.63,0.57,0.33,0.33,0.4,0.33,0.4,0.53,0.47,0.93,0.47,0.47,0.43,0.4,0.47,0.108,0.37,0.33,0.4,0.27,0.27,0.13,0.07,0.7,0.77,0.87,0.73,0.83,0.8,0.27,0.83,0.33,0.88,0.1,0.57,0.4,0.53,0.93,0.53,0.67,0.1,0.17,0.3,0.25,0.87,0.73,0.97,0.27,0.15,0.95,0.7,0.57,0.73,0.3,0.27,0.53,0.47
20112012,ANA,82.0,80.0,34.0,36.0,12.0,west,pacific,none,204.0,231.0,5on4,418.0666666666667,43.0,4.0,39.0,0.915,40.9,9.64,0.809,1.033,0.11,0.923,0.077,0.89,139.0,19.0,0.88,289.0,46.0,0.863,2.62,2.968,553.0,79.0,0.875,738.0,94.0,0.887,391.0,52.0,150.0,174.0,87.0,27.0,13.0,4.0,180.0,10.0,0.33,0.127,185.0,15.0,162.0,27.0,0.22,0.287,0.251,0.16,57.0,198.0,18.0,56.0,241.0,220.0,46.0,12.0,87.0,7.0,82.0,52.0,27.0,23.0,8.0,3.0,31.259999999999998,474.0,120.0,83.90200000000002,13.64,70.262,6.171,0.574,5.597,5.87,1.384,19.949,2.727,41.477,6.602,79.365,11.338,105.916,13.491,56.115,7.463,21.528,24.972,12.486,3.875,1.866,0.574,25.833,1.435,23.25,3.875,26.551,2.153,8.181,2.583,6.602,1.722,12.486,1.005,11.768,7.463,3.875,3.301,4.486,68.027,17.222,1.148,0.431,12.041,1.958,10.084,0.18,0.18,0.57,0.63,0.73,0.07,0.63,0.33,0.7,0.03,0.57,0.87,0.6,0.9,0.1,0.57,0.2,0.63,0.2,0.63,0.87,0.9,0.37,0.37,0.7,0.9,0.47,0.87,0.887,0.9,0.53,0.87,0.9,0.4,0.83,0.33,0.97,0.33,0.53,0.73,0.58,0.77,0.4,0.53,0.13,0.83,0.1,0.1,0.87,0.1,0.07,0.7,0.13,0.23,0.43,0.67,0.57,0.88,0.53,0.93,0.3,0.5,1.0,1.0,0.07,0.87,0.83,0.57,0.4,0.47
20112012,ANA,82.0,80.0,34.0,36.0,12.0,west,pacific,none,204.0,231.0,5on5,3959.3666666666663,147.0,162.0,-15.0,0.476,138.18,148.73,0.482,0.996,0.082,0.914,0.086,0.918,463.0,528.0,0.467,1220.0,1192.0,0.506,2.477,2.454,2579.0,2686.0,0.49,3439.0,3613.0,0.488,1783.0,1885.0,757.0,767.0,498.0,664.0,839.0,548.0,775.0,834.0,0.3,0.31,860.0,927.0,796.0,801.0,0.231,0.222,0.25,0.257,254.0,577.0,265.0,640.0,1613.0,1796.0,1695.0,353.0,528.0,250.0,1691.0,425.0,546.0,287.0,130.0,142.0,-10.549999999999983,-107.0,-65.0,285.17900000000003,310.729,-25.550000000000004,2.228,2.455,-0.227,2.094,2.254,7.016,8.001,18.488,18.063,39.082,40.703,52.114,54.751,27.019,28.565,11.472,11.623,7.547,10.062,12.714,8.304,11.744,12.638,12.063,12.138,13.032,14.048,3.849,4.016,25.686,5.349,8.001,3.788,25.625,6.44,8.274,4.349,-0.16,-1.621,-0.985,1.97,2.152,4.322,4.709,-0.387,0.18,0.18,0.4,0.33,0.33,0.35,0.07,0.37,0.37,0.63,0.17,0.2,0.63,0.83,0.3,0.38,0.4,0.32,0.4,0.32,0.33,0.6,0.3,0.47,0.43,0.47,0.53,0.43,0.488,0.33,0.5,0.9,0.37,0.2,0.23,0.73,0.57,0.8,0.53,0.67,0.53,0.53,0.5,0.8,0.33,0.87,0.18,0.07,0.6,0.37,0.73,0.77,0.53,0.57,0.67,0.07,0.5,0.4,0.23,0.87,0.33,0.03,0.92,0.83,0.13,0.7,0.2,0.13,0.6,0.3
20112012,ANA,82.0,80.0,34.0,36.0,12.0,west,pacific,none,204.0,231.0,all,4986.849999999999,201.0,224.0,-23.0,0.473,192.9,211.54,0.477,0.993,0.086,0.907,0.093,0.914,675.0,716.0,0.485,1640.0,1601.0,0.506,2.531,2.5,3348.0,3453.0,0.492,4446.0,4628.0,0.49,2326.0,2401.0,965.0,990.0,599.0,885.0,1069.0,655.0,990.0,1062.0,0.3,0.308,1098.0,1175.0,1022.0,1052.0,0.23,0.227,0.247,0.254,371.0,978.0,351.0,917.0,2151.0,2388.0,1856.0,443.0,666.0,295.0,1851.0,523.0,677.0,327.0,150.0,165.0,-18.639999999999986,-105.0,-41.0,393.895,435.54,-41.64500000000001,2.418,2.695,-0.277,2.321,2.545,8.121,8.615,19.732,19.263,40.282,41.545,53.493,55.682,27.986,28.888,11.611,11.911,7.207,10.648,12.862,7.881,11.911,12.778,12.296,12.657,13.211,14.137,4.464,4.223,22.331,5.33,8.013,3.549,22.271,6.293,8.145,3.934,-0.224,-1.263,-0.493,1.805,1.985,4.739,5.24,-0.501,0.18,0.18,0.27,0.27,0.27,0.22,0.1,0.2,0.4,0.57,0.5,0.47,0.65,0.83,0.33,0.25,0.38,0.3,0.38,0.3,0.6,0.73,0.3,0.43,0.47,0.47,0.5,0.47,0.49,0.37,0.53,0.87,0.47,0.2,0.27,0.63,0.7,0.73,0.53,0.73,0.58,0.57,0.47,0.83,0.27,0.87,0.17,0.07,0.63,0.37,0.73,0.77,0.43,0.47,0.53,0.07,0.43,0.7,0.47,0.87,0.23,0.07,0.97,0.87,0.08,0.7,0.27,0.1,0.43,0.23
20112012,ANA,82.0,80.0,34.0,36.0,12.0,west,pacific,none,204.0,231.0,other,180.85,7.0,14.0,-7.0,0.333,8.86,11.95,0.426,0.959,0.072,0.887,0.113,0.928,57.0,70.0,0.449,95.0,110.0,0.463,3.051,2.994,139.0,169.0,0.451,181.0,196.0,0.48,97.0,124.0,38.0,34.0,8.0,40.0,47.0,12.0,24.0,40.0,0.17,0.237,42.0,27.0,42.0,45.0,0.232,0.23,0.232,0.138,29.0,107.0,27.0,92.0,91.0,112.0,24.0,12.0,16.0,7.0,28.0,22.0,25.0,6.0,3.0,7.0,-3.09,-30.0,-13.0,15.859000000000002,25.951999999999998,-10.092999999999998,2.322,4.645,-2.322,2.939,3.965,18.911,23.224,31.518,36.494,46.116,56.069,60.05,65.026,32.181,41.139,12.607,11.28,2.654,13.271,15.593,3.981,7.962,13.271,13.934,14.929,13.934,8.958,9.621,8.958,7.962,3.981,5.308,2.322,9.289,7.299,8.294,1.991,-1.025,-9.953,-4.313,0.995,2.322,5.261,8.61,-3.349,0.18,0.18,0.07,0.13,0.1,0.13,0.13,0.27,0.43,0.67,0.17,0.23,0.23,1.0,0.07,0.2,0.33,0.23,0.33,0.23,0.37,0.2,0.53,0.67,0.13,0.07,0.83,0.17,0.48,0.17,0.97,0.17,0.07,0.03,0.67,0.93,1.0,0.63,0.07,0.12,0.17,0.1,0.8,1.0,0.13,1.0,0.3,0.03,0.6,0.7,0.9,0.67,0.2,0.53,0.33,0.13,0.62,0.6,0.63,0.37,0.7,0.27,0.87,0.53,0.07,0.83,0.03,0.07,0.63,0.17
20112012,ARI,82.0,97.0,42.0,27.0,13.0,west,central,none,216.0,204.0,4on5,397.46666666666664,5.0,33.0,-28.0,0.132,3.6,44.91,0.074,1.004,0.094,0.91,0.09,0.906,11.0,153.0,0.067,28.0,266.0,0.095,2.633,2.613,72.0,528.0,0.12,92.0,698.0,0.116,53.0,368.0,17.0,13.0,8.0,113.0,157.0,99.0,13.0,191.0,0.18,0.362,20.0,170.0,19.0,160.0,0.207,0.229,0.217,0.244,15.0,41.0,47.0,144.0,244.0,222.0,72.0,44.0,23.0,21.0,43.0,10.0,43.0,4.0,1.0,8.0,-41.309999999999995,-456.0,-142.0,8.597999999999999,77.908,-69.31,0.755,4.982,-4.227,0.543,6.779,1.661,23.096,4.227,40.154,10.869,79.705,13.888,105.367,8.001,55.552,2.566,1.962,1.208,17.058,23.7,14.945,1.962,28.833,2.868,24.153,3.019,25.663,2.264,7.095,10.869,6.642,3.472,3.17,6.491,1.51,6.491,0.604,-6.236,-68.836,-21.436,0.151,1.208,1.298,11.761,-10.463,0.67,0.6,0.57,0.73,0.67,0.07,0.13,0.1,0.8,0.17,0.05,0.03,0.1,0.37,0.1,0.8,0.55,0.93,0.55,0.93,0.27,0.23,0.03,0.07,0.37,0.47,0.07,0.13,0.116,0.53,0.1,0.27,0.23,0.53,0.2,0.73,0.4,0.13,0.6,0.13,0.35,0.33,0.37,0.6,0.83,0.55,0.5,0.13,0.97,0.9,0.1,0.9,0.17,0.87,0.5,0.7,0.67,0.2,0.45,0.87,0.47,0.4,0.68,0.88,0.1,0.1,0.33,0.37,0.63,0.57
20112012,ARI,82.0,97.0,42.0,27.0,13.0,west,central,none,216.0,204.0,5on4,401.76666666666665,30.0,6.0,24.0,0.833,32.03,5.79,0.847,1.0,0.109,0.891,0.109,0.891,93.0,17.0,0.845,207.0,37.0,0.848,2.573,2.642,401.0,76.0,0.841,549.0,85.0,0.866,275.0,55.0,114.0,111.0,75.0,20.0,19.0,11.0,145.0,17.0,0.36,0.224,148.0,9.0,126.0,21.0,0.23,0.247,0.27,0.106,44.0,115.0,18.0,47.0,219.0,204.0,79.0,26.0,56.0,4.0,88.0,46.0,26.0,22.0,11.0,7.0,26.240000000000002,325.0,76.0,62.02799999999999,11.789000000000001,50.239000000000004,4.48,0.896,3.584,4.783,0.865,13.889,2.539,30.913,5.526,59.886,11.35,81.988,12.694,41.069,8.214,17.025,16.577,11.201,2.987,2.837,1.643,21.654,2.539,18.817,3.136,22.102,1.344,6.571,2.688,11.798,3.883,8.363,0.597,13.142,6.87,3.883,3.285,3.919,48.536,11.35,1.643,1.045,9.263,1.761,7.503,0.67,0.6,0.07,0.07,0.2,0.37,0.03,0.03,0.4,0.5,0.4,0.33,0.43,0.73,0.73,0.2,0.17,0.33,0.17,0.33,0.33,0.2,0.43,0.57,0.33,0.03,0.43,0.07,0.866,0.07,0.63,0.37,0.1,0.17,0.43,0.63,0.23,0.83,0.13,0.3,0.13,1.0,0.27,0.83,0.73,0.62,0.83,0.73,0.93,0.6,0.1,0.9,0.1,0.67,0.5,0.38,0.87,0.17,0.73,0.73,0.73,0.3,0.93,0.67,0.43,0.5,0.07,0.03,0.47,0.03
20112012,ARI,82.0,97.0,42.0,27.0,13.0,west,central,none,216.0,204.0,5on5,4051.25,166.0,146.0,20.0,0.532,162.49,166.37,0.494,1.013,0.083,0.93,0.07,0.917,542.0,571.0,0.487,1280.0,1380.0,0.481,2.469,2.471,2810.0,2927.0,0.49,3764.0,3789.0,0.498,1993.0,2085.0,738.0,789.0,579.0,809.0,803.0,628.0,896.0,939.0,0.32,0.321,954.0,862.0,817.0,842.0,0.217,0.222,0.253,0.228,237.0,525.0,228.0,506.0,1741.0,1780.0,1888.0,392.0,424.0,229.0,1838.0,418.0,448.0,250.0,117.0,149.0,-3.8799999999999955,-117.0,-29.0,328.49,312.373,16.117,2.459,2.162,0.296,2.407,2.464,8.027,8.457,18.957,20.438,41.617,43.35,55.746,56.116,29.517,30.879,10.93,11.685,8.575,11.981,11.893,9.301,13.27,13.907,12.1,12.47,14.129,12.766,3.51,3.377,27.962,5.806,6.28,3.392,27.221,6.191,6.635,3.703,-0.057,-1.733,-0.429,1.733,2.207,4.865,4.626,0.239,0.67,0.6,0.7,0.77,0.8,0.53,0.63,0.53,0.8,0.3,0.37,0.37,0.27,0.8,0.23,0.87,0.48,0.97,0.48,0.97,0.8,0.83,0.07,0.07,0.43,0.63,0.1,0.4,0.498,0.57,0.33,0.67,0.43,0.5,0.57,0.07,0.3,0.47,0.2,0.63,0.03,0.77,0.23,0.5,0.8,0.63,0.35,0.3,0.73,0.83,0.33,0.87,0.13,0.8,0.1,0.33,0.57,0.23,0.93,0.9,0.23,0.2,0.92,0.77,0.03,0.1,0.63,0.73,0.63,0.63
20112012,ARI,82.0,97.0,42.0,27.0,13.0,west,central,none,216.0,204.0,all,5011.950000000001,210.0,194.0,16.0,0.52,210.35,225.52,0.483,1.012,0.085,0.927,0.073,0.915,722.0,810.0,0.471,1647.0,1797.0,0.478,2.509,2.517,3499.0,3707.0,0.486,4666.0,4778.0,0.494,2475.0,2643.0,925.0,971.0,687.0,987.0,1015.0,761.0,1112.0,1191.0,0.32,0.321,1167.0,1071.0,1024.0,1064.0,0.219,0.223,0.25,0.224,321.0,755.0,323.0,791.0,2321.0,2307.0,2083.0,482.0,520.0,259.0,2019.0,492.0,533.0,281.0,135.0,166.0,-15.170000000000016,-208.0,-88.0,420.346,419.523,0.8230000000000044,2.514,2.322,0.192,2.518,2.7,8.643,9.697,19.717,21.513,41.888,44.378,55.858,57.199,29.629,31.64,11.074,11.624,8.224,11.816,12.151,9.11,13.312,14.258,12.259,12.738,13.971,12.821,3.843,3.867,24.936,5.77,6.225,3.101,24.17,5.89,6.381,3.364,-0.182,-2.49,-1.053,1.616,1.987,5.032,5.022,0.01,0.67,0.6,0.43,0.7,0.7,0.33,0.43,0.37,0.87,0.3,0.13,0.13,0.27,0.77,0.2,0.87,0.33,0.97,0.33,0.97,0.77,0.7,0.07,0.07,0.38,0.6,0.1,0.3,0.494,0.57,0.33,0.73,0.3,0.43,0.6,0.07,0.33,0.43,0.33,0.63,0.03,0.87,0.2,0.6,0.77,0.62,0.37,0.23,0.77,0.83,0.15,0.9,0.13,0.8,0.17,0.3,0.7,0.1,0.87,0.9,0.3,0.2,0.93,0.83,0.03,0.1,0.53,0.43,0.7,0.6
20112012,ARI,82.0,97.0,42.0,27.0,13.0,west,central,none,216.0,204.0,other,161.46666666666667,9.0,9.0,0.0,0.5,12.23,8.44,0.592,0.991,0.058,0.933,0.067,0.942,76.0,69.0,0.524,132.0,114.0,0.537,2.851,2.925,216.0,176.0,0.551,261.0,206.0,0.559,154.0,135.0,56.0,58.0,25.0,45.0,36.0,23.0,58.0,44.0,0.27,0.25,45.0,30.0,62.0,41.0,0.238,0.199,0.172,0.146,25.0,74.0,30.0,94.0,117.0,101.0,44.0,20.0,17.0,5.0,50.0,18.0,16.0,5.0,6.0,2.0,3.790000000000001,40.0,7.0,21.229999999999997,17.445,3.785,3.344,3.344,0.0,4.545,3.136,28.241,25.64,49.05,42.362,80.264,65.4,96.986,76.548,57.225,50.165,20.809,21.552,9.29,16.722,13.377,8.547,21.552,16.35,23.039,15.235,16.722,11.148,9.29,11.148,16.35,7.432,6.317,1.858,18.58,6.689,5.945,1.858,1.408,14.864,2.601,2.23,0.743,7.889,6.482,1.406,0.67,0.6,0.27,0.52,0.52,0.83,0.47,0.8,0.83,0.97,0.7,0.77,0.87,0.72,0.23,0.43,0.13,0.8,0.13,0.8,0.83,0.93,0.27,0.37,0.9,0.87,0.43,0.93,0.559,0.83,0.63,0.9,0.9,0.7,0.93,0.43,0.57,0.3,0.2,0.6,0.2,0.93,0.07,0.2,0.43,0.48,0.4,0.43,0.8,0.57,0.5,0.77,0.17,0.6,0.67,0.52,0.87,0.23,0.57,0.4,0.1,0.17,0.47,0.97,0.37,0.53,0.73,0.4,0.87,0.67
