season,game_id,away_team,away_score,home_score,home_team,period,time_elapsed,seconds_elapsed,strength,event_zone,team,event,type,description,p1_id,p2_id,p3_id,x_coords,y_coords,homeplayer1,homeplayer1_id,homeplayer2,homeplayer2_id,homeplayer3,homeplayer3_id,homeplayer4,homeplayer4_id,homeplayer5,homeplayer5_id,homeplayer6,homeplayer6_id,awayplayer1,awayplayer1_id,awayplayer2,awayplayer2_id,awayplayer3,awayplayer3_id,awayplayer4,awayplayer4_id,awayplayer5,awayplayer5_id,awayplayer6,awayplayer6_id,home_goalie_pulled,away_goalie_pulled,home_players,away_players,strength_mod,opp_strength_mod,goalie_pulled,opponent_goalie_pulled,g_dif,score_state,home_winning,opponent,opp_strength,opp_zone,date
20232024,2023021162,ANA,0.0,0.0,SEA,1,18:53,1133.0,5on5,OZ,SEA,shot-on-goal,wrist,,8478840.0,,,58.0,-21.0,ANDRE BURAKOVSKY,8477444,JAMIE OLEKSIAK,8476467,PHILIPP GRUBAUER,8475831,WILL BORGEN,8478840,YANNI GOURDE,8476826,BRANDON TANEV,8479293,WILLIAM LAGESSON,8478021,LUKAS DOSTAL,8480843,BRETT LEASON,8481517,GUSTAV LINDSTROM,8480184,TREVOR ZEGRAS,8481533,FRANK VATRANO,8478366,0,0,6,6,5on5,5on5,0,0,0,0,Tie,ANA,5on5,DZ,2024-03-28
20232024,2023021162,ANA,0.0,0.0,SEA,1,18:55,1135.0,5on5,,,stoppage,goalie-stopped-after-sog,,,,,,,ANDRE BURAKOVSKY,8477444.0,JAMIE OLEKSIAK,8476467.0,PHILIPP GRUBAUER,8475831.0,WILL BORGEN,8478840.0,YANNI GOURDE,8476826.0,BRANDON TANEV,8479293.0,WILLIAM LAGESSON,8478021.0,LUKAS DOSTAL,8480843.0,BRETT LEASON,8481517.0,GUSTAV LINDSTROM,8480184.0,TREVOR ZEGRAS,8481533.0,FRANK VATRANO,8478366.0,0,0,0,0,5on5,5on5,0,0,0,0,Tie,SEA,5on5,,2024-03-28
20232024,2023021162,ANA,0.0,0.0,SEA,1,18:55,1135.0,5on5,DZ,ANA,faceoff,,,8480806.0,8474586.0,,69.0,-22.0,ANDRE BURAKOVSKY,8477444,JAMIE OLEKSIAK,8476467,PHILIPP GRUBAUER,8475831,WILL BORGEN,8478840,YANNI GOURDE,8476826,BRANDON TANEV,8479293,WILLIAM LAGESSON,8478021,LUKAS DOSTAL,8480843,BRETT LEASON,8481517,GUSTAV LINDSTROM,8480184,TREVOR ZEGRAS,8481533,FRANK VATRANO,8478366,0,0,6,6,5on5,5on5,0,0,0,0,Tie,SEA,5on5,OZ,2024-03-28
20232024,2023021162,ANA,0.0,0.0,SEA,1,19:21,1161.0,5on5,DZ,SEA,takeaway,,,8475768.0,,,-48.0,41.0,JARED MCCANN,8477955,BRIAN DUMOULIN,8475208,ADAM LARSSON,8476457,PHILIPP GRUBAUER,8475831,JADEN SCHWARTZ,8475768,JORDAN EBERLE,8474586,URHO VAAKANAINEN,8480001,ISAC LUNDESTROM,8480806,LUKAS DOSTAL,8480843,BRETT LEASON,8481517,BEN MEYERS,8483570,CAM FOWLER,8475764,0,0,6,6,5on5,5on5,0,0,0,0,Tie,ANA,5on5,OZ,2024-03-28
20232024,2023021162,ANA,0.0,0.0,SEA,1,19:43,1183.0,5on5,NZ,SEA,hit,,,8481789.0,8480001.0,,-13.0,-40.0,LOGAN MORRISON,8483012,JUSTIN SCHULTZ,8474602,RYKER EVANS,8482858,PHILIPP GRUBAUER,8475831,TYE KARTYE,8481789,RYAN WINTERTON,8482751,URHO VAAKANAINEN,8480001,PAVEL MINTYUKOV,8483490,LUKAS DOSTAL,8480843,ROSS JOHNSTON,8477527,MASON MCTAVISH,8482745,JAKOB SILFVERBERG,8475164,0,0,6,6,5on5,5on5,0,0,0,0,Tie,ANA,5on5,NZ,2024-03-28
20232024,2023021162,ANA,0.0,0.0,SEA,1,20:00,1200.0,5on5,,,period-end,,,,,,,,LOGAN MORRISON,8483012.0,JUSTIN SCHULTZ,8474602.0,RYKER EVANS,8482858.0,PHILIPP GRUBAUER,8475831.0,TYE KARTYE,8481789.0,RYAN WINTERTON,8482751.0,URHO VAAKANAINEN,8480001.0,PAVEL MINTYUKOV,8483490.0,LUKAS DOSTAL,8480843.0,ROSS JOHNSTON,8477527.0,MASON MCTAVISH,8482745.0,JAKOB SILFVERBERG,8475164.0,0,0,0,0,5on5,5on5,0,0,0,0,Tie,SEA,5on5,,2024-03-28
20232024,2023021162,ANA,0.0,0.0,SEA,2,00:00,0.0,5on5,,,period-start,,,,,,,,ANDRE BURAKOVSKY,8477444.0,JAMIE OLEKSIAK,8476467.0,PHILIPP GRUBAUER,8475831.0,WILL BORGEN,8478840.0,YANNI GOURDE,8476826.0,BRANDON TANEV,8479293.0,URHO VAAKANAINEN,8480001.0,LUKAS DOSTAL,8480843.0,CAM FOWLER,8475764.0,ROSS JOHNSTON,8477527.0,MASON MCTAVISH,8482745.0,JAKOB SILFVERBERG,8475164.0,0,0,0,0,5on5,5on5,0,0,0,0,Tie,SEA,5on5,,2024-03-28
20232024,2023021162,ANA,0.0,0.0,SEA,2,00:00,0.0,5on5,NZ,SEA,faceoff,,,8476826.0,8482745.0,,0.0,0.0,ANDRE BURAKOVSKY,8477444,JAMIE OLEKSIAK,8476467,PHILIPP GRUBAUER,8475831,WILL BORGEN,8478840,YANNI GOURDE,8476826,BRANDON TANEV,8479293,URHO VAAKANAINEN,8480001,LUKAS DOSTAL,8480843,CAM FOWLER,8475764,ROSS JOHNSTON,8477527,MASON MCTAVISH,8482745,JAKOB SILFVERBERG,8475164,0,0,6,6,5on5,5on5,0,0,0,0,Tie,ANA,5on5,NZ,2024-03-28
20232024,2023021162,ANA,0.0,0.0,SEA,2,00:18,18.0,5on5,OZ,SEA,shot-on-goal,backhand,,8479293.0,,,-80.0,7.0,ANDRE BURAKOVSKY,8477444,JAMIE OLEKSIAK,8476467,PHILIPP GRUBAUER,8475831,WILL BORGEN,8478840,YANNI GOURDE,8476826,BRANDON TANEV,8479293,URHO VAAKANAINEN,8480001,LUKAS DOSTAL,8480843,CAM FOWLER,8475764,ROSS JOHNSTON,8477527,MASON MCTAVISH,8482745,JAKOB SILFVERBERG,8475164,0,0,6,6,5on5,5on5,0,0,0,0,Tie,ANA,5on5,DZ,2024-03-28
20232024,2023021162,ANA,0.0,0.0,SEA,2,00:31,31.0,5on5,OZ,SEA,shot-on-goal,slap,,8478840.0,,,-27.0,19.0,ANDRE BURAKOVSKY,8477444,JAMIE OLEKSIAK,8476467,PHILIPP GRUBAUER,8475831,WILL BORGEN,8478840,YANNI GOURDE,8476826,BRANDON TANEV,8479293,URHO VAAKANAINEN,8480001,LUKAS DOSTAL,8480843,CAM FOWLER,8475764,ROSS JOHNSTON,8477527,MASON MCTAVISH,8482745,JAKOB SILFVERBERG,8475164,0,0,6,6,5on5,5on5,0,0,0,0,Tie,ANA,5on5,DZ,2024-03-28
20232024,2023021162,ANA,0.0,0.0,SEA,2,00:33,33.0,5on5,,,stoppage,goalie-stopped-after-sog,,,,,,,ANDRE BURAKOVSKY,8477444.0,JAMIE OLEKSIAK,8476467.0,PHILIPP GRUBAUER,8475831.0,WILL BORGEN,8478840.0,YANNI GOURDE,8476826.0,BRANDON TANEV,8479293.0,URHO VAAKANAINEN,8480001.0,LUKAS DOSTAL,8480843.0,CAM FOWLER,8475764.0,ROSS JOHNSTON,8477527.0,MASON MCTAVISH,8482745.0,JAKOB SILFVERBERG,8475164.0,0,0,0,0,5on5,5on5,0,0,0,0,Tie,SEA,5on5,,2024-03-28
20232024,2023021162,ANA,0.0,0.0,SEA,2,00:33,33.0,5on5,DZ,ANA,faceoff,,,8484153.0,8482665.0,,-69.0,22.0,ANDRE BURAKOVSKY,8477444,JAMIE OLEKSIAK,8476467,PHILIPP GRUBAUER,8475831,WILL BORGEN,8478840,YANNI GOURDE,8476826,BRANDON TANEV,8479293,URHO VAAKANAINEN,8480001,LUKAS DOSTAL,8480843,CAM FOWLER,8475764,ROSS JOHNSTON,8477527,MASON MCTAVISH,8482745,JAKOB SILFVERBERG,8475164,0,0,6,6,5on5,5on5,0,0,0,0,Tie,SEA,5on5,OZ,2024-03-28
