season,game_id,date,team,GN,home_away,opponent,results,game_end,final_G,final_GA,situation,toi,gf,ga,xgf,xga,xg%,hdsc,hdsca,hdsc%,sc,sca,sc%,asd,asda,fwf,fwa,fenwick%,cf,ca,corsi%,shots,shots_ag,mdsc,adsc,ldsc,mdsca,adsca,ldsca,point_shot,point_shot_ag,pshot_perc,pshot_perc_ag,blocks,blocks_ag,miss,miss_ag,miss_perc,miss_perc_ag,block%,block%_ag,penalties,penalty_mins,penalties_ag,penalty_mins_ag,faceoff_w,faceoff_l,hits,takeaways,giveaways,dz_giveaways,hits_ag,takeaways_ag,giveaways_ag,dz_giveaways_ag,oz_takeaways,oz_takeaways_ag,g_dif,xg_dif,fwf_dif,hdsc_dif,offense,defense,differential
20232024,2023020071,2023-10-21,VGK,6,AWAY,CHI,W,REG,5.0,3.0,other,1.0333333333333334,0.0,0.0,0.075,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,1.0,0.0,0.075,0.0,0.075
20232024,2023020071,2023-10-21,CHI,6,HOME,VGK,L,REG,3.0,5.0,4on5,9.0,0.0,2.0,0.119,1.597,0.07,1.0,1.0,0.5,2.0,3.0,0.4,3.5,2.5,2.0,7.0,0.22,3.0,17.0,0.15,1.0,6.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,0.5,1.0,10.0,1.0,1.0,0.33,0.06,0.33,0.59,0.0,0.0,0.0,2.0,4.0,8.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,-2.0,-1.478,-5.0,0.0,0.119,3.597,-3.4779999999999998
20232024,2023020071,2023-10-21,CHI,6,HOME,VGK,L,REG,3.0,5.0,5on4,7.6,1.0,0.0,0.632,0.01,0.98,2.0,0.0,1.0,7.0,0.0,1.0,2.727272727272727,0.0,11.0,0.0,1.0,14.0,0.0,1.0,6.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.09090909090909091,0.0,3.0,0.0,5.0,0.0,0.36,0.0,0.21,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.622,11.0,2.0,1.6320000000000001,0.01,1.622
20232024,2023020071,2023-10-21,CHI,6,HOME,VGK,L,REG,3.0,5.0,5on5,42.36666666666667,2.0,3.0,0.947,1.755,0.35,2.0,6.0,0.25,8.0,13.0,0.38,2.1904761904761907,2.652173913043478,21.0,23.0,0.48,33.0,33.0,0.5,17.0,18.0,6.0,7.0,6.0,7.0,6.0,4.0,7.0,6.0,0.3333333333333333,0.2608695652173913,12.0,10.0,4.0,5.0,0.12,0.15,0.36,0.3,0.0,6.0,0.0,8.0,18.0,26.0,13.0,7.0,15.0,6.0,19.0,5.0,6.0,5.0,5.0,0.0,-1.0,-0.8079999999999999,-2.0,-4.0,2.947,4.755,-1.8079999999999998
20232024,2023020071,2023-10-21,CHI,6,HOME,VGK,L,REG,3.0,5.0,all,60.0,3.0,5.0,1.698,3.437,0.33,5.0,7.0,0.42,17.0,17.0,0.5,2.4411764705882355,2.6333333333333333,34.0,31.0,0.52,50.0,51.0,0.5,24.0,24.0,12.0,10.0,7.0,10.0,8.0,5.0,8.0,9.0,0.23529411764705882,0.3,16.0,20.0,10.0,7.0,0.2,0.14,0.32,0.39,0.0,10.0,0.0,10.0,25.0,34.0,16.0,10.0,18.0,9.0,21.0,5.0,7.0,6.0,7.0,0.0,-2.0,-1.7389999999999999,3.0,-2.0,4.698,8.437,-3.738999999999999
20232024,2023020071,2023-10-21,CHI,6,HOME,VGK,L,REG,3.0,5.0,other,1.0333333333333334,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075,-1.0,0.0,0.0,0.075,-0.075
20232024,2023020072,2023-10-21,PHI,5,AWAY,DAL,OTL,OT,4.0,5.0,4on5,3.85,3.0,0.0,0.423,0.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,3.25,0.0,5.0,0.0,1.0,7.0,3.0,0.7,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.14,0.0,0.29,1.0,0.0,0.0,0.0,7.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.423,5.0,2.0,3.423,0.0,3.423
20232024,2023020072,2023-10-21,PHI,5,AWAY,DAL,OTL,OT,4.0,5.0,5on4,2.0,0.0,0.0,0.037,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.5,0.0,4.0,0.0,1.0,6.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.17,0.0,0.33,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,4.0,0.0,0.037,0.0,0.037
20232024,2023020072,2023-10-21,PHI,5,AWAY,DAL,OTL,OT,4.0,5.0,5on5,56.36666666666667,1.0,4.0,2.072,1.797,0.54,5.0,5.0,0.5,11.0,16.0,0.41,2.159090909090909,2.5588235294117645,46.0,34.0,0.57,60.0,48.0,0.56,32.0,23.0,6.0,24.0,9.0,11.0,16.0,2.0,16.0,4.0,0.36363636363636365,0.11764705882352941,14.0,14.0,14.0,11.0,0.23,0.23,0.23,0.29,0.0,18.0,0.0,2.0,28.0,28.0,19.0,6.0,1.0,0.0,10.0,9.0,10.0,0.0,2.0,4.0,-3.0,0.27500000000000013,12.0,0.0,3.072,5.797,-2.7249999999999996
20232024,2023020072,2023-10-21,PHI,5,AWAY,DAL,OTL,OT,4.0,5.0,all,62.21666666666667,4.0,5.0,2.57,2.006,0.56,7.0,6.0,0.54,16.0,18.0,0.47,2.2641509433962264,2.611111111111111,56.0,36.0,0.61,74.0,53.0,0.58,40.0,25.0,9.0,28.0,9.0,12.0,16.0,2.0,16.0,4.0,0.3018867924528302,0.1111111111111111,18.0,17.0,16.0,11.0,0.22,0.21,0.24,0.32,0.0,23.0,0.0,9.0,32.0,37.0,19.0,8.0,1.0,0.0,10.0,9.0,13.0,1.0,2.0,4.0,-1.0,0.5640000000000001,20.0,1.0,6.57,7.006,-0.43599999999999994
20232024,2023020072,2023-10-21,PHI,5,AWAY,DAL,OTL,OT,4.0,5.0,other,0.0,0.0,1.0,0.037,0.209,0.15,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.5,1.0,2.0,0.33,1.0,2.0,0.33,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.172,-1.0,-1.0,0.037,1.209,-1.1720000000000002
20232024,2023020072,2023-10-21,DAL,4,HOME,PHI,W,OT,5.0,4.0,4on5,2.0,0.0,3.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.5,0.0,9.0,0.0,0.0,13.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.15,0.0,0.31,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.0,-0.037,-9.0,0.0,0.0,3.037,-3.037
20232024,2023020072,2023-10-21,DAL,4,HOME,PHI,W,OT,5.0,4.0,5on4,3.85,0.0,0.0,0.0,0.423,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.25,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.423,0.0,-2.0,0.0,0.423,-0.423
20232024,2023020072,2023-10-21,DAL,4,HOME,PHI,W,OT,5.0,4.0,5on5,56.36666666666667,4.0,1.0,1.797,2.072,0.46,5.0,5.0,0.5,16.0,11.0,0.59,2.5588235294117645,2.159090909090909,34.0,46.0,0.42,48.0,60.0,0.44,23.0,32.0,11.0,16.0,2.0,6.0,24.0,9.0,4.0,16.0,0.11764705882352941,0.36363636363636365,14.0,14.0,11.0,14.0,0.23,0.23,0.29,0.23,0.0,2.0,0.0,18.0,28.0,28.0,10.0,9.0,10.0,0.0,19.0,6.0,1.0,0.0,4.0,2.0,3.0,-0.27500000000000013,-12.0,0.0,5.797,3.072,2.7249999999999996
20232024,2023020072,2023-10-21,DAL,4,HOME,PHI,W,OT,5.0,4.0,all,62.21666666666667,5.0,4.0,2.006,2.57,0.44,6.0,7.0,0.46,18.0,16.0,0.53,2.611111111111111,2.2641509433962264,36.0,56.0,0.39,53.0,74.0,0.42,25.0,40.0,12.0,16.0,2.0,9.0,28.0,9.0,4.0,16.0,0.1111111111111111,0.3018867924528302,17.0,18.0,11.0,16.0,0.21,0.22,0.32,0.24,0.0,9.0,0.0,23.0,37.0,32.0,10.0,9.0,13.0,1.0,19.0,8.0,1.0,0.0,4.0,2.0,1.0,-0.5640000000000001,-20.0,-1.0,7.006,6.57,0.43599999999999994
20232024,2023020072,2023-10-21,DAL,4,HOME,PHI,W,OT,5.0,4.0,other,0.0,1.0,0.0,0.209,0.037,0.85,1.0,0.0,1.0,2.0,0.0,1.0,3.5,2.0,2.0,1.0,0.67,2.0,1.0,0.67,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.172,1.0,1.0,1.209,0.037,1.1720000000000002
20232024,2023020073,2023-10-21,CBJ,5,AWAY,MIN,W,OT,5.0,4.0,4on5,4.916666666666667,0.0,0.0,0.01,0.628,0.02,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.857142857142857,1.0,7.0,0.12,2.0,11.0,0.15,1.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.42857142857142855,1.0,4.0,0.0,2.0,0.0,0.18,0.5,0.36,0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.618,-6.0,-2.0,0.01,0.628,-0.618
20232024,2023020073,2023-10-21,CBJ,5,AWAY,MIN,W,OT,5.0,4.0,5on4,4.516666666666667,1.0,0.0,0.537,0.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,2.4166666666666665,0.0,12.0,0.0,1.0,12.0,0.0,1.0,11.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.537,12.0,1.0,1.537,0.0,1.537
20232024,2023020073,2023-10-21,CBJ,5,AWAY,MIN,W,OT,5.0,4.0,5on5,52.43333333333333,3.0,4.0,3.938,1.603,0.71,12.0,4.0,0.75,24.0,13.0,0.65,2.6875,2.3333333333333335,49.0,31.0,0.61,72.0,55.0,0.57,36.0,21.0,12.0,21.0,3.0,9.0,10.0,7.0,9.0,8.0,0.1875,0.26666666666666666,23.0,24.0,13.0,10.0,0.18,0.18,0.32,0.44,0.0,4.0,0.0,4.0,31.0,14.0,6.0,3.0,2.0,1.0,13.0,2.0,4.0,2.0,1.0,1.0,-1.0,2.335,18.0,8.0,6.938000000000001,5.603,1.3350000000000009
20232024,2023020073,2023-10-21,CBJ,5,AWAY,MIN,W,OT,5.0,4.0,all,63.11666666666667,5.0,4.0,4.904,2.287,0.68,13.0,6.0,0.68,35.0,18.0,0.66,2.6666666666666665,2.4358974358974357,68.0,40.0,0.63,93.0,68.0,0.58,54.0,28.0,22.0,27.0,4.0,12.0,14.0,7.0,13.0,11.0,0.19696969696969696,0.28205128205128205,25.0,28.0,14.0,12.0,0.15,0.18,0.27,0.41,0.0,6.0,0.0,6.0,40.0,21.0,8.0,5.0,2.0,1.0,14.0,2.0,5.0,2.0,1.0,1.0,1.0,2.617,28.0,7.0,9.904,6.287,3.617
20232024,2023020073,2023-10-21,CBJ,5,AWAY,MIN,W,OT,5.0,4.0,other,1.25,1.0,0.0,0.418,0.056,0.88,0.0,0.0,0.0,6.0,1.0,0.86,3.0,2.5,6.0,2.0,0.75,7.0,2.0,0.78,6.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,2.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.362,4.0,0.0,1.418,0.056,1.3619999999999999
20232024,2023020073,2023-10-21,MIN,5,HOME,CBJ,OTL,OT,4.0,5.0,4on5,4.516666666666667,0.0,1.0,0.0,0.537,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,2.4166666666666665,0.0,13.0,0.0,0.0,14.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,4.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.537,-13.0,-1.0,0.0,1.537,-1.537
20232024,2023020073,2023-10-21,MIN,5,HOME,CBJ,OTL,OT,4.0,5.0,5on4,4.916666666666667,0.0,0.0,0.628,0.01,0.98,2.0,0.0,1.0,4.0,0.0,1.0,2.857142857142857,0.0,7.0,0.0,1.0,11.0,0.0,1.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.42857142857142855,0.0,4.0,0.0,2.0,0.0,0.18,0.0,0.36,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.618,7.0,2.0,0.628,0.01,0.618
20232024,2023020073,2023-10-21,MIN,5,HOME,CBJ,OTL,OT,4.0,5.0,5on5,52.43333333333333,4.0,3.0,1.603,3.938,0.29,4.0,12.0,0.25,13.0,24.0,0.35,2.3333333333333335,2.6875,31.0,49.0,0.39,55.0,72.0,0.43,21.0,36.0,9.0,10.0,7.0,12.0,21.0,3.0,8.0,9.0,0.26666666666666666,0.1875,24.0,23.0,10.0,13.0,0.18,0.18,0.44,0.32,0.0,4.0,0.0,4.0,14.0,31.0,13.0,2.0,4.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,-2.335,-18.0,-8.0,5.603,6.938000000000001,-1.3350000000000009
20232024,2023020073,2023-10-21,MIN,5,HOME,CBJ,OTL,OT,4.0,5.0,all,63.11666666666667,4.0,5.0,2.287,4.904,0.32,6.0,13.0,0.32,18.0,35.0,0.34,2.4358974358974357,2.6666666666666665,40.0,68.0,0.37,68.0,93.0,0.42,28.0,54.0,12.0,14.0,7.0,22.0,27.0,4.0,11.0,13.0,0.28205128205128205,0.19696969696969696,28.0,25.0,12.0,14.0,0.18,0.15,0.41,0.27,0.0,6.0,0.0,6.0,21.0,40.0,14.0,2.0,5.0,2.0,8.0,5.0,2.0,1.0,1.0,1.0,-1.0,-2.617,-28.0,-7.0,6.287,9.904,-3.617
20232024,2023020073,2023-10-21,MIN,5,HOME,CBJ,OTL,OT,4.0,5.0,other,1.25,0.0,1.0,0.056,0.418,0.12,0.0,0.0,0.0,1.0,6.0,0.14,2.5,3.0,2.0,6.0,0.25,2.0,7.0,0.22,2.0,6.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.362,-4.0,0.0,0.056,1.418,-1.3619999999999999
20232024,2023020074,2023-10-21,SJS,5,AWAY,NSH,L,REG,1.0,5.0,4on5,8.816666666666666,0.0,2.0,0.009,1.112,0.01,0.0,3.0,0.0,0.0,8.0,0.0,0.0,2.909090909090909,1.0,11.0,0.08,1.0,16.0,0.06,1.0,10.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,2.0,0.0,0.18181818181818182,0.0,5.0,0.0,1.0,0.0,0.06,0.0,0.31,0.0,0.0,0.0,5.0,1.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,-2.0,-1.1030000000000002,-10.0,-3.0,0.009,3.112,-3.103
20232024,2023020074,2023-10-21,SJS,5,AWAY,NSH,L,REG,1.0,5.0,5on4,4.0,0.0,0.0,0.083,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.6666666666666665,0.0,6.0,0.0,1.0,12.0,1.0,0.92,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.083,6.0,2.0,0.083,0.0,0.083
20232024,2023020074,2023-10-21,SJS,5,AWAY,NSH,L,REG,1.0,5.0,5on5,47.18333333333333,1.0,3.0,1.812,2.16,0.46,4.0,6.0,0.4,8.0,14.0,0.36,2.0689655172413794,2.5161290322580645,30.0,33.0,0.48,44.0,43.0,0.51,25.0,24.0,4.0,11.0,10.0,8.0,13.0,4.0,13.0,6.0,0.4482758620689655,0.1935483870967742,14.0,10.0,5.0,9.0,0.11,0.21,0.32,0.23,0.0,15.0,0.0,4.0,24.0,17.0,11.0,6.0,8.0,6.0,15.0,6.0,14.0,5.0,3.0,3.0,-2.0,-0.3480000000000001,-3.0,-2.0,2.8120000000000003,5.16,-2.348
20232024,2023020074,2023-10-21,SJS,5,AWAY,NSH,L,REG,1.0,5.0,all,60.0,1.0,5.0,1.904,3.272,0.37,6.0,9.0,0.4,10.0,22.0,0.31,2.1714285714285713,2.619047619047619,37.0,44.0,0.46,57.0,60.0,0.49,32.0,34.0,4.0,15.0,10.0,13.0,15.0,5.0,14.0,8.0,0.4,0.19047619047619047,20.0,16.0,5.0,10.0,0.09,0.17,0.35,0.27,0.0,15.0,0.0,9.0,32.0,25.0,11.0,6.0,11.0,9.0,15.0,6.0,17.0,6.0,3.0,3.0,-4.0,-1.3679999999999999,-7.0,-3.0,2.904,8.272,-5.368
20232024,2023020074,2023-10-21,SJS,5,AWAY,NSH,L,REG,1.0,5.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20232024,2023020074,2023-10-21,NSH,6,HOME,SJS,W,REG,5.0,1.0,4on5,4.0,0.0,0.0,0.0,0.083,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.6666666666666665,0.0,7.0,0.0,1.0,13.0,0.07,0.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.16666666666666666,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.46,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,-0.083,-7.0,-2.0,0.0,0.083,-0.083
20232024,2023020074,2023-10-21,NSH,6,HOME,SJS,W,REG,5.0,1.0,5on4,8.816666666666666,2.0,0.0,1.112,0.009,0.99,3.0,0.0,1.0,8.0,0.0,1.0,2.909090909090909,0.0,11.0,0.0,1.0,16.0,0.0,1.0,10.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.18181818181818182,0.0,5.0,0.0,1.0,0.0,0.06,0.0,0.31,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.1030000000000002,11.0,3.0,3.112,0.009,3.103
20232024,2023020074,2023-10-21,NSH,6,HOME,SJS,W,REG,5.0,1.0,5on5,47.18333333333333,3.0,1.0,2.16,1.812,0.54,6.0,4.0,0.6,14.0,8.0,0.64,2.5161290322580645,2.0689655172413794,33.0,30.0,0.52,43.0,44.0,0.49,24.0,25.0,8.0,13.0,4.0,4.0,11.0,10.0,6.0,13.0,0.1935483870967742,0.4482758620689655,10.0,14.0,9.0,5.0,0.21,0.11,0.23,0.32,0.0,4.0,0.0,15.0,17.0,24.0,15.0,6.0,14.0,5.0,11.0,6.0,8.0,6.0,3.0,3.0,2.0,0.3480000000000001,3.0,2.0,5.16,2.8120000000000003,2.348
20232024,2023020074,2023-10-21,NSH,6,HOME,SJS,W,REG,5.0,1.0,all,60.0,5.0,1.0,3.272,1.904,0.63,9.0,6.0,0.6,22.0,10.0,0.69,2.619047619047619,2.1714285714285713,44.0,37.0,0.54,60.0,57.0,0.51,34.0,32.0,13.0,15.0,5.0,4.0,15.0,10.0,8.0,14.0,0.19047619047619047,0.4,16.0,20.0,10.0,5.0,0.17,0.09,0.27,0.35,0.0,9.0,0.0,15.0,25.0,32.0,15.0,6.0,17.0,6.0,11.0,6.0,11.0,9.0,3.0,3.0,4.0,1.3679999999999999,7.0,3.0,8.272,2.904,5.368
20232024,2023020074,2023-10-21,NSH,6,HOME,SJS,W,REG,5.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20232024,2023020075,2023-10-21,PIT,5,AWAY,STL,L,REG,2.0,4.0,4on5,4.0,0.0,0.0,0.0,0.695,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.8,0.0,5.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,2.0,0.0,0.33,0.0,0.17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.695,-5.0,-1.0,0.0,0.695,-0.695
20232024,2023020075,2023-10-21,PIT,5,AWAY,STL,L,REG,2.0,4.0,5on4,4.0,0.0,0.0,0.046,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,4.0,0.0,1.0,5.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.046,4.0,1.0,0.046,0.0,0.046
20232024,2023020075,2023-10-21,PIT,5,AWAY,STL,L,REG,2.0,4.0,5on5,50.03333333333333,2.0,4.0,3.155,1.871,0.63,8.0,9.0,0.47,19.0,16.0,0.54,2.3541666666666665,2.75,50.0,29.0,0.63,73.0,39.0,0.65,30.0,18.0,11.0,19.0,10.0,7.0,8.0,4.0,15.0,6.0,0.3125,0.21428571428571427,23.0,10.0,20.0,11.0,0.27,0.28,0.32,0.26,0.0,4.0,0.0,0.0,21.0,22.0,8.0,12.0,4.0,0.0,21.0,7.0,1.0,1.0,4.0,1.0,-2.0,1.2839999999999998,21.0,-1.0,5.154999999999999,5.871,-0.7160000000000011
20232024,2023020075,2023-10-21,PIT,5,AWAY,STL,L,REG,2.0,4.0,all,60.0,2.0,4.0,3.269,3.856,0.46,9.0,10.0,0.47,22.0,19.0,0.54,2.3703703703703702,2.757575757575758,56.0,36.0,0.61,81.0,47.0,0.63,33.0,21.0,13.0,21.0,11.0,9.0,10.0,4.0,16.0,7.0,0.2962962962962963,0.21212121212121213,25.0,11.0,23.0,15.0,0.28,0.32,0.31,0.23,0.0,4.0,0.0,4.0,26.0,24.0,9.0,12.0,4.0,0.0,21.0,9.0,1.0,1.0,4.0,1.0,-2.0,-0.5869999999999997,20.0,-1.0,5.269,7.856,-2.5869999999999997
20232024,2023020075,2023-10-21,PIT,5,AWAY,STL,L,REG,2.0,4.0,other,1.9666666666666666,0.0,0.0,0.068,1.29,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.0,2.0,0.5,3.0,2.0,0.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,2.0,2.0,0.67,1.0,0.33,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.222,0.0,0.0,0.068,1.29,-1.222
20232024,2023020075,2023-10-21,STL,4,HOME,PIT,W,REG,4.0,2.0,4on5,4.0,0.0,0.0,0.0,0.046,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.046,-4.0,-1.0,0.0,0.046,-0.046
20232024,2023020075,2023-10-21,STL,4,HOME,PIT,W,REG,4.0,2.0,5on4,4.0,0.0,0.0,0.695,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,2.8,0.0,5.0,0.0,1.0,6.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,2.0,0.0,0.33,0.0,0.17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.695,5.0,1.0,0.695,0.0,0.695
