season,game_id,away_team,away_score,home_score,home_team,period,time_elapsed,seconds_elapsed,strength,event_zone,team,event,type,description,p1_id,p2_id,p3_id,x_coords,y_coords,homeplayer1,homeplayer1_id,homeplayer2,homeplayer2_id,homeplayer3,homeplayer3_id,homeplayer4,homeplayer4_id,homeplayer5,homeplayer5_id,homeplayer6,homeplayer6_id,awayplayer1,awayplayer1_id,awayplayer2,awayplayer2_id,awayplayer3,awayplayer3_id,awayplayer4,awayplayer4_id,awayplayer5,awayplayer5_id,awayplayer6,awayplayer6_id,home_goalie_pulled,away_goalie_pulled,home_players,away_players,strength_mod,opp_strength_mod,goalie_pulled,opponent_goalie_pulled,g_dif,score_state,home_winning,opponent,opp_strength,opp_zone,date
20232024,2023020214,CAR,0.0,0.0,TBL,1,02:30,150.0,5on5,NZ,CAR,hit,,,8480835.0,8476822.0,,-6.0,39.0,DARREN RADDYSH,8478178,ALEX BARRÉ-BOULET,8479718,JONAS JOHANSSON,8477992,MIKHAIL SERGACHEV,8479410,BRANDON HAGEL,8479542,BRAYDEN POINT,8478010,JACK DRURY,8480835,PYOTR KOCHETKOV,8481611,JESPER FAST,8475855,BRENT BURNS,8470613,STEFAN NOESEN,8476474,JACCOB SLAVIN,8476958,0,0,6,6,5on5,5on5,0,0,0,0,Tie,TBL,5on5,NZ,2023-11-11
20232024,2023020214,CAR,0.0,0.0,TBL,1,02:36,156.0,5on5,OZ,CAR,shot-on-goal,backhand,,8475855.0,,,-74.0,-13.0,DARREN RADDYSH,8478178,WALTTERI MERELA,8484325,JONAS JOHANSSON,8477992,MIKHAIL SERGACHEV,8479410,LUKE GLENDENING,8476822,AUSTIN WATSON,8475766,DMITRY ORLOV,8475200,JACK DRURY,8480835,PYOTR KOCHETKOV,8481611,JESPER FAST,8475855,STEFAN NOESEN,8476474,TONY DEANGELO,8477950,0,0,6,6,5on5,5on5,0,0,0,0,Tie,TBL,5on5,DZ,2023-11-11
20232024,2023020214,CAR,0.0,0.0,TBL,1,02:37,157.0,5on5,OZ,CAR,shot-on-goal,wrist,,8480835.0,,,-72.0,-5.0,DARREN RADDYSH,8478178,WALTTERI MERELA,8484325,JONAS JOHANSSON,8477992,MIKHAIL SERGACHEV,8479410,LUKE GLENDENING,8476822,AUSTIN WATSON,8475766,DMITRY ORLOV,8475200,JACK DRURY,8480835,PYOTR KOCHETKOV,8481611,JESPER FAST,8475855,STEFAN NOESEN,8476474,TONY DEANGELO,8477950,0,0,6,6,5on5,5on5,0,0,0,0,Tie,TBL,5on5,DZ,2023-11-11
20232024,2023020214,CAR,0.0,0.0,TBL,1,02:48,168.0,5on5,OZ,TBL,shot-on-goal,wrist,,8475766.0,,,84.0,-21.0,WALTTERI MERELA,8484325,JONAS JOHANSSON,8477992,CALVIN DE HAAN,8475177,LUKE GLENDENING,8476822,AUSTIN WATSON,8475766,NICK PERBIX,8480246,DMITRY ORLOV,8475200,JACK DRURY,8480835,PYOTR KOCHETKOV,8481611,JESPER FAST,8475855,STEFAN NOESEN,8476474,TONY DEANGELO,8477950,0,0,6,6,5on5,5on5,0,0,0,0,Tie,CAR,5on5,DZ,2023-11-11
20232024,2023020214,CAR,0.0,0.0,TBL,1,02:51,171.0,5on5,OZ,TBL,penalty,MIN,2 minutes - roughing,8476822.0,8475200.0,,80.0,0.0,WALTTERI MERELA,8484325,JONAS JOHANSSON,8477992,CALVIN DE HAAN,8475177,LUKE GLENDENING,8476822,AUSTIN WATSON,8475766,NICK PERBIX,8480246,DMITRY ORLOV,8475200,JACK DRURY,8480835,PYOTR KOCHETKOV,8481611,JESPER FAST,8475855,STEFAN NOESEN,8476474,TONY DEANGELO,8477950,0,0,6,6,5on5,5on5,0,0,0,0,Tie,CAR,5on5,DZ,2023-11-11
20232024,2023020214,CAR,0.0,0.0,TBL,1,02:51,171.0,5on4,OZ,CAR,faceoff,,,8478427.0,8478519.0,,-69.0,-22.0,WALTTERI MERELA,8484325,JONAS JOHANSSON,8477992,CALVIN DE HAAN,8475177,LUKE GLENDENING,8476822,AUSTIN WATSON,8475766,NICK PERBIX,8480246,DMITRY ORLOV,8475200,JACK DRURY,8480835,PYOTR KOCHETKOV,8481611,JESPER FAST,8475855,STEFAN NOESEN,8476474,TONY DEANGELO,8477950,0,0,6,6,Powerplay,Penalty Kill,0,0,0,0,Tie,TBL,4on5,DZ,2023-11-11
20232024,2023020214,CAR,0.0,0.0,TBL,1,02:57,177.0,5on4,OZ,CAR,hit,,,8482093.0,8475167.0,,-88.0,-31.0,JONAS JOHANSSON,8477992,ERIK CERNAK,8478416,BRANDON HAGEL,8479542,ANTHONY CIRELLI,8478519,VICTOR HEDMAN,8475167,,,MARTIN NECAS,8480039,PYOTR KOCHETKOV,8481611,SETH JARVIS,8482093,TEUVO TERAVAINEN,8476882,SEBASTIAN AHO,8478427,TONY DEANGELO,8477950,0,0,5,6,Powerplay,Penalty Kill,0,0,0,0,Tie,TBL,4on5,DZ,2023-11-11
20232024,2023020214,CAR,0.0,0.0,TBL,1,03:10,190.0,5on4,OZ,CAR,goal,slap,,8476882.0,8478427.0,8480039.0,-58.0,13.0,JONAS JOHANSSON,8477992,ERIK CERNAK,8478416,BRANDON HAGEL,8479542,ANTHONY CIRELLI,8478519,VICTOR HEDMAN,8475167,,,MARTIN NECAS,8480039,PYOTR KOCHETKOV,8481611,SETH JARVIS,8482093,TEUVO TERAVAINEN,8476882,SEBASTIAN AHO,8478427,TONY DEANGELO,8477950,0,0,5,6,Powerplay,Penalty Kill,0,0,0,0,Tie,TBL,4on5,DZ,2023-11-11
20232024,2023020214,CAR,1.0,0.0,TBL,1,03:10,190.0,5on5,NZ,CAR,faceoff,,,8473533.0,8477426.0,,0.0,0.0,JONAS JOHANSSON,8477992,ERIK CERNAK,8478416,BRANDON HAGEL,8479542,ANTHONY CIRELLI,8478519,VICTOR HEDMAN,8475167,,,MARTIN NECAS,8480039,PYOTR KOCHETKOV,8481611,SETH JARVIS,8482093,TEUVO TERAVAINEN,8476882,SEBASTIAN AHO,8478427,TONY DEANGELO,8477950,0,0,5,6,5on5,5on5,0,0,1,1,0,TBL,5on5,NZ,2023-11-11
20232024,2023020214,CAR,1.0,0.0,TBL,1,03:13,193.0,5on5,NZ,CAR,shot-on-goal,backhand,,8476869.0,,,-1.0,10.0,DARREN RADDYSH,8478178,STEVEN STAMKOS,8474564,JONAS JOHANSSON,8477992,TYLER MOTTE,8477353,NICHOLAS PAUL,8477426,MIKHAIL SERGACHEV,8479410,BRADY SKJEI,8476869,PYOTR KOCHETKOV,8481611,JESPER FAST,8475855,BRETT PESCE,8477488,JORDAN MARTINOOK,8476921,JORDAN STAAL,8473533,0,0,6,6,5on5,5on5,0,0,1,1,0,TBL,5on5,NZ,2023-11-11
20232024,2023020214,CAR,1.0,0.0,TBL,1,03:20,200.0,5on5,OZ,CAR,hit,,,8473533.0,8478178.0,,-63.0,-40.0,DARREN RADDYSH,8478178,STEVEN STAMKOS,8474564,JONAS JOHANSSON,8477992,TYLER MOTTE,8477353,NICHOLAS PAUL,8477426,MIKHAIL SERGACHEV,8479410,BRADY SKJEI,8476869,PYOTR KOCHETKOV,8481611,JESPER FAST,8475855,BRETT PESCE,8477488,JORDAN MARTINOOK,8476921,JORDAN STAAL,8473533,0,0,6,6,5on5,5on5,0,0,1,1,0,TBL,5on5,DZ,2023-11-11
20232024,2023020214,CAR,1.0,0.0,TBL,1,03:27,207.0,5on5,,,stoppage,puck-in-benches,,,,,,,DARREN RADDYSH,8478178.0,STEVEN STAMKOS,8474564.0,JONAS JOHANSSON,8477992.0,TYLER MOTTE,8477353.0,NICHOLAS PAUL,8477426.0,MIKHAIL SERGACHEV,8479410.0,BRADY SKJEI,8476869.0,PYOTR KOCHETKOV,8481611.0,JESPER FAST,8475855.0,BRETT PESCE,8477488.0,JORDAN MARTINOOK,8476921.0,JORDAN STAAL,8473533.0,0,0,0,0,5on5,5on5,0,0,1,1,0,TBL,5on5,,2023-11-11
