label,value,team,situation,n_games
Shooting %,0.06,SJS,5on4,last 5 games
Save %,0.39,SJS,5on4,last 5 games
sv%,0.857,SJS,5on4,last 5 games
Blocked shot attempt %,0.97,SJS,5on4,last 5 games
Blocked shot attempt % against,0.53,SJS,5on4,last 5 games
Expected Goals For,0.42,SJS,5on4,last 5 games
XG Differential,0.19,SJS,5on4,last 5 games
Shot (FW) Volume,0.22,SJS,5on4,last 5 games
Shot (FW) Differential,0.09,SJS,5on4,last 5 games
Penalty Differential,0.5,SJS,5on4,last 5 games
offense_p60_perc,0.09,SJS,5on4,last 5 games
defense_p60_perc,0.09,SJS,5on4,last 5 games
cum_dif_p60_perc,0.08,SJS,5on4,last 5 games
offense,1.75,SJS,5on4,last 5 games
defense,2.16,SJS,5on4,last 5 games
cum_dif,-0.41000000000000014,SJS,5on4,last 5 games
Points,0.28,STL,all,all
Goals For,0.33,STL,all,all
Goal Differential,0.28,STL,all,all
Shooting %,0.75,STL,all,all
Save %,0.19,STL,all,all
sv%,0.889,STL,all,all
Blocked shot attempt %,1.0,STL,all,all
Blocked shot attempt % against,0.22,STL,all,all
Expected Goals For,0.19,STL,all,all
XG Differential,0.16,STL,all,all
Shot (FW) Volume,0.14,STL,all,all
Shot (FW) Differential,0.19,STL,all,all
Penalty Differential,0.83,STL,all,all
offense_p60_perc,0.22,STL,all,all
defense_p60_perc,0.19,STL,all,all
cum_dif_p60_perc,0.19,STL,all,all
offense,340.44,STL,all,all
defense,417.83000000000004,STL,all,all
cum_dif,-77.39000000000004,STL,all,all
Points,0.11,STL,all,last 20 games
Goals For,0.31,STL,all,last 20 games
Goal Differential,0.16,STL,all,last 20 games
Shooting %,0.5,STL,all,last 20 games
Save %,0.19,STL,all,last 20 games
sv%,0.891,STL,all,last 20 games
Blocked shot attempt %,0.97,STL,all,last 20 games
Blocked shot attempt % against,0.22,STL,all,last 20 games
Expected Goals For,0.03,STL,all,last 20 games
XG Differential,0.11,STL,all,last 20 games
Shot (FW) Volume,0.09,STL,all,last 20 games
Shot (FW) Differential,0.16,STL,all,last 20 games
Penalty Differential,0.97,STL,all,last 20 games
offense_p60_perc,0.06,STL,all,last 20 games
defense_p60_perc,0.19,STL,all,last 20 games
cum_dif_p60_perc,0.06,STL,all,last 20 games
offense,105.3,STL,all,last 20 games
defense,141.94,STL,all,last 20 games
cum_dif,-36.64,STL,all,last 20 games
Points,0.17,STL,all,last 10 games
Goals For,0.33,STL,all,last 10 games
Goal Differential,0.16,STL,all,last 10 games
Shooting %,0.42,STL,all,last 10 games
Save %,0.41,STL,all,last 10 games
sv%,0.895,STL,all,last 10 games
Blocked shot attempt %,0.77,STL,all,last 10 games
Blocked shot attempt % against,0.28,STL,all,last 10 games
Expected Goals For,0.12,STL,all,last 10 games
XG Differential,0.06,STL,all,last 10 games
Shot (FW) Volume,0.22,STL,all,last 10 games
Shot (FW) Differential,0.12,STL,all,last 10 games
Penalty Differential,0.69,STL,all,last 10 games
offense_p60_perc,0.22,STL,all,last 10 games
defense_p60_perc,0.12,STL,all,last 10 games
cum_dif_p60_perc,0.09,STL,all,last 10 games
offense,54.86,STL,all,last 10 games
defense,77.37,STL,all,last 10 games
cum_dif,-22.510000000000005,STL,all,last 10 games
Points,0.06,STL,all,last 5 games
Goals For,0.03,STL,all,last 5 games
Goal Differential,0.03,STL,all,last 5 games
Shooting %,0.06,STL,all,last 5 games
Save %,0.41,STL,all,last 5 games
sv%,0.891,STL,all,last 5 games
Blocked shot attempt %,0.75,STL,all,last 5 games
Blocked shot attempt % against,0.09,STL,all,last 5 games
Expected Goals For,0.03,STL,all,last 5 games
XG Differential,0.06,STL,all,last 5 games
Shot (FW) Volume,0.12,STL,all,last 5 games
Shot (FW) Differential,0.09,STL,all,last 5 games
Penalty Differential,0.7,STL,all,last 5 games
offense_p60_perc,0.03,STL,all,last 5 games
defense_p60_perc,0.14,STL,all,last 5 games
cum_dif_p60_perc,0.03,STL,all,last 5 games
offense,17.560000000000002,STL,all,last 5 games
defense,41.19,STL,all,last 5 games
cum_dif,-23.629999999999995,STL,all,last 5 games
Points,0.28,STL,5on5,all
Goals For,0.36,STL,5on5,all
Goal Differential,0.14,STL,5on5,all
Shooting %,0.67,STL,5on5,all
Save %,0.14,STL,5on5,all
sv%,0.896,STL,5on5,all
Blocked shot attempt %,1.0,STL,5on5,all
Blocked shot attempt % against,0.25,STL,5on5,all
Expected Goals For,0.14,STL,5on5,all
XG Differential,0.16,STL,5on5,all
Shot (FW) Volume,0.19,STL,5on5,all
Shot (FW) Differential,0.16,STL,5on5,all
Penalty Differential,0.81,STL,5on5,all
offense_p60_perc,0.27,STL,5on5,all
defense_p60_perc,0.08,STL,5on5,all
cum_dif_p60_perc,0.14,STL,5on5,all
offense,254.74,STL,5on5,all
defense,324.8,STL,5on5,all
cum_dif,-70.06,STL,5on5,all
Points,0.11,STL,5on5,last 20 games
Goals For,0.34,STL,5on5,last 20 games
Goal Differential,0.11,STL,5on5,last 20 games
Shooting %,0.56,STL,5on5,last 20 games
Save %,0.19,STL,5on5,last 20 games
sv%,0.893,STL,5on5,last 20 games
Blocked shot attempt %,0.69,STL,5on5,last 20 games
Blocked shot attempt % against,0.22,STL,5on5,last 20 games
Expected Goals For,0.03,STL,5on5,last 20 games
XG Differential,0.06,STL,5on5,last 20 games
Shot (FW) Volume,0.16,STL,5on5,last 20 games
Shot (FW) Differential,0.16,STL,5on5,last 20 games
Penalty Differential,0.88,STL,5on5,last 20 games
offense_p60_perc,0.09,STL,5on5,last 20 games
defense_p60_perc,0.11,STL,5on5,last 20 games
cum_dif_p60_perc,0.06,STL,5on5,last 20 games
offense,79.28,STL,5on5,last 20 games
defense,111.82,STL,5on5,last 20 games
cum_dif,-32.53999999999999,STL,5on5,last 20 games
Points,0.17,STL,5on5,last 10 games
Goals For,0.34,STL,5on5,last 10 games
Goal Differential,0.22,STL,5on5,last 10 games
Shooting %,0.5,STL,5on5,last 10 games
Save %,0.34,STL,5on5,last 10 games
sv%,0.898,STL,5on5,last 10 games
Blocked shot attempt %,0.56,STL,5on5,last 10 games
Blocked shot attempt % against,0.25,STL,5on5,last 10 games
Expected Goals For,0.06,STL,5on5,last 10 games
XG Differential,0.03,STL,5on5,last 10 games
Shot (FW) Volume,0.23,STL,5on5,last 10 games
Shot (FW) Differential,0.06,STL,5on5,last 10 games
Penalty Differential,0.83,STL,5on5,last 10 games
offense_p60_perc,0.17,STL,5on5,last 10 games
defense_p60_perc,0.12,STL,5on5,last 10 games
cum_dif_p60_perc,0.09,STL,5on5,last 10 games
offense,40.34,STL,5on5,last 10 games
defense,60.25,STL,5on5,last 10 games
cum_dif,-19.909999999999997,STL,5on5,last 10 games
Points,0.06,STL,5on5,last 5 games
Goals For,0.06,STL,5on5,last 5 games
Goal Differential,0.08,STL,5on5,last 5 games
Shooting %,0.09,STL,5on5,last 5 games
Save %,0.53,STL,5on5,last 5 games
sv%,0.901,STL,5on5,last 5 games
Blocked shot attempt %,0.45,STL,5on5,last 5 games
Blocked shot attempt % against,0.09,STL,5on5,last 5 games
Expected Goals For,0.03,STL,5on5,last 5 games
XG Differential,0.03,STL,5on5,last 5 games
Shot (FW) Volume,0.06,STL,5on5,last 5 games
Shot (FW) Differential,0.06,STL,5on5,last 5 games
Penalty Differential,0.81,STL,5on5,last 5 games
offense_p60_perc,0.03,STL,5on5,last 5 games
defense_p60_perc,0.09,STL,5on5,last 5 games
cum_dif_p60_perc,0.03,STL,5on5,last 5 games
offense,13.85,STL,5on5,last 5 games
defense,30.91,STL,5on5,last 5 games
cum_dif,-17.060000000000002,STL,5on5,last 5 games
Points,0.28,STL,4on5,all
Goals For,0.72,STL,4on5,all
Goal Differential,0.31,STL,4on5,all
Shooting %,0.69,STL,4on5,all
Save %,0.44,STL,4on5,all
sv%,0.857,STL,4on5,all
Blocked shot attempt %,0.98,STL,4on5,all
Blocked shot attempt % against,0.12,STL,4on5,all
Expected Goals For,0.84,STL,4on5,all
XG Differential,0.34,STL,4on5,all
Shot (FW) Volume,0.62,STL,4on5,all
Shot (FW) Differential,0.16,STL,4on5,all
Penalty Differential,0.47,STL,4on5,all
offense_p60_perc,0.77,STL,4on5,all
defense_p60_perc,0.28,STL,4on5,all
cum_dif_p60_perc,0.31,STL,4on5,all
offense,11.190000000000001,STL,4on5,all
defense,64.43,STL,4on5,all
cum_dif,-53.24000000000001,STL,4on5,all
Points,0.11,STL,4on5,last 20 games
Goals For,0.52,STL,4on5,last 20 games
Goal Differential,0.72,STL,4on5,last 20 games
Shooting %,0.41,STL,4on5,last 20 games
Save %,0.81,STL,4on5,last 20 games
sv%,0.904,STL,4on5,last 20 games
Blocked shot attempt %,0.78,STL,4on5,last 20 games
Blocked shot attempt % against,0.3,STL,4on5,last 20 games
Expected Goals For,0.62,STL,4on5,last 20 games
XG Differential,0.38,STL,4on5,last 20 games
Shot (FW) Volume,0.41,STL,4on5,last 20 games
Shot (FW) Differential,0.28,STL,4on5,last 20 games
Penalty Differential,0.66,STL,4on5,last 20 games
offense_p60_perc,0.5,STL,4on5,last 20 games
defense_p60_perc,0.58,STL,4on5,last 20 games
cum_dif_p60_perc,0.55,STL,4on5,last 20 games
offense,2.6799999999999997,STL,4on5,last 20 games
defense,18.82,STL,4on5,last 20 games
cum_dif,-16.14,STL,4on5,last 20 games
Points,0.17,STL,4on5,last 10 games
Goals For,0.53,STL,4on5,last 10 games
Goal Differential,0.62,STL,4on5,last 10 games
Shooting %,0.53,STL,4on5,last 10 games
Save %,0.75,STL,4on5,last 10 games
sv%,0.898,STL,4on5,last 10 games
Blocked shot attempt %,0.72,STL,4on5,last 10 games
Blocked shot attempt % against,0.31,STL,4on5,last 10 games
Expected Goals For,0.7,STL,4on5,last 10 games
XG Differential,0.31,STL,4on5,last 10 games
Shot (FW) Volume,0.47,STL,4on5,last 10 games
Shot (FW) Differential,0.31,STL,4on5,last 10 games
Penalty Differential,0.12,STL,4on5,last 10 games
offense_p60_perc,0.7,STL,4on5,last 10 games
defense_p60_perc,0.52,STL,4on5,last 10 games
cum_dif_p60_perc,0.52,STL,4on5,last 10 games
offense,2.49,STL,4on5,last 10 games
defense,12.02,STL,4on5,last 10 games
cum_dif,-9.53,STL,4on5,last 10 games
Points,0.06,STL,4on5,last 5 games
Goals For,0.77,STL,4on5,last 5 games
Goal Differential,0.52,STL,4on5,last 5 games
Shooting %,0.68,STL,4on5,last 5 games
Save %,0.53,STL,4on5,last 5 games
sv%,0.893,STL,4on5,last 5 games
Blocked shot attempt %,0.48,STL,4on5,last 5 games
Blocked shot attempt % against,0.34,STL,4on5,last 5 games
Expected Goals For,0.75,STL,4on5,last 5 games
XG Differential,0.5,STL,4on5,last 5 games
Shot (FW) Volume,0.69,STL,4on5,last 5 games
Shot (FW) Differential,0.44,STL,4on5,last 5 games
Penalty Differential,0.12,STL,4on5,last 5 games
offense_p60_perc,0.78,STL,4on5,last 5 games
defense_p60_perc,0.44,STL,4on5,last 5 games
cum_dif_p60_perc,0.53,STL,4on5,last 5 games
offense,1.88,STL,4on5,last 5 games
defense,6.1,STL,4on5,last 5 games
cum_dif,-4.22,STL,4on5,last 5 games
Points,0.28,STL,5on4,all
Goals For,0.47,STL,5on4,all
Goal Differential,0.38,STL,5on4,all
Shooting %,0.78,STL,5on4,all
Save %,0.19,STL,5on4,all
sv%,0.852,STL,5on4,all
Blocked shot attempt %,0.72,STL,5on4,all
Blocked shot attempt % against,0.19,STL,5on4,all
Expected Goals For,0.22,STL,5on4,all
XG Differential,0.16,STL,5on4,all
Shot (FW) Volume,0.16,STL,5on4,all
Shot (FW) Differential,0.16,STL,5on4,all
Penalty Differential,0.53,STL,5on4,all
offense_p60_perc,0.31,STL,5on4,all
defense_p60_perc,0.19,STL,5on4,all
cum_dif_p60_perc,0.22,STL,5on4,all
offense,64.06,STL,5on4,all
defense,15.1,STL,5on4,all
cum_dif,48.96,STL,5on4,all
Points,0.11,STL,5on4,last 20 games
Goals For,0.25,STL,5on4,last 20 games
Goal Differential,0.19,STL,5on4,last 20 games
Shooting %,0.28,STL,5on4,last 20 games
Save %,0.3,STL,5on4,last 20 games
sv%,0.857,STL,5on4,last 20 games
Blocked shot attempt %,1.0,STL,5on4,last 20 games
Blocked shot attempt % against,0.38,STL,5on4,last 20 games
Expected Goals For,0.5,STL,5on4,last 20 games
XG Differential,0.2,STL,5on4,last 20 games
Shot (FW) Volume,0.28,STL,5on4,last 20 games
Shot (FW) Differential,0.16,STL,5on4,last 20 games
Penalty Differential,0.38,STL,5on4,last 20 games
offense_p60_perc,0.34,STL,5on4,last 20 games
defense_p60_perc,0.22,STL,5on4,last 20 games
cum_dif_p60_perc,0.16,STL,5on4,last 20 games
offense,20.22,STL,5on4,last 20 games
defense,6.59,STL,5on4,last 20 games
cum_dif,13.629999999999999,STL,5on4,last 20 games
Points,0.17,STL,5on4,last 10 games
Goals For,0.22,STL,5on4,last 10 games
Goal Differential,0.28,STL,5on4,last 10 games
Shooting %,0.25,STL,5on4,last 10 games
Save %,0.45,STL,5on4,last 10 games
sv%,0.889,STL,5on4,last 10 games
Blocked shot attempt %,0.88,STL,5on4,last 10 games
Blocked shot attempt % against,0.31,STL,5on4,last 10 games
Expected Goals For,0.47,STL,5on4,last 10 games
XG Differential,0.44,STL,5on4,last 10 games
Shot (FW) Volume,0.28,STL,5on4,last 10 games
Shot (FW) Differential,0.34,STL,5on4,last 10 games
Penalty Differential,0.34,STL,5on4,last 10 games
offense_p60_perc,0.28,STL,5on4,last 10 games
defense_p60_perc,0.48,STL,5on4,last 10 games
cum_dif_p60_perc,0.34,STL,5on4,last 10 games
offense,10.07,STL,5on4,last 10 games
defense,2.2800000000000002,STL,5on4,last 10 games
cum_dif,7.79,STL,5on4,last 10 games
Points,0.06,STL,5on4,last 5 games
Goals For,0.06,STL,5on4,last 5 games
Goal Differential,0.09,STL,5on4,last 5 games
Shooting %,0.06,STL,5on4,last 5 games
Save %,0.3,STL,5on4,last 5 games
sv%,0.833,STL,5on4,last 5 games
Blocked shot attempt %,0.78,STL,5on4,last 5 games
Blocked shot attempt % against,0.53,STL,5on4,last 5 games
Expected Goals For,0.06,STL,5on4,last 5 games
XG Differential,0.06,STL,5on4,last 5 games
Shot (FW) Volume,0.09,STL,5on4,last 5 games
Shot (FW) Differential,0.16,STL,5on4,last 5 games
Penalty Differential,0.47,STL,5on4,last 5 games
offense_p60_perc,0.06,STL,5on4,last 5 games
defense_p60_perc,0.44,STL,5on4,last 5 games
cum_dif_p60_perc,0.08,STL,5on4,last 5 games
offense,1.07,STL,5on4,last 5 games
defense,1.81,STL,5on4,last 5 games
cum_dif,-0.74,STL,5on4,last 5 games
Points,0.88,TBL,all,all
Goals For,0.91,TBL,all,all
Goal Differential,0.86,TBL,all,all
Shooting %,0.88,TBL,all,all
Save %,0.69,TBL,all,all
sv%,0.907,TBL,all,all
Blocked shot attempt %,0.91,TBL,all,all
Blocked shot attempt % against,0.42,TBL,all,all
Expected Goals For,0.92,TBL,all,all
XG Differential,0.73,TBL,all,all
Shot (FW) Volume,0.81,TBL,all,all
Shot (FW) Differential,0.75,TBL,all,all
Penalty Differential,0.75,TBL,all,all
offense_p60_perc,0.95,TBL,all,all
defense_p60_perc,0.56,TBL,all,all
cum_dif_p60_perc,0.8,TBL,all,all
offense,427.69,TBL,all,all
defense,368.72,TBL,all,all
cum_dif,58.96999999999997,TBL,all,all
Points,0.81,TBL,all,last 20 games
Goals For,0.8,TBL,all,last 20 games
Goal Differential,0.81,TBL,all,last 20 games
Shooting %,0.86,TBL,all,last 20 games
Save %,0.67,TBL,all,last 20 games
sv%,0.91,TBL,all,last 20 games
Blocked shot attempt %,0.72,TBL,all,last 20 games
Blocked shot attempt % against,0.36,TBL,all,last 20 games
Expected Goals For,0.8,TBL,all,last 20 games
XG Differential,0.67,TBL,all,last 20 games
Shot (FW) Volume,0.84,TBL,all,last 20 games
Shot (FW) Differential,0.64,TBL,all,last 20 games
Penalty Differential,0.67,TBL,all,last 20 games
offense_p60_perc,0.88,TBL,all,last 20 games
defense_p60_perc,0.56,TBL,all,last 20 games
cum_dif_p60_perc,0.8,TBL,all,last 20 games
offense,144.54000000000002,TBL,all,last 20 games
defense,127.16,TBL,all,last 20 games
cum_dif,17.380000000000024,TBL,all,last 20 games
Points,0.7,TBL,all,last 10 games
Goals For,0.66,TBL,all,last 10 games
Goal Differential,0.78,TBL,all,last 10 games
Shooting %,0.5,TBL,all,last 10 games
Save %,0.69,TBL,all,last 10 games
sv%,0.914,TBL,all,last 10 games
Blocked shot attempt %,0.69,TBL,all,last 10 games
Blocked shot attempt % against,0.44,TBL,all,last 10 games
Expected Goals For,0.84,TBL,all,last 10 games
XG Differential,0.77,TBL,all,last 10 games
Shot (FW) Volume,0.88,TBL,all,last 10 games
Shot (FW) Differential,0.91,TBL,all,last 10 games
Penalty Differential,0.95,TBL,all,last 10 games
offense_p60_perc,0.75,TBL,all,last 10 games
defense_p60_perc,0.73,TBL,all,last 10 games
cum_dif_p60_perc,0.84,TBL,all,last 10 games
offense,72.4,TBL,all,last 10 games
defense,58.85,TBL,all,last 10 games
cum_dif,13.550000000000004,TBL,all,last 10 games
Points,0.47,TBL,all,last 5 games
Goals For,0.83,TBL,all,last 5 games
Goal Differential,0.64,TBL,all,last 5 games
Shooting %,0.91,TBL,all,last 5 games
Save %,0.25,TBL,all,last 5 games
sv%,0.877,TBL,all,last 5 games
Blocked shot attempt %,0.94,TBL,all,last 5 games
Blocked shot attempt % against,0.88,TBL,all,last 5 games
Expected Goals For,0.81,TBL,all,last 5 games
XG Differential,0.7,TBL,all,last 5 games
Shot (FW) Volume,0.88,TBL,all,last 5 games
Shot (FW) Differential,0.88,TBL,all,last 5 games
Penalty Differential,0.7,TBL,all,last 5 games
offense_p60_perc,0.81,TBL,all,last 5 games
defense_p60_perc,0.31,TBL,all,last 5 games
cum_dif_p60_perc,0.69,TBL,all,last 5 games
offense,39.35,TBL,all,last 5 games
defense,34.89,TBL,all,last 5 games
cum_dif,4.460000000000001,TBL,all,last 5 games
Points,0.88,TBL,5on5,all
Goals For,0.84,TBL,5on5,all
Goal Differential,0.81,TBL,5on5,all
Shooting %,0.89,TBL,5on5,all
Save %,0.72,TBL,5on5,all
sv%,0.915,TBL,5on5,all
Blocked shot attempt %,0.94,TBL,5on5,all
Blocked shot attempt % against,0.41,TBL,5on5,all
Expected Goals For,0.92,TBL,5on5,all
XG Differential,0.7,TBL,5on5,all
Shot (FW) Volume,0.81,TBL,5on5,all
Shot (FW) Differential,0.78,TBL,5on5,all
Penalty Differential,0.45,TBL,5on5,all
offense_p60_perc,0.92,TBL,5on5,all
defense_p60_perc,0.5,TBL,5on5,all
cum_dif_p60_perc,0.84,TBL,5on5,all
offense,312.1,TBL,5on5,all
defense,271.14,TBL,5on5,all
cum_dif,40.960000000000036,TBL,5on5,all
Points,0.81,TBL,5on5,last 20 games
Goals For,0.92,TBL,5on5,last 20 games
Goal Differential,0.88,TBL,5on5,last 20 games
Shooting %,0.97,TBL,5on5,last 20 games
Save %,0.75,TBL,5on5,last 20 games
sv%,0.919,TBL,5on5,last 20 games
Blocked shot attempt %,0.77,TBL,5on5,last 20 games
Blocked shot attempt % against,0.3,TBL,5on5,last 20 games
Expected Goals For,0.77,TBL,5on5,last 20 games
XG Differential,0.61,TBL,5on5,last 20 games
Shot (FW) Volume,0.75,TBL,5on5,last 20 games
Shot (FW) Differential,0.56,TBL,5on5,last 20 games
Penalty Differential,0.33,TBL,5on5,last 20 games
offense_p60_perc,0.86,TBL,5on5,last 20 games
defense_p60_perc,0.58,TBL,5on5,last 20 games
cum_dif_p60_perc,0.8,TBL,5on5,last 20 games
offense,112.37,TBL,5on5,last 20 games
defense,95.69,TBL,5on5,last 20 games
cum_dif,16.680000000000007,TBL,5on5,last 20 games
Points,0.7,TBL,5on5,last 10 games
Goals For,0.59,TBL,5on5,last 10 games
Goal Differential,0.72,TBL,5on5,last 10 games
Shooting %,0.53,TBL,5on5,last 10 games
Save %,0.59,TBL,5on5,last 10 games
sv%,0.916,TBL,5on5,last 10 games
Blocked shot attempt %,0.67,TBL,5on5,last 10 games
Blocked shot attempt % against,0.41,TBL,5on5,last 10 games
Expected Goals For,0.73,TBL,5on5,last 10 games
XG Differential,0.78,TBL,5on5,last 10 games
Shot (FW) Volume,0.88,TBL,5on5,last 10 games
Shot (FW) Differential,0.81,TBL,5on5,last 10 games
Penalty Differential,0.69,TBL,5on5,last 10 games
offense_p60_perc,0.69,TBL,5on5,last 10 games
defense_p60_perc,0.66,TBL,5on5,last 10 games
cum_dif_p60_perc,0.78,TBL,5on5,last 10 games
offense,53.17,TBL,5on5,last 10 games
defense,44.83,TBL,5on5,last 10 games
cum_dif,8.340000000000003,TBL,5on5,last 10 games
Points,0.47,TBL,5on5,last 5 games
Goals For,0.75,TBL,5on5,last 5 games
Goal Differential,0.52,TBL,5on5,last 5 games
Shooting %,0.88,TBL,5on5,last 5 games
Save %,0.19,TBL,5on5,last 5 games
sv%,0.874,TBL,5on5,last 5 games
Blocked shot attempt %,0.81,TBL,5on5,last 5 games
Blocked shot attempt % against,0.73,TBL,5on5,last 5 games
Expected Goals For,0.66,TBL,5on5,last 5 games
XG Differential,0.66,TBL,5on5,last 5 games
Shot (FW) Volume,0.75,TBL,5on5,last 5 games
Shot (FW) Differential,0.78,TBL,5on5,last 5 games
Penalty Differential,0.34,TBL,5on5,last 5 games
offense_p60_perc,0.72,TBL,5on5,last 5 games
defense_p60_perc,0.25,TBL,5on5,last 5 games
cum_dif_p60_perc,0.48,TBL,5on5,last 5 games
offense,28.189999999999998,TBL,5on5,last 5 games
defense,28.86,TBL,5on5,last 5 games
cum_dif,-0.6700000000000017,TBL,5on5,last 5 games
Points,0.88,TBL,4on5,all
Goals For,0.11,TBL,4on5,all
Goal Differential,0.5,TBL,4on5,all
Shooting %,0.06,TBL,4on5,all
Save %,0.64,TBL,4on5,all
sv%,0.876,TBL,4on5,all
Blocked shot attempt %,0.56,TBL,4on5,all
Blocked shot attempt % against,0.72,TBL,4on5,all
Expected Goals For,0.5,TBL,4on5,all
XG Differential,0.45,TBL,4on5,all
Shot (FW) Volume,0.59,TBL,4on5,all
Shot (FW) Differential,0.62,TBL,4on5,all
Penalty Differential,1.0,TBL,4on5,all
offense_p60_perc,0.16,TBL,4on5,all
defense_p60_perc,0.59,TBL,4on5,all
cum_dif_p60_perc,0.47,TBL,4on5,all
offense,7.44,TBL,4on5,all
defense,67.16,TBL,4on5,all
cum_dif,-59.72,TBL,4on5,all
Points,0.81,TBL,4on5,last 20 games
Goals For,0.11,TBL,4on5,last 20 games
Goal Differential,0.16,TBL,4on5,last 20 games
Shooting %,0.11,TBL,4on5,last 20 games
Save %,0.41,TBL,4on5,last 20 games
sv%,0.866,TBL,4on5,last 20 games
Blocked shot attempt %,0.94,TBL,4on5,last 20 games
Blocked shot attempt % against,0.72,TBL,4on5,last 20 games
Expected Goals For,0.62,TBL,4on5,last 20 games
XG Differential,0.25,TBL,4on5,last 20 games
Shot (FW) Volume,0.86,TBL,4on5,last 20 games
Shot (FW) Differential,0.31,TBL,4on5,last 20 games
Penalty Differential,1.0,TBL,4on5,last 20 games
offense_p60_perc,0.19,TBL,4on5,last 20 games
defense_p60_perc,0.25,TBL,4on5,last 20 games
cum_dif_p60_perc,0.16,TBL,4on5,last 20 games
offense,1.65,TBL,4on5,last 20 games
defense,21.97,TBL,4on5,last 20 games
cum_dif,-20.32,TBL,4on5,last 20 games
Points,0.7,TBL,4on5,last 10 games
Goals For,0.19,TBL,4on5,last 10 games
Goal Differential,0.45,TBL,4on5,last 10 games
Shooting %,0.19,TBL,4on5,last 10 games
Save %,0.7,TBL,4on5,last 10 games
sv%,0.897,TBL,4on5,last 10 games
Blocked shot attempt %,0.81,TBL,4on5,last 10 games
Blocked shot attempt % against,0.64,TBL,4on5,last 10 games
Expected Goals For,0.58,TBL,4on5,last 10 games
XG Differential,0.28,TBL,4on5,last 10 games
Shot (FW) Volume,0.97,TBL,4on5,last 10 games
Shot (FW) Differential,0.56,TBL,4on5,last 10 games
Penalty Differential,1.0,TBL,4on5,last 10 games
offense_p60_perc,0.27,TBL,4on5,last 10 games
defense_p60_perc,0.52,TBL,4on5,last 10 games
cum_dif_p60_perc,0.38,TBL,4on5,last 10 games
offense,1.0,TBL,4on5,last 10 games
defense,9.64,TBL,4on5,last 10 games
cum_dif,-8.64,TBL,4on5,last 10 games
Points,0.47,TBL,4on5,last 5 games
Goals For,0.31,TBL,4on5,last 5 games
Goal Differential,0.41,TBL,4on5,last 5 games
Shooting %,0.31,TBL,4on5,last 5 games
Save %,0.59,TBL,4on5,last 5 games
sv%,0.9,TBL,4on5,last 5 games
Blocked shot attempt %,0.59,TBL,4on5,last 5 games
Blocked shot attempt % against,0.86,TBL,4on5,last 5 games
Expected Goals For,0.86,TBL,4on5,last 5 games
XG Differential,0.66,TBL,4on5,last 5 games
Shot (FW) Volume,0.94,TBL,4on5,last 5 games
Shot (FW) Differential,0.69,TBL,4on5,last 5 games
Penalty Differential,0.97,TBL,4on5,last 5 games
offense_p60_perc,0.56,TBL,4on5,last 5 games
defense_p60_perc,0.47,TBL,4on5,last 5 games
cum_dif_p60_perc,0.47,TBL,4on5,last 5 games
offense,0.72,TBL,4on5,last 5 games
defense,4.23,TBL,4on5,last 5 games
cum_dif,-3.5100000000000007,TBL,4on5,last 5 games
Points,0.88,TBL,5on4,all
Goals For,0.91,TBL,5on4,all
Goal Differential,0.75,TBL,5on4,all
Shooting %,0.94,TBL,5on4,all
Save %,0.22,TBL,5on4,all
sv%,0.857,TBL,5on4,all
Blocked shot attempt %,0.55,TBL,5on4,all
Blocked shot attempt % against,0.56,TBL,5on4,all
Expected Goals For,0.81,TBL,5on4,all
XG Differential,0.75,TBL,5on4,all
Shot (FW) Volume,0.47,TBL,5on4,all
Shot (FW) Differential,0.5,TBL,5on4,all
Penalty Differential,0.36,TBL,5on4,all
offense_p60_perc,0.91,TBL,5on4,all
defense_p60_perc,0.25,TBL,5on4,all
cum_dif_p60_perc,0.84,TBL,5on4,all
offense,86.68,TBL,5on4,all
defense,14.1,TBL,5on4,all
cum_dif,72.58000000000001,TBL,5on4,all
Points,0.81,TBL,5on4,last 20 games
Goals For,0.66,TBL,5on4,last 20 games
Goal Differential,0.72,TBL,5on4,last 20 games
Shooting %,0.59,TBL,5on4,last 20 games
Save %,0.78,TBL,5on4,last 20 games
sv%,0.947,TBL,5on4,last 20 games
Blocked shot attempt %,0.22,TBL,5on4,last 20 games
Blocked shot attempt % against,0.16,TBL,5on4,last 20 games
Expected Goals For,0.69,TBL,5on4,last 20 games
XG Differential,0.72,TBL,5on4,last 20 games
Shot (FW) Volume,0.56,TBL,5on4,last 20 games
Shot (FW) Differential,0.72,TBL,5on4,last 20 games
Penalty Differential,0.5,TBL,5on4,last 20 games
offense_p60_perc,0.69,TBL,5on4,last 20 games
defense_p60_perc,0.64,TBL,5on4,last 20 games
cum_dif_p60_perc,0.72,TBL,5on4,last 20 games
offense,24.84,TBL,5on4,last 20 games
defense,3.24,TBL,5on4,last 20 games
cum_dif,21.6,TBL,5on4,last 20 games
Points,0.7,TBL,5on4,last 10 games
Goals For,0.81,TBL,5on4,last 10 games
Goal Differential,0.88,TBL,5on4,last 10 games
Shooting %,0.78,TBL,5on4,last 10 games
Save %,0.81,TBL,5on4,last 10 games
sv%,1.0,TBL,5on4,last 10 games
Blocked shot attempt %,0.44,TBL,5on4,last 10 games
Blocked shot attempt % against,0.28,TBL,5on4,last 10 games
Expected Goals For,0.56,TBL,5on4,last 10 games
XG Differential,0.47,TBL,5on4,last 10 games
