season,game_id,away_team,away_score,home_score,home_team,period,time_elapsed,seconds_elapsed,strength,event_zone,team,event,type,description,p1_id,p2_id,p3_id,x_coords,y_coords,homeplayer1,homeplayer1_id,homeplayer2,homeplayer2_id,homeplayer3,homeplayer3_id,homeplayer4,homeplayer4_id,homeplayer5,homeplayer5_id,homeplayer6,homeplayer6_id,awayplayer1,awayplayer1_id,awayplayer2,awayplayer2_id,awayplayer3,awayplayer3_id,awayplayer4,awayplayer4_id,awayplayer5,awayplayer5_id,awayplayer6,awayplayer6_id,home_goalie_pulled,away_goalie_pulled,home_players,away_players,strength_mod,opp_strength_mod,goalie_pulled,opponent_goalie_pulled,g_dif,score_state,home_winning,opponent,opp_strength,opp_zone,date
20232024,2023020767,NJD,0.0,2.0,TBL,3,01:42,102.0,5on5,OZ,NJD,hit,,,8478051.0,8476453.0,,-84.0,-37.0,NIKITA KUCHEROV,8476453,MICHAEL EYSSIMONT,8479591,CALVIN DE HAAN,8475177,ANDREI VASILEVSKIY,8476883,NICK PERBIX,8480246,BRAYDEN POINT,8478010,MAX WILLMAN,8478051,SANTERI HATAKKA,8481701,COLIN MILLER,8476525,VITEK VANECEK,8477970,NATHAN BASTIAN,8479414,CHRIS TIERNEY,8476919,0,0,6,6,5on5,5on5,0,0,2,2,1,TBL,5on5,DZ,2024-01-27
20232024,2023020767,NJD,0.0,2.0,TBL,3,01:42,102.0,5on5,OZ,NJD,shot-on-goal,wrist,,8476525.0,,,-46.0,19.0,NIKITA KUCHEROV,8476453,MICHAEL EYSSIMONT,8479591,CALVIN DE HAAN,8475177,ANDREI VASILEVSKIY,8476883,NICK PERBIX,8480246,BRAYDEN POINT,8478010,MAX WILLMAN,8478051,SANTERI HATAKKA,8481701,COLIN MILLER,8476525,VITEK VANECEK,8477970,NATHAN BASTIAN,8479414,CHRIS TIERNEY,8476919,0,0,6,6,5on5,5on5,0,0,2,2,1,TBL,5on5,DZ,2024-01-27
20232024,2023020767,NJD,0.0,2.0,TBL,3,02:14,134.0,5on5,DZ,NJD,hit,,,8478051.0,8477839.0,,98.0,-6.0,DARREN RADDYSH,8478178,TYLER MOTTE,8477353,CONOR SHEARY,8477839,ANDREI VASILEVSKIY,8476883,MITCHELL CHAFFEE,8482070,VICTOR HEDMAN,8475167,MAX WILLMAN,8478051,JOHN MARINO,8478507,ALEXANDER HOLTZ,8482125,VITEK VANECEK,8477970,CHRIS TIERNEY,8476919,LUKE HUGHES,8482684,0,0,6,6,5on5,5on5,0,0,2,2,1,TBL,5on5,OZ,2024-01-27
20232024,2023020767,NJD,0.0,2.0,TBL,3,02:21,141.0,5on5,DZ,NJD,giveaway,,,8476919.0,,,67.0,-23.0,DARREN RADDYSH,8478178,TYLER MOTTE,8477353,CONOR SHEARY,8477839,ANDREI VASILEVSKIY,8476883,MITCHELL CHAFFEE,8482070,VICTOR HEDMAN,8475167,MAX WILLMAN,8478051,JOHN MARINO,8478507,ALEXANDER HOLTZ,8482125,VITEK VANECEK,8477970,CHRIS TIERNEY,8476919,LUKE HUGHES,8482684,0,0,6,6,5on5,5on5,0,0,2,2,1,TBL,5on5,OZ,2024-01-27
20232024,2023020767,NJD,0.0,2.0,TBL,3,02:24,144.0,5on5,OZ,TBL,shot-on-goal,slap,,8478178.0,,,33.0,-2.0,DARREN RADDYSH,8478178,TYLER MOTTE,8477353,CONOR SHEARY,8477839,ANDREI VASILEVSKIY,8476883,MITCHELL CHAFFEE,8482070,VICTOR HEDMAN,8475167,MAX WILLMAN,8478051,JOHN MARINO,8478507,ALEXANDER HOLTZ,8482125,VITEK VANECEK,8477970,CHRIS TIERNEY,8476919,LUKE HUGHES,8482684,0,0,6,6,5on5,5on5,0,0,2,2,1,NJD,5on5,DZ,2024-01-27
20232024,2023020767,NJD,0.0,2.0,TBL,3,02:25,145.0,5on5,,,stoppage,goalie-stopped-after-sog,,,,,,,DARREN RADDYSH,8478178.0,TYLER MOTTE,8477353.0,CONOR SHEARY,8477839.0,ANDREI VASILEVSKIY,8476883.0,MITCHELL CHAFFEE,8482070.0,VICTOR HEDMAN,8475167.0,MAX WILLMAN,8478051.0,JOHN MARINO,8478507.0,ALEXANDER HOLTZ,8482125.0,VITEK VANECEK,8477970.0,CHRIS TIERNEY,8476919.0,LUKE HUGHES,8482684.0,0,0,0,0,5on5,5on5,0,0,2,2,1,TBL,5on5,,2024-01-27
20232024,2023020767,NJD,0.0,2.0,TBL,3,02:25,145.0,5on5,DZ,NJD,faceoff,,,8480002.0,8477426.0,,69.0,-22.0,DARREN RADDYSH,8478178,TYLER MOTTE,8477353,CONOR SHEARY,8477839,ANDREI VASILEVSKIY,8476883,MITCHELL CHAFFEE,8482070,VICTOR HEDMAN,8475167,MAX WILLMAN,8478051,JOHN MARINO,8478507,ALEXANDER HOLTZ,8482125,VITEK VANECEK,8477970,CHRIS TIERNEY,8476919,LUKE HUGHES,8482684,0,0,6,6,5on5,5on5,0,0,2,2,1,TBL,5on5,OZ,2024-01-27
20232024,2023020767,NJD,0.0,2.0,TBL,3,02:41,161.0,5on5,DZ,NJD,blocked-shot,blocked,,8479542.0,8476525.0,,-63.0,20.0,DARREN RADDYSH,8478178,NICHOLAS PAUL,8477426,ANDREI VASILEVSKIY,8476883,BRANDON HAGEL,8479542,ANTHONY CIRELLI,8478519,VICTOR HEDMAN,8475167,NICO HISCHIER,8480002,ONDREJ PALAT,8476292,SANTERI HATAKKA,8481701,COLIN MILLER,8476525,JESPER BRATT,8479407,VITEK VANECEK,8477970,0,0,6,6,5on5,5on5,0,0,2,2,1,TBL,5on5,OZ,2024-01-27
20232024,2023020767,NJD,0.0,2.0,TBL,3,02:47,167.0,5on5,OZ,NJD,shot-on-goal,snap,,8480002.0,,,-63.0,-21.0,DARREN RADDYSH,8478178,NICHOLAS PAUL,8477426,ANDREI VASILEVSKIY,8476883,BRANDON HAGEL,8479542,ANTHONY CIRELLI,8478519,VICTOR HEDMAN,8475167,NICO HISCHIER,8480002,ONDREJ PALAT,8476292,SANTERI HATAKKA,8481701,COLIN MILLER,8476525,JESPER BRATT,8479407,VITEK VANECEK,8477970,0,0,6,6,5on5,5on5,0,0,2,2,1,TBL,5on5,DZ,2024-01-27
20232024,2023020767,NJD,0.0,2.0,TBL,3,02:49,169.0,5on5,OZ,NJD,goal,wrist,,8476292.0,8480002.0,8481701.0,-75.0,3.0,DARREN RADDYSH,8478178,NICHOLAS PAUL,8477426,ANDREI VASILEVSKIY,8476883,BRANDON HAGEL,8479542,ANTHONY CIRELLI,8478519,VICTOR HEDMAN,8475167,NICO HISCHIER,8480002,ONDREJ PALAT,8476292,SANTERI HATAKKA,8481701,COLIN MILLER,8476525,JESPER BRATT,8479407,VITEK VANECEK,8477970,0,0,6,6,5on5,5on5,0,0,2,2,1,TBL,5on5,DZ,2024-01-27
