season,team,GP,PTS,W,L,OTL,final_G,final_GA,situation,toi,gf,ga,g_dif,gf%,xgf,xga,xg%,pdo,shooting%,sv%,shooting%_ag,sv%_ag,Conference,Division,playoffs,hdsc,hdsca,hdsc%,sc,sca,sc%,asd,asda,fwf,fwa,fenwick%,cf,ca,corsi%,shots,shots_ag,mdsc,adsc,ldsc,mdsca,adsca,ldsca,point_shot,point_shots_ag,pshot_perc,pshot_perc_ag,blocks,blocks_ag,miss,miss_ag,miss_perc,miss_perc_ag,block%,block%_ag,penalties,penalty_mins,penalties_ag,penalty_mins_ag,faceoff_w,faceoff_l,hits,takeaways,giveaways,dz_giveaways,hits_ag,takeaways_ag,giveaways_ag,dz_giveaways_ag,oz_takeaways,oz_takeaways_ag,xg_dif,fwf_dif,hdsc_dif,gf_p60,ga_p60,g_dif_p60,xgf_p60,xga_p60,hdsc_p60,hdsca_p60,sc_p60,sca_p60,fwf_p60,fwa_p60,cf_p60,ca_p60,shots_p60,shots_ag_p60,mdsc_p60,adsc_p60,ldsc_p60,mdsca_p60,adsca_p60,ldsca_p60,point_shot_p60,point_shot_ag_p60,miss_p60,miss_ag_p60,blocks_p60,blocks_ag_p60,penalties_p60,penalties_ag_p60,hits_p60,takeaways_p60,giveaways_p60,dz_giveaways_p60,hits_ag_p60,takeaways_ag_p60,giveaways_ag_p60,dz_giveaways_ag_p60,xg_dif_p60,fwf_dif_p60,hdsc_dif_p60,oz_takeaways_p60,oz_takeaways_ag_p60,PTS_perc,W_perc,gf_p60_perc,g_dif_p60_perc,gf%_perc,xg%_perc,xgf_p60_perc,xg_dif_p60_perc,ga_p60_perc,xga_p60_perc,hdsc%_perc,hdsc_dif_p60_perc,sc%_perc,asd_perc,asda_perc,pdo_perc,shooting%_perc,sv%_perc,sv%_ag_perc,shooting%_ag_perc,hdsc_p60_perc,sc_p60_perc,hdsca_p60_perc,sca_p60_perc,fenwick%_perc,fwf_p60_perc,fwa_p60_perc,fwf_dif_p60_perc,corsi%_perc,cf_p60_perc,ca_p60_perc,mdsc_p60_perc,adsc_p60_perc,ldsc_p60_perc,adsca_p60_perc,mdsca_p60_perc,ldsca_p60_perc,blocks_p60_perc,blocks_ag_p60_perc,block%_perc,block%_ag_perc,hits_p60_perc,hits_ag_p60_perc,point_shot_p60_perc,point_shot_ag_p60_perc,pshot_perc_perc,pshot_perc_ag_perc,takeaways_p60_perc,takeaways_ag_p60_perc,giveaways_p60_perc,giveaways_ag_p60_perc,dz_giveaways_p60_perc,dz_giveaways_ag_p60_perc,penalties_p60_perc,penalties_ag_p60_perc,faceoff_w_perc,faceoff_l_perc,penalty_mins_perc,penalty_mins_ag_perc,miss_ag_p60_perc,miss_p60_perc,miss_perc_perc,miss_perc_ag_perc,oz_takeaways_ag_p60_perc,oz_takeaways_p60_perc,shots_ag_p60_perc,shots_p60_perc,point_shot_ag
20232024,BOS,2.0,4.0,2.0,0.0,0.0,6.0,3.0,4on5,18.21666666666667,0.0,0.0,0.0,,0.1,0.16,0.385,1.0,0.0,1.0,0.0,1.0,east,atlantic,top3,0.0,2.0,0.0,2.0,6.0,0.25,3.0,2.4,2.0,15.0,0.118,2.0,26.0,0.071,2.0,12.0,2.0,0.0,0.0,4.0,7.0,2.0,0.0,,0.0,0.2,0.0,11.0,0.0,3.0,0.0,0.115,0.0,0.423,2.0,4.0,2.0,4.0,9.0,9.0,5.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,-0.06,-13.0,-2.0,0.0,0.0,0.0,0.329,0.527,0.0,6.587,6.587,19.762,6.587,49.405,6.587,85.636,6.587,39.524,6.587,0.0,0.0,13.175,23.056,6.587,0.0,9.881,0.0,9.881,0.0,36.231,6.587,6.587,16.468,6.587,0.0,0.0,9.881,6.587,6.587,0.0,-0.198,-42.818,-6.587,0.0,0.0,0.89,0.89,0.41,0.78,,0.85,0.69,0.72,0.86,0.75,0.31,0.75,0.87,0.68,0.81,0.7,0.41,0.88,0.33,0.86,0.33,0.66,0.81,0.88,0.42,0.28,0.88,0.78,0.071,0.19,0.84,0.88,0.34,0.34,0.59,0.81,0.44,0.67,0.53,0.69,0.88,0.84,0.19,0.73,0.28,0.77,0.6,0.5,0.22,0.77,0.53,0.75,0.48,0.12,0.5,0.84,0.23,0.98,0.22,0.22,0.73,0.76,0.22,0.59,0.45,0.75,0.38,3.0
20232024,BOS,2.0,4.0,2.0,0.0,0.0,6.0,3.0,5on4,13.183333333333334,2.0,0.0,2.0,1.0,1.02,0.35,0.745,1.143,0.143,1.0,0.0,0.857,east,atlantic,top3,5.0,1.0,0.833,9.0,2.0,0.818,2.722,2.0,18.0,6.0,0.75,24.0,6.0,0.8,14.0,6.0,4.0,8.0,1.0,1.0,0.0,3.0,3.0,,0.17,0.5,6.0,0.0,4.0,0.0,0.167,0.0,0.25,0.0,0.0,0.0,0.0,0.0,10.0,5.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.67,12.0,4.0,9.102,0.0,9.102,4.642,1.593,22.756,4.551,40.961,9.102,81.922,27.307,109.229,27.307,63.717,27.307,18.205,36.41,4.551,4.551,0.0,13.654,13.654,13.654,18.205,0.0,27.307,0.0,0.0,0.0,4.551,0.0,4.551,0.0,18.205,9.102,0.0,0.0,3.049,54.614,18.205,0.0,0.0,0.89,0.89,0.72,0.72,0.69,0.41,0.78,0.75,0.64,0.12,0.4,0.75,0.31,0.53,0.91,0.77,0.64,0.73,0.64,0.64,0.81,0.59,0.34,0.28,0.25,0.62,0.12,0.44,0.8,0.47,0.19,0.38,0.78,0.56,0.67,0.38,0.03,0.62,0.34,0.73,0.33,0.59,0.22,0.44,1.0,0.56,0.96,0.33,0.41,0.69,0.27,0.55,0.3,0.89,0.31,0.83,0.42,0.16,0.72,0.31,0.72,0.7,0.29,0.58,0.44,0.09,0.75,3.0
20232024,BOS,2.0,4.0,2.0,0.0,0.0,6.0,3.0,5on5,83.48333333333333,3.0,3.0,0.0,0.5,1.79,2.42,0.425,0.981,0.064,0.917,0.083,0.936,east,atlantic,top3,13.0,11.0,0.542,28.0,27.0,0.509,2.484,2.414,66.0,62.0,0.516,108.0,81.0,0.571,47.0,36.0,15.0,26.0,10.0,16.0,17.0,14.0,17.0,,0.26,0.306,42.0,19.0,19.0,26.0,0.176,0.321,0.389,0.235,8.0,18.0,8.0,14.0,42.0,40.0,33.0,3.0,12.0,2.0,42.0,7.0,12.0,3.0,1.0,3.0,-0.6299999999999999,4.0,2.0,2.156,2.156,0.0,1.286,1.739,9.343,7.906,20.124,19.405,47.435,44.56,77.62,58.215,33.779,25.873,10.781,18.686,7.187,11.499,12.218,10.062,12.218,13.655,13.655,18.686,30.186,13.655,5.75,5.75,23.717,2.156,8.624,1.437,30.186,5.031,8.624,2.156,-0.453,2.875,1.437,0.719,2.156,0.89,0.89,0.34,0.5,0.5,0.29,0.56,0.25,0.72,0.34,0.62,0.66,0.62,0.56,0.62,0.38,0.34,0.52,0.34,0.52,0.78,0.5,0.5,0.59,0.62,0.75,0.44,0.62,0.571,0.97,0.53,0.34,0.78,0.44,0.72,0.5,0.12,0.03,0.16,0.06,0.09,0.62,0.12,0.53,0.75,0.61,0.78,0.06,0.84,0.66,0.38,0.94,0.09,0.31,0.72,0.41,0.77,0.69,0.44,0.94,0.5,0.84,0.98,0.66,0.06,0.84,0.78,19.0
20232024,BOS,2.0,4.0,2.0,0.0,0.0,6.0,3.0,all,120.0,6.0,3.0,3.0,0.667,2.91,3.72,0.439,1.04,0.094,0.946,0.054,0.906,east,atlantic,top3,19.0,14.0,0.576,40.0,35.0,0.533,2.565,2.37,87.0,86.0,0.503,135.0,116.0,0.538,64.0,56.0,21.0,34.0,11.0,21.0,27.0,19.0,20.0,,0.23,0.302,48.0,30.0,23.0,30.0,0.17,0.259,0.356,0.259,11.0,22.0,12.0,28.0,62.0,56.0,39.0,5.0,13.0,2.0,49.0,11.0,14.0,3.0,1.0,3.0,-0.81,1.0,5.0,3.0,1.5,1.5,1.455,1.86,9.5,7.0,20.0,17.5,43.5,43.0,67.5,58.0,32.0,28.0,10.5,17.0,5.5,10.5,13.5,9.5,10.0,13.0,11.5,15.0,24.0,15.0,5.5,6.0,19.5,2.5,6.5,1.0,24.5,5.5,7.0,1.5,-0.405,0.5,2.5,0.5,1.5,0.89,0.89,0.48,0.91,0.92,0.36,0.53,0.34,0.88,0.31,0.78,0.8,0.72,0.61,0.94,0.89,0.44,0.88,0.44,0.88,0.69,0.38,0.75,0.81,0.53,0.47,0.62,0.53,0.538,0.78,0.62,0.28,0.72,0.31,0.75,0.77,0.06,0.03,0.23,0.06,0.28,0.64,0.12,0.62,0.83,0.64,0.81,0.06,0.75,0.84,0.28,0.94,0.09,0.38,0.73,0.55,0.69,0.61,0.14,0.72,0.75,0.97,0.94,0.81,0.08,0.75,0.56,26.0
20232024,BOS,2.0,4.0,2.0,0.0,0.0,6.0,3.0,other,5.116666666666667,1.0,0.0,1.0,1.0,0.0,0.79,0.0,2.0,1.0,1.0,0.0,0.0,east,atlantic,top3,1.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,3.0,0.25,1.0,3.0,0.25,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.333,0.0,0.0,0.0,1.0,0.0,0.333,0.0,0.0,1.0,0.0,2.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.79,-2.0,1.0,11.726,0.0,11.726,0.0,9.264,11.726,0.0,11.726,0.0,11.726,35.179,11.726,35.179,11.726,23.453,0.0,0.0,0.0,0.0,35.179,0.0,0.0,11.726,0.0,11.726,0.0,0.0,11.726,23.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.264,-23.453,11.726,0.0,0.0,0.89,0.89,0.94,0.94,0.85,0.12,0.22,0.06,0.64,0.16,0.93,0.78,0.96,0.95,0.91,1.0,0.98,0.72,0.89,0.64,0.56,0.47,0.8,0.86,0.09,0.22,0.47,0.19,0.25,0.16,0.5,0.25,0.16,0.41,0.22,0.81,0.62,0.78,0.23,0.78,0.21,0.36,0.69,0.73,0.66,0.74,0.79,0.33,0.69,0.64,0.38,0.55,0.48,0.44,0.78,0.25,0.64,0.25,0.06,0.53,0.88,0.88,0.72,0.58,0.45,0.44,0.31,1.0
20232024,BUF,2.0,0.0,0.0,2.0,0.0,3.0,8.0,4on5,9.55,0.0,1.0,-1.0,0.0,0.0,0.29,0.0,0.857,0.0,0.857,0.143,1.0,east,atlantic,none,0.0,1.0,0.0,1.0,6.0,0.143,3.0,2.385,1.0,13.0,0.071,2.0,18.0,0.1,1.0,7.0,1.0,0.0,0.0,5.0,5.0,2.0,0.0,,0.0,0.154,1.0,5.0,0.0,6.0,0.0,0.333,0.5,0.278,0.0,0.0,2.0,4.0,4.0,7.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,-0.29,-12.0,-1.0,0.0,6.283,-6.283,0.0,1.822,0.0,6.283,6.283,37.696,6.283,81.675,12.565,113.089,6.283,43.979,6.283,0.0,0.0,31.414,31.414,12.565,0.0,12.565,0.0,37.696,6.283,31.414,0.0,12.565,31.414,0.0,0.0,0.0,12.565,0.0,12.565,0.0,-1.822,-75.393,-6.283,0.0,0.0,0.09,0.14,0.41,0.41,0.37,0.24,0.28,0.47,0.53,0.59,0.31,0.78,0.55,0.68,0.84,0.38,0.41,0.47,0.33,0.44,0.33,0.56,0.84,0.56,0.23,0.22,0.38,0.34,0.1,0.44,0.41,0.8,0.34,0.34,0.28,0.28,0.19,0.12,0.44,0.09,0.27,1.0,0.16,0.73,0.44,0.77,0.39,0.14,0.67,0.77,0.75,0.75,0.48,0.73,0.81,0.39,0.42,0.3,0.22,0.91,0.73,0.76,0.91,0.59,0.45,0.66,0.34,2.0
20232024,BUF,2.0,0.0,0.0,2.0,0.0,3.0,8.0,5on4,4.6,0.0,1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,east,atlantic,none,0.0,1.0,0.0,3.0,1.0,0.75,2.2,4.0,10.0,1.0,0.909,18.0,1.0,0.947,4.0,1.0,3.0,6.0,1.0,0.0,0.0,0.0,3.0,,0.3,0.0,8.0,0.0,6.0,0.0,0.333,0.0,0.444,0.0,1.0,2.0,1.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,-1.0,0.0,13.043,-13.043,0.0,0.0,0.0,13.043,39.13,13.043,130.435,13.043,234.783,13.043,52.174,13.043,39.13,78.261,13.043,0.0,0.0,0.0,39.13,0.0,78.261,0.0,104.348,0.0,13.043,13.043,0.0,13.043,0.0,0.0,0.0,0.0,13.043,13.043,0.0,117.391,-13.043,0.0,0.0,0.09,0.14,0.17,0.03,0.06,,0.09,0.16,0.03,0.75,0.03,0.03,0.23,0.09,0.09,0.08,0.17,0.12,0.17,0.03,0.08,0.47,0.06,0.19,0.73,1.0,0.5,1.0,0.947,1.0,0.59,0.81,1.0,0.88,0.67,0.73,0.66,0.03,0.34,0.12,0.33,0.28,0.92,0.09,0.33,0.25,0.3,1.0,0.91,0.92,0.91,0.55,0.91,0.25,1.0,0.05,0.42,0.5,0.25,0.31,0.03,0.2,0.29,0.58,0.44,0.38,0.56,0.0
20232024,BUF,2.0,0.0,0.0,2.0,0.0,3.0,8.0,5on5,100.13333333333333,3.0,6.0,-3.0,0.333,1.89,1.71,0.525,0.947,0.065,0.882,0.118,0.935,east,atlantic,none,6.0,15.0,0.286,25.0,24.0,0.51,2.3,2.381,61.0,68.0,0.473,89.0,93.0,0.489,46.0,51.0,19.0,22.0,13.0,9.0,24.0,15.0,22.0,,0.36,0.309,28.0,25.0,15.0,17.0,0.169,0.183,0.315,0.269,7.0,14.0,3.0,6.0,38.0,64.0,40.0,12.0,17.0,6.0,42.0,12.0,20.0,8.0,4.0,6.0,0.17999999999999994,-7.0,-9.0,1.798,3.595,-1.798,1.132,1.025,3.595,8.988,14.98,14.381,36.551,40.746,53.329,55.726,27.563,30.559,11.385,13.182,7.79,5.393,14.381,8.988,13.182,12.583,8.988,10.186,16.778,14.98,4.194,1.798,23.968,7.19,10.186,3.595,25.166,7.19,11.984,4.794,0.108,-4.194,-5.393,2.397,3.595,0.09,0.14,0.31,0.19,0.19,0.57,0.41,0.66,0.25,0.59,0.12,0.12,0.66,0.16,0.81,0.22,0.38,0.28,0.38,0.28,0.09,0.19,0.28,0.78,0.34,0.19,0.62,0.34,0.489,0.19,0.72,0.5,0.34,0.56,0.62,0.97,0.31,0.59,0.28,0.23,0.34,0.66,0.22,0.34,0.47,0.05,0.81,0.5,0.56,0.53,0.75,0.75,0.53,0.59,0.03,0.28,0.12,0.52,0.95,0.31,0.94,0.88,0.28,0.22,0.5,0.44,0.25,21.0
20232024,BUF,2.0,0.0,0.0,2.0,0.0,3.0,8.0,all,120.0,3.0,8.0,-5.0,0.273,1.89,2.02,0.483,0.924,0.057,0.867,0.133,0.943,east,atlantic,none,6.0,17.0,0.261,29.0,31.0,0.483,2.288,2.392,74.0,84.0,0.468,112.0,114.0,0.496,53.0,60.0,23.0,30.0,14.0,14.0,31.0,17.0,27.0,,0.36,0.274,38.0,30.0,21.0,24.0,0.188,0.211,0.339,0.263,8.0,16.0,6.0,12.0,45.0,80.0,45.0,13.0,18.0,6.0,44.0,13.0,23.0,9.0,4.0,6.0,-0.13000000000000012,-10.0,-11.0,1.5,4.0,-2.5,0.945,1.01,3.0,8.5,14.5,15.5,37.0,42.0,56.0,57.0,26.5,30.0,11.5,15.0,7.0,7.0,15.5,8.5,13.5,11.5,10.5,12.0,19.0,15.0,4.0,3.0,22.5,6.5,9.0,3.0,22.0,6.5,11.5,4.5,-0.065,-5.0,-5.5,2.0,3.0,0.09,0.14,0.22,0.12,0.16,0.5,0.22,0.44,0.27,0.69,0.09,0.12,0.44,0.06,0.88,0.12,0.25,0.22,0.25,0.22,0.06,0.06,0.58,0.94,0.38,0.2,0.69,0.38,0.496,0.31,0.7,0.38,0.53,0.64,0.55,0.95,0.17,0.39,0.23,0.11,0.31,0.72,0.25,0.27,0.52,0.03,0.75,0.55,0.59,0.47,0.78,0.72,0.55,0.7,0.11,0.19,0.12,0.38,0.84,0.36,0.88,0.81,0.44,0.25,0.48,0.59,0.2,23.0
20232024,BUF,2.0,0.0,0.0,2.0,0.0,3.0,8.0,other,5.716666666666667,0.0,0.0,0.0,,0.0,0.03,0.0,1.0,0.0,1.0,0.0,1.0,east,atlantic,none,0.0,0.0,,0.0,0.0,,2.0,2.0,2.0,2.0,0.5,3.0,2.0,0.6,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.333,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.315,0.0,0.0,0.0,0.0,20.991,20.991,31.487,20.991,20.991,10.496,0.0,20.991,0.0,0.0,20.991,0.0,20.991,0.0,0.0,10.496,10.496,0.0,0.0,0.0,0.0,0.0,10.496,0.0,0.0,10.496,0.0,0.0,-0.315,0.0,0.0,0.0,0.0,0.09,0.14,0.39,0.52,,0.12,0.22,0.38,0.64,0.59,,0.52,,0.13,0.91,0.59,0.39,0.72,0.3,0.64,0.22,0.14,0.8,0.86,0.5,0.31,0.66,0.5,0.6,0.44,0.81,0.25,0.66,0.41,0.34,0.81,0.62,0.44,0.23,0.23,0.21,0.36,0.69,0.22,0.28,0.08,0.25,0.33,0.19,0.16,0.38,0.55,0.48,0.8,0.23,0.5,0.27,0.25,0.78,0.5,0.88,0.88,0.93,0.58,0.45,0.78,0.47,0.0
20232024,CAR,2.0,4.0,2.0,0.0,0.0,13.0,10.0,4on5,16.55,3.0,2.0,1.0,0.6,0.56,1.13,0.331,1.55,0.75,0.8,0.2,0.25,east,metro,top3,3.0,6.0,0.333,3.0,11.0,0.214,3.2,2.778,5.0,18.0,0.217,7.0,29.0,0.194,4.0,10.0,0.0,2.0,0.0,5.0,4.0,3.0,1.0,,0.2,0.278,2.0,11.0,1.0,8.0,0.143,0.276,0.286,0.379,1.0,2.0,0.0,0.0,8.0,12.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,-0.5699999999999998,-13.0,-3.0,10.876,7.251,3.625,2.03,4.097,10.876,21.752,10.876,39.879,18.127,65.257,25.378,105.136,14.502,36.254,0.0,7.251,0.0,18.127,14.502,10.876,3.625,18.127,3.625,29.003,7.251,39.879,3.625,0.0,7.251,7.251,10.876,10.876,7.251,7.251,7.251,0.0,-2.066,-47.13,-10.876,0.0,3.625,0.89,0.89,1.0,0.97,0.96,0.7,0.97,0.44,0.47,0.28,0.88,0.56,0.77,0.88,0.39,0.97,0.97,0.28,0.81,0.25,0.94,0.88,0.25,0.47,0.67,0.66,0.62,0.69,0.194,0.88,0.59,0.3,0.97,0.34,0.88,0.69,0.25,0.09,0.62,0.28,0.75,0.44,0.25,0.31,0.66,0.36,0.77,0.56,0.16,0.25,0.62,0.25,0.48,0.41,0.14,0.78,0.14,0.77,0.86,0.72,0.41,0.47,0.78,0.12,0.45,0.84,0.66,5.0
20232024,CAR,2.0,4.0,2.0,0.0,0.0,13.0,10.0,5on4,18.96666666666667,1.0,1.0,0.0,0.5,0.05,0.02,0.714,0.944,0.111,0.833,0.167,0.889,east,metro,top3,5.0,1.0,0.833,8.0,2.0,0.8,2.857,2.2,14.0,6.0,0.7,22.0,7.0,0.759,9.0,6.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,,0.21,0.333,8.0,1.0,5.0,0.0,0.227,0.0,0.364,0.143,1.0,2.0,1.0,2.0,7.0,13.0,4.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.030000000000000002,8.0,4.0,3.163,3.163,0.0,0.158,0.063,15.817,3.163,25.308,6.327,44.288,18.981,69.596,22.144,28.471,18.981,9.49,15.817,3.163,3.163,3.163,6.327,9.49,6.327,15.817,0.0,25.308,3.163,3.163,3.163,12.654,0.0,12.654,0.0,6.327,3.163,3.163,3.163,0.095,25.308,12.654,0.0,3.163,0.89,0.89,0.38,0.27,0.19,0.37,0.19,0.28,0.22,0.44,0.4,0.56,0.28,0.72,0.83,0.44,0.5,0.42,0.5,0.23,0.56,0.25,0.41,0.5,0.19,0.22,0.28,0.16,0.759,0.16,0.31,0.16,0.22,0.5,0.28,0.44,0.12,0.72,0.72,0.38,0.69,0.88,0.66,0.72,0.88,0.45,0.8,0.33,0.78,0.28,0.53,0.55,0.59,0.75,0.66,0.56,0.06,0.5,0.25,0.31,0.75,0.5,0.29,0.09,0.44,0.22,0.16,2.0
20232024,CAR,2.0,4.0,2.0,0.0,0.0,13.0,10.0,5on5,88.30000000000001,6.0,5.0,1.0,0.545,0.75,2.07,0.266,1.008,0.13,0.878,0.122,0.87,east,metro,top3,6.0,12.0,0.333,25.0,30.0,0.455,2.194,2.6,68.0,61.0,0.527,89.0,81.0,0.524,46.0,41.0,19.0,24.0,18.0,18.0,24.0,6.0,24.0,,0.35,0.148,21.0,20.0,22.0,20.0,0.247,0.247,0.236,0.247,10.0,20.0,11.0,20.0,51.0,42.0,29.0,6.0,13.0,8.0,36.0,4.0,18.0,16.0,4.0,2.0,-1.3199999999999998,7.0,-6.0,4.077,3.398,0.68,0.51,1.407,4.077,8.154,16.988,20.385,46.206,41.45,60.476,55.04,31.257,27.86,12.911,16.308,12.231,12.231,16.308,4.077,16.308,6.116,14.949,13.59,14.27,13.59,6.795,7.475,19.706,4.077,8.834,5.436,24.462,2.718,12.231,10.872,-0.897,4.757,-4.077,2.718,1.359,0.89,0.89,0.84,0.69,0.66,0.04,0.16,0.19,0.28,0.44,0.16,0.16,0.31,0.03,0.14,0.59,0.91,0.25,0.91,0.25,0.16,0.34,0.44,0.44,0.69,0.69,0.59,0.69,0.524,0.47,0.75,0.78,0.62,0.94,0.44,0.41,0.97,0.72,0.12,0.88,0.16,0.41,0.34,0.16,0.09,0.11,0.03,0.16,1.0,0.62,0.78,0.41,0.94,0.22,1.0,0.78,0.64,0.8,0.14,0.56,0.38,0.22,0.88,0.88,0.66,0.72,0.66,9.0
20232024,CAR,2.0,4.0,2.0,0.0,0.0,13.0,10.0,all,125.0,10.0,8.0,2.0,0.556,1.86,3.55,0.344,1.024,0.145,0.879,0.121,0.855,east,metro,top3,23.0,28.0,0.451,48.0,56.0,0.462,2.51,2.76,101.0,98.0,0.508,133.0,132.0,0.502,69.0,66.0,25.0,32.0,20.0,28.0,29.0,11.0,29.0,,0.29,0.163,32.0,34.0,32.0,32.0,0.241,0.242,0.241,0.258,13.0,26.0,13.0,24.0,67.0,68.0,36.0,8.0,20.0,11.0,42.0,7.0,21.0,17.0,4.0,4.0,-1.6899999999999997,3.0,-5.0,4.8,3.84,0.96,0.893,1.704,11.04,13.44,23.04,26.88,48.48,47.04,63.84,63.36,33.12,31.68,12.0,15.36,9.6,13.44,13.92,5.28,13.92,7.68,15.36,15.36,15.36,16.32,6.24,6.24,17.28,3.84,9.6,5.28,20.16,3.36,10.08,8.16,-0.811,1.44,-2.4,1.92,1.92,0.89,0.89,0.94,0.75,0.75,0.11,0.16,0.19,0.38,0.34,0.22,0.22,0.31,0.41,0.06,0.75,0.91,0.33,0.91,0.33,0.84,0.81,0.03,0.09,0.58,0.7,0.39,0.56,0.502,0.62,0.5,0.47,0.56,0.94,0.72,0.44,0.78,0.69,0.41,0.84,0.25,0.44,0.34,0.22,0.12,0.3,0.03,0.09,1.0,0.39,0.66,0.36,0.94,0.19,0.81,0.69,0.31,0.84,0.3,0.78,0.25,0.23,0.84,0.56,0.33,0.47,0.66,16.0
20232024,CAR,2.0,4.0,2.0,0.0,0.0,13.0,10.0,other,1.1833333333333333,0.0,0.0,0.0,,0.5,0.34,0.595,1.0,0.0,1.0,0.0,1.0,east,metro,top3,9.0,9.0,0.5,12.0,13.0,0.48,3.429,3.692,14.0,13.0,0.519,15.0,15.0,0.5,10.0,9.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,,0.07,0.0,1.0,2.0,4.0,4.0,0.267,0.267,0.067,0.133,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.15999999999999998,1.0,0.0,0.0,0.0,0.0,25.352,17.239,456.338,456.338,608.451,659.155,709.859,659.155,760.563,760.563,507.042,456.338,152.113,50.704,50.704,202.817,0.0,0.0,50.704,0.0,202.817,202.817,50.704,101.408,50.704,50.704,50.704,0.0,0.0,0.0,101.408,0.0,0.0,0.0,8.113,50.704,0.0,0.0,0.0,0.89,0.89,0.39,0.52,,0.58,1.0,0.97,0.64,0.06,0.52,0.52,0.36,0.81,0.07,0.59,0.39,0.72,0.3,0.64,0.97,0.97,0.06,0.06,0.59,0.97,0.06,0.97,0.5,0.97,0.09,0.91,0.94,0.97,0.86,0.06,0.62,0.12,0.94,0.53,0.48,0.97,0.03,0.09,0.28,0.45,0.25,0.33,0.69,0.64,0.38,0.55,0.48,0.09,0.94,0.25,0.84,0.64,0.39,0.97,0.06,0.39,0.62,0.58,0.45,0.09,0.97,0.0
20232024,CBJ,2.0,2.0,1.0,1.0,0.0,7.0,7.0,4on5,8.616666666666667,0.0,1.0,-1.0,0.0,0.0,0.87,0.0,0.875,0.0,0.875,0.125,0.0,east,metro,none,0.0,1.0,0.0,0.0,7.0,0.0,,2.636,0.0,11.0,0.0,0.0,18.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,,,0.182,0.0,7.0,0.0,3.0,,0.167,,0.389,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.87,-11.0,-1.0,0.0,6.963,-6.963,0.0,6.058,0.0,6.963,0.0,48.743,0.0,76.596,0.0,125.338,0.0,55.706,0.0,0.0,0.0,41.779,20.89,6.963,0.0,13.926,0.0,20.89,0.0,48.743,0.0,0.0,6.963,13.926,0.0,0.0,0.0,6.963,6.963,0.0,-6.058,-76.596,-6.963,0.0,6.963,0.48,0.53,0.41,0.38,0.37,0.24,0.28,0.16,0.5,0.16,0.31,0.72,0.15,,0.61,0.41,0.41,0.5,0.92,0.47,0.33,0.17,0.78,0.31,0.08,0.08,0.47,0.31,0.0,0.06,0.34,0.3,0.34,0.34,0.72,0.16,0.38,0.67,0.88,,0.78,0.41,0.75,0.73,0.59,,0.52,0.94,0.19,0.77,0.59,0.75,0.48,0.73,0.14,0.19,0.77,0.3,0.86,0.47,0.73,,0.5,0.03,0.45,0.41,0.09,2.0
