season,team,GP,PTS,W,L,OTL,Conference,Division,playoffs,final_G,final_GA,situation,toi,gf,ga,g_dif,gf%,xgf,xga,xg%,pdo,shooting%,sv%,shooting%_ag,sv%_ag,hdsc,hdsca,hdsc%,sc,sca,sc%,asd,asda,fwf,fwa,fenwick%,cf,ca,corsi%,shots,shots_ag,mdsc,adsc,ldsc,mdsca,adsca,ldsca,point_shot,point_shot_ag,pshot_perc,pshot_perc_ag,blocks,blocks_ag,miss,miss_ag,miss_perc,miss_perc_ag,block%,block%_ag,penalties,penalty_mins,penalties_ag,penalty_mins_ag,faceoff_w,faceoff_l,hits,takeaways,giveaways,dz_giveaways,hits_ag,takeaways_ag,giveaways_ag,dz_giveaways_ag,oz_takeaways,oz_takeaways_ag,xg_dif,fwf_dif,hdsc_dif,offense,defense,differential,gf_p60,ga_p60,g_dif_p60,xgf_p60,xga_p60,hdsc_p60,hdsca_p60,sc_p60,sca_p60,fwf_p60,fwa_p60,cf_p60,ca_p60,shots_p60,shots_ag_p60,mdsc_p60,adsc_p60,ldsc_p60,mdsca_p60,adsca_p60,ldsca_p60,point_shot_p60,point_shot_ag_p60,miss_p60,miss_ag_p60,blocks_p60,blocks_ag_p60,penalties_p60,penalties_ag_p60,hits_p60,takeaways_p60,giveaways_p60,dz_giveaways_p60,hits_ag_p60,takeaways_ag_p60,giveaways_ag_p60,dz_giveaways_ag_p60,xg_dif_p60,fwf_dif_p60,hdsc_dif_p60,oz_takeaways_p60,oz_takeaways_ag_p60,offense_p60,defense_p60,differential_p60,PTS_perc,W_perc,gf_p60_perc,g_dif_p60_perc,gf%_perc,xg%_perc,xgf_p60_perc,xg_dif_p60_perc,ga_p60_perc,xga_p60_perc,hdsc%_perc,hdsc_dif_p60_perc,sc%_perc,asd_perc,asda_perc,pdo_perc,shooting%_perc,sv%_perc,sv%_ag_perc,shooting%_ag_perc,hdsc_p60_perc,sc_p60_perc,hdsca_p60_perc,sca_p60_perc,fenwick%_perc,fwf_p60_perc,fwa_p60_perc,fwf_dif_p60_perc,corsi%_perc,cf_p60_perc,ca_p60_perc,mdsc_p60_perc,adsc_p60_perc,ldsc_p60_perc,adsca_p60_perc,mdsca_p60_perc,ldsca_p60_perc,blocks_p60_perc,blocks_ag_p60_perc,block%_perc,block%_ag_perc,hits_p60_perc,hits_ag_p60_perc,point_shot_p60_perc,point_shot_ag_p60_perc,pshot_perc_perc,pshot_perc_ag_perc,takeaways_p60_perc,takeaways_ag_p60_perc,giveaways_p60_perc,giveaways_ag_p60_perc,dz_giveaways_p60_perc,dz_giveaways_ag_p60_perc,penalties_p60_perc,penalties_ag_p60_perc,faceoff_w_perc,faceoff_l_perc,penalty_mins_perc,penalty_mins_ag_perc,miss_ag_p60_perc,miss_p60_perc,miss_perc_perc,miss_perc_ag_perc,oz_takeaways_ag_p60_perc,oz_takeaways_p60_perc,shots_ag_p60_perc,shots_p60_perc,offense_p60_perc,defense_p60_perc,differential_p60_perc
20222023,ANA,82.0,58.0,23.0,47.0,12.0,west,pacific,none,209.0,338.0,4on5,407.58333333333337,0.0,74.0,-74.0,0.0,4.44,62.14,0.067,0.838,0.0,0.838,0.162,1.0,9.0,159.0,0.054,23.0,389.0,0.056,2.73,2.803,82.0,632.0,0.115,92.0,785.0,0.105,68.0,456.0,14.0,9.0,5.0,230.0,197.0,43.0,6.0,127.0,0.07,0.201,10.0,153.0,14.0,176.0,0.152,0.224,0.109,0.195,25.0,82.0,38.0,108.0,209.0,263.0,36.0,39.0,30.0,28.0,17.0,17.0,50.0,0.0,0.0,13.0,-57.7,-550.0,-150.0,4.443,136.13600000000002,-131.693,0.0,10.893,-10.893,0.654,9.148,1.325,23.406,3.386,57.264,12.071,93.036,13.543,115.559,10.01,67.127,2.061,1.325,0.736,33.858,29.0,6.33,0.883,18.696,2.061,25.909,1.472,22.523,3.68,5.594,5.3,5.741,4.416,4.122,2.503,2.503,7.36,0.0,-8.494,-80.965,-22.081,0.0,1.914,0.654,20.04,-19.386,0.03,0.06,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.06,0.06,0.05,0.19,0.28,0.03,0.03,0.16,0.03,0.16,0.09,0.06,0.22,0.06,0.09,0.34,0.03,0.06,0.105,0.28,0.09,0.09,0.12,0.59,0.12,0.06,0.66,0.81,0.31,0.75,0.09,0.03,1.0,0.78,0.5,0.89,0.14,0.06,0.78,0.59,0.28,0.44,0.03,0.03,0.5,0.66,0.11,0.97,0.44,0.91,0.62,0.47,0.59,0.53,0.05,0.03,0.28,0.03,0.03,0.03
20222023,ANA,82.0,58.0,23.0,47.0,12.0,west,pacific,none,209.0,338.0,5on4,366.83333333333337,35.0,7.0,28.0,0.833,35.56,7.91,0.818,1.001,0.105,0.896,0.104,0.895,118.0,26.0,0.819,235.0,49.0,0.827,2.639,3.197,476.0,82.0,0.853,633.0,91.0,0.874,333.0,67.0,117.0,176.0,55.0,23.0,10.0,2.0,134.0,8.0,0.28,0.098,157.0,9.0,143.0,15.0,0.226,0.165,0.248,0.099,43.0,144.0,9.0,24.0,205.0,180.0,17.0,13.0,50.0,7.0,53.0,45.0,31.0,26.0,9.0,4.0,27.650000000000002,394.0,92.0,70.561,14.906,55.655,5.725,1.145,4.58,5.816,1.294,19.3,4.253,38.437,8.015,77.856,13.412,103.535,14.884,54.466,10.959,19.137,28.787,8.996,3.762,1.636,0.327,21.917,1.308,23.389,2.453,25.679,1.472,7.033,1.472,2.781,2.126,8.178,1.145,8.669,7.36,5.07,4.253,4.522,64.443,15.048,1.472,0.654,11.541,2.438,9.103,0.03,0.06,0.16,0.19,0.31,0.28,0.12,0.19,0.5,0.31,0.16,0.31,0.12,0.12,0.03,0.25,0.06,0.45,0.06,0.45,0.41,0.16,0.09,0.16,0.62,0.59,0.56,0.62,0.874,0.59,0.66,0.09,0.91,0.91,0.75,0.34,0.88,0.44,0.25,0.47,0.23,0.06,0.88,0.12,0.34,0.16,0.41,0.25,0.81,0.59,0.62,0.14,0.53,0.22,0.31,0.22,0.78,0.84,0.64,0.53,0.31,0.28,0.56,0.47,0.31,0.62,0.47,0.12,0.41,0.12
20222023,ANA,82.0,58.0,23.0,47.0,12.0,west,pacific,none,209.0,338.0,5on5,4059.4166666666665,158.0,238.0,-80.0,0.399,161.56,235.95,0.406,0.994,0.086,0.908,0.092,0.914,526.0,818.0,0.391,1120.0,1666.0,0.402,2.525,2.566,2527.0,3509.0,0.419,3381.0,4515.0,0.428,1843.0,2580.0,594.0,800.0,418.0,848.0,1146.0,570.0,691.0,1016.0,0.27,0.29,854.0,1006.0,684.0,929.0,0.202,0.206,0.253,0.223,273.0,595.0,227.0,524.0,1716.0,2004.0,1222.0,385.0,561.0,317.0,1346.0,471.0,607.0,281.0,121.0,190.0,-74.38999999999999,-982.0,-292.0,319.561,473.951,-154.39000000000001,2.335,3.518,-1.182,2.388,3.487,7.775,12.09,16.554,24.624,37.35,51.865,49.973,66.734,27.24,38.134,8.78,11.824,6.178,12.534,16.938,8.425,10.213,15.017,10.11,13.731,12.623,14.869,4.035,3.355,18.062,5.69,8.292,4.685,19.894,6.962,8.972,4.153,-1.1,-14.514,-4.316,1.788,2.808,4.723,7.005,-2.282,0.03,0.06,0.09,0.09,0.09,0.03,0.03,0.03,0.09,0.03,0.03,0.03,0.03,0.62,0.17,0.39,0.3,0.5,0.3,0.5,0.16,0.03,0.03,0.03,0.03,0.12,0.03,0.03,0.428,0.09,0.03,0.03,0.16,0.06,0.03,0.09,0.09,0.94,0.44,0.78,0.06,0.06,1.0,1.0,1.0,0.84,0.44,0.06,0.72,0.66,0.56,0.62,0.19,0.22,0.28,0.28,0.09,0.84,0.62,0.97,0.97,0.75,0.33,0.34,0.03,0.03,0.16,0.06,0.06,0.03
20222023,ANA,82.0,58.0,23.0,47.0,12.0,west,pacific,none,209.0,338.0,all,4985.633333333333,206.0,335.0,-129.0,0.381,209.96,321.72,0.395,0.984,0.088,0.896,0.104,0.912,701.0,1063.0,0.397,1464.0,2210.0,0.398,2.568,2.627,3203.0,4385.0,0.422,4252.0,5585.0,0.432,2341.0,3224.0,763.0,1005.0,486.0,1147.0,1401.0,619.0,849.0,1178.0,0.27,0.269,1049.0,1200.0,862.0,1161.0,0.203,0.208,0.247,0.215,368.0,929.0,303.0,763.0,2220.0,2530.0,1284.0,457.0,656.0,357.0,1430.0,553.0,707.0,314.0,133.0,211.0,-111.76000000000002,-1182.0,-362.0,415.964,656.725,-240.761,2.479,4.032,-1.552,2.527,3.872,8.436,12.793,17.619,26.596,38.547,52.772,51.171,67.213,28.173,38.799,9.182,12.095,5.849,13.804,16.86,7.449,10.217,14.177,10.374,13.972,12.624,14.441,4.429,3.646,15.452,5.5,7.895,4.296,17.209,6.655,8.508,3.779,-1.345,-14.225,-4.357,1.601,2.539,5.006,7.903,-2.897,0.03,0.06,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.31,0.14,0.16,0.08,0.44,0.08,0.44,0.22,0.06,0.03,0.03,0.03,0.12,0.03,0.03,0.432,0.16,0.03,0.03,0.22,0.22,0.03,0.06,0.16,0.91,0.44,0.62,0.06,0.06,1.0,0.88,1.0,0.66,0.42,0.06,0.75,0.66,0.5,0.62,0.19,0.16,0.41,0.31,0.12,0.84,0.34,0.97,0.91,0.78,0.39,0.38,0.03,0.03,0.16,0.03,0.03,0.03
20222023,ANA,82.0,58.0,23.0,47.0,12.0,west,pacific,none,209.0,338.0,other,151.80000000000004,13.0,16.0,-3.0,0.448,8.4,15.72,0.348,1.002,0.134,0.868,0.132,0.866,48.0,60.0,0.444,86.0,106.0,0.448,3.105,3.025,118.0,162.0,0.421,146.0,194.0,0.429,97.0,121.0,38.0,20.0,8.0,46.0,48.0,4.0,18.0,27.0,0.15,0.167,28.0,32.0,21.0,41.0,0.144,0.211,0.192,0.165,27.0,108.0,29.0,107.0,90.0,83.0,9.0,20.0,15.0,5.0,14.0,20.0,19.0,7.0,3.0,4.0,-7.32,-44.0,-12.0,21.404,31.724000000000004,-10.32,5.138,6.324,-1.186,3.32,6.213,18.972,23.715,33.992,41.897,46.64,64.032,57.708,76.68,38.34,47.826,15.02,7.905,3.162,18.182,18.972,1.581,7.115,10.672,8.3,16.206,11.067,12.648,10.672,11.462,3.557,7.905,5.929,1.976,5.534,7.905,7.51,2.767,-2.893,-17.391,-4.743,1.186,1.581,8.46,12.539,-4.079,0.03,0.06,0.59,0.31,0.38,0.03,0.25,0.03,0.22,0.09,0.16,0.06,0.16,0.8,0.56,0.53,0.44,0.52,0.44,0.52,0.75,0.53,0.06,0.09,0.06,0.44,0.06,0.06,0.429,0.53,0.06,0.47,0.12,0.97,0.03,0.25,0.5,0.12,0.94,0.09,0.62,0.09,0.62,0.5,0.97,0.42,0.78,0.97,0.06,0.16,1.0,0.38,0.94,0.09,1.0,0.75,0.41,0.81,0.22,0.94,0.88,1.0,0.62,0.5,0.25,0.06,0.69,0.41,0.09,0.09
20222023,ARI,82.0,70.0,28.0,40.0,14.0,west,central,none,228.0,299.0,4on5,507.1166666666667,5.0,79.0,-74.0,0.06,6.33,75.22,0.078,0.934,0.078,0.856,0.144,0.922,18.0,200.0,0.083,42.0,487.0,0.079,3.078,2.815,74.0,777.0,0.087,82.0,998.0,0.076,64.0,547.0,24.0,4.0,5.0,287.0,227.0,58.0,6.0,162.0,0.08,0.208,8.0,221.0,10.0,230.0,0.122,0.23,0.098,0.221,16.0,62.0,49.0,171.0,228.0,326.0,88.0,57.0,42.0,38.0,38.0,21.0,57.0,3.0,4.0,16.0,-68.89,-703.0,-182.0,11.329,154.21999999999997,-142.891,0.592,9.347,-8.755,0.749,8.9,2.13,23.663,4.969,57.62,8.755,91.932,9.702,118.079,7.572,64.719,2.84,0.473,0.592,33.957,26.858,6.862,0.71,19.167,1.183,27.213,0.947,26.148,1.893,5.797,10.412,6.744,4.969,4.496,4.496,2.485,6.744,0.355,-8.151,-83.176,-21.534,0.473,1.893,1.34,18.247,-16.906,0.19,0.16,0.12,0.12,0.06,0.09,0.09,0.09,0.19,0.09,0.16,0.19,0.09,0.94,0.22,0.2,0.27,0.36,0.27,0.36,0.19,0.25,0.19,0.03,0.03,0.06,0.06,0.03,0.076,0.03,0.06,0.31,0.03,0.44,0.31,0.03,0.5,0.94,0.66,0.84,0.22,0.47,0.38,0.91,0.59,0.8,0.19,0.25,0.81,0.38,0.12,0.38,0.12,0.44,0.62,0.84,0.03,0.91,0.09,0.97,0.94,0.84,0.7,0.66,0.41,0.09,0.06,0.09,0.19,0.09
20222023,ARI,82.0,70.0,28.0,40.0,14.0,west,central,none,228.0,299.0,5on4,390.43333333333334,42.0,5.0,37.0,0.894,38.61,7.75,0.833,1.073,0.145,0.928,0.072,0.855,101.0,18.0,0.849,237.0,35.0,0.871,2.773,2.774,396.0,82.0,0.828,524.0,100.0,0.84,289.0,69.0,136.0,127.0,32.0,17.0,22.0,5.0,102.0,16.0,0.26,0.195,128.0,18.0,107.0,13.0,0.204,0.13,0.244,0.18,38.0,92.0,10.0,23.0,187.0,180.0,31.0,9.0,68.0,7.0,61.0,50.0,16.0,12.0,4.0,6.0,30.86,314.0,83.0,80.607,12.747,67.85999999999999,6.454,0.768,5.686,5.933,1.191,15.521,2.766,36.421,5.379,60.855,12.601,80.526,15.368,44.412,10.604,20.9,19.517,4.918,2.612,3.381,0.768,15.675,2.459,16.443,1.998,19.67,2.766,5.84,1.537,4.764,1.383,10.45,1.076,9.374,7.684,2.459,1.844,4.742,48.254,12.755,0.615,0.922,12.387,1.959,10.428,0.19,0.16,0.25,0.34,0.72,0.31,0.22,0.25,0.78,0.5,0.31,0.22,0.34,0.47,0.84,0.88,0.66,0.77,0.66,0.77,0.22,0.09,0.62,0.78,0.22,0.06,0.81,0.09,0.84,0.06,0.59,0.12,0.03,0.25,0.03,0.97,0.53,1.0,0.88,0.61,0.97,0.62,0.75,0.81,0.97,0.31,1.0,0.06,0.75,0.41,0.03,0.22,0.03,0.44,0.34,0.14,0.78,0.42,0.69,0.31,0.97,0.7,0.28,0.12,0.03,0.75,0.06,0.19,0.69,0.31
20222023,ARI,82.0,70.0,28.0,40.0,14.0,west,central,none,228.0,299.0,5on5,3943.7166666666667,169.0,195.0,-26.0,0.464,169.91,213.82,0.443,1.008,0.099,0.909,0.091,0.901,507.0,666.0,0.432,1128.0,1420.0,0.443,2.523,2.528,2415.0,2998.0,0.446,3249.0,3960.0,0.451,1710.0,2153.0,621.0,765.0,424.0,754.0,889.0,568.0,725.0,931.0,0.3,0.311,834.0,962.0,705.0,845.0,0.217,0.213,0.257,0.243,312.0,730.0,225.0,476.0,1642.0,1917.0,1953.0,407.0,662.0,386.0,1724.0,453.0,567.0,275.0,123.0,168.0,-43.91,-583.0,-159.0,338.912,408.82399999999996,-69.912,2.571,2.967,-0.396,2.585,3.253,7.714,10.133,17.161,21.604,36.742,45.612,49.431,60.248,26.016,32.756,9.448,11.639,6.451,11.471,13.525,8.642,11.03,14.164,10.726,12.856,12.689,14.636,4.747,3.423,29.713,6.192,10.072,5.873,26.229,6.892,8.626,4.184,-0.668,-8.87,-2.419,1.871,2.556,5.156,6.22,-1.064,0.19,0.16,0.25,0.22,0.22,0.16,0.22,0.19,0.38,0.19,0.12,0.12,0.12,0.59,0.5,0.72,0.89,0.56,0.89,0.56,0.12,0.12,0.19,0.22,0.09,0.06,0.16,0.12,0.451,0.06,0.25,0.16,0.12,0.22,0.44,0.25,0.06,0.91,0.38,0.5,0.19,0.84,0.34,0.84,0.94,0.38,0.91,0.16,0.75,0.19,0.34,0.19,0.22,0.03,0.39,0.03,0.28,1.0,0.84,0.81,0.81,0.2,0.61,0.69,0.06,0.12,0.06,0.16,0.25,0.19
20222023,ARI,82.0,70.0,28.0,40.0,14.0,west,central,none,228.0,299.0,all,4991.816666666667,225.0,295.0,-70.0,0.433,223.59,312.72,0.417,1.003,0.105,0.898,0.102,0.895,665.0,953.0,0.411,1485.0,2064.0,0.418,2.588,2.613,2990.0,4030.0,0.426,3981.0,5256.0,0.431,2143.0,2898.0,820.0,918.0,464.0,1111.0,1182.0,637.0,843.0,1135.0,0.28,0.282,991.0,1226.0,847.0,1132.0,0.213,0.215,0.249,0.233,387.0,970.0,301.0,740.0,2128.0,2507.0,2095.0,487.0,792.0,436.0,1843.0,539.0,650.0,293.0,138.0,196.0,-89.13000000000002,-1040.0,-288.0,448.59299999999996,607.7220000000001,-159.129,2.704,3.546,-0.841,2.687,3.759,7.993,11.455,17.849,24.809,35.939,48.439,47.85,63.175,25.758,34.833,9.856,11.034,5.577,13.354,14.207,7.657,10.133,13.642,10.181,13.606,11.911,14.736,4.652,3.618,25.181,5.854,9.52,5.241,22.152,6.479,7.813,3.522,-1.071,-12.5,-3.462,1.659,2.356,5.392,7.305,-1.913,0.19,0.16,0.19,0.19,0.19,0.09,0.16,0.09,0.28,0.09,0.06,0.06,0.06,0.55,0.23,0.59,0.72,0.52,0.72,0.52,0.09,0.09,0.09,0.06,0.06,0.03,0.09,0.06,0.431,0.03,0.09,0.16,0.03,0.09,0.12,0.12,0.06,1.0,0.56,0.5,0.19,0.84,0.47,0.91,0.94,0.42,0.7,0.12,0.78,0.25,0.34,0.25,0.16,0.09,0.34,0.09,0.19,0.91,0.53,0.94,0.97,0.3,0.73,0.61,0.09,0.09,0.03,0.12,0.12,0.16
20222023,ARI,82.0,70.0,28.0,40.0,14.0,west,central,none,228.0,299.0,other,150.55,9.0,16.0,-7.0,0.36,8.74,15.93,0.354,0.988,0.112,0.876,0.124,0.888,39.0,69.0,0.361,78.0,122.0,0.39,3.107,3.076,105.0,173.0,0.378,126.0,198.0,0.389,80.0,129.0,39.0,22.0,3.0,53.0,44.0,6.0,10.0,26.0,0.1,0.15,21.0,25.0,25.0,44.0,0.198,0.222,0.167,0.126,21.0,86.0,17.0,70.0,71.0,84.0,23.0,14.0,20.0,5.0,20.0,15.0,10.0,3.0,7.0,6.0,-7.1899999999999995,-68.0,-30.0,17.741,31.935000000000002,-14.194000000000003,3.587,6.377,-2.79,3.483,6.349,15.543,27.499,31.086,48.622,41.847,68.947,50.216,78.911,31.883,51.411,15.543,8.768,1.196,21.123,17.536,2.391,3.985,10.362,9.963,17.536,8.369,9.963,8.369,6.775,9.166,5.58,7.971,1.993,7.971,5.978,3.985,1.196,-2.865,-27.101,-11.956,2.79,2.391,7.07,12.727,-5.657,0.19,0.16,0.28,0.19,0.2,0.06,0.28,0.06,0.19,0.06,0.03,0.03,0.03,0.84,0.31,0.44,0.31,0.66,0.31,0.66,0.34,0.34,0.03,0.03,0.03,0.31,0.03,0.03,0.389,0.31,0.03,0.56,0.19,0.25,0.06,0.06,0.19,0.62,0.69,0.45,0.2,0.94,0.16,1.0,0.94,0.89,0.62,0.56,0.38,0.03,0.38,0.34,0.28,0.31,0.47,0.28,0.36,0.75,0.52,1.0,0.59,0.44,0.78,0.12,0.97,0.03,0.31,0.25,0.06,0.06
