season,game_id,team,desc_new,strength,desc,game_period,time_elapsed,goal_desc
20152016,2015020021,NYR,,5on5,"Oscar Lindberg (4), J.T. Miller (2), Viktor Stalberg (2)",1,5:12,2-0
20152016,2015020021,NYR,,5on5,"Dominic Moore (1), Jarret Stoll (2), Keith Yandle (2)",1,5:48,3-0
20152016,2015020021,NYR,,5on4,"Derick Brassard (1), Dan Boyle (3), Keith Yandle (3)",2,19:12,4-0
20152016,2015020021,CBJ,,5on4,"Boone Jenner (1), David Savard (0)",3,14:08,1-4
20152016,2015020021,NYR,,5on5,"Derek Stepan (2), Chris Kreider (3), Viktor Stalberg (3)",3,1:26,5-1
20152016,2015020021,CBJ,,5on5,"Ryan Johansen (1), Fedor Tyutin (1), Nick Foligno (1)",3,4:35,2-5
20152016,2015020022,WSH,,4on5,"Jason Chimera (1), Justin Williams (1), John Carlson (1)",1,12:04,1-0
20152016,2015020022,WSH,,5on5,"Brooks Orpik (1), Tom Wilson (1), Jason Chimera (1)",1,14:32,2-0
20152016,2015020022,NJD,,5on5,"Adam Henrique (1), Jiri Tlusty (1), Kyle Palmieri (1)",1,14:54,1-2
20152016,2015020022,NJD,,5on4,"Eric Gelinas (1), Lee Stempniak (2), Michael Cammalleri (2)",1,17:40,2-2
20152016,2015020022,WSH,,5on4,"Marcus Johansson (1), Alex Ovechkin (2), John Carlson (2)",3,12:44,3-2
20152016,2015020022,WSH,,5on4,"Matt Niskanen (1), Justin Williams (1), Dmitry Orlov (1)",3,17:07,4-2
20152016,2015020022,NJD,,5on5,Michael Cammalleri (1),3,18:39,3-4
20152016,2015020022,WSH,,5on5,"Alex Ovechkin (1), Matt Niskanen (0)",3,6:33,5-3
20152016,2015020023,DET,,5on5,"Henrik Zetterberg (1), Dylan Larkin (1), Justin Abdelkader (1)",2,11:33,1-0
20152016,2015020023,CAR,,5on5,"Victor Rask (1), Noah Hanifin (0)",2,15:12,1-1
20152016,2015020023,CAR,,5on5,"Nathan Gerbe (1), Ryan Murphy (0)",2,19:03,2-1
20152016,2015020023,DET,,5on5,"Justin Abdelkader (4), Henrik Zetterberg (1), Gustav Nyquist (1)",3,16:25,2-2
20152016,2015020023,CAR,,5on4,"Justin Faulk (1), John-Michael Liles (1), Kris Versteeg (1)",3,19:57,3-2
20152016,2015020023,DET,,5on5,Teemu Pulkkinen (1),3,4:39,3-3
20152016,2015020023,DET,,5on5,"Teemu Pulkkinen (2), Tomas Tatar (0)",3,6:36,4-3
20152016,2015020024,NSH,,5on5,"Craig Smith (2), Colin Wilson (0)",2,18:52,1-0
20152016,2015020024,NSH,,5on5,"Filip Forsberg (1), Mike Ribeiro (0)",3,13:02,2-0
20152016,2015020025,MIN,,5on5,Charlie Coyle (1),1,19:52,1-0
20152016,2015020025,MIN,,5on4,"Zach Parise (4), Ryan Suter (3), Mikael Granlund (3)",2,15:15,2-0
20152016,2015020025,MIN,,5on5,"Charlie Coyle (2), Thomas Vanek (3), Ryan Suter (3)",2,15:36,3-0
20152016,2015020025,STL,,5on5,"Alexander Steen (1), Vladimir Tarasenko (1), Paul Stastny (1)",2,2:49,1-3
20152016,2015020025,STL,,5on4,"Vladimir Tarasenko (2), Kevin Shattenkirk (1), Alexander Steen (1)",3,4:45,2-3
20152016,2015020026,CHI,,5on5,"Trevor van Riemsdyk (1), Patrick Kane (1), Artemi Panarin (1)",1,4:07,1-0
20152016,2015020026,CHI,,5on5,"Patrick Kane (3), Trevor van Riemsdyk (2), Artemi Panarin (2)",2,16:25,2-0
20152016,2015020026,CHI,,5on5,"Artemi Panarin (2), Patrick Kane (0)",2,5:53,3-0
20152016,2015020026,CHI,,other,"Brent Seabrook (1), Teuvo Teravainen (1), Andrew Shaw (1)",3,15:27,4-0
20152016,2015020026,NYI,,4on5,Cal Clutterbuck (1),3,18:55,1-4
20152016,2015020027,DAL,,5on5,"Mattias Janmark (2), Jason Demers (1), Antoine Roussel (1)",1,0:20,1-0
20152016,2015020027,DAL,,5on5,"Cody Eakin (1), Tyler Seguin (1), Jamie Benn (1)",1,10:21,2-0
20152016,2015020027,COL,,5on5,"Nathan MacKinnon (1), Alex Tanguay (1), Gabriel Landeskog (1)",1,9:06,1-2
20152016,2015020027,COL,,5on4,"Erik Johnson (2), Carl Soderberg (4), Francois Beauchemin (4)",2,14:53,2-2
20152016,2015020027,COL,,5on4,"Jarome Iginla (2), Gabriel Landeskog (3), Nathan MacKinnon (3)",2,17:51,3-2
20152016,2015020027,DAL,,5on4,"Cody Eakin (2), Jason Demers (2), Ales Hemsky (2)",2,8:50,3-3
20152016,2015020027,COL,,5on5,"Gabriel Landeskog (3), Nathan MacKinnon (1), Nick Holden (1)",3,17:34,4-3
20152016,2015020027,COL,,5on5,"John Mitchell (2), Jack Skille (1), Cody McLeod (1)",3,8:11,5-3
20152016,2015020027,COL,,5on5,"Gabriel Landeskog (2), Alex Tanguay (5), Francois Beauchemin (5)",3,8:58,6-3
20152016,2015020028,CGY,,5on4,"Dougie Hamilton (1), Johnny Gaudreau (1), Jiri Hudler (1)",1,5:00,1-0
20152016,2015020028,VAN,,5on5,"Jared McCann (1), Jannik Hansen (1), Brandon Prust (1)",2,11:33,1-1
20152016,2015020028,VAN,,5on4,"Bo Horvat (1), Sven Baertschi (2), Ben Hutton (2)",2,2:03,2-1
20152016,2015020028,CGY,,5on5,"Sean Monahan (1), Jiri Hudler (3), Johnny Gaudreau (3)",3,8:49,2-2
20152016,2015020028,CGY,,other,"Johnny Gaudreau (1), Dennis Wideman (0)",4,3:03,3-2
20152016,2015020029,ARI,,5on5,"Tobias Rieder (2), Anthony Duclair (3), Martin Hanzal (3)",2,5:00,1-0
20152016,2015020029,PIT,,5on5,Phil Kessel (1),2,5:17,1-1
20152016,2015020029,ARI,,5on5,"Jordan Martinook (1), Steve Downie (1), Boyd Gordon (1)",2,7:29,2-1
20152016,2015020030,SJS,,5on5,"Patrick Marleau (1), Logan Couture (1), Joel Ward (1)",2,19:21,1-0
20152016,2015020030,SJS,,5on5,"Patrick Marleau (2), Joel Ward (0)",3,15:10,2-0
20152016,2015020031,MTL,,other,Tomas Plekanec (3),1,18:34,1-0
20152016,2015020031,MTL,,5on5,"Tomas Plekanec (2), Max Pacioretty (2), Brendan Gallagher (2)",1,9:41,2-0
20152016,2015020031,OTT,,4on5,Jean-Gabriel Pageau (1),2,9:09,1-2
20152016,2015020031,MTL,,5on5,"Torrey Mitchell (1), P.K. Subban (3), Andrei Markov (3)",3,5:41,3-1
20152016,2015020032,BOS,,5on4,"Loui Eriksson (1), Torey Krug (2), David Krejci (2)",1,11:02,1-0
20152016,2015020032,TBL,,5on5,"Brian Boyle (1), Victor Hedman (1), Vladislav Namestnikov (1)",1,15:42,1-1
20152016,2015020032,TBL,,5on4,"Ondrej Palat (1), Tyler Johnson (2), Anton Stralman (2)",1,16:51,2-1
20152016,2015020032,BOS,,5on4,"David Krejci (2), Torey Krug (1), Patrice Bergeron (1)",1,2:59,2-2
20152016,2015020032,BOS,,5on4,"Loui Eriksson (2), David Krejci (4), Torey Krug (4)",2,12:20,3-2
20152016,2015020032,TBL,,5on4,"Steven Stamkos (2), Anton Stralman (3), Tyler Johnson (3)",2,15:17,3-3
20152016,2015020032,TBL,,5on5,Brian Boyle (2),2,4:48,4-3
20152016,2015020032,TBL,,5on5,"Valtteri Filppula (1), Alex Killorn (1), J.T. Brown (1)",3,15:58,5-3
20152016,2015020032,TBL,,5on5,"Jonathan Drouin (1), Erik Condra (4), Victor Hedman (4)",3,5:38,6-3
20152016,2015020033,NYI,,5on4,"Ryan Strome (1), Kyle Okposo (1), John Tavares (1)",1,19:48,1-0
20152016,2015020033,NYI,,other,"John Tavares (2), Anders Lee (1), Marek Zidlicky (1)",2,10:45,2-0
20152016,2015020033,WPG,,5on5,"Mark Scheifele (3), Nikolaj Ehlers (3), Mathieu Perreault (3)",2,15:41,1-2
20152016,2015020033,NYI,,5on5,"Brock Nelson (1), John Tavares (2), Johnny Boychuk (2)",2,6:46,3-1
20152016,2015020033,WPG,,5on4,"Dustin Byfuglien (1), Mathieu Perreault (2), Blake Wheeler (2)",3,11:52,2-3
20152016,2015020033,NYI,,5on5,"Josh Bailey (1), Frans Nielsen (2), Kyle Okposo (2)",3,19:41,4-2
20152016,2015020034,BUF,,5on4,"Rasmus Ristolainen (1), Marcus Foligno (2), Evander Kane (2)",2,2:33,1-0
20152016,2015020034,CBJ,,5on4,"Scott Hartnell (1), Ryan Johansen (2), Nick Foligno (2)",3,13:13,1-1
20152016,2015020034,BUF,,5on4,"Matt Moulson (1), Ryan O'Reilly (1), Rasmus Ristolainen (1)",3,15:47,2-1
20152016,2015020034,BUF,,5on4,"Ryan O'Reilly (1), Matt Moulson (1), Jamie McGinn (1)",3,5:10,3-1
20152016,2015020034,CBJ,,5on4,Brandon Saad (2),3,7:30,2-3
20152016,2015020034,BUF,,5on5,"Jack Eichel (2), Matt Moulson (2), Jamie McGinn (2)",3,9:21,4-2
20152016,2015020035,PHI,,5on5,"Brayden Schenn (2), Sam Gagner (1), Sean Couturier (1)",1,5:57,1-0
20152016,2015020036,ANA,,5on5,"Sami Vatanen (1), Andrew Cogliano (1), Mike Santorelli (1)",2,1:56,1-0
20152016,2015020036,VAN,,5on5,"Adam Cracknell (1), Brandon Prust (2), Jannik Hansen (2)",2,8:38,1-1
20152016,2015020037,NSH,,5on4,"Roman Josi (1), Shea Weber (1), Filip Forsberg (1)",1,10:34,1-0
20152016,2015020037,NSH,,4on5,"Roman Josi (2), Paul Gaustad (1), Pekka Rinne (1)",3,17:21,2-0
20152016,2015020037,NJD,,5on4,"Kyle Palmieri (1), Andy Greene (1), Jacob Josefson (1)",3,18:20,1-2
20152016,2015020037,NSH,,5on5,Eric Nystrom (1),3,19:08,3-1
20152016,2015020038,NYR,,5on5,"Mats Zuccarello (3), Derick Brassard (1), Rick Nash (1)",1,6:45,1-0
20152016,2015020038,WPG,,5on4,"Nikolaj Ehlers (1), Tyler Myers (2), Drew Stafford (2)",1,7:31,1-1
20152016,2015020038,WPG,,4on5,"Bryan Little (1), Jacob Trouba (0)",2,18:49,2-1
20152016,2015020038,WPG,,5on4,"Bryan Little (2), Dustin Byfuglien (3), Blake Wheeler (3)",3,10:35,3-1
20152016,2015020038,WPG,,5on5,"Mark Stuart (1), Adam Lowry (0)",3,17:56,4-1
20152016,2015020039,MTL,,5on5,"Max Pacioretty (3), Brendan Gallagher (4), Andrei Markov (4)",1,5:46,1-0
20152016,2015020039,PIT,,5on5,"Kris Letang (1), Phil Kessel (1), Evgeni Malkin (1)",2,10:09,1-1
20152016,2015020039,PIT,,5on5,Beau Bennett (1),2,5:31,2-1
20152016,2015020039,MTL,,5on4,"Max Pacioretty (4), Jeff Petry (1), Nathan Beaulieu (1)",2,8:45,2-2
20152016,2015020039,MTL,,5on5,"Tomas Fleischmann (1), David Desharnais (1), Dale Weise (1)",3,5:20,3-2
20152016,2015020040,SJS,,5on4,"Joe Thornton (2), Brent Burns (3), Joe Pavelski (3)",1,10:54,1-0
20152016,2015020040,SJS,,5on5,"Mike Brown (1), Chris Tierney (1), Barclay Goodrow (1)",2,2:36,2-0
20152016,2015020040,SJS,,5on5,"Tomas Hertl (2), Tommy Wingels (1), Matt Nieto (1)",2,7:25,3-0
20152016,2015020040,SJS,,5on5,Matt Nieto (1),3,18:00,4-0
20152016,2015020040,SJS,,5on5,"Chris Tierney (1), Barclay Goodrow (0)",3,19:13,5-0
20152016,2015020041,FLA,,5on5,"Nick Bjugstad (2), Brian Campbell (3), Brandon Pirri (3)",1,2:01,1-0
20152016,2015020041,CAR,,5on5,"Elias Lindholm (1), Brad Malone (2), Justin Faulk (2)",2,12:06,1-1
20152016,2015020041,FLA,,5on5,"Connor Brickley (1), Dmitry Kulikov (1), Derek MacKenzie (1)",3,12:18,2-1
20152016,2015020041,FLA,,5on5,"Aleksander Barkov (1), Jaromir Jagr (1), Erik Gudbranson (1)",3,13:08,3-1
20152016,2015020041,FLA,,5on5,"Jussi Jokinen (2), Reilly Smith (0)",3,18:13,4-1
20152016,2015020042,DET,,5on4,"Gustav Nyquist (1), Niklas Kronwall (5), Henrik Zetterberg (5)",2,17:52,1-0
20152016,2015020042,TBL,,5on5,"Ryan Callahan (2), Jonathan Drouin (4), Anton Stralman (4)",3,11:03,1-1
20152016,2015020042,DET,,5on5,"Kyle Quincey (1), Drew Miller (1), Brad Richards (1)",3,18:12,2-1
20152016,2015020042,DET,,5on5,"Henrik Zetterberg (2), Dylan Larkin (2), Kyle Quincey (2)",3,8:25,3-1
20152016,2015020043,DAL,,5on5,"Jason Spezza (1), Mattias Janmark (2), John Klingberg (2)",1,17:48,1-0
20152016,2015020043,EDM,,5on5,"Oscar Klefbom (1), Benoit Pouliot (1), Nail Yakupov (1)",2,10:55,1-1
20152016,2015020043,EDM,,5on5,"Connor McDavid (1), Andrej Sekera (0)",2,12:18,2-1
20152016,2015020043,DAL,,5on5,"Jamie Benn (2), Jyrki Jokipakka (2), Tyler Seguin (2)",2,2:42,2-2
20152016,2015020043,DAL,,5on5,"Jason Spezza (2), Antoine Roussel (3), Ales Hemsky (3)",3,15:30,3-2
20152016,2015020043,DAL,,5on5,"Jason Spezza (3), Kari Lehtonen (0)",3,19:03,4-2
20152016,2015020044,STL,,5on5,"Scottie Upshall (1), Paul Stastny (1), Troy Brouwer (1)",1,16:46,1-0
20152016,2015020044,CGY,,5on4,"Jiri Hudler (2), Johnny Gaudreau (3), Dennis Wideman (3)",1,17:31,1-1
20152016,2015020044,CGY,,5on5,"Mason Raymond (1), Dennis Wideman (1), Michael Frolik (1)",1,1:14,2-1
20152016,2015020044,STL,,5on5,"Colton Parayko (2), Alexander Steen (2), Vladimir Tarasenko (2)",2,19:28,2-2
20152016,2015020044,STL,,5on5,"Troy Brouwer (2), David Backes (0)",2,2:49,3-2
20152016,2015020044,STL,,5on4,"Colton Parayko (1), Jori Lehtera (2), Alex Pietrangelo (2)",2,4:47,4-2
20152016,2015020044,CGY,,5on5,"David Jones (1), Michael Frolik (0)",3,1:42,3-4
20152016,2015020045,VAN,,5on5,"Alexander Edler (1), Henrik Sedin (2), Alexandre Burrows (2)",2,13:23,1-0
20152016,2015020045,VAN,,5on5,"Adam Cracknell (2), Brandon Prust (1), Matt Bartkowski (1)",2,5:13,2-0
20152016,2015020045,VAN,,5on5,"Derek Dorsett (1), Jannik Hansen (1), Alexander Edler (1)",3,17:21,3-0
20152016,2015020046,CBJ,,5on4,"Brandon Saad (3), Nick Foligno (3), Ryan Johansen (3)",1,12:16,1-0
20152016,2015020046,OTT,,5on5,"Marc Methot (1), Mika Zibanejad (4), Erik Karlsson (4)",1,16:05,1-1
20152016,2015020046,CBJ,,5on5,"Boone Jenner (2), Ryan Johansen (1), Dalton Prout (1)",1,18:58,2-1
