season,game_id,team,desc_new,strength,desc,game_period,time_elapsed,goal_desc
20112012,2011020001,PHI,,5on4,"Claude Giroux (1), Jaromir Jagr (1), Chris Pronger (1)",1,19:10,1-0
20112012,2011020001,PHI,,5on5,"Jakub Voracek (1), Andrej Meszaros (1), Wayne Simmonds (1)",1,19:57,2-0
20112012,2011020001,BOS,,5on4,"Brad Marchand (1), Tyler Seguin (1), Joe Corvo (1)",1,9:42,1-2
20112012,2011020002,TOR,,4on5,"Matthew Lombardi (1), Mike Brown (1), Dion Phaneuf (1)",2,0:33,1-0
20112012,2011020002,TOR,,5on5,"Dion Phaneuf (1), Phil Kessel (1), Joffrey Lupul (1)",3,4:42,2-0
20112012,2011020003,PIT,,5on4,"Matt Cooke (1), Pascal Dupuis (0)",1,12:30,1-0
20112012,2011020003,VAN,,5on5,Maxim Lapierre (1),1,16:20,1-1
20112012,2011020003,PIT,,5on4,"James Neal (1), Evgeni Malkin (1), Kris Letang (1)",1,5:04,2-1
20112012,2011020003,VAN,,5on5,"Keith Ballard (1), Henrik Sedin (1), Daniel Sedin (1)",2,17:47,2-2
20112012,2011020003,PIT,,4on5,"Matt Cooke (2), Jordan Staal (2), Kris Letang (2)",2,3:09,3-2
20112012,2011020003,VAN,,5on5,"Daniel Sedin (1), Henrik Sedin (1), Sami Salo (1)",3,7:51,3-3
20112012,2011020004,CAR,,5on5,"Jeff Skinner (1), Tim Gleason (1), Tuomo Ruutu (1)",1,8:07,1-0
20112012,2011020004,TBL,,other,"Vincent Lecavalier (1), Steven Stamkos (1), Martin St. Louis (1)",2,17:50,1-1
20112012,2011020004,TBL,,5on5,"Martin St. Louis (1), Steven Stamkos (0)",2,5:19,2-1
20112012,2011020004,TBL,,5on4,"Steve Downie (1), Marc-Andre Bergeron (1), Ryan Shannon (1)",3,12:22,3-1
20112012,2011020004,TBL,,5on5,"Adam Hall (1), Nate Thompson (1), Blair Jones (1)",3,12:32,4-1
20112012,2011020004,TBL,,5on5,"Ryan Malone (1), Teddy Purcell (1), Eric Brewer (1)",3,16:58,5-1
20112012,2011020005,DET,,5on5,"Todd Bertuzzi (1), Darren Helm (1), Jakub Kindl (1)",1,16:01,1-0
20112012,2011020005,DET,,5on5,"Jiri Hudler (1), Pavel Datsyuk (1), Jonathan Ericsson (1)",2,10:38,2-0
20112012,2011020005,DET,,5on5,Nicklas Lidstrom (1),2,1:39,3-0
20112012,2011020005,DET,,5on5,"Cory Emmerton (1), Drew Miller (0)",2,9:40,4-0
20112012,2011020005,OTT,,5on4,"Filip Kuba (1), Daniel Alfredsson (1), Mika Zibanejad (1)",3,18:29,1-4
20112012,2011020005,DET,,5on5,"Ian White (1), Drew Miller (1), Cory Emmerton (1)",3,3:12,5-1
20112012,2011020005,OTT,,5on5,"Milan Michalek (1), Jason Spezza (1), Nikita Filatov (1)",3,5:49,2-5
20112012,2011020005,OTT,,5on4,"Milan Michalek (2), Jason Spezza (1), Erik Karlsson (1)",3,8:22,3-5
