season,game_id,date,team,GN,home_away,opponent,results,game_end,final_G,final_GA,situation,toi,gf,ga,xgf,xga,xg%,hdsc,hdsca,hdsc%,sc,sca,sc%,asd,asda,fwf,fwa,fenwick%,cf,ca,corsi%,g_dif,xg_dif,fwf_dif,hdsc_dif,shots,shots_ag,mdsc,adsc,ldsc,mdsca,adsca,ldsca,point_shot,point_shot_ag,pshot_perc,pshot_perc_ag,blocks,blocks_ag,miss,miss_ag,miss_perc,miss_perc_ag,block%,block%_ag,penalties,penalty_mins,penalties_ag,penalty_mins_ag,faceoff_w,faceoff_l,hits,takeaways,giveaways,dz_giveaways,hits_ag,takeaways_ag,giveaways_ag,dz_giveaways_ag,oz_takeaways,oz_takeaways_ag,offense,defense,differential
20192020,2019020001,2019-10-02,TOR,1,HOME,OTT,W,REG,5,3,4on5,6.0,0,0,0.009,0.036,0.2,0.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,1,2,0.33,1,3,0.25,0,-0.026999999999999996,-1,-2.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0,1,1,2,1.0,0.67,0.0,0.33,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.009,0.036,-0.026999999999999996
20192020,2019020001,2019-10-02,TOR,1,HOME,OTT,W,REG,5,3,5on4,8.166666666666666,1,0,0.921,0.35,0.72,1.0,1.0,0.5,7.0,1.0,0.88,2.2941176470588234,4.0,17,2,0.89,20,2,0.91,1,0.5710000000000001,15,0.0,10,2,6.0,7.0,3.0,0.0,0.0,0.0,5,0,0.29411764705882354,0.0,3,0,7,0,0.35,0.0,0.15,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.921,0.35,1.5710000000000002
20192020,2019020001,2019-10-02,TOR,1,HOME,OTT,W,REG,5,3,5on5,44.13333333333333,4,3,3.83,1.94,0.66,8.0,5.0,0.62,21.0,13.0,0.62,2.340909090909091,2.2903225806451615,45,35,0.56,59,43,0.58,1,1.8900000000000001,10,3.0,32,24,13.0,9.0,14.0,8.0,9.0,9.0,17,10,0.38636363636363635,0.3225806451612903,14,8,13,11,0.22,0.26,0.24,0.19,3.0,6.0,5.0,10.0,24.0,36.0,17.0,10.0,11.0,8.0,41.0,5.0,5.0,4.0,6.0,1.0,7.83,4.9399999999999995,2.8900000000000006
20192020,2019020001,2019-10-02,TOR,1,HOME,OTT,W,REG,5,3,all,60.0,5,3,4.76,2.326,0.67,9.0,8.0,0.53,28.0,16.0,0.64,2.306451612903226,2.4411764705882355,63,39,0.62,80,48,0.62,2,2.4339999999999997,24,1.0,42,26,19.0,16.0,18.0,8.0,9.0,9.0,23,10,0.3709677419354839,0.29411764705882354,17,9,21,13,0.26,0.27,0.21,0.19,3.0,6.0,5.0,10.0,31.0,42.0,17.0,13.0,12.0,8.0,44.0,7.0,8.0,5.0,6.0,1.0,9.76,5.3260000000000005,4.433999999999999
20192020,2019020001,2019-10-02,TOR,1,HOME,OTT,W,REG,5,3,other,1.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20192020,2019020001,2019-10-02,OTT,1,AWAY,TOR,L,REG,3,5,4on5,8.166666666666666,0,1,0.35,0.921,0.28,1.0,1.0,0.5,1.0,7.0,0.12,4.0,2.2941176470588234,2,17,0.11,2,20,0.09,-1,-0.5710000000000001,-15,0.0,2,10,0.0,0.0,0.0,6.0,7.0,3.0,0,5,0.0,0.29411764705882354,0,3,0,7,0.0,0.35,0.0,0.15,0.0,0.0,0.0,0.0,3.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.35,1.921,-1.5710000000000002
20192020,2019020001,2019-10-02,OTT,1,AWAY,TOR,L,REG,3,5,5on4,6.0,0,0,0.036,0.009,0.8,2.0,0.0,1.0,2.0,0.0,1.0,4.0,1.0,2,1,0.67,3,1,0.75,0,0.026999999999999996,1,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,1,0,2,1,0.67,1.0,0.33,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.036,0.009,0.026999999999999996
20192020,2019020001,2019-10-02,OTT,1,AWAY,TOR,L,REG,3,5,5on5,44.13333333333333,3,4,1.94,3.83,0.34,5.0,8.0,0.38,13.0,21.0,0.38,2.2903225806451615,2.340909090909091,35,45,0.44,43,59,0.42,-1,-1.8900000000000001,-10,-3.0,24,32,8.0,9.0,9.0,13.0,9.0,14.0,10,17,0.3225806451612903,0.38636363636363635,8,14,11,13,0.26,0.22,0.19,0.24,5.0,10.0,3.0,6.0,36.0,24.0,41.0,5.0,5.0,4.0,17.0,10.0,11.0,8.0,1.0,6.0,4.9399999999999995,7.83,-2.8900000000000006
20192020,2019020001,2019-10-02,OTT,1,AWAY,TOR,L,REG,3,5,all,60.0,3,5,2.326,4.76,0.33,8.0,9.0,0.47,16.0,28.0,0.36,2.4411764705882355,2.306451612903226,39,63,0.38,48,80,0.38,-2,-2.4339999999999997,-24,-1.0,26,42,8.0,9.0,9.0,19.0,16.0,18.0,10,23,0.29411764705882354,0.3709677419354839,9,17,13,21,0.27,0.26,0.19,0.21,5.0,10.0,3.0,6.0,42.0,31.0,44.0,7.0,8.0,5.0,17.0,13.0,12.0,8.0,1.0,6.0,5.3260000000000005,9.76,-4.433999999999999
20192020,2019020001,2019-10-02,OTT,1,AWAY,TOR,L,REG,3,5,other,1.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20192020,2019020002,2019-10-02,WSH,1,AWAY,STL,W,OT,3,2,4on5,3.25,0,1,0.01,0.27,0.04,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.75,1,4,0.2,1,5,0.17,-1,-0.26,-3,-1.0,1,2,0.0,1.0,0.0,1.0,2.0,0.0,0,2,0.0,0.5,0,1,0,2,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.01,1.27,-1.26
20192020,2019020002,2019-10-02,WSH,1,AWAY,STL,W,OT,3,2,5on4,5.883333333333334,1,0,0.53,0.04,0.93,1.0,0.0,1.0,3.0,0.0,1.0,2.375,2.0,8,3,0.73,13,3,0.81,1,0.49000000000000005,5,1.0,5,3,2.0,4.0,1.0,0.0,1.0,0.0,3,0,0.375,0.0,5,0,3,0,0.23,0.0,0.38,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.04,1.49
20192020,2019020002,2019-10-02,WSH,1,AWAY,STL,W,OT,3,2,5on5,53.71666666666667,1,1,1.858,1.509,0.55,7.0,7.0,0.5,15.0,12.0,0.56,2.53125,2.6363636363636362,33,23,0.59,40,28,0.59,0,0.3490000000000002,10,0.0,24,17,8.0,12.0,5.0,5.0,5.0,5.0,9,5,0.28125,0.22727272727272727,7,5,9,6,0.22,0.21,0.18,0.18,2.0,4.0,3.0,6.0,21.0,25.0,23.0,8.0,4.0,2.0,22.0,9.0,8.0,7.0,5.0,3.0,2.858,2.509,0.3490000000000002
20192020,2019020002,2019-10-02,WSH,1,AWAY,STL,W,OT,3,2,all,62.85,3,2,2.529,1.818,0.58,8.0,8.0,0.5,20.0,14.0,0.59,2.488888888888889,2.6296296296296298,46,30,0.61,58,36,0.62,1,0.7109999999999999,16,0.0,34,22,12.0,19.0,6.0,6.0,8.0,5.0,14,7,0.3111111111111111,0.25925925925925924,12,6,12,8,0.21,0.22,0.21,0.17,2.0,4.0,3.0,6.0,30.0,31.0,25.0,8.0,5.0,3.0,23.0,9.0,11.0,9.0,5.0,3.0,5.529,3.818,1.7109999999999999
20192020,2019020002,2019-10-02,WSH,1,AWAY,STL,W,OT,3,2,other,0.0,1,0,0.131,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.5,0.0,4,0,1.0,4,0,1.0,1,0.131,4,0.0,4,0,2.0,2.0,0.0,0.0,0.0,0.0,2,0,0.5,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.131,0.0,1.131
20192020,2019020002,2019-10-02,STL,1,HOME,WSH,OTL,OT,2,3,4on5,5.883333333333334,0,1,0.04,0.53,0.07,0.0,1.0,0.0,0.0,3.0,0.0,2.0,2.375,3,8,0.27,3,13,0.19,-1,-0.49000000000000005,-5,-1.0,3,5,0.0,1.0,0.0,2.0,4.0,1.0,0,3,0.0,0.375,0,5,0,3,0.0,0.23,0.0,0.38,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,1.53,-1.49
20192020,2019020002,2019-10-02,STL,1,HOME,WSH,OTL,OT,2,3,5on4,3.25,1,0,0.27,0.01,0.96,1.0,0.0,1.0,2.0,0.0,1.0,2.75,2.0,4,1,0.8,5,1,0.83,1,0.26,3,1.0,2,1,1.0,2.0,0.0,0.0,1.0,0.0,2,0,0.5,0.0,1,0,2,0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.27,0.01,1.26
20192020,2019020002,2019-10-02,STL,1,HOME,WSH,OTL,OT,2,3,5on5,53.71666666666667,1,1,1.509,1.858,0.45,7.0,7.0,0.5,12.0,15.0,0.44,2.6363636363636362,2.53125,23,33,0.41,28,40,0.41,0,-0.3490000000000002,-10,0.0,17,24,5.0,5.0,5.0,8.0,12.0,5.0,5,9,0.22727272727272727,0.28125,5,7,6,9,0.21,0.22,0.18,0.18,3.0,6.0,2.0,4.0,25.0,21.0,22.0,9.0,8.0,7.0,23.0,8.0,4.0,2.0,3.0,5.0,2.509,2.858,-0.3490000000000002
20192020,2019020002,2019-10-02,STL,1,HOME,WSH,OTL,OT,2,3,all,62.85,2,3,1.818,2.529,0.42,8.0,8.0,0.5,14.0,20.0,0.41,2.6296296296296298,2.488888888888889,30,46,0.39,36,58,0.38,-1,-0.7109999999999999,-16,0.0,22,34,6.0,8.0,5.0,12.0,19.0,6.0,7,14,0.25925925925925924,0.3111111111111111,6,12,8,12,0.22,0.21,0.17,0.21,3.0,6.0,2.0,4.0,31.0,30.0,23.0,9.0,11.0,9.0,25.0,8.0,5.0,3.0,3.0,5.0,3.818,5.529,-1.7109999999999999
20192020,2019020002,2019-10-02,STL,1,HOME,WSH,OTL,OT,2,3,other,0.0,0,1,0.0,0.131,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.5,0,4,0.0,0,4,0.0,-1,-0.131,-4,0.0,0,4,0.0,0.0,0.0,2.0,2.0,0.0,0,2,0.0,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.131,-1.131
20192020,2019020003,2019-10-02,EDM,1,HOME,VAN,W,REG,3,2,4on5,8.0,0,0,0.0,0.114,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,3.0,0,11,0.0,1,12,0.08,0,-0.114,-11,-4.0,0,7,0.0,0.0,0.0,4.0,0.0,2.0,0,2,0.0,0.2,1,1,0,4,0.0,0.33,1.0,0.08,1.0,2.0,0.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.114,-0.114
