game_id,team,player,number,pos,strength,shots_against,goals_against,xGoal,adsc_ag,hdsc_ag,ldsc_ag,mdsc_ag,adsc_g,hdsc_g,ldsc_g,mdsc_g,player_id
2012020001,PHI,Ilya Bryzgalov,30.0,G,5on4,3,1.0,0.46809244,1.0,,1.0,1.0,,,1.0,,8468524.0
2012020001,PHI,Ilya Bryzgalov,30.0,G,5on5,26,1.0,1.6311065599999999,16.0,1.0,5.0,3.0,,,,1.0,8468524.0
2012020001,PHI,Ilya Bryzgalov,30.0,G,all,29,2.0,2.099199,17.0,1.0,6.0,4.0,,,1.0,1.0,8468524.0
2012020001,PIT,Marc-Andre Fleury,29.0,G,5on4,11,,1.0386586,3.0,3.0,2.0,3.0,,,,,8470594.0
2012020001,PIT,Marc-Andre Fleury,29.0,G,5on5,16,1.0,1.21676581,5.0,4.0,2.0,3.0,,1.0,,,8470594.0
2012020001,PIT,Marc-Andre Fleury,29.0,G,all,27,1.0,2.25542441,8.0,7.0,4.0,6.0,,1.0,,,8470594.0
2012020002,OTT,Craig Anderson,41.0,G,5on4,6,1.0,0.36787253,1.0,1.0,3.0,,,,1.0,,8467950.0
2012020002,OTT,Craig Anderson,41.0,G,5on5,20,,1.005532,9.0,5.0,2.0,4.0,,,,,8467950.0
2012020002,OTT,Craig Anderson,41.0,G,all,28,1.0,1.5136491300000001,11.0,7.0,5.0,4.0,,,1.0,,8467950.0
2012020002,OTT,Craig Anderson,41.0,G,other,2,,0.1402446,1.0,1.0,,,,,,,8467950.0
2012020002,WPG,Ondrej Pavelec,31.0,G,4on5,3,,0.07744721,,,,1.0,,,,,8471715.0
2012020002,WPG,Ondrej Pavelec,31.0,G,5on4,3,1.0,0.36935762,2.0,,1.0,,,,1.0,,8471715.0
2012020002,WPG,Ondrej Pavelec,31.0,G,5on5,31,3.0,1.48284014,8.0,4.0,7.0,12.0,,2.0,,1.0,8471715.0
2012020002,WPG,Ondrej Pavelec,31.0,G,all,37,4.0,1.92964497,10.0,4.0,8.0,13.0,,2.0,1.0,1.0,8471715.0
2012020003,CHI,Corey Crawford,50.0,G,5on4,5,,0.3097739,2.0,1.0,2.0,,,,,,8470645.0
2012020003,CHI,Corey Crawford,50.0,G,5on5,16,2.0,0.86980372,7.0,2.0,1.0,6.0,,1.0,1.0,,8470645.0
2012020003,CHI,Corey Crawford,50.0,G,all,21,2.0,1.1795776199999999,9.0,3.0,3.0,6.0,,1.0,1.0,,8470645.0
2012020003,LAK,Jonathan Quick,32.0,G,5on4,5,,0.05496939000000001,1.0,,3.0,1.0,,,,,8471734.0
2012020003,LAK,Jonathan Quick,32.0,G,5on5,17,5.0,1.7168482699999998,4.0,5.0,2.0,6.0,,2.0,,3.0,8471734.0
2012020003,LAK,Jonathan Quick,32.0,G,all,24,6.0,2.53944717,6.0,5.0,6.0,7.0,1.0,2.0,,3.0,8471734.0
2012020003,LAK,Jonathan Quick,32.0,G,other,2,1.0,0.76762951,1.0,,1.0,,1.0,,,,8471734.0
2012020004,NYR,Henrik Lundqvist,30.0,G,4on5,1,,0.001,,,,,,,,,8468685.0
