game_id,team,player,number,pos,strength,shots_against,goals_against,xGoal,adsc_ag,hdsc_ag,ldsc_ag,mdsc_ag,adsc_g,hdsc_g,ldsc_g,mdsc_g,player_id
2019020001,OTT,Craig Anderson,41.0,G,5on4,10,1.0,0.6637421,4.0,1.0,1.0,4.0,,,,1.0,8467950.0
2019020001,OTT,Craig Anderson,41.0,G,5on5,44,10.0,5.77547757,5.0,11.0,14.0,13.0,,5.0,2.0,3.0,8467950.0
2019020001,OTT,Craig Anderson,41.0,G,all,54,11.0,6.43921967,9.0,12.0,15.0,17.0,,5.0,2.0,4.0,8467950.0
2019020001,TOR,Frederik Andersen,31.0,G,4on5,2,,0.34995539999999997,,1.0,,,,,,,8475883.0
2019020001,TOR,Frederik Andersen,31.0,G,5on5,30,6.0,2.87638989,7.0,7.0,8.0,6.0,2.0,4.0,,,8475883.0
2019020001,TOR,Frederik Andersen,31.0,G,all,32,6.0,3.2263452900000003,7.0,8.0,8.0,6.0,2.0,4.0,,,8475883.0
2019020002,WSH,Braden Holtby,70.0,G,4on5,3,,0.040313800000000004,1.0,,,,,,,,8474651.0
2019020002,WSH,Braden Holtby,70.0,G,5on4,2,1.0,0.0793048,1.0,,,1.0,,,,1.0,8474651.0
2019020002,WSH,Braden Holtby,70.0,G,5on5,17,1.0,1.26179024,5.0,6.0,3.0,2.0,,1.0,,,8474651.0
2019020002,WSH,Braden Holtby,70.0,G,all,22,2.0,1.38140884,7.0,6.0,3.0,3.0,,1.0,,1.0,8474651.0
2019020002,STL,Jordan Binnington,50.0,G,4on5,1,,0.01,1.0,,,,,,,,8476412.0
2019020002,STL,Jordan Binnington,50.0,G,5on4,5,1.0,0.48469662,2.0,,1.0,2.0,,,1.0,,8476412.0
2019020002,STL,Jordan Binnington,50.0,G,5on5,24,1.0,1.44212486,8.0,5.0,5.0,5.0,,,,1.0,8476412.0
2019020002,STL,Jordan Binnington,50.0,G,all,34,3.0,2.06816388,13.0,5.0,6.0,9.0,,,1.0,2.0,8476412.0
