season,team,conference,division,points,wins,reg_wins,nhl_place,conference_place,division_place,round_numeric,description,W%,league_playoff_min,season_mod,GP,W,L,PTS,OTL
20192020,WPG,Western,Central,80,37,30,20,9.0,5,0.0,Stanley-Cup-Qualifiers: Lost to CGY in 4 games,0.5211267605633803,0.4366197183098591,19/20,71.0,37.0,28.0,80.0,6.0
20192020,MIN,Western,Central,77,35,30,21,10.0,6,0.0,Stanley-Cup-Qualifiers: Lost to VAN in 4 games,0.5072463768115942,0.4366197183098591,19/20,69.0,35.0,27.0,77.0,7.0
20192020,ARI,Western,Pacific,74,33,26,22,11.0,5,1.0,1st round: Lost to COL in 5 games,0.4714285714285714,0.4366197183098591,19/20,70.0,33.0,29.0,74.0,8.0
20192020,CHI,Western,Central,72,32,23,23,12.0,7,1.0,1st round: Lost to VGK in 5 games,0.4571428571428571,0.4366197183098591,19/20,70.0,32.0,30.0,72.0,8.0
20192020,MTL,Eastern,Atlantic,71,31,19,24,12.0,5,1.0,1st round: Lost to PHI in 6 games,0.4366197183098591,0.4366197183098591,19/20,71.0,31.0,31.0,71.0,9.0
20192020,BUF,Eastern,Atlantic,68,30,22,25,13.0,6,0.0,,0.4347826086956521,0.4366197183098591,19/20,69.0,30.0,31.0,68.0,8.0
20192020,NJD,Eastern,Metropolitan,68,28,22,26,14.0,8,0.0,,0.4057971014492754,0.4366197183098591,19/20,69.0,28.0,29.0,68.0,12.0
20192020,ANA,Western,Pacific,67,29,20,27,13.0,6,0.0,,0.4084507042253521,0.4366197183098591,19/20,71.0,29.0,33.0,67.0,9.0
20192020,LAK,Western,Pacific,64,29,21,28,14.0,7,0.0,,0.4142857142857143,0.4366197183098591,19/20,70.0,29.0,35.0,64.0,6.0
20192020,SJS,Western,Pacific,63,29,22,29,15.0,8,0.0,,0.4142857142857143,0.4366197183098591,19/20,70.0,29.0,36.0,63.0,5.0
20192020,OTT,Eastern,Atlantic,62,25,18,30,15.0,7,0.0,,0.352112676056338,0.4366197183098591,19/20,71.0,25.0,34.0,62.0,12.0
20192020,DET,Eastern,Atlantic,39,17,13,31,16.0,8,0.0,,0.2394366197183098,0.4366197183098591,19/20,71.0,17.0,49.0,39.0,5.0
20202021,COL,,Honda West,82,39,35,1,,1,2.0,2Nd-Round: Lost to VGK in 6 games,0.6964285714285714,0.4285714285714285,20/21,56.0,39.0,13.0,82.0,4.0
20202021,VGK,,Honda West,82,40,30,2,,2,3.0,Stanley-Cup-Semifinals: Lost to MTL in 6 games,0.7142857142857143,0.4285714285714285,20/21,56.0,40.0,14.0,82.0,2.0
20202021,CAR,,Discover Central,80,36,27,3,,1,2.0,2Nd-Round: Lost to TBL in 5 games,0.6428571428571429,0.4285714285714285,20/21,56.0,36.0,12.0,80.0,8.0
20202021,FLA,,Discover Central,79,37,26,4,,2,1.0,1st round: Lost to TBL in 6 games,0.6607142857142857,0.4285714285714285,20/21,56.0,37.0,14.0,79.0,5.0
20202021,PIT,,MassMutual East,77,37,29,5,,1,1.0,1st round: Lost to NYI in 6 games,0.6607142857142857,0.4285714285714285,20/21,56.0,37.0,16.0,77.0,3.0
20202021,TOR,,Scotia North,77,35,29,6,,1,1.0,1st round: Lost to MTL in 7 games,0.625,0.4285714285714285,20/21,56.0,35.0,14.0,77.0,7.0
20202021,WSH,,MassMutual East,77,36,29,7,,2,1.0,1st round: Lost to BOS in 5 games,0.6428571428571429,0.4285714285714285,20/21,56.0,36.0,15.0,77.0,5.0
20202021,TBL,,Discover Central,75,36,29,8,,3,4.0,Stanley-Cup-Final: Defeated MTL in 5 games,0.6428571428571429,0.4285714285714285,20/21,56.0,36.0,17.0,75.0,3.0
20202021,MIN,,Honda West,75,35,27,9,,3,1.0,1st round: Lost to VGK in 7 games,0.625,0.4285714285714285,20/21,56.0,35.0,16.0,75.0,5.0
20202021,BOS,,MassMutual East,73,33,25,10,,3,2.0,2Nd-Round: Lost to NYI in 6 games,0.5892857142857143,0.4285714285714285,20/21,56.0,33.0,16.0,73.0,7.0
20202021,EDM,,Scotia North,72,35,31,11,,2,1.0,1st round: Lost to WPG in 4 games,0.625,0.4285714285714285,20/21,56.0,35.0,19.0,72.0,2.0
20202021,NYI,,MassMutual East,71,32,24,12,,4,3.0,Stanley-Cup-Semifinals: Lost to TBL in 7 games,0.5714285714285714,0.4285714285714285,20/21,56.0,32.0,17.0,71.0,7.0
20202021,NSH,,Discover Central,64,31,21,13,,4,1.0,1st round: Lost to CAR in 6 games,0.5535714285714286,0.4285714285714285,20/21,56.0,31.0,23.0,64.0,2.0
20202021,WPG,,Scotia North,63,30,24,14,,3,2.0,2Nd-Round: Lost to MTL in 4 games,0.5357142857142857,0.4285714285714285,20/21,56.0,30.0,23.0,63.0,3.0
20202021,STL,,Honda West,63,27,19,15,,4,1.0,1st round: Lost to COL in 4 games,0.4821428571428571,0.4285714285714285,20/21,56.0,27.0,20.0,63.0,9.0
20202021,NYR,,MassMutual East,60,27,24,16,,5,0.0,,0.4821428571428571,0.4285714285714285,20/21,56.0,27.0,23.0,60.0,6.0
20202021,DAL,,Discover Central,60,23,17,17,,5,0.0,,0.4107142857142857,0.4285714285714285,20/21,56.0,23.0,19.0,60.0,14.0
20202021,MTL,,Scotia North,59,24,20,18,,4,4.0,Stanley-Cup-Final: Lost to TBL in 5 games,0.4285714285714285,0.4285714285714285,20/21,56.0,24.0,21.0,59.0,11.0
20202021,PHI,,MassMutual East,58,25,17,19,,6,0.0,,0.4464285714285714,0.4285714285714285,20/21,56.0,25.0,23.0,58.0,8.0
20202021,CGY,,Scotia North,55,26,22,20,,5,0.0,,0.4642857142857143,0.4285714285714285,20/21,56.0,26.0,27.0,55.0,3.0
20202021,CHI,,Discover Central,55,24,15,21,,6,0.0,,0.4285714285714285,0.4285714285714285,20/21,56.0,24.0,25.0,55.0,7.0
20202021,ARI,,Honda West,54,24,19,22,,5,0.0,,0.4285714285714285,0.4285714285714285,20/21,56.0,24.0,26.0,54.0,6.0
20202021,OTT,,Scotia North,51,23,18,23,,6,0.0,,0.4107142857142857,0.4285714285714285,20/21,56.0,23.0,28.0,51.0,5.0
20202021,VAN,,Scotia North,50,23,17,24,,7,0.0,,0.4107142857142857,0.4285714285714285,20/21,56.0,23.0,29.0,50.0,4.0
20202021,LAK,,Honda West,49,21,19,25,,6,0.0,,0.375,0.4285714285714285,20/21,56.0,21.0,28.0,49.0,7.0
20202021,SJS,,Honda West,49,21,15,26,,7,0.0,,0.375,0.4285714285714285,20/21,56.0,21.0,28.0,49.0,7.0
20202021,DET,,Discover Central,48,19,16,27,,7,0.0,,0.3392857142857143,0.4285714285714285,20/21,56.0,19.0,27.0,48.0,10.0
20202021,CBJ,,Discover Central,48,18,12,28,,8,0.0,,0.3214285714285714,0.4285714285714285,20/21,56.0,18.0,26.0,48.0,12.0
20202021,NJD,,MassMutual East,45,19,15,29,,7,0.0,,0.3392857142857143,0.4285714285714285,20/21,56.0,19.0,30.0,45.0,7.0
20202021,ANA,,Honda West,43,17,11,30,,8,0.0,,0.3035714285714285,0.4285714285714285,20/21,56.0,17.0,30.0,43.0,9.0
20202021,BUF,,MassMutual East,37,15,11,31,,8,0.0,,0.2678571428571428,0.4285714285714285,20/21,56.0,15.0,34.0,37.0,7.0
20212022,FLA,Eastern,Atlantic,122,58,42,1,1.0,1,2.0,2Nd-Round: Lost to TBL in 4 games,0.7073170731707317,0.5365853658536586,21/22,82.0,58.0,18.0,122.0,6.0
20212022,COL,Western,Central,119,56,46,2,1.0,1,4.0,Stanley-Cup-Final: Defeated TBL in 6 games,0.6829268292682927,0.5365853658536586,21/22,82.0,56.0,19.0,119.0,7.0
20212022,CAR,Eastern,Metropolitan,116,54,47,3,2.0,1,2.0,2Nd-Round: Lost to NYR in 7 games,0.6585365853658537,0.5365853658536586,21/22,82.0,54.0,20.0,116.0,8.0
20212022,TOR,Eastern,Atlantic,115,54,45,4,3.0,2,1.0,1st round: Lost to TBL in 7 games,0.6585365853658537,0.5365853658536586,21/22,82.0,54.0,21.0,115.0,7.0
20212022,MIN,Western,Central,113,53,37,5,2.0,2,1.0,1st round: Lost to STL in 6 games,0.6463414634146342,0.5365853658536586,21/22,82.0,53.0,22.0,113.0,7.0
20212022,CGY,Western,Pacific,111,50,44,6,3.0,1,2.0,2Nd-Round: Lost to EDM in 5 games,0.6097560975609756,0.5365853658536586,21/22,82.0,50.0,21.0,111.0,11.0
20212022,NYR,Eastern,Metropolitan,110,52,44,7,4.0,2,3.0,Conference-Finals: Lost to TBL in 6 games,0.6341463414634146,0.5365853658536586,21/22,82.0,52.0,24.0,110.0,6.0
20212022,TBL,Eastern,Atlantic,110,51,39,8,5.0,3,4.0,Stanley-Cup-Final: Lost to COL in 6 games,0.6219512195121951,0.5365853658536586,21/22,82.0,51.0,23.0,110.0,8.0
20212022,STL,Western,Central,109,49,43,9,4.0,3,2.0,2Nd-Round: Lost to COL in 6 games,0.5975609756097561,0.5365853658536586,21/22,82.0,49.0,22.0,109.0,11.0
20212022,BOS,Eastern,Atlantic,107,51,40,10,6.0,4,1.0,1st round: Lost to CAR in 7 games,0.6219512195121951,0.5365853658536586,21/22,82.0,51.0,26.0,107.0,5.0
20212022,EDM,Western,Pacific,104,49,38,11,5.0,2,3.0,Conference-Finals: Lost to COL in 4 games,0.5975609756097561,0.5365853658536586,21/22,82.0,49.0,27.0,104.0,6.0
20212022,PIT,Eastern,Metropolitan,103,46,37,12,7.0,3,1.0,1st round: Lost to NYR in 7 games,0.5609756097560976,0.5365853658536586,21/22,82.0,46.0,25.0,103.0,11.0
20212022,WSH,Eastern,Metropolitan,100,44,35,13,8.0,4,1.0,1st round: Lost to FLA in 6 games,0.5365853658536586,0.5365853658536586,21/22,82.0,44.0,26.0,100.0,12.0
20212022,LAK,Western,Pacific,99,44,35,14,6.0,3,1.0,1st round: Lost to EDM in 7 games,0.5365853658536586,0.5365853658536586,21/22,82.0,44.0,27.0,99.0,11.0
20212022,DAL,Western,Central,98,46,31,15,7.0,4,1.0,1st round: Lost to CGY in 7 games,0.5609756097560976,0.5365853658536586,21/22,82.0,46.0,30.0,98.0,6.0
20212022,NSH,Western,Central,97,45,35,16,8.0,5,1.0,1st round: Lost to COL in 4 games,0.5487804878048781,0.5365853658536586,21/22,82.0,45.0,30.0,97.0,7.0
20212022,VGK,Western,Pacific,94,43,34,17,9.0,4,0.0,,0.524390243902439,0.5365853658536586,21/22,82.0,43.0,31.0,94.0,8.0
20212022,VAN,Western,Pacific,92,40,32,18,10.0,5,0.0,,0.4878048780487805,0.5365853658536586,21/22,82.0,40.0,30.0,92.0,12.0
20212022,WPG,Western,Central,89,39,32,19,11.0,6,0.0,,0.4756097560975609,0.5365853658536586,21/22,82.0,39.0,32.0,89.0,11.0
20212022,NYI,Eastern,Metropolitan,84,37,34,20,9.0,5,0.0,,0.4512195121951219,0.5365853658536586,21/22,82.0,37.0,35.0,84.0,10.0
20212022,CBJ,Eastern,Metropolitan,81,37,26,21,10.0,6,0.0,,0.4512195121951219,0.5365853658536586,21/22,82.0,37.0,38.0,81.0,7.0
20212022,SJS,Western,Pacific,77,32,22,22,12.0,6,0.0,,0.3902439024390244,0.5365853658536586,21/22,82.0,32.0,37.0,77.0,13.0
20212022,ANA,Western,Pacific,76,31,22,23,13.0,7,0.0,,0.3780487804878049,0.5365853658536586,21/22,82.0,31.0,37.0,76.0,14.0
20212022,BUF,Eastern,Atlantic,75,32,25,24,11.0,5,0.0,,0.3902439024390244,0.5365853658536586,21/22,82.0,32.0,39.0,75.0,11.0
20212022,DET,Eastern,Atlantic,74,32,21,25,12.0,6,0.0,,0.3902439024390244,0.5365853658536586,21/22,82.0,32.0,40.0,74.0,10.0
20212022,OTT,Eastern,Atlantic,73,33,26,26,13.0,7,0.0,,0.4024390243902439,0.5365853658536586,21/22,82.0,33.0,42.0,73.0,7.0
20212022,CHI,Western,Central,68,28,16,27,14.0,7,0.0,,0.3414634146341463,0.5365853658536586,21/22,82.0,28.0,42.0,68.0,12.0
20212022,NJD,Eastern,Metropolitan,63,27,19,28,14.0,7,0.0,,0.3292682926829268,0.5365853658536586,21/22,82.0,27.0,46.0,63.0,9.0
20212022,PHI,Eastern,Metropolitan,61,25,20,29,15.0,8,0.0,,0.3048780487804878,0.5365853658536586,21/22,82.0,25.0,46.0,61.0,11.0
20212022,SEA,Western,Pacific,60,27,23,30,15.0,8,0.0,,0.3292682926829268,0.5365853658536586,21/22,82.0,27.0,49.0,60.0,6.0
20212022,ARI,Western,Central,57,25,18,31,16.0,8,0.0,,0.3048780487804878,0.5365853658536586,21/22,82.0,25.0,50.0,57.0,7.0
20212022,MTL,Eastern,Atlantic,55,22,16,32,16.0,8,0.0,,0.2682926829268293,0.5365853658536586,21/22,82.0,22.0,49.0,55.0,11.0
20222023,BOS,Eastern,Atlantic,135,65,54,1,1.0,1,1.0,1st round: Lost to FLA in 7 games,0.7926829268292683,0.5121951219512195,22/23,82.0,65.0,12.0,135.0,5.0
20222023,CAR,Eastern,Metropolitan,113,52,39,2,2.0,1,3.0,Conference-Finals: Lost to FLA in 4 games,0.6341463414634146,0.5121951219512195,22/23,82.0,52.0,21.0,113.0,9.0
20222023,NJD,Eastern,Metropolitan,112,52,39,3,3.0,2,2.0,2Nd-Round: Lost to CAR in 5 games,0.6341463414634146,0.5121951219512195,22/23,82.0,52.0,22.0,112.0,8.0
20222023,TOR,Eastern,Atlantic,111,50,42,4,4.0,2,2.0,2Nd-Round: Lost to FLA in 5 games,0.6097560975609756,0.5121951219512195,22/23,82.0,50.0,21.0,111.0,11.0
20222023,VGK,Western,Pacific,111,51,38,5,1.0,1,4.0,Stanley-Cup-Final: Defeated FLA in 5 games,0.6219512195121951,0.5121951219512195,22/23,82.0,51.0,22.0,111.0,9.0
20222023,EDM,Western,Pacific,109,50,45,6,2.0,2,2.0,2Nd-Round: Lost to VGK in 6 games,0.6097560975609756,0.5121951219512195,22/23,82.0,50.0,23.0,109.0,9.0
20222023,COL,Western,Central,109,51,36,7,3.0,1,1.0,1st round: Lost to SEA in 7 games,0.6219512195121951,0.5121951219512195,22/23,82.0,51.0,24.0,109.0,7.0
20222023,DAL,Western,Central,108,47,39,8,4.0,2,3.0,Conference-Finals: Lost to VGK in 6 games,0.573170731707317,0.5121951219512195,22/23,82.0,47.0,21.0,108.0,14.0
20222023,NYR,Eastern,Metropolitan,107,47,37,9,5.0,3,1.0,1st round: Lost to NJD in 7 games,0.573170731707317,0.5121951219512195,22/23,82.0,47.0,22.0,107.0,13.0
20222023,LAK,Western,Pacific,104,47,37,10,5.0,3,1.0,1st round: Lost to EDM in 6 games,0.573170731707317,0.5121951219512195,22/23,82.0,47.0,25.0,104.0,10.0
20222023,MIN,Western,Central,103,46,34,11,6.0,3,1.0,1st round: Lost to DAL in 6 games,0.5609756097560976,0.5121951219512195,22/23,82.0,46.0,25.0,103.0,11.0
20222023,SEA,Western,Pacific,100,46,37,12,7.0,4,2.0,2Nd-Round: Lost to DAL in 7 games,0.5609756097560976,0.5121951219512195,22/23,82.0,46.0,28.0,100.0,8.0
20222023,TBL,Eastern,Atlantic,98,46,38,13,6.0,3,1.0,1st round: Lost to TOR in 6 games,0.5609756097560976,0.5121951219512195,22/23,82.0,46.0,30.0,98.0,6.0
20222023,WPG,Western,Central,95,46,36,14,8.0,4,1.0,1st round: Lost to VGK in 5 games,0.5609756097560976,0.5121951219512195,22/23,82.0,46.0,33.0,95.0,3.0
20222023,NYI,Eastern,Metropolitan,93,42,36,15,7.0,4,1.0,1st round: Lost to CAR in 6 games,0.5121951219512195,0.5121951219512195,22/23,82.0,42.0,31.0,93.0,9.0
20222023,CGY,Western,Pacific,93,38,31,16,9.0,5,0.0,,0.4634146341463415,0.5121951219512195,22/23,82.0,38.0,27.0,93.0,17.0
20222023,FLA,Eastern,Atlantic,92,42,36,17,8.0,4,4.0,Stanley-Cup-Final: Lost to VGK in 5 games,0.5121951219512195,0.5121951219512195,22/23,82.0,42.0,32.0,92.0,8.0
20222023,NSH,Western,Central,92,42,29,18,10.0,5,0.0,,0.5121951219512195,0.5121951219512195,22/23,82.0,42.0,32.0,92.0,8.0
20222023,PIT,Eastern,Metropolitan,91,40,31,19,9.0,5,0.0,,0.4878048780487805,0.5121951219512195,22/23,82.0,40.0,31.0,91.0,11.0
20222023,BUF,Eastern,Atlantic,91,42,30,20,10.0,5,0.0,,0.5060240963855421,0.5121951219512195,22/23,82.0,42.0,33.0,91.0,7.0
20222023,OTT,Eastern,Atlantic,86,39,31,21,11.0,6,0.0,,0.4756097560975609,0.5121951219512195,22/23,82.0,39.0,35.0,86.0,8.0
20222023,VAN,Western,Pacific,83,38,24,22,11.0,6,0.0,,0.4634146341463415,0.5121951219512195,22/23,82.0,38.0,37.0,83.0,7.0
20222023,STL,Western,Central,81,37,27,23,12.0,6,0.0,,0.4512195121951219,0.5121951219512195,22/23,82.0,37.0,38.0,81.0,7.0
20222023,DET,Eastern,Atlantic,80,35,28,24,12.0,7,0.0,,0.4268292682926829,0.5121951219512195,22/23,82.0,35.0,37.0,80.0,10.0
20222023,WSH,Eastern,Metropolitan,80,35,27,25,13.0,6,0.0,,0.4268292682926829,0.5121951219512195,22/23,82.0,35.0,37.0,80.0,10.0
20222023,PHI,Eastern,Metropolitan,75,31,26,26,14.0,7,0.0,,0.3855421686746988,0.5121951219512195,22/23,82.0,31.0,38.0,75.0,13.0
20222023,ARI,Western,Central,70,28,20,27,13.0,7,0.0,,0.3414634146341463,0.5121951219512195,22/23,82.0,28.0,40.0,70.0,14.0
20222023,MTL,Eastern,Atlantic,68,31,21,28,15.0,8,0.0,,0.3780487804878049,0.5121951219512195,22/23,82.0,31.0,45.0,68.0,6.0
20222023,SJS,Western,Pacific,60,22,16,29,14.0,7,0.0,,0.2682926829268293,0.5121951219512195,22/23,82.0,22.0,44.0,60.0,16.0
20222023,CHI,Western,Central,59,26,18,30,15.0,8,0.0,,0.3170731707317073,0.5121951219512195,22/23,82.0,26.0,49.0,59.0,7.0
20222023,CBJ,Eastern,Metropolitan,59,25,15,31,16.0,8,0.0,,0.3048780487804878,0.5121951219512195,22/23,82.0,25.0,48.0,59.0,9.0
20222023,ANA,Western,Pacific,58,23,13,32,16.0,8,0.0,,0.2804878048780488,0.5121951219512195,22/23,82.0,23.0,47.0,58.0,12.0
20232024,NYR,Eastern,Metropolitan,114,55,43,1,1.0,1,3.0,Conference-Finals: Lost to FLA in 6 games,0.6707317073170732,0.47560975609756095,23/24,82.0,55.0,23.0,114.0,4.0
20232024,DAL,Western,Central,113,52,40,2,1.0,1,3.0,Conference-Finals: Lost to EDM in 6 games,0.6341463414634146,0.47560975609756095,23/24,82.0,52.0,21.0,113.0,9.0
20232024,CAR,Eastern,Metropolitan,111,52,44,3,2.0,2,2.0,2Nd-Round: Lost to NYR in 6 games,0.6341463414634146,0.47560975609756095,23/24,82.0,52.0,23.0,111.0,7.0
20232024,WPG,Western,Central,110,52,46,4,2.0,2,1.0,1st round: Lost to COL in 5 games,0.6341463414634146,0.47560975609756095,23/24,82.0,52.0,24.0,110.0,6.0
20232024,FLA,Eastern,Atlantic,110,52,42,5,3.0,1,4.0,Stanley-Cup-Final: Defeated EDM in 7 games,0.6341463414634146,0.47560975609756095,23/24,82.0,52.0,24.0,110.0,6.0
20232024,VAN,Western,Pacific,109,50,44,6,3.0,1,2.0,2Nd-Round: Lost to EDM in 7 games,0.6097560975609756,0.47560975609756095,23/24,82.0,50.0,23.0,109.0,9.0
20232024,BOS,Eastern,Atlantic,109,47,36,7,4.0,2,2.0,2Nd-Round: Lost to FLA in 6 games,0.573170731707317,0.47560975609756095,23/24,82.0,47.0,20.0,109.0,15.0
20232024,COL,Western,Central,107,50,42,8,4.0,3,2.0,2Nd-Round: Lost to DAL in 6 games,0.6097560975609756,0.47560975609756095,23/24,82.0,50.0,25.0,107.0,7.0
20232024,EDM,Western,Pacific,104,49,39,9,5.0,2,4.0,Stanley-Cup-Final: Lost to FLA in 7 games,0.5975609756097561,0.47560975609756095,23/24,82.0,49.0,27.0,104.0,6.0
20232024,TOR,Eastern,Atlantic,102,46,33,10,5.0,3,1.0,1st round: Lost to BOS in 7 games,0.5609756097560976,0.47560975609756095,23/24,82.0,46.0,26.0,102.0,10.0
20232024,NSH,Western,Central,99,47,38,11,6.0,4,1.0,1st round: Lost to VAN in 6 games,0.573170731707317,0.47560975609756095,23/24,82.0,47.0,30.0,99.0,5.0
20232024,LAK,Western,Pacific,99,44,37,12,7.0,3,1.0,1st round: Lost to EDM in 5 games,0.5365853658536586,0.47560975609756095,23/24,82.0,44.0,27.0,99.0,11.0
20232024,TBL,Eastern,Atlantic,98,45,37,13,6.0,4,1.0,1st round: Lost to FLA in 5 games,0.5487804878048781,0.47560975609756095,23/24,82.0,45.0,29.0,98.0,8.0
20232024,VGK,Western,Pacific,98,45,34,14,8.0,4,1.0,1st round: Lost to DAL in 7 games,0.5487804878048781,0.47560975609756095,23/24,82.0,45.0,29.0,98.0,8.0
20232024,NYI,Eastern,Metropolitan,94,39,29,15,7.0,3,1.0,1st round: Lost to CAR in 5 games,0.47560975609756095,0.47560975609756095,23/24,82.0,39.0,27.0,94.0,16.0
20232024,STL,Western,Central,92,43,31,16,9.0,5,0.0,,0.524390243902439,0.47560975609756095,23/24,82.0,43.0,33.0,92.0,6.0
20232024,WSH,Eastern,Metropolitan,91,40,32,17,8.0,4,1.0,1st round: Lost to NYR in 4 games,0.4878048780487805,0.47560975609756095,23/24,82.0,40.0,31.0,91.0,11.0
20232024,DET,Eastern,Atlantic,91,41,27,18,9.0,5,0.0,,0.5,0.47560975609756095,23/24,82.0,41.0,32.0,91.0,9.0
20232024,PIT,Eastern,Metropolitan,88,38,32,19,10.0,5,0.0,,0.4634146341463415,0.47560975609756095,23/24,82.0,38.0,32.0,88.0,12.0
20232024,MIN,Western,Central,87,39,32,20,10.0,6,0.0,,0.47560975609756095,0.47560975609756095,23/24,82.0,39.0,33.0,88.0,10.0
20232024,PHI,Eastern,Metropolitan,87,38,30,21,11.0,6,0.0,,0.4634146341463415,0.47560975609756095,23/24,82.0,38.0,33.0,87.0,11.0
20232024,BUF,Eastern,Atlantic,84,39,33,22,12.0,6,0.0,,0.47560975609756095,0.47560975609756095,23/24,82.0,39.0,37.0,84.0,6.0
20232024,NJD,Eastern,Metropolitan,81,38,33,23,13.0,7,0.0,,0.4634146341463415,0.47560975609756095,23/24,82.0,38.0,39.0,81.0,5.0
20232024,CGY,Western,Pacific,81,38,32,24,11.0,5,0.0,,0.4634146341463415,0.47560975609756095,23/24,82.0,38.0,39.0,81.0,5.0
20232024,SEA,Western,Pacific,81,34,28,25,12.0,6,0.0,,0.4146341463414634,0.47560975609756095,23/24,82.0,34.0,35.0,81.0,13.0
20232024,OTT,Eastern,Atlantic,78,37,25,26,14.0,7,0.0,,0.45121951219512196,0.47560975609756095,23/24,82.0,37.0,41.0,78.0,4.0
20232024,ARI,Western,Central,77,36,28,27,13.0,7,0.0,,0.43902439024390244,0.47560975609756095,23/24,82.0,36.0,41.0,77.0,5.0
20232024,MTL,Eastern,Atlantic,76,30,20,28,15.0,8,0.0,,0.36585365853658536,0.47560975609756095,23/24,82.0,30.0,36.0,76.0,16.0
20232024,CBJ,Eastern,Metropolitan,66,27,21,29,16.0,8,0.0,,0.32926829268292684,0.47560975609756095,23/24,82.0,27.0,43.0,66.0,12.0
20232024,ANA,Western,Pacific,59,27,21,30,14.0,7,0.0,,0.32926829268292684,0.47560975609756095,23/24,82.0,27.0,50.0,59.0,5.0
20232024,CHI,Western,Central,52,23,17,31,15.0,8,0.0,,0.2804878048780488,0.47560975609756095,23/24,82.0,23.0,53.0,52.0,6.0
20232024,SJS,Western,Pacific,47,19,14,32,16.0,8,0.0,,0.23170731707317074,0.47560975609756095,23/24,82.0,19.0,54.0,47.0,9.0
