game_id,team,player,number,pos,strength,shots_against,goals_against,xGoal,adsc_ag,hdsc_ag,ldsc_ag,mdsc_ag,adsc_g,hdsc_g,ldsc_g,mdsc_g,player_id
2018020001,MTL,Carey Price,31.0,G,5on4,4,1.0,0.39665090000000003,1.0,2.0,,1.0,,,,1.0,8471679.0
2018020001,MTL,Carey Price,31.0,G,5on5,20,1.0,1.1873634,6.0,,4.0,10.0,,,,1.0,8471679.0
2018020001,MTL,Carey Price,31.0,G,all,26,3.0,2.0609033,7.0,4.0,4.0,11.0,,1.0,,2.0,8471679.0
2018020001,MTL,Carey Price,31.0,G,other,2,1.0,0.476889,,2.0,,,,1.0,,,8471679.0
2018020001,TOR,Frederik Andersen,31.0,G,5on4,6,1.0,0.45725464,1.0,1.0,2.0,2.0,1.0,,,,8475883.0
2018020001,TOR,Frederik Andersen,31.0,G,5on5,30,1.0,2.6375303,8.0,10.0,3.0,8.0,,1.0,,,8475883.0
2018020001,TOR,Frederik Andersen,31.0,G,all,36,2.0,3.09478494,9.0,11.0,5.0,10.0,1.0,1.0,,,8475883.0
2018020002,BOS,Jaroslav Halak,41.0,G,4on5,4,,0.1556254,1.0,,,2.0,,,,,8470860.0
2018020002,BOS,Jaroslav Halak,41.0,G,5on4,5,,0.5003925,3.0,1.0,1.0,,,,,,8470860.0
2018020002,BOS,Jaroslav Halak,41.0,G,5on5,8,1.0,0.4327259,4.0,1.0,,3.0,,,,1.0,8470860.0
2018020002,BOS,Jaroslav Halak,41.0,G,all,18,2.0,1.1945878,8.0,2.0,1.0,6.0,,,,2.0,8470860.0
2018020002,BOS,Jaroslav Halak,41.0,G,other,1,1.0,0.105844,,,,1.0,,,,1.0,8470860.0
2018020002,BOS,Tuukka Rask,40.0,G,5on4,4,3.0,0.2530918,2.0,1.0,,1.0,1.0,1.0,,1.0,8471695.0
2018020002,BOS,Tuukka Rask,40.0,G,5on5,15,2.0,0.65873103,7.0,3.0,2.0,3.0,1.0,1.0,,,8471695.0
2018020002,BOS,Tuukka Rask,40.0,G,all,19,5.0,0.91182283,9.0,4.0,2.0,4.0,2.0,2.0,,1.0,8471695.0
2018020002,WSH,Braden Holtby,70.0,G,4on5,3,,0.1419784,,1.0,,1.0,,,,,8474651.0
2018020002,WSH,Braden Holtby,70.0,G,5on4,2,,0.00932297,1.0,,,,,,,,8474651.0
2018020002,WSH,Braden Holtby,70.0,G,5on5,20,,0.5708029099999999,12.0,1.0,3.0,2.0,,,,,8474651.0
2018020002,WSH,Braden Holtby,70.0,G,all,25,,0.72210428,13.0,2.0,3.0,3.0,,,,,8474651.0
2018020003,CGY,Mike Smith,41.0,G,4on5,2,,0.08814810000000001,,,,2.0,,,,,8469608.0
2018020003,CGY,Mike Smith,41.0,G,5on4,3,,0.584354,,3.0,,,,,,,8469608.0
2018020003,CGY,Mike Smith,41.0,G,5on5,17,4.0,1.6954036,7.0,5.0,1.0,3.0,2.0,1.0,,1.0,8469608.0
2018020003,CGY,Mike Smith,41.0,G,all,22,4.0,2.3679057,7.0,8.0,1.0,5.0,2.0,1.0,,1.0,8469608.0
2018020003,VAN,Jacob Markstrom,25.0,G,4on5,2,,0.0167059,,,,1.0,,,,,8474593.0
2018020003,VAN,Jacob Markstrom,25.0,G,5on4,6,,0.03835355,3.0,,1.0,2.0,,,,,8474593.0
2018020003,VAN,Jacob Markstrom,25.0,G,5on5,27,2.0,2.11401035,9.0,7.0,4.0,7.0,1.0,1.0,,,8474593.0
2018020003,VAN,Jacob Markstrom,25.0,G,all,35,2.0,2.1690698,12.0,7.0,5.0,10.0,1.0,1.0,,,8474593.0
2018020004,SJS,Martin Jones,31.0,G,5on4,2,2.0,1.226671,,,,2.0,,,,2.0,8474889.0
2018020004,SJS,Martin Jones,31.0,G,5on5,11,2.0,0.40190626999999995,6.0,1.0,2.0,2.0,1.0,,,1.0,8474889.0
2018020004,SJS,Martin Jones,31.0,G,all,14,4.0,1.71727977,6.0,2.0,2.0,4.0,1.0,,,3.0,8474889.0
2018020004,SJS,Martin Jones,31.0,G,other,1,,0.0887025,,1.0,,,,,,,8474889.0
2018020004,ANA,John Gibson,36.0,G,4on5,1,1.0,0.0927281,,,,1.0,,,,1.0,8476434.0
2018020004,ANA,John Gibson,36.0,G,5on4,1,,0.0448301,,,,1.0,,,,,8476434.0
2018020004,ANA,John Gibson,36.0,G,5on5,31,1.0,1.61680075,15.0,5.0,4.0,7.0,,,,1.0,8476434.0
2018020004,ANA,John Gibson,36.0,G,all,33,2.0,1.7543589499999999,15.0,5.0,4.0,9.0,,,,2.0,8476434.0
2018020005,BOS,Jaroslav Halak,41.0,G,5on4,2,,0.1481886,,1.0,1.0,,,,,,8470860.0
2018020005,BOS,Jaroslav Halak,41.0,G,5on5,27,,1.54689149,9.0,5.0,10.0,3.0,,,,,8470860.0
2018020005,BOS,Jaroslav Halak,41.0,G,all,29,,1.69508009,9.0,6.0,11.0,3.0,,,,,8470860.0
2018020005,BUF,Carter Hutton,40.0,G,4on5,1,,0.001,,,,,,,,,8475622.0
2018020005,BUF,Carter Hutton,40.0,G,5on4,1,1.0,0.596743,,,,1.0,,,,1.0,8475622.0
2018020005,BUF,Carter Hutton,40.0,G,5on5,23,2.0,1.11166104,7.0,3.0,8.0,3.0,1.0,1.0,,,8475622.0
2018020005,BUF,Carter Hutton,40.0,G,all,25,3.0,1.7094040400000001,7.0,3.0,8.0,4.0,1.0,1.0,,1.0,8475622.0
2018020006,NYR,Henrik Lundqvist,30.0,G,5on4,2,,0.01789115,,1.0,,1.0,,,,,8468685.0
2018020006,NYR,Henrik Lundqvist,30.0,G,5on5,28,2.0,1.14212134,10.0,4.0,4.0,10.0,1.0,,,1.0,8468685.0
2018020006,NYR,Henrik Lundqvist,30.0,G,all,32,2.0,1.29701669,10.0,6.0,5.0,11.0,1.0,,,1.0,8468685.0
2018020006,NYR,Henrik Lundqvist,30.0,G,other,2,,0.1370042,,1.0,1.0,,,,,,8468685.0
2018020006,NSH,Pekka Rinne,35.0,G,5on4,1,,0.0160494,,,,,,,,,8471469.0
