game_id,team,player,number,pos,strength,shots_against,goals_against,xGoal,adsc_ag,hdsc_ag,ldsc_ag,mdsc_ag,adsc_g,hdsc_g,ldsc_g,mdsc_g,player_id
2011020001,BOS,Tim Thomas,30.0,G,4on5,3,,0.0752415,2.0,,,1.0,,,,,8460703.0
2011020001,BOS,Tim Thomas,30.0,G,5on4,3,1.0,0.77419616,1.0,2.0,,,,1.0,,,8460703.0
2011020001,BOS,Tim Thomas,30.0,G,5on5,23,1.0,1.39559088,9.0,5.0,2.0,6.0,1.0,,,,8460703.0
2011020001,BOS,Tim Thomas,30.0,G,all,29,2.0,2.24502854,12.0,7.0,2.0,7.0,1.0,1.0,,,8460703.0
2011020001,PHI,Ilya Bryzgalov,30.0,G,5on4,6,1.0,0.6238917,3.0,1.0,,2.0,,,,1.0,8468524.0
2011020001,PHI,Ilya Bryzgalov,30.0,G,5on5,17,,0.6339081,6.0,,4.0,6.0,,,,,8468524.0
2011020001,PHI,Ilya Bryzgalov,30.0,G,all,23,1.0,1.2577998,9.0,1.0,4.0,8.0,,,,1.0,8468524.0
2011020002,MTL,Carey Price,31.0,G,4on5,2,1.0,0.2213967,,,,2.0,,,,1.0,8471679.0
2011020002,MTL,Carey Price,31.0,G,5on4,3,,0.399702,1.0,2.0,,,,,,,8471679.0
2011020002,MTL,Carey Price,31.0,G,5on5,11,1.0,0.61480817,2.0,2.0,1.0,4.0,1.0,,,,8471679.0
2011020002,MTL,Carey Price,31.0,G,all,18,2.0,1.47207067,4.0,5.0,1.0,6.0,1.0,,,1.0,8471679.0
2011020002,MTL,Carey Price,31.0,G,other,2,,0.23616379999999998,1.0,1.0,,,,,,,8471679.0
2011020002,TOR,James Reimer,34.0,G,4on5,1,,0.001,,,,,,,,,8473503.0
2011020002,TOR,James Reimer,34.0,G,5on4,6,,0.060420089999999996,2.0,2.0,2.0,,,,,,8473503.0
2011020002,TOR,James Reimer,34.0,G,5on5,25,,1.27189238,15.0,2.0,5.0,3.0,,,,,8473503.0
2011020002,TOR,James Reimer,34.0,G,all,32,,1.33331247,17.0,4.0,7.0,3.0,,,,,8473503.0
2011020003,VAN,Roberto Luongo,1.0,G,4on5,1,1.0,0.0175352,1.0,,,,1.0,,,,8466141.0
2011020003,VAN,Roberto Luongo,1.0,G,5on4,2,2.0,1.345355,,1.0,,1.0,,1.0,,1.0,8466141.0
2011020003,VAN,Roberto Luongo,1.0,G,5on5,23,,1.23886716,2.0,6.0,4.0,10.0,,,,,8466141.0
2011020003,VAN,Roberto Luongo,1.0,G,all,30,5.0,2.74721256,5.0,8.0,4.0,12.0,2.0,2.0,,1.0,8466141.0
2011020003,VAN,Roberto Luongo,1.0,G,other,4,2.0,0.1454552,2.0,1.0,,1.0,1.0,1.0,,,8466141.0
2011020003,PIT,Marc-Andre Fleury,29.0,G,5on4,3,,0.1141877,1.0,,2.0,,,,,,8470594.0
2011020003,PIT,Marc-Andre Fleury,29.0,G,5on5,28,2.0,1.5194422,7.0,5.0,4.0,11.0,1.0,,,1.0,8470594.0
2011020003,PIT,Marc-Andre Fleury,29.0,G,all,36,2.0,1.7618995,11.0,6.0,6.0,11.0,1.0,,,1.0,8470594.0
2011020003,PIT,Marc-Andre Fleury,29.0,G,other,5,,0.1282696,3.0,1.0,,,,,,,8470594.0
2011020004,TBL,Dwayne Roloson,30.0,G,4on5,1,,0.028138,,,,1.0,,,,,8460806.0
2011020004,TBL,Dwayne Roloson,30.0,G,5on4,3,,0.20928750000000002,1.0,1.0,,1.0,,,,,8460806.0
2011020004,TBL,Dwayne Roloson,30.0,G,5on5,25,,1.58344767,7.0,7.0,1.0,8.0,,,,,8460806.0
2011020004,TBL,Dwayne Roloson,30.0,G,all,31,,1.85095464,9.0,8.0,1.0,11.0,,,,,8460806.0
2011020004,TBL,Dwayne Roloson,30.0,G,other,2,,0.03008147,1.0,,,1.0,,,,,8460806.0
2011020004,CAR,Cam Ward,30.0,G,4on5,1,,0.276746,,1.0,,,,,,,8470320.0
2011020004,CAR,Cam Ward,30.0,G,5on4,5,1.0,0.53652502,,,3.0,2.0,,,1.0,,8470320.0
2011020004,CAR,Cam Ward,30.0,G,5on5,26,3.0,1.83500698,12.0,4.0,6.0,4.0,1.0,1.0,,1.0,8470320.0
2011020004,CAR,Cam Ward,30.0,G,all,34,5.0,3.45631354,14.0,5.0,9.0,6.0,2.0,1.0,1.0,1.0,8470320.0
2011020004,CAR,Cam Ward,30.0,G,other,2,1.0,0.80803554,2.0,,,,1.0,,,,8470320.0
2011020005,OTT,Craig Anderson,41.0,G,4on5,1,,0.00631317,,,,,,,,,8467950.0
2011020005,OTT,Craig Anderson,41.0,G,5on4,9,,0.8192154,2.0,3.0,2.0,2.0,,,,,8467950.0
2011020005,OTT,Craig Anderson,41.0,G,5on5,27,5.0,1.69226866,9.0,6.0,5.0,6.0,1.0,3.0,1.0,,8467950.0
2011020005,OTT,Craig Anderson,41.0,G,all,38,5.0,2.60034523,11.0,10.0,7.0,8.0,1.0,3.0,1.0,,8467950.0
2011020005,OTT,Craig Anderson,41.0,G,other,1,,0.082548,,1.0,,,,,,,8467950.0
2011020005,DET,Jimmy Howard,35.0,G,4on5,1,,0.0121078,,,1.0,,,,,,8470657.0
2011020005,DET,Jimmy Howard,35.0,G,5on4,3,2.0,0.9646052,,2.0,1.0,,,1.0,1.0,,8470657.0
2011020005,DET,Jimmy Howard,35.0,G,5on5,28,1.0,1.934839,8.0,6.0,5.0,9.0,,1.0,,,8470657.0
2011020005,DET,Jimmy Howard,35.0,G,all,32,3.0,2.911552,8.0,8.0,7.0,9.0,,2.0,1.0,,8470657.0
2011020006,NSH,Pekka Rinne,35.0,G,4on5,1,,0.0708187,,,,1.0,,,,,8471469.0
2011020006,NSH,Pekka Rinne,35.0,G,5on4,8,,0.436806,2.0,1.0,3.0,2.0,,,,,8471469.0
2011020006,NSH,Pekka Rinne,35.0,G,5on5,24,2.0,1.43076831,8.0,4.0,6.0,5.0,1.0,1.0,,,8471469.0
2011020006,NSH,Pekka Rinne,35.0,G,all,33,2.0,1.93839301,10.0,5.0,9.0,8.0,1.0,1.0,,,8471469.0
2011020006,CBJ,Steve Mason,1.0,G,4on5,1,,0.0695442,1.0,,,,,,,,8473461.0
2011020006,CBJ,Steve Mason,1.0,G,5on4,3,1.0,0.52029131,1.0,,,2.0,,,,1.0,8473461.0
2011020006,CBJ,Steve Mason,1.0,G,5on5,27,2.0,1.40966437,15.0,4.0,4.0,4.0,,2.0,,,8473461.0
2011020006,CBJ,Steve Mason,1.0,G,all,31,3.0,1.99949988,17.0,4.0,4.0,6.0,,2.0,,1.0,8473461.0
2011020007,BUF,Ryan Miller,30.0,G,4on5,1,,0.12233,1.0,,,,,,,,8468011.0
2011020007,BUF,Ryan Miller,30.0,G,5on4,6,,0.045851989999999995,2.0,2.0,2.0,,,,,,8468011.0
2011020007,BUF,Ryan Miller,30.0,G,5on5,23,1.0,1.11990388,6.0,3.0,5.0,8.0,,,1.0,,8468011.0
2011020007,BUF,Ryan Miller,30.0,G,all,30,1.0,1.28808587,9.0,5.0,7.0,8.0,,,1.0,,8468011.0
2011020007,ANA,Jonas Hiller,1.0,G,5on4,8,2.0,1.186648,,3.0,1.0,4.0,,2.0,,,8473972.0
2011020007,ANA,Jonas Hiller,1.0,G,5on5,13,2.0,0.7565533999999999,6.0,1.0,1.0,5.0,,1.0,,1.0,8473972.0
2011020007,ANA,Jonas Hiller,1.0,G,all,25,4.0,2.1109768,8.0,4.0,3.0,10.0,,3.0,,1.0,8473972.0
2011020007,ANA,Jonas Hiller,1.0,G,other,4,,0.1677754,2.0,,1.0,1.0,,,,,8473972.0
2011020008,DAL,Kari Lehtonen,32.0,G,4on5,1,,0.06726,,,,1.0,,,,,8470140.0
2011020008,DAL,Kari Lehtonen,32.0,G,5on4,10,,0.10773307,2.0,2.0,3.0,3.0,,,,,8470140.0
2011020008,DAL,Kari Lehtonen,32.0,G,5on5,27,1.0,1.45938515,8.0,3.0,9.0,6.0,,,,1.0,8470140.0
2011020008,DAL,Kari Lehtonen,32.0,G,all,38,1.0,1.63437822,10.0,5.0,12.0,10.0,,,,1.0,8470140.0
2011020008,CHI,Corey Crawford,50.0,G,4on5,1,,0.057325,,,,1.0,,,,,8470645.0
2011020008,CHI,Corey Crawford,50.0,G,5on4,3,,0.4656015,,1.0,1.0,1.0,,,,,8470645.0
2011020008,CHI,Corey Crawford,50.0,G,5on5,26,1.0,1.40082868,4.0,6.0,9.0,4.0,1.0,,,,8470645.0
2011020008,CHI,Corey Crawford,50.0,G,all,38,5.0,4.3614967799999995,4.0,11.0,14.0,6.0,1.0,2.0,2.0,,8470645.0
2011020008,CHI,Corey Crawford,50.0,G,other,8,4.0,2.4377416,,4.0,4.0,,,2.0,2.0,,8470645.0
2011020009,NYR,Henrik Lundqvist,30.0,G,5on4,6,,0.1277326,1.0,,5.0,,,,,,8468685.0
2011020009,NYR,Henrik Lundqvist,30.0,G,5on5,21,2.0,1.41965818,8.0,5.0,3.0,4.0,,1.0,,1.0,8468685.0
2011020009,NYR,Henrik Lundqvist,30.0,G,all,30,3.0,1.76671968,9.0,6.0,10.0,4.0,,2.0,,1.0,8468685.0
2011020009,NYR,Henrik Lundqvist,30.0,G,other,3,1.0,0.2193289,,1.0,2.0,,,1.0,,,8468685.0
2011020009,LAK,Jonathan Quick,32.0,G,4on5,1,,0.10601,,,,1.0,,,,,8471734.0
2011020009,LAK,Jonathan Quick,32.0,G,5on4,1,,0.0151948,,1.0,,,,,,,8471734.0
2011020009,LAK,Jonathan Quick,32.0,G,5on5,23,2.0,1.63665077,5.0,6.0,5.0,7.0,1.0,1.0,,,8471734.0
2011020009,LAK,Jonathan Quick,32.0,G,all,26,2.0,1.8396729699999999,6.0,7.0,5.0,8.0,1.0,1.0,,,8471734.0
2011020009,LAK,Jonathan Quick,32.0,G,other,1,,0.0818174,1.0,,,,,,,,8471734.0
2011020010,BOS,Tim Thomas,30.0,G,5on4,7,,0.09884022,4.0,,1.0,2.0,,,,,8460703.0
2011020010,BOS,Tim Thomas,30.0,G,5on5,15,1.0,1.3001602,2.0,6.0,,7.0,,1.0,,,8460703.0
2011020010,BOS,Tim Thomas,30.0,G,all,26,1.0,2.77410462,7.0,7.0,1.0,11.0,,1.0,,,8460703.0
2011020010,BOS,Tim Thomas,30.0,G,other,4,,1.3751042,1.0,1.0,,2.0,,,,,8460703.0
2011020010,TBL,Mathieu Garon,32.0,G,4on5,1,,0.0238906,,,,1.0,,,,,8464999.0
2011020010,TBL,Mathieu Garon,32.0,G,5on4,5,,0.2557023,3.0,,1.0,1.0,,,,,8464999.0
2011020010,TBL,Mathieu Garon,32.0,G,5on5,38,4.0,3.04569297,11.0,13.0,4.0,7.0,1.0,1.0,1.0,1.0,8464999.0
2011020010,TBL,Mathieu Garon,32.0,G,all,45,4.0,3.45817987,14.0,13.0,5.0,10.0,1.0,1.0,1.0,1.0,8464999.0
