label,value,team,situation,n_games,matchup,home_away
offense,102.02000000000001,BOS,5on5,last 20 games,BOS@CGY,away
defense,70.87,BOS,5on5,last 20 games,BOS@CGY,away
cum_dif,31.150000000000006,BOS,5on5,last 20 games,BOS@CGY,away
Points,0.97,BOS,5on5,last 10 games,BOS@CGY,away
Goals For,0.81,BOS,5on5,last 10 games,BOS@CGY,away
Goal Differential,1.0,BOS,5on5,last 10 games,BOS@CGY,away
Shooting %,0.91,BOS,5on5,last 10 games,BOS@CGY,away
Save %,1.0,BOS,5on5,last 10 games,BOS@CGY,away
sv%,0.944,BOS,5on5,last 10 games,BOS@CGY,away
Blocked shot attempt %,0.92,BOS,5on5,last 10 games,BOS@CGY,away
Blocked shot attempt % against,0.41,BOS,5on5,last 10 games,BOS@CGY,away
Expected Goals For,0.52,BOS,5on5,last 10 games,BOS@CGY,away
XG Differential,0.56,BOS,5on5,last 10 games,BOS@CGY,away
Shot (FW) Volume,0.34,BOS,5on5,last 10 games,BOS@CGY,away
Shot (FW) Differential,0.44,BOS,5on5,last 10 games,BOS@CGY,away
Penalty Differential,0.91,BOS,5on5,last 10 games,BOS@CGY,away
offense_p60_perc,0.69,BOS,5on5,last 10 games,BOS@CGY,away
defense_p60_perc,0.91,BOS,5on5,last 10 games,BOS@CGY,away
cum_dif_p60_perc,0.89,BOS,5on5,last 10 games,BOS@CGY,away
offense,49.92,BOS,5on5,last 10 games,BOS@CGY,away
defense,36.03,BOS,5on5,last 10 games,BOS@CGY,away
cum_dif,13.89,BOS,5on5,last 10 games,BOS@CGY,away
Points,0.98,BOS,5on5,last 5 games,BOS@CGY,away
Goals For,0.88,BOS,5on5,last 5 games,BOS@CGY,away
Goal Differential,0.92,BOS,5on5,last 5 games,BOS@CGY,away
Shooting %,0.94,BOS,5on5,last 5 games,BOS@CGY,away
Save %,0.84,BOS,5on5,last 5 games,BOS@CGY,away
sv%,0.938,BOS,5on5,last 5 games,BOS@CGY,away
Blocked shot attempt %,0.67,BOS,5on5,last 5 games,BOS@CGY,away
Blocked shot attempt % against,0.3,BOS,5on5,last 5 games,BOS@CGY,away
Expected Goals For,0.59,BOS,5on5,last 5 games,BOS@CGY,away
XG Differential,0.75,BOS,5on5,last 5 games,BOS@CGY,away
Shot (FW) Volume,0.56,BOS,5on5,last 5 games,BOS@CGY,away
Shot (FW) Differential,0.53,BOS,5on5,last 5 games,BOS@CGY,away
Penalty Differential,0.75,BOS,5on5,last 5 games,BOS@CGY,away
offense_p60_perc,0.77,BOS,5on5,last 5 games,BOS@CGY,away
defense_p60_perc,0.89,BOS,5on5,last 5 games,BOS@CGY,away
cum_dif_p60_perc,0.91,BOS,5on5,last 5 games,BOS@CGY,away
offense,28.2,BOS,5on5,last 5 games,BOS@CGY,away
defense,18.97,BOS,5on5,last 5 games,BOS@CGY,away
cum_dif,9.23,BOS,5on5,last 5 games,BOS@CGY,away
Points,1.0,BOS,4on5,all,BOS@CGY,away
Goals For,0.45,BOS,4on5,all,BOS@CGY,away
Goal Differential,1.0,BOS,4on5,all,BOS@CGY,away
Shooting %,0.34,BOS,4on5,all,BOS@CGY,away
Save %,0.69,BOS,4on5,all,BOS@CGY,away
sv%,0.88,BOS,4on5,all,BOS@CGY,away
Blocked shot attempt %,0.06,BOS,4on5,all,BOS@CGY,away
Blocked shot attempt % against,0.59,BOS,4on5,all,BOS@CGY,away
Expected Goals For,0.55,BOS,4on5,all,BOS@CGY,away
XG Differential,0.95,BOS,4on5,all,BOS@CGY,away
Shot (FW) Volume,0.66,BOS,4on5,all,BOS@CGY,away
Shot (FW) Differential,0.97,BOS,4on5,all,BOS@CGY,away
Penalty Differential,0.28,BOS,4on5,all,BOS@CGY,away
offense_p60_perc,0.52,BOS,4on5,all,BOS@CGY,away
defense_p60_perc,1.0,BOS,4on5,all,BOS@CGY,away
cum_dif_p60_perc,1.0,BOS,4on5,all,BOS@CGY,away
offense,11.3,BOS,4on5,all,BOS@CGY,away
defense,52.41,BOS,4on5,all,BOS@CGY,away
cum_dif,-41.11,BOS,4on5,all,BOS@CGY,away
Points,0.97,BOS,4on5,last 20 games,BOS@CGY,away
Goals For,0.69,BOS,4on5,last 20 games,BOS@CGY,away
Goal Differential,0.91,BOS,4on5,last 20 games,BOS@CGY,away
Shooting %,0.55,BOS,4on5,last 20 games,BOS@CGY,away
Save %,0.7,BOS,4on5,last 20 games,BOS@CGY,away
sv%,0.889,BOS,4on5,last 20 games,BOS@CGY,away
Blocked shot attempt %,0.06,BOS,4on5,last 20 games,BOS@CGY,away
Blocked shot attempt % against,1.0,BOS,4on5,last 20 games,BOS@CGY,away
Expected Goals For,0.56,BOS,4on5,last 20 games,BOS@CGY,away
XG Differential,0.81,BOS,4on5,last 20 games,BOS@CGY,away
Shot (FW) Volume,0.62,BOS,4on5,last 20 games,BOS@CGY,away
Shot (FW) Differential,1.0,BOS,4on5,last 20 games,BOS@CGY,away
Penalty Differential,0.56,BOS,4on5,last 20 games,BOS@CGY,away
offense_p60_perc,0.69,BOS,4on5,last 20 games,BOS@CGY,away
defense_p60_perc,0.88,BOS,4on5,last 20 games,BOS@CGY,away
cum_dif_p60_perc,0.88,BOS,4on5,last 20 games,BOS@CGY,away
offense,3.6399999999999997,BOS,4on5,last 20 games,BOS@CGY,away
defense,14.38,BOS,4on5,last 20 games,BOS@CGY,away
cum_dif,-10.740000000000002,BOS,4on5,last 20 games,BOS@CGY,away
Points,0.97,BOS,4on5,last 10 games,BOS@CGY,away
Goals For,0.91,BOS,4on5,last 10 games,BOS@CGY,away
Goal Differential,0.91,BOS,4on5,last 10 games,BOS@CGY,away
Shooting %,0.78,BOS,4on5,last 10 games,BOS@CGY,away
Save %,0.53,BOS,4on5,last 10 games,BOS@CGY,away
sv%,0.87,BOS,4on5,last 10 games,BOS@CGY,away
Blocked shot attempt %,0.16,BOS,4on5,last 10 games,BOS@CGY,away
Blocked shot attempt % against,0.94,BOS,4on5,last 10 games,BOS@CGY,away
Expected Goals For,0.52,BOS,4on5,last 10 games,BOS@CGY,away
XG Differential,0.75,BOS,4on5,last 10 games,BOS@CGY,away
Shot (FW) Volume,0.72,BOS,4on5,last 10 games,BOS@CGY,away
Shot (FW) Differential,1.0,BOS,4on5,last 10 games,BOS@CGY,away
Penalty Differential,0.31,BOS,4on5,last 10 games,BOS@CGY,away
offense_p60_perc,0.84,BOS,4on5,last 10 games,BOS@CGY,away
defense_p60_perc,0.84,BOS,4on5,last 10 games,BOS@CGY,away
cum_dif_p60_perc,0.91,BOS,4on5,last 10 games,BOS@CGY,away
offense,2.99,BOS,4on5,last 10 games,BOS@CGY,away
defense,7.13,BOS,4on5,last 10 games,BOS@CGY,away
cum_dif,-4.14,BOS,4on5,last 10 games,BOS@CGY,away
Points,0.98,BOS,4on5,last 5 games,BOS@CGY,away
Goals For,0.88,BOS,4on5,last 5 games,BOS@CGY,away
Goal Differential,0.83,BOS,4on5,last 5 games,BOS@CGY,away
Shooting %,0.95,BOS,4on5,last 5 games,BOS@CGY,away
Save %,0.53,BOS,4on5,last 5 games,BOS@CGY,away
sv%,0.889,BOS,4on5,last 5 games,BOS@CGY,away
Blocked shot attempt %,0.83,BOS,4on5,last 5 games,BOS@CGY,away
Blocked shot attempt % against,0.28,BOS,4on5,last 5 games,BOS@CGY,away
Expected Goals For,0.41,BOS,4on5,last 5 games,BOS@CGY,away
XG Differential,0.64,BOS,4on5,last 5 games,BOS@CGY,away
Shot (FW) Volume,0.25,BOS,4on5,last 5 games,BOS@CGY,away
Shot (FW) Differential,0.69,BOS,4on5,last 5 games,BOS@CGY,away
Penalty Differential,0.47,BOS,4on5,last 5 games,BOS@CGY,away
offense_p60_perc,0.75,BOS,4on5,last 5 games,BOS@CGY,away
defense_p60_perc,0.66,BOS,4on5,last 5 games,BOS@CGY,away
cum_dif_p60_perc,0.75,BOS,4on5,last 5 games,BOS@CGY,away
offense,1.17,BOS,4on5,last 5 games,BOS@CGY,away
defense,2.52,BOS,4on5,last 5 games,BOS@CGY,away
cum_dif,-1.35,BOS,4on5,last 5 games,BOS@CGY,away
Points,1.0,BOS,5on4,all,BOS@CGY,away
Goals For,0.75,BOS,5on4,all,BOS@CGY,away
Goal Differential,0.75,BOS,5on4,all,BOS@CGY,away
Shooting %,0.7,BOS,5on4,all,BOS@CGY,away
Save %,0.62,BOS,5on4,all,BOS@CGY,away
sv%,0.92,BOS,5on4,all,BOS@CGY,away
Blocked shot attempt %,0.39,BOS,5on4,all,BOS@CGY,away
Blocked shot attempt % against,0.59,BOS,5on4,all,BOS@CGY,away
Expected Goals For,0.66,BOS,5on4,all,BOS@CGY,away
XG Differential,0.62,BOS,5on4,all,BOS@CGY,away
Shot (FW) Volume,0.59,BOS,5on4,all,BOS@CGY,away
Shot (FW) Differential,0.66,BOS,5on4,all,BOS@CGY,away
Penalty Differential,0.16,BOS,5on4,all,BOS@CGY,away
offense_p60_perc,0.75,BOS,5on4,all,BOS@CGY,away
defense_p60_perc,0.7,BOS,5on4,all,BOS@CGY,away
cum_dif_p60_perc,0.72,BOS,5on4,all,BOS@CGY,away
offense,78.46000000000001,BOS,5on4,all,BOS@CGY,away
defense,9.530000000000001,BOS,5on4,all,BOS@CGY,away
cum_dif,68.93,BOS,5on4,all,BOS@CGY,away
Points,0.97,BOS,5on4,last 20 games,BOS@CGY,away
Goals For,0.25,BOS,5on4,last 20 games,BOS@CGY,away
Goal Differential,0.38,BOS,5on4,last 20 games,BOS@CGY,away
Shooting %,0.16,BOS,5on4,last 20 games,BOS@CGY,away
Save %,0.69,BOS,5on4,last 20 games,BOS@CGY,away
sv%,0.933,BOS,5on4,last 20 games,BOS@CGY,away
Blocked shot attempt %,0.12,BOS,5on4,last 20 games,BOS@CGY,away
Blocked shot attempt % against,0.31,BOS,5on4,last 20 games,BOS@CGY,away
Expected Goals For,0.28,BOS,5on4,last 20 games,BOS@CGY,away
XG Differential,0.22,BOS,5on4,last 20 games,BOS@CGY,away
Shot (FW) Volume,0.38,BOS,5on4,last 20 games,BOS@CGY,away
Shot (FW) Differential,0.34,BOS,5on4,last 20 games,BOS@CGY,away
Penalty Differential,0.19,BOS,5on4,last 20 games,BOS@CGY,away
offense_p60_perc,0.22,BOS,5on4,last 20 games,BOS@CGY,away
defense_p60_perc,0.53,BOS,5on4,last 20 games,BOS@CGY,away
cum_dif_p60_perc,0.31,BOS,5on4,last 20 games,BOS@CGY,away
offense,17.14,BOS,5on4,last 20 games,BOS@CGY,away
defense,3.34,BOS,5on4,last 20 games,BOS@CGY,away
cum_dif,13.8,BOS,5on4,last 20 games,BOS@CGY,away
Points,0.97,BOS,5on4,last 10 games,BOS@CGY,away
Goals For,0.12,BOS,5on4,last 10 games,BOS@CGY,away
Goal Differential,0.16,BOS,5on4,last 10 games,BOS@CGY,away
Shooting %,0.12,BOS,5on4,last 10 games,BOS@CGY,away
Save %,0.45,BOS,5on4,last 10 games,BOS@CGY,away
sv%,0.889,BOS,5on4,last 10 games,BOS@CGY,away
Blocked shot attempt %,0.12,BOS,5on4,last 10 games,BOS@CGY,away
Blocked shot attempt % against,0.12,BOS,5on4,last 10 games,BOS@CGY,away
Expected Goals For,0.12,BOS,5on4,last 10 games,BOS@CGY,away
XG Differential,0.12,BOS,5on4,last 10 games,BOS@CGY,away
Shot (FW) Volume,0.41,BOS,5on4,last 10 games,BOS@CGY,away
Shot (FW) Differential,0.41,BOS,5on4,last 10 games,BOS@CGY,away
Penalty Differential,0.28,BOS,5on4,last 10 games,BOS@CGY,away
offense_p60_perc,0.11,BOS,5on4,last 10 games,BOS@CGY,away
defense_p60_perc,0.39,BOS,5on4,last 10 games,BOS@CGY,away
cum_dif_p60_perc,0.09,BOS,5on4,last 10 games,BOS@CGY,away
offense,7.03,BOS,5on4,last 10 games,BOS@CGY,away
defense,2.7,BOS,5on4,last 10 games,BOS@CGY,away
cum_dif,4.33,BOS,5on4,last 10 games,BOS@CGY,away
Points,0.98,BOS,5on4,last 5 games,BOS@CGY,away
Goals For,0.48,BOS,5on4,last 5 games,BOS@CGY,away
Goal Differential,0.62,BOS,5on4,last 5 games,BOS@CGY,away
Shooting %,0.33,BOS,5on4,last 5 games,BOS@CGY,away
Save %,0.72,BOS,5on4,last 5 games,BOS@CGY,away
sv%,1.0,BOS,5on4,last 5 games,BOS@CGY,away
Blocked shot attempt %,0.52,BOS,5on4,last 5 games,BOS@CGY,away
Blocked shot attempt % against,0.23,BOS,5on4,last 5 games,BOS@CGY,away
Expected Goals For,0.53,BOS,5on4,last 5 games,BOS@CGY,away
XG Differential,0.55,BOS,5on4,last 5 games,BOS@CGY,away
Shot (FW) Volume,0.97,BOS,5on4,last 5 games,BOS@CGY,away
Shot (FW) Differential,0.91,BOS,5on4,last 5 games,BOS@CGY,away
Penalty Differential,0.34,BOS,5on4,last 5 games,BOS@CGY,away
offense_p60_perc,0.47,BOS,5on4,last 5 games,BOS@CGY,away
defense_p60_perc,0.61,BOS,5on4,last 5 games,BOS@CGY,away
cum_dif_p60_perc,0.5,BOS,5on4,last 5 games,BOS@CGY,away
offense,4.279999999999999,BOS,5on4,last 5 games,BOS@CGY,away
defense,0.32,BOS,5on4,last 5 games,BOS@CGY,away
cum_dif,3.9599999999999995,BOS,5on4,last 5 games,BOS@CGY,away
Points,0.48,BUF,all,all,CBJ@BUF,home
Goals For,0.97,BUF,all,all,CBJ@BUF,home
Goal Differential,0.64,BUF,all,all,CBJ@BUF,home
Shooting %,1.0,BUF,all,all,CBJ@BUF,home
Save %,0.33,BUF,all,all,CBJ@BUF,home
sv%,0.895,BUF,all,all,CBJ@BUF,home
Blocked shot attempt %,0.69,BUF,all,all,CBJ@BUF,home
Blocked shot attempt % against,0.03,BUF,all,all,CBJ@BUF,home
Expected Goals For,0.72,BUF,all,all,CBJ@BUF,home
XG Differential,0.33,BUF,all,all,CBJ@BUF,home
Shot (FW) Volume,0.41,BUF,all,all,CBJ@BUF,home
Shot (FW) Differential,0.41,BUF,all,all,CBJ@BUF,home
Penalty Differential,0.92,BUF,all,all,CBJ@BUF,home
offense_p60_perc,0.91,BUF,all,all,CBJ@BUF,home
defense_p60_perc,0.25,BUF,all,all,CBJ@BUF,home
cum_dif_p60_perc,0.5,BUF,all,all,CBJ@BUF,home
offense,419.33000000000004,BUF,all,all,CBJ@BUF,home
defense,408.48,BUF,all,all,CBJ@BUF,home
cum_dif,10.850000000000023,BUF,all,all,CBJ@BUF,home
Points,0.66,BUF,all,last 20 games,CBJ@BUF,home
Goals For,0.7,BUF,all,last 20 games,CBJ@BUF,home
Goal Differential,0.52,BUF,all,last 20 games,CBJ@BUF,home
Shooting %,0.59,BUF,all,last 20 games,CBJ@BUF,home
Save %,0.23,BUF,all,last 20 games,CBJ@BUF,home
sv%,0.892,BUF,all,last 20 games,CBJ@BUF,home
Blocked shot attempt %,0.66,BUF,all,last 20 games,CBJ@BUF,home
Blocked shot attempt % against,0.03,BUF,all,last 20 games,CBJ@BUF,home
Expected Goals For,0.8,BUF,all,last 20 games,CBJ@BUF,home
XG Differential,0.67,BUF,all,last 20 games,CBJ@BUF,home
Shot (FW) Volume,0.53,BUF,all,last 20 games,CBJ@BUF,home
Shot (FW) Differential,0.41,BUF,all,last 20 games,CBJ@BUF,home
Penalty Differential,0.91,BUF,all,last 20 games,CBJ@BUF,home
offense_p60_perc,0.78,BUF,all,last 20 games,CBJ@BUF,home
defense_p60_perc,0.34,BUF,all,last 20 games,CBJ@BUF,home
cum_dif_p60_perc,0.53,BUF,all,last 20 games,CBJ@BUF,home
offense,140.18,BUF,all,last 20 games,CBJ@BUF,home
defense,137.78,BUF,all,last 20 games,CBJ@BUF,home
cum_dif,2.4000000000000057,BUF,all,last 20 games,CBJ@BUF,home
Points,0.38,BUF,all,last 10 games,CBJ@BUF,home
Goals For,0.73,BUF,all,last 10 games,CBJ@BUF,home
Goal Differential,0.22,BUF,all,last 10 games,CBJ@BUF,home
Shooting %,0.67,BUF,all,last 10 games,CBJ@BUF,home
Save %,0.25,BUF,all,last 10 games,CBJ@BUF,home
sv%,0.88,BUF,all,last 10 games,CBJ@BUF,home
Blocked shot attempt %,0.5,BUF,all,last 10 games,CBJ@BUF,home
Blocked shot attempt % against,0.06,BUF,all,last 10 games,CBJ@BUF,home
Expected Goals For,0.88,BUF,all,last 10 games,CBJ@BUF,home
XG Differential,0.58,BUF,all,last 10 games,CBJ@BUF,home
Shot (FW) Volume,0.3,BUF,all,last 10 games,CBJ@BUF,home
Shot (FW) Differential,0.22,BUF,all,last 10 games,CBJ@BUF,home
Penalty Differential,0.83,BUF,all,last 10 games,CBJ@BUF,home
offense_p60_perc,0.88,BUF,all,last 10 games,CBJ@BUF,home
defense_p60_perc,0.09,BUF,all,last 10 games,CBJ@BUF,home
cum_dif_p60_perc,0.33,BUF,all,last 10 games,CBJ@BUF,home
offense,72.44,BUF,all,last 10 games,CBJ@BUF,home
defense,78.93,BUF,all,last 10 games,CBJ@BUF,home
cum_dif,-6.490000000000009,BUF,all,last 10 games,CBJ@BUF,home
Points,0.62,BUF,all,last 5 games,CBJ@BUF,home
Goals For,0.75,BUF,all,last 5 games,CBJ@BUF,home
Goal Differential,0.48,BUF,all,last 5 games,CBJ@BUF,home
Shooting %,0.77,BUF,all,last 5 games,CBJ@BUF,home
Save %,0.41,BUF,all,last 5 games,CBJ@BUF,home
sv%,0.896,BUF,all,last 5 games,CBJ@BUF,home
Blocked shot attempt %,0.91,BUF,all,last 5 games,CBJ@BUF,home
Blocked shot attempt % against,0.06,BUF,all,last 5 games,CBJ@BUF,home
Expected Goals For,0.84,BUF,all,last 5 games,CBJ@BUF,home
XG Differential,0.41,BUF,all,last 5 games,CBJ@BUF,home
Shot (FW) Volume,0.34,BUF,all,last 5 games,CBJ@BUF,home
Shot (FW) Differential,0.16,BUF,all,last 5 games,CBJ@BUF,home
Penalty Differential,0.22,BUF,all,last 5 games,CBJ@BUF,home
offense_p60_perc,0.78,BUF,all,last 5 games,CBJ@BUF,home
defense_p60_perc,0.11,BUF,all,last 5 games,CBJ@BUF,home
cum_dif_p60_perc,0.36,BUF,all,last 5 games,CBJ@BUF,home
offense,38.25,BUF,all,last 5 games,CBJ@BUF,home
defense,40.85,BUF,all,last 5 games,CBJ@BUF,home
cum_dif,-2.6000000000000014,BUF,all,last 5 games,CBJ@BUF,home
Points,0.48,BUF,5on5,all,CBJ@BUF,home
Goals For,0.95,BUF,5on5,all,CBJ@BUF,home
Goal Differential,0.61,BUF,5on5,all,CBJ@BUF,home
Shooting %,0.95,BUF,5on5,all,CBJ@BUF,home
Save %,0.22,BUF,5on5,all,CBJ@BUF,home
sv%,0.902,BUF,5on5,all,CBJ@BUF,home
Blocked shot attempt %,0.88,BUF,5on5,all,CBJ@BUF,home
Blocked shot attempt % against,0.03,BUF,5on5,all,CBJ@BUF,home
Expected Goals For,0.64,BUF,5on5,all,CBJ@BUF,home
XG Differential,0.34,BUF,5on5,all,CBJ@BUF,home
Shot (FW) Volume,0.53,BUF,5on5,all,CBJ@BUF,home
Shot (FW) Differential,0.41,BUF,5on5,all,CBJ@BUF,home
Penalty Differential,1.0,BUF,5on5,all,CBJ@BUF,home
offense_p60_perc,0.88,BUF,5on5,all,CBJ@BUF,home
defense_p60_perc,0.25,BUF,5on5,all,CBJ@BUF,home
cum_dif_p60_perc,0.5,BUF,5on5,all,CBJ@BUF,home
offense,303.14,BUF,5on5,all,CBJ@BUF,home
defense,299.13,BUF,5on5,all,CBJ@BUF,home
cum_dif,4.009999999999991,BUF,5on5,all,CBJ@BUF,home
Points,0.66,BUF,5on5,last 20 games,CBJ@BUF,home
Goals For,0.75,BUF,5on5,last 20 games,CBJ@BUF,home
Goal Differential,0.53,BUF,5on5,last 20 games,CBJ@BUF,home
Shooting %,0.69,BUF,5on5,last 20 games,CBJ@BUF,home
Save %,0.25,BUF,5on5,last 20 games,CBJ@BUF,home
sv%,0.897,BUF,5on5,last 20 games,CBJ@BUF,home
Blocked shot attempt %,0.92,BUF,5on5,last 20 games,CBJ@BUF,home
Blocked shot attempt % against,0.03,BUF,5on5,last 20 games,CBJ@BUF,home
Expected Goals For,0.7,BUF,5on5,last 20 games,CBJ@BUF,home
XG Differential,0.59,BUF,5on5,last 20 games,CBJ@BUF,home
Shot (FW) Volume,0.69,BUF,5on5,last 20 games,CBJ@BUF,home
Shot (FW) Differential,0.41,BUF,5on5,last 20 games,CBJ@BUF,home
Penalty Differential,0.92,BUF,5on5,last 20 games,CBJ@BUF,home
offense_p60_perc,0.78,BUF,5on5,last 20 games,CBJ@BUF,home
defense_p60_perc,0.19,BUF,5on5,last 20 games,CBJ@BUF,home
cum_dif_p60_perc,0.52,BUF,5on5,last 20 games,CBJ@BUF,home
offense,109.0,BUF,5on5,last 20 games,CBJ@BUF,home
defense,110.18,BUF,5on5,last 20 games,CBJ@BUF,home
cum_dif,-1.1800000000000068,BUF,5on5,last 20 games,CBJ@BUF,home
Points,0.38,BUF,5on5,last 10 games,CBJ@BUF,home
Goals For,0.92,BUF,5on5,last 10 games,CBJ@BUF,home
Goal Differential,0.31,BUF,5on5,last 10 games,CBJ@BUF,home
Shooting %,0.78,BUF,5on5,last 10 games,CBJ@BUF,home
Save %,0.25,BUF,5on5,last 10 games,CBJ@BUF,home
sv%,0.887,BUF,5on5,last 10 games,CBJ@BUF,home
Blocked shot attempt %,0.8,BUF,5on5,last 10 games,CBJ@BUF,home
Blocked shot attempt % against,0.06,BUF,5on5,last 10 games,CBJ@BUF,home
Expected Goals For,0.8,BUF,5on5,last 10 games,CBJ@BUF,home
XG Differential,0.36,BUF,5on5,last 10 games,CBJ@BUF,home
Shot (FW) Volume,0.53,BUF,5on5,last 10 games,CBJ@BUF,home
Shot (FW) Differential,0.31,BUF,5on5,last 10 games,CBJ@BUF,home
Penalty Differential,0.78,BUF,5on5,last 10 games,CBJ@BUF,home
offense_p60_perc,0.88,BUF,5on5,last 10 games,CBJ@BUF,home
defense_p60_perc,0.09,BUF,5on5,last 10 games,CBJ@BUF,home
cum_dif_p60_perc,0.28,BUF,5on5,last 10 games,CBJ@BUF,home
offense,56.47,BUF,5on5,last 10 games,CBJ@BUF,home
defense,62.57,BUF,5on5,last 10 games,CBJ@BUF,home
cum_dif,-6.100000000000001,BUF,5on5,last 10 games,CBJ@BUF,home
Points,0.62,BUF,5on5,last 5 games,CBJ@BUF,home
Goals For,0.78,BUF,5on5,last 5 games,CBJ@BUF,home
Goal Differential,0.48,BUF,5on5,last 5 games,CBJ@BUF,home
Shooting %,0.73,BUF,5on5,last 5 games,CBJ@BUF,home
Save %,0.34,BUF,5on5,last 5 games,CBJ@BUF,home
sv%,0.893,BUF,5on5,last 5 games,CBJ@BUF,home
Blocked shot attempt %,0.97,BUF,5on5,last 5 games,CBJ@BUF,home
Blocked shot attempt % against,0.06,BUF,5on5,last 5 games,CBJ@BUF,home
Expected Goals For,0.86,BUF,5on5,last 5 games,CBJ@BUF,home
XG Differential,0.19,BUF,5on5,last 5 games,CBJ@BUF,home
Shot (FW) Volume,0.66,BUF,5on5,last 5 games,CBJ@BUF,home
Shot (FW) Differential,0.25,BUF,5on5,last 5 games,CBJ@BUF,home
Penalty Differential,0.25,BUF,5on5,last 5 games,CBJ@BUF,home
offense_p60_perc,0.81,BUF,5on5,last 5 games,CBJ@BUF,home
defense_p60_perc,0.06,BUF,5on5,last 5 games,CBJ@BUF,home
cum_dif_p60_perc,0.31,BUF,5on5,last 5 games,CBJ@BUF,home
offense,30.58,BUF,5on5,last 5 games,CBJ@BUF,home
defense,34.65,BUF,5on5,last 5 games,CBJ@BUF,home
cum_dif,-4.07,BUF,5on5,last 5 games,CBJ@BUF,home
Points,0.48,BUF,4on5,all,CBJ@BUF,home
Goals For,0.86,BUF,4on5,all,CBJ@BUF,home
Goal Differential,0.16,BUF,4on5,all,CBJ@BUF,home
Shooting %,0.59,BUF,4on5,all,CBJ@BUF,home
Save %,0.19,BUF,4on5,all,CBJ@BUF,home
sv%,0.844,BUF,4on5,all,CBJ@BUF,home
Blocked shot attempt %,0.2,BUF,4on5,all,CBJ@BUF,home
Blocked shot attempt % against,0.03,BUF,4on5,all,CBJ@BUF,home
Expected Goals For,1.0,BUF,4on5,all,CBJ@BUF,home
XG Differential,0.19,BUF,4on5,all,CBJ@BUF,home
Shot (FW) Volume,0.94,BUF,4on5,all,CBJ@BUF,home
Shot (FW) Differential,0.16,BUF,4on5,all,CBJ@BUF,home
Penalty Differential,0.03,BUF,4on5,all,CBJ@BUF,home
offense_p60_perc,0.97,BUF,4on5,all,CBJ@BUF,home
defense_p60_perc,0.09,BUF,4on5,all,CBJ@BUF,home
cum_dif_p60_perc,0.22,BUF,4on5,all,CBJ@BUF,home
offense,15.49,BUF,4on5,all,CBJ@BUF,home
defense,83.16,BUF,4on5,all,CBJ@BUF,home
cum_dif,-67.67,BUF,4on5,all,CBJ@BUF,home
Points,0.66,BUF,4on5,last 20 games,CBJ@BUF,home
Goals For,0.91,BUF,4on5,last 20 games,CBJ@BUF,home
Goal Differential,0.38,BUF,4on5,last 20 games,CBJ@BUF,home
Shooting %,0.78,BUF,4on5,last 20 games,CBJ@BUF,home
Save %,0.25,BUF,4on5,last 20 games,CBJ@BUF,home
sv%,0.841,BUF,4on5,last 20 games,CBJ@BUF,home
Blocked shot attempt %,0.52,BUF,4on5,last 20 games,CBJ@BUF,home
Blocked shot attempt % against,0.03,BUF,4on5,last 20 games,CBJ@BUF,home
Expected Goals For,0.97,BUF,4on5,last 20 games,CBJ@BUF,home
XG Differential,0.88,BUF,4on5,last 20 games,CBJ@BUF,home
Shot (FW) Volume,0.91,BUF,4on5,last 20 games,CBJ@BUF,home
Shot (FW) Differential,0.38,BUF,4on5,last 20 games,CBJ@BUF,home
Penalty Differential,0.5,BUF,4on5,last 20 games,CBJ@BUF,home
offense_p60_perc,0.95,BUF,4on5,last 20 games,CBJ@BUF,home
defense_p60_perc,0.22,BUF,4on5,last 20 games,CBJ@BUF,home
cum_dif_p60_perc,0.72,BUF,4on5,last 20 games,CBJ@BUF,home
offense,6.9,BUF,4on5,last 20 games,CBJ@BUF,home
defense,19.990000000000002,BUF,4on5,last 20 games,CBJ@BUF,home
cum_dif,-13.090000000000002,BUF,4on5,last 20 games,CBJ@BUF,home
Points,0.38,BUF,4on5,last 10 games,CBJ@BUF,home
Goals For,0.17,BUF,4on5,last 10 games,CBJ@BUF,home
Goal Differential,0.12,BUF,4on5,last 10 games,CBJ@BUF,home
Shooting %,0.17,BUF,4on5,last 10 games,CBJ@BUF,home
Save %,0.17,BUF,4on5,last 10 games,CBJ@BUF,home
sv%,0.825,BUF,4on5,last 10 games,CBJ@BUF,home
Blocked shot attempt %,0.64,BUF,4on5,last 10 games,CBJ@BUF,home
Blocked shot attempt % against,0.06,BUF,4on5,last 10 games,CBJ@BUF,home
Expected Goals For,0.52,BUF,4on5,last 10 games,CBJ@BUF,home
XG Differential,0.5,BUF,4on5,last 10 games,CBJ@BUF,home
Shot (FW) Volume,0.53,BUF,4on5,last 10 games,CBJ@BUF,home
Shot (FW) Differential,0.22,BUF,4on5,last 10 games,CBJ@BUF,home
Penalty Differential,0.88,BUF,4on5,last 10 games,CBJ@BUF,home
offense_p60_perc,0.19,BUF,4on5,last 10 games,CBJ@BUF,home
defense_p60_perc,0.25,BUF,4on5,last 10 games,CBJ@BUF,home
cum_dif_p60_perc,0.19,BUF,4on5,last 10 games,CBJ@BUF,home
offense,0.93,BUF,4on5,last 10 games,CBJ@BUF,home
defense,11.71,BUF,4on5,last 10 games,CBJ@BUF,home
cum_dif,-10.780000000000001,BUF,4on5,last 10 games,CBJ@BUF,home
Points,0.62,BUF,4on5,last 5 games,CBJ@BUF,home
