player_id,player,position,shoots_catches,height,weight,birth_date,birth_country,draft_year,draft_team,round,pick,overall,primary_number,headshot,mp_name,cw_name,dupe_names
8470216,Josh Harding,G,R,"6'2""",194,1984-06-18,CAN,2002,MIN,2,8,38,37,https://assets.nhle.com/mugs/nhl/latest/8470216.png,Josh Harding,,
8470222,James Wisniewski,D,R,"5'11""",203,1984-02-21,USA,2002,CHI,5,25,156,21,https://assets.nhle.com/mugs/nhl/latest/8470222.png,James Wisniewski,James Wisniewski,
8470230,Daniel Paille,L,L,"6'1""",200,1984-04-15,CAN,2002,BUF,1,20,20,0,https://assets.nhle.com/mugs/nhl/latest/8470230.png,Daniel Paille,Daniel Paille,
8470232,Kris Newbury,C,L,"5'11""",205,1982-02-19,CAN,2002,SJS,5,8,139,24,https://assets.nhle.com/mugs/nhl/latest/8470232.png,Kris Newbury,,
8470257,Alexander Steen,L,L,"6'0""",211,1984-03-01,CAN,2002,TOR,1,24,24,20,https://assets.nhle.com/mugs/nhl/latest/8470257.png,Alexander Steen,Alexander Steen,
8470263,David Leneveu,G,L,"6'1""",190,1983-05-23,CAN,2002,PHX,2,16,46,29,https://assets.nhle.com/mugs/nhl/latest/8470263.png,David Leneveu,,
8470265,Anton Babchuk,D,R,"6'5""",200,1984-05-06,UKR,2002,CHI,1,21,21,33,https://assets.nhle.com/mugs/nhl/latest/8470265.png,Anton Babchuk,,
8470268,Denis Grebeshkov,D,L,"6'0""",206,1983-10-11,RUS,2002,LAK,1,18,18,37,https://assets.nhle.com/mugs/nhl/latest/8470268.png,Denis Grebeshkov,,
8470273,Ian White,D,R,"5'10""",191,1984-06-04,CAN,2002,TOR,6,25,191,18,https://assets.nhle.com/mugs/nhl/latest/8470273.png,Ian White,,
8470274,Chris Higgins,L,L,"6'0""",205,1983-06-02,USA,2002,MTL,1,14,14,20,https://assets.nhle.com/mugs/nhl/latest/8470274.png,Chris Higgins,Chris Higgins,
8470280,Ben Eager,L,L,"6'2""",226,1984-01-22,CAN,2002,PHX,1,23,23,55,https://assets.nhle.com/mugs/nhl/latest/8470280.png,Ben Eager,,
8470281,Duncan Keith,D,L,"6'1""",192,1983-07-16,CAN,2002,CHI,2,24,54,2,https://assets.nhle.com/mugs/nhl/latest/8470281.png,Duncan Keith,Duncan Keith,
8470283,Tim Brent,C,R,"6'0""",188,1984-03-10,CAN,2004,ANA,3,10,75,37,https://assets.nhle.com/mugs/nhl/latest/8470283.png,Tim Brent,Tim Brent,
8470289,Jim Slater,C,L,"6'0""",195,1982-12-09,USA,2002,ATL,1,30,30,19,https://assets.nhle.com/mugs/nhl/latest/8470289.png,Jim Slater,,
8470294,DJ King,L,L,"6'3""",231,1984-06-27,CAN,2002,STL,6,24,190,17,https://assets.nhle.com/mugs/nhl/latest/8470294.png,DJ King,,
8470299,Erik Christensen,C,L,"6'1""",200,1983-12-17,CAN,2002,PIT,3,6,69,26,https://assets.nhle.com/mugs/nhl/latest/8470299.png,Erik Christensen,,
8470301,Andre Deveaux,C,R,"6'3""",239,1984-02-23,BAH,2002,MTL,6,16,182,56,https://assets.nhle.com/mugs/nhl/latest/8470301.png,Andre Deveaux,,
8470302,Patrick Dwyer,R,R,"5'11""",175,1983-06-22,USA,2002,ATL,4,20,116,39,https://assets.nhle.com/mugs/nhl/latest/8470302.png,Patrick Dwyer,,
8470309,Ryan Whitney,D,L,"6'4""",209,1983-02-19,USA,2002,PIT,1,5,5,6,https://assets.nhle.com/mugs/nhl/latest/8470309.png,Ryan Whitney,,
8470310,Aaron Rome,D,L,"6'1""",220,1983-09-27,CAN,2002,LAK,4,8,104,27,https://assets.nhle.com/mugs/nhl/latest/8470310.png,Aaron Rome,,
8470317,Nate Guenin,D,R,"6'3""",207,1982-12-10,USA,2002,NYR,4,31,127,34,https://assets.nhle.com/mugs/nhl/latest/8470317.png,Nate Guenin,Nate Guenin,
8470318,Jonathan Ericsson,D,L,"6'4""",218,1984-03-02,SWE,2002,DET,9,31,291,52,https://assets.nhle.com/mugs/nhl/latest/8470318.png,Jonathan Ericsson,Jonathan Ericsson,
8470320,Cam Ward,G,L,"6'1""",194,1984-02-29,CAN,2002,CAR,1,25,25,30,https://assets.nhle.com/mugs/nhl/latest/8470320.png,Cam Ward,Cam Ward,
8470321,Patrick Rissmiller,L,L,"6'4""",225,1978-10-26,USA,undrafted,undrafted,undrafted,undrafted,undrafted,11,https://assets.nhle.com/mugs/nhl/latest/8470321.png,Patrick Rissmiller,,
8470324,Josh Gorges,D,L,"6'1""",204,1984-08-14,CAN,undrafted,undrafted,undrafted,undrafted,undrafted,4,https://assets.nhle.com/mugs/nhl/latest/8470324.png,Josh Gorges,Josh Gorges,
8470329,Chris Campoli,D,L,"6'0""",200,1984-07-09,CAN,2004,NYI,7,34,227,17,https://assets.nhle.com/mugs/nhl/latest/8470329.png,Chris Campoli,,
8470358,Alexandre Burrows,R,L,"6'1""",197,1981-04-11,CAN,undrafted,undrafted,undrafted,undrafted,undrafted,14,https://assets.nhle.com/mugs/nhl/latest/8470358.png,Alexandre Burrows,Alexandre Burrows,
8470366,Martin St. Pierre,C,L,"5'9""",188,1983-08-11,CAN,undrafted,undrafted,undrafted,undrafted,undrafted,57,https://assets.nhle.com/mugs/nhl/latest/8470366.png,Martin St Pierre,,
8470378,Andre Benoit,D,L,"5'11""",190,1984-01-06,CAN,undrafted,undrafted,undrafted,undrafted,undrafted,48,https://assets.nhle.com/mugs/nhl/latest/8470378.png,Andre Benoit,,
8470543,Chris Kunitz,L,L,"6'0""",188,1979-09-26,CAN,undrafted,undrafted,undrafted,undrafted,undrafted,14,https://assets.nhle.com/mugs/nhl/latest/8470543.png,Chris Kunitz,Chris Kunitz,
8470578,Freddy Meyer,D,L,"5'10""",185,1981-01-04,USA,undrafted,undrafted,undrafted,undrafted,undrafted,24,https://assets.nhle.com/mugs/nhl/latest/8470578.png,Freddy Meyer,,
8470580,Jed Ortmeyer,R,R,"6'0""",200,1978-09-03,USA,undrafted,undrafted,undrafted,undrafted,undrafted,41,https://assets.nhle.com/mugs/nhl/latest/8470580.png,Jed Ortmeyer,,
8470594,Marc-Andre Fleury,G,L,"6'2""",185,1984-11-28,CAN,2003,PIT,1,1,1,29,https://assets.nhle.com/mugs/nhl/20232024/MIN/8470594.png,Marc-Andre Fleury,Marc-Andre Fleury,
8470595,Eric Staal,C,L,"6'4""",195,1984-10-29,CAN,2003,CAR,1,2,2,12,https://assets.nhle.com/mugs/nhl/latest/8470595.png,Eric Staal,Eric Staal,
8470596,Nathan Horton,R,R,"6'2""",229,1985-05-29,CAN,2003,FLA,1,3,3,8,https://assets.nhle.com/mugs/nhl/latest/8470596.png,Nathan Horton,Nathan Horton,
8470597,Nikolay Zherdev,R,R,"6'2""",203,1984-11-05,UKR,2003,CBJ,1,4,4,93,https://assets.nhle.com/mugs/nhl/latest/8470597.png,Nikolay Zherdev,,
8470598,Thomas Vanek,L,R,"6'2""",214,1984-01-19,AUT,2003,BUF,1,5,5,26,https://assets.nhle.com/mugs/nhl/latest/8470598.png,Thomas Vanek,Thomas Vanek,
8470599,Milan Michalek,L,L,"6'2""",225,1984-12-07,CZE,2003,SJS,1,6,6,18,https://assets.nhle.com/mugs/nhl/latest/8470599.png,Milan Michalek,Milan Michalek,
8470600,Ryan Suter,D,L,"6'1""",201,1985-01-21,USA,2003,NSH,1,7,7,20,https://assets.nhle.com/mugs/nhl/20232024/DAL/8470600.png,Ryan Suter,Ryan Suter,
8470601,Braydon Coburn,D,L,"6'5""",224,1985-02-27,CAN,2003,ATL,1,8,8,45,https://assets.nhle.com/mugs/nhl/latest/8470601.png,Braydon Coburn,Braydon Coburn,
8470602,Dion Phaneuf,D,L,"6'4""",222,1985-04-10,CAN,2003,CGY,1,9,9,3,https://assets.nhle.com/mugs/nhl/latest/8470602.png,Dion Phaneuf,Dion Phaneuf,
8470603,Andrei Kostitsyn,L,L,"6'0""",214,1985-02-03,BLR,2003,MTL,1,10,10,46,https://assets.nhle.com/mugs/nhl/latest/8470603.png,Andrei Kostitsyn,,
8470604,Jeff Carter,C,R,"6'3""",219,1985-01-01,CAN,2003,PHI,1,11,11,77,https://assets.nhle.com/mugs/nhl/20232024/PIT/8470604.png,Jeff Carter,Jeff Carter,
8470605,Hugh Jessiman,R,R,"6'6""",221,1984-03-28,USA,2003,NYR,1,12,12,28,https://assets.nhle.com/mugs/nhl/latest/8470605.png,Hugh Jessiman,,
8470606,Dustin Brown,R,R,"6'0""",205,1984-11-04,USA,2003,LAK,1,13,13,23,https://assets.nhle.com/mugs/nhl/latest/8470606.png,Dustin Brown,Dustin Brown,
8470607,Brent Seabrook,D,R,"6'3""",220,1985-04-20,CAN,2003,CHI,1,14,14,0,https://assets.nhle.com/mugs/nhl/20232024/TBL/8470607.png,Brent Seabrook,Brent Seabrook,
8470609,Steve Bernier,R,R,"6'3""",225,1985-03-31,CAN,2003,SJS,1,16,16,8,https://assets.nhle.com/mugs/nhl/latest/8470609.png,Steve Bernier,Steve Bernier,
8470610,Zach Parise,L,L,"5'11""",195,1984-07-28,USA,2003,NJD,1,17,17,9,https://assets.nhle.com/mugs/nhl/20232024/COL/8470610.png,Zach Parise,Zach Parise,
8470611,Eric Fehr,C,R,"6'4""",209,1985-09-07,CAN,2003,WSH,1,18,18,21,https://assets.nhle.com/mugs/nhl/latest/8470611.png,Eric Fehr,Eric Fehr,
8470612,Ryan Getzlaf,C,R,"6'4""",220,1985-05-10,CAN,2003,ANA,1,19,19,15,https://assets.nhle.com/mugs/nhl/latest/8470612.png,Ryan Getzlaf,Ryan Getzlaf,
8470613,Brent Burns,D,R,"6'5""",230,1985-03-09,CAN,2003,MIN,1,20,20,8,https://assets.nhle.com/mugs/nhl/20232024/CAR/8470613.png,Brent Burns,Brent Burns,
8470614,Mark Stuart,D,L,"6'2""",215,1984-04-27,USA,2003,BOS,1,21,21,5,https://assets.nhle.com/mugs/nhl/latest/8470614.png,Mark Stuart,Mark Stuart,
8470615,Marc-Antoine Pouliot,C,R,"6'2""",203,1985-05-22,CAN,2003,EDM,1,22,22,43,https://assets.nhle.com/mugs/nhl/latest/8470615.png,Marc-Antoine Pouliot,,
8470616,Ryan Kesler,C,R,"6'2""",206,1984-08-31,USA,2003,VAN,1,23,23,17,https://assets.nhle.com/mugs/nhl/latest/8470616.png,Ryan Kesler,Ryan Kesler,
8470617,Mike Richards,C,L,"5'11""",196,1985-02-11,CAN,2003,PHI,1,24,24,10,https://assets.nhle.com/mugs/nhl/latest/8470617.png,Mike Richards,Mike Richards,
8470618,Anthony Stewart,R,R,"6'3""",230,1985-01-05,CAN,2003,FLA,1,25,25,21,https://assets.nhle.com/mugs/nhl/latest/8470618.png,Anthony Stewart,,
8470619,Brian Boyle,C,L,"6'6""",245,1984-12-18,USA,2003,LAK,1,26,26,11,https://assets.nhle.com/mugs/nhl/latest/8470619.png,Brian Boyle,Brian Boyle,
8470620,Jeff Tambellini,L,L,"5'11""",186,1984-04-13,CAN,2003,LAK,1,27,27,0,https://assets.nhle.com/mugs/nhl/latest/8470620.png,Jeff Tambellini,Jeff Tambellini,
8470621,Corey Perry,R,R,"6'3""",208,1985-05-16,CAN,2003,ANA,1,28,28,90,https://assets.nhle.com/mugs/nhl/20232024/EDM/8470621.png,Corey Perry,Corey Perry,
8470622,Patrick Eaves,R,R,"5'11""",203,1984-05-01,CAN,2003,OTT,1,29,29,18,https://assets.nhle.com/mugs/nhl/latest/8470622.png,Patrick Eaves,Patrick Eaves,
8470623,Shawn Belle,D,L,"6'1""",235,1985-01-03,CAN,2003,STL,1,30,30,5,https://assets.nhle.com/mugs/nhl/latest/8470623.png,Shawn Belle,,
8470626,Loui Eriksson,L,L,"6'2""",179,1985-07-17,SWE,2003,DAL,2,3,33,21,https://assets.nhle.com/mugs/nhl/latest/8470626.png,Loui Eriksson,Loui Eriksson,
8470630,Kevin Klein,D,R,"6'1""",206,1984-12-13,CAN,2003,NSH,2,7,37,8,https://assets.nhle.com/mugs/nhl/latest/8470630.png,Kevin Klein,Kevin Klein,
8470634,Matt Smaby,D,L,"6'6""",230,1984-10-14,USA,2003,TBL,2,11,41,32,https://assets.nhle.com/mugs/nhl/latest/8470634.png,Matt Smaby,,
8470636,Josh Hennessy,C,L,"6'0""",200,1985-02-07,USA,2003,SJS,2,13,43,62,https://assets.nhle.com/mugs/nhl/latest/8470636.png,Josh Hennessy,,
8470638,Patrice Bergeron,C,R,"6'1""",196,1985-07-24,CAN,2003,BOS,2,15,45,37,https://assets.nhle.com/mugs/nhl/latest/8470638.png,Patrice Bergeron,Patrice Bergeron,
8470640,Matt Carle,D,L,"6'0""",197,1984-09-25,USA,2003,SJS,2,17,47,25,https://assets.nhle.com/mugs/nhl/latest/8470640.png,Matt Carle,,
8470642,Shea Weber,D,R,"6'4""",230,1985-08-14,CAN,2003,NSH,2,19,49,6,https://assets.nhle.com/mugs/nhl/20232024/ARI/8470642.png,Shea Weber,Shea Weber,
8470644,Colin McDonald,R,R,"6'2""",208,1984-09-30,USA,2003,EDM,2,21,51,36,https://assets.nhle.com/mugs/nhl/latest/8470644.png,Colin McDonald,Colin McDonald,
8470645,Corey Crawford,G,L,"6'2""",216,1984-12-31,CAN,2003,CHI,2,22,52,50,https://assets.nhle.com/mugs/nhl/latest/8470645.png,Corey Crawford,Corey Crawford,
8470647,B.J. Crombeen,R,R,"6'2""",209,1985-07-10,USA,2003,DAL,2,24,54,44,https://assets.nhle.com/mugs/nhl/latest/8470647.png,B.J. Crombeen,,
8470648,Stefan Meyer,L,L,"6'2""",200,1985-07-20,CAN,2003,FLA,2,25,55,44,https://assets.nhle.com/mugs/nhl/latest/8470648.png,Stefan Meyer,,
8470649,Patrick O'Sullivan,C,L,"5'11""",189,1985-02-01,CAN,2003,MIN,2,26,56,18,https://assets.nhle.com/mugs/nhl/latest/8470649.png,Patrick O'Sullivan,,
8470651,Jeremy Colliton,C,R,"6'2""",214,1985-01-13,CAN,2003,NYI,2,28,58,37,https://assets.nhle.com/mugs/nhl/latest/8470651.png,Jeremy Colliton,,
8470654,Maxim Lapierre,C,R,"6'2""",215,1985-03-29,CAN,2003,MTL,2,31,61,40,https://assets.nhle.com/mugs/nhl/latest/8470654.png,Maxim Lapierre,,
8470655,David Backes,R,R,"6'3""",215,1984-05-01,USA,2003,STL,2,32,62,21,https://assets.nhle.com/mugs/nhl/latest/8470655.png,David Backes,David Backes,
8470656,David Liffiton,D,L,"6'2""",210,1984-10-18,CAN,2003,COL,2,33,63,4,https://assets.nhle.com/mugs/nhl/latest/8470656.png,David Liffiton,,
8470657,Jimmy Howard,G,L,"6'1""",218,1984-03-26,USA,2003,DET,2,34,64,35,https://assets.nhle.com/mugs/nhl/latest/8470657.png,Jimmy Howard,Jimmy Howard,
8470661,Jean-Francois Jacques,L,L,"6'3""",231,1985-04-29,CAN,2003,EDM,2,38,68,22,https://assets.nhle.com/mugs/nhl/latest/8470661.png,Jean-Francois Jacques,,
8470662,Colin Fraser,C,L,"6'1""",190,1985-01-28,CAN,2003,PHI,3,1,69,29,https://assets.nhle.com/mugs/nhl/latest/8470662.png,Colin Fraser,,
8470666,Daniel Carcillo,L,L,"6'0""",200,1985-01-28,CAN,2003,PIT,3,5,73,13,https://assets.nhle.com/mugs/nhl/latest/8470666.png,Daniel Carcillo,,
8470667,Clarke MacArthur,L,L,"6'0""",192,1985-04-06,CAN,2003,BUF,3,6,74,16,https://assets.nhle.com/mugs/nhl/latest/8470667.png,Clarke MacArthur,Clarke MacArthur,
8470672,Ryan O'Byrne,D,R,"6'5""",234,1984-07-19,CAN,2003,MTL,3,11,79,23,https://assets.nhle.com/mugs/nhl/latest/8470672.png,Ryan O'Byrne,,
8470678,Alexandre Picard,D,L,"6'3""",215,1985-07-05,CAN,2003,PHI,3,17,85,54,https://assets.nhle.com/mugs/nhl/latest/8470678.png,Alexandre Picard,,
8470680,Ryan Potulny,C,L,"6'0""",182,1984-09-05,USA,2003,PHI,3,19,87,16,https://assets.nhle.com/mugs/nhl/latest/8470680.png,Ryan Potulny,,
8470685,Alexander Sulzer,D,L,"6'1""",198,1984-05-30,GER,2003,NSH,3,24,92,52,https://assets.nhle.com/mugs/nhl/latest/8470685.png,Alexander Sulzer,,
8470687,Zack Stortini,R,R,"6'2""",219,1985-09-11,CAN,2003,EDM,3,26,94,29,https://assets.nhle.com/mugs/nhl/latest/8470687.png,Zack Stortini,Zack Stortini,
8470697,Philippe Dupuis,C,R,"6'0""",196,1985-04-24,CAN,2003,CBJ,4,3,104,49,https://assets.nhle.com/mugs/nhl/latest/8470697.png,Philippe Dupuis,,
8470699,Jan Hejda,D,L,"6'4""",230,1978-06-18,CZE,2003,BUF,4,5,106,8,https://assets.nhle.com/mugs/nhl/latest/8470699.png,Jan Hejda,,
8470700,Byron Bitz,R,R,"6'5""",215,1984-07-21,CAN,2003,BOS,4,6,107,34,https://assets.nhle.com/mugs/nhl/latest/8470700.png,Byron Bitz,,
8470704,Jamie Tardif,R,R,"6'0""",199,1985-01-23,CAN,2003,CGY,4,11,112,68,https://assets.nhle.com/mugs/nhl/latest/8470704.png,Jamie Tardif,,
8470705,Corey Locke,C,L,"5'9""",175,1984-05-08,CAN,2003,MTL,4,12,113,37,https://assets.nhle.com/mugs/nhl/latest/8470705.png,Corey Locke,,
8470708,Guillaume Desbiens,R,R,"6'2""",210,1985-04-20,CAN,2003,ATL,4,15,116,27,https://assets.nhle.com/mugs/nhl/latest/8470708.png,Guillaume Desbiens,,
8470713,Paul Bissonnette,L,L,"6'2""",216,1985-03-11,CAN,2003,PIT,4,20,121,12,https://assets.nhle.com/mugs/nhl/latest/8470713.png,Paul Bissonnette,,
8470714,Corey Potter,D,R,"6'3""",204,1984-01-05,USA,2003,NYR,4,21,122,21,https://assets.nhle.com/mugs/nhl/latest/8470714.png,Corey Potter,Corey Potter,
8470719,Alexandre Bolduc,C,L,"6'3""",200,1985-06-26,CAN,2003,STL,4,26,127,49,https://assets.nhle.com/mugs/nhl/latest/8470719.png,Alexandre Bolduc,,
8470724,Kyle Quincey,D,L,"6'2""",210,1985-08-12,CAN,2003,DET,4,31,132,27,https://assets.nhle.com/mugs/nhl/latest/8470724.png,Kyle Quincey,Kyle Quincey,
8470729,Tyson Strachan,D,R,"6'3""",210,1984-10-30,CAN,2003,CAR,5,1,137,28,https://assets.nhle.com/mugs/nhl/latest/8470729.png,Tyson Strachan,Tyson Strachan,
8470737,Brett Sterling,L,L,"5'7""",175,1984-04-24,USA,2003,ATL,5,9,145,29,https://assets.nhle.com/mugs/nhl/latest/8470737.png,Brett Sterling,,
8470740,Lee Stempniak,R,R,"5'11""",195,1983-02-04,USA,2003,STL,5,12,148,18,https://assets.nhle.com/mugs/nhl/latest/8470740.png,Lee Stempniak,Lee Stempniak,
8470741,Nigel Dawes,L,L,"5'9""",200,1985-02-09,CAN,2003,NYR,5,13,149,34,https://assets.nhle.com/mugs/nhl/latest/8470741.png,Nigel Dawes,,
8470750,John Mitchell,C,L,"6'1""",204,1985-01-22,CAN,2003,TOR,5,22,158,7,https://assets.nhle.com/mugs/nhl/latest/8470750.png,John Mitchell,John Mitchell,
8470755,Brad Richardson,R,L,"6'0""",190,1985-02-04,CAN,2003,COL,5,27,163,13,https://assets.nhle.com/mugs/nhl/latest/8470755.png,Brad Richardson,Brad Richardson,
8470760,Marc Methot,D,L,"6'4""",230,1985-06-21,CAN,2003,CBJ,6,1,168,33,https://assets.nhle.com/mugs/nhl/latest/8470760.png,Marc Methot,Marc Methot,
8470774,Bruno Gervais,D,R,"6'1""",200,1984-10-03,CAN,2003,NYI,6,15,182,27,https://assets.nhle.com/mugs/nhl/latest/8470774.png,Bruno Gervais,,
8470775,Nate Thompson,C,L,"6'1""",205,1984-10-05,USA,2003,BOS,6,16,183,44,https://assets.nhle.com/mugs/nhl/latest/8470775.png,Nate Thompson,Nate Thompson,
8470777,Francis Wathier,L,L,"6'4""",210,1984-12-07,CAN,2003,DAL,6,18,185,48,https://assets.nhle.com/mugs/nhl/latest/8470777.png,Francis Wathier,,
8470778,Drew Miller,L,L,"6'2""",183,1984-02-17,USA,2003,ANA,6,19,186,20,https://assets.nhle.com/mugs/nhl/latest/8470778.png,Drew Miller,Drew Miller,
8470780,Mark Flood,D,R,"6'1""",195,1984-09-29,CAN,2003,MTL,6,21,188,33,https://assets.nhle.com/mugs/nhl/latest/8470780.png,Mark Flood,,
8470787,Drew Bagnall,D,L,"6'3""",220,1983-10-26,CAN,2003,DAL,6,28,195,24,https://assets.nhle.com/mugs/nhl/latest/8470787.png,Drew Bagnall,,
8470794,Joe Pavelski,C,R,"6'1""",196,1984-07-11,USA,2003,SJS,7,8,205,16,https://assets.nhle.com/mugs/nhl/20232024/DAL/8470794.png,Joe Pavelski,Joe Pavelski,
8470798,Dylan Reese,D,R,"6'1""",205,1984-08-29,USA,2003,NYR,7,12,209,46,https://assets.nhle.com/mugs/nhl/latest/8470798.png,Dylan Reese,Dylan Reese,
8470800,Mike Brodeur,G,L,"6'2""",185,1983-03-30,CAN,2003,CHI,7,14,211,29,https://assets.nhle.com/mugs/nhl/latest/8470800.png,Mike Brodeur,,
8470803,Kyle Brodziak,C,R,"6'2""",205,1984-05-25,CAN,2003,EDM,7,17,214,28,https://assets.nhle.com/mugs/nhl/latest/8470803.png,Kyle Brodziak,Kyle Brodziak,
8470804,Mathieu Roy,D,R,"6'2""",210,1983-08-10,CAN,2003,EDM,7,18,215,7,https://assets.nhle.com/mugs/nhl/latest/8470804.png,Mathieu Roy,,
8470809,Jeremy Williams,R,R,"6'0""",191,1984-01-26,CAN,2003,TOR,7,23,220,48,https://assets.nhle.com/mugs/nhl/latest/8470809.png,Jeremy Williams,,
8470816,Jay Rosehill,L,L,"6'3""",215,1985-07-16,CAN,2003,TBL,7,30,227,37,https://assets.nhle.com/mugs/nhl/latest/8470816.png,Jay Rosehill,,
8470828,Toby Enstrom,D,L,"5'10""",180,1984-11-05,SWE,2003,ATL,8,10,239,39,https://assets.nhle.com/mugs/nhl/latest/8470828.png,Toby Enstrom,Toby Enstrom,
8470834,Dustin Byfuglien,D,R,"6'5""",260,1985-03-27,USA,2003,CHI,8,16,245,33,https://assets.nhle.com/mugs/nhl/latest/8470834.png,Dustin Byfuglien,Dustin Byfuglien,
8470838,Andrew Joudrey,C,L,"5'10""",185,1984-07-15,CAN,2003,WSH,8,20,249,29,https://assets.nhle.com/mugs/nhl/latest/8470838.png,Andrew Joudrey,,
8470839,Shane O'Brien,D,L,"6'3""",230,1983-08-09,CAN,2003,ANA,8,21,250,34,https://assets.nhle.com/mugs/nhl/latest/8470839.png,Shane O'Brien,Shane O'Brien,
8470852,Matt Moulson,L,L,"6'1""",203,1983-11-01,CAN,2003,PIT,9,2,263,0,https://assets.nhle.com/mugs/nhl/latest/8470852.png,Matt Moulson,Matt Moulson,
8470854,Tanner Glass,L,L,"6'1""",213,1983-11-29,CAN,2003,FLA,9,4,265,15,https://assets.nhle.com/mugs/nhl/latest/8470854.png,Tanner Glass,Tanner Glass,
8470860,Jaroslav Halak,G,L,"5'11""",189,1985-05-13,SVK,2003,MTL,9,10,271,41,https://assets.nhle.com/mugs/nhl/latest/8470860.png,Jaroslav Halak,Jaroslav Halak,
8470867,Troy Bodie,R,R,"6'5""",226,1985-01-25,CAN,2003,EDM,9,17,278,40,https://assets.nhle.com/mugs/nhl/latest/8470867.png,Troy Bodie,,
8470871,Chris Porter,L,L,"6'1""",206,1984-05-29,CAN,2003,CHI,9,21,282,7,https://assets.nhle.com/mugs/nhl/latest/8470871.png,Chris Porter,Chris Porter,
8470877,David Jones,R,R,"6'3""",208,1984-08-10,CAN,2003,COL,9,27,288,12,https://assets.nhle.com/mugs/nhl/latest/8470877.png,David Jones,David Jones,
8470880,Brian Elliott,G,L,"6'2""",221,1985-04-09,CAN,2003,OTT,9,30,291,1,https://assets.nhle.com/mugs/nhl/latest/8470880.png,Brian Elliott,Brian Elliott,
8470886,Clayton Stoner,D,L,"6'4""",216,1985-02-19,CAN,2004,MIN,3,14,79,4,https://assets.nhle.com/mugs/nhl/latest/8470886.png,Clayton Stoner,Clayton Stoner,
8470896,Steve MacIntyre,L,L,"6'5""",250,1980-08-08,CAN,undrafted,undrafted,undrafted,undrafted,undrafted,33,https://assets.nhle.com/mugs/nhl/latest/8470896.png,Steve MacIntyre,,
8470905,Randy Jones,D,L,"6'2""",210,1981-07-23,CAN,undrafted,undrafted,undrafted,undrafted,undrafted,12,https://assets.nhle.com/mugs/nhl/latest/8470905.png,Randy Jones,,
8470920,David Clarkson,R,R,"6'0""",207,1984-03-31,CAN,undrafted,undrafted,undrafted,undrafted,undrafted,71,https://assets.nhle.com/mugs/nhl/latest/8470920.png,David Clarkson,David Clarkson,
8470966,Mark Giordano,D,L,"6'0""",202,1983-10-03,CAN,undrafted,undrafted,undrafted,undrafted,undrafted,55,https://assets.nhle.com/mugs/nhl/20232024/TOR/8470966.png,Mark Giordano,Mark Giordano,
8470986,Darryl Boyce,C,L,"6'0""",200,1984-07-07,CAN,undrafted,undrafted,undrafted,undrafted,undrafted,43,https://assets.nhle.com/mugs/nhl/latest/8470986.png,Darryl Boyce,,
8470988,Bryan Rodney,D,R,"6'0""",195,1984-04-22,CAN,undrafted,undrafted,undrafted,undrafted,undrafted,33,https://assets.nhle.com/mugs/nhl/latest/8470988.png,Bryan Rodney,,
8470996,Danny Syvret,D,L,"6'0""",205,1985-06-13,CAN,2005,EDM,3,20,81,26,https://assets.nhle.com/mugs/nhl/latest/8470996.png,Danny Syvret,,
8471011,Garrett Stafford,D,R,"6'1""",207,1980-01-28,USA,undrafted,undrafted,undrafted,undrafted,undrafted,36,https://assets.nhle.com/mugs/nhl/latest/8471011.png,Garrett Stafford,,
8471185,Curtis Glencross,L,L,"6'1""",197,1982-12-28,CAN,undrafted,undrafted,undrafted,undrafted,undrafted,22,https://assets.nhle.com/mugs/nhl/latest/8471185.png,Curtis Glencross,,
8471186,Yann Danis,G,L,"5'11""",180,1981-06-21,CAN,undrafted,undrafted,undrafted,undrafted,undrafted,40,https://assets.nhle.com/mugs/nhl/latest/8471186.png,Yann Danis,Yann Danis,
8471187,Brett Lebda,D,L,"5'9""",195,1982-01-15,USA,undrafted,undrafted,undrafted,undrafted,undrafted,23,https://assets.nhle.com/mugs/nhl/latest/8471187.png,Brett Lebda,,
8471208,Dustin Penner,L,L,"6'4""",247,1982-09-28,CAN,undrafted,undrafted,undrafted,undrafted,undrafted,17,https://assets.nhle.com/mugs/nhl/latest/8471208.png,Dustin Penner,,
8471214,Alex Ovechkin,L,R,"6'3""",238,1985-09-17,RUS,2004,WSH,1,1,1,8,https://assets.nhle.com/mugs/nhl/20232024/WSH/8471214.png,Alex Ovechkin,Alex Ovechkin,
8471215,Evgeni Malkin,C,L,"6'3""",195,1986-07-31,RUS,2004,PIT,1,2,2,71,https://assets.nhle.com/mugs/nhl/20232024/PIT/8471215.png,Evgeni Malkin,Evgeni Malkin,
8471216,Cam Barker,D,L,"6'3""",223,1986-04-04,CAN,2004,CHI,1,3,3,18,https://assets.nhle.com/mugs/nhl/latest/8471216.png,Cam Barker,,
8471217,Andrew Ladd,L,L,"6'3""",205,1985-12-12,CAN,2004,CAR,1,4,4,16,https://assets.nhle.com/mugs/nhl/latest/8471217.png,Andrew Ladd,Andrew Ladd,
8471218,Blake Wheeler,R,R,"6'5""",222,1986-08-31,USA,2004,PHX,1,5,5,17,https://assets.nhle.com/mugs/nhl/20232024/NYR/8471218.png,Blake Wheeler,Blake Wheeler,
8471219,Al Montoya,G,L,"6'2""",200,1985-02-13,USA,2004,NYR,1,6,6,35,https://assets.nhle.com/mugs/nhl/latest/8471219.png,Al Montoya,Al Montoya,
