player_id,player,position,shoots_catches,height,weight,birth_date,birth_country,draft_year,draft_team,round,pick,overall,primary_number,headshot,mp_name,cw_name,dupe_names
8446485,Kris Draper,C,L,"5'10""",188,1971-05-24,CAN,1989,WIN,3,20,62,33,https://assets.nhle.com/mugs/nhl/latest/8446485.png,Kris Draper,,
8448208,Jaromir Jagr,R,L,"6'3""",230,1972-02-15,CZE,1990,PIT,1,5,5,68,https://assets.nhle.com/mugs/nhl/latest/8448208.png,Jaromir Jagr,Jaromir Jagr,
8449645,Mike Modano,C,L,"6'3""",212,1970-06-07,USA,1988,MNS,1,1,1,9,https://assets.nhle.com/mugs/nhl/latest/8449645.png,Mike Modano,,
8450725,Mark Recchi,R,L,"5'10""",195,1968-02-01,CAN,1988,PIT,4,4,67,28,https://assets.nhle.com/mugs/nhl/latest/8450725.png,Mark Recchi,,
8455710,Martin Brodeur,G,L,"6'2""",220,1972-05-06,CAN,1990,NJD,1,20,20,30,https://assets.nhle.com/mugs/nhl/latest/8455710.png,Martin Brodeur,,
8455919,Craig Conroy,C,R,"6'2""",193,1971-09-04,USA,1990,MTL,6,18,123,24,https://assets.nhle.com/mugs/nhl/latest/8455919.png,Craig Conroy,,
8456283,Adam Foote,D,R,"6'2""",220,1971-07-10,CAN,1989,QUE,2,1,22,52,https://assets.nhle.com/mugs/nhl/latest/8456283.png,Adam Foote,,
8457063,Nicklas Lidstrom,D,L,"6'1""",192,1970-04-28,SWE,1989,DET,3,11,53,5,https://assets.nhle.com/mugs/nhl/latest/8457063.png,Nicklas Lidstrom,,
8457981,Teemu Selanne,R,R,"6'0""",209,1970-07-03,FIN,1988,WIN,1,10,10,8,https://assets.nhle.com/mugs/nhl/latest/8457981.png,Teemu Selanne,,
8458361,Doug Weight,C,L,"5'11""",202,1971-01-21,USA,1990,NYR,2,13,34,93,https://assets.nhle.com/mugs/nhl/latest/8458361.png,Doug Weight,,
8458520,Peter Forsberg,C,L,"6'0""",205,1973-07-20,SWE,1991,PHI,1,6,6,21,https://assets.nhle.com/mugs/nhl/latest/8458520.png,Peter Forsberg,,
8458525,Brian Rolston,R,L,"6'2""",215,1973-02-21,USA,1991,NJD,1,11,11,12,https://assets.nhle.com/mugs/nhl/latest/8458525.png,Brian Rolston,,
8458529,Alex Kovalev,R,L,"6'2""",222,1973-02-24,RUS,1991,NYR,1,15,15,27,https://assets.nhle.com/mugs/nhl/latest/8458529.png,Alex Kovalev,,
8458537,Ray Whitney,L,R,"5'10""",180,1972-05-08,CAN,1991,SJS,2,1,23,13,https://assets.nhle.com/mugs/nhl/latest/8458537.png,Ray Whitney,,
8458541,Steve Staios,D,R,"6'1""",200,1973-07-28,CAN,1991,STL,2,5,27,24,https://assets.nhle.com/mugs/nhl/latest/8458541.png,Steve Staios,,
8458543,Jassen Cullimore,D,L,"6'5""",235,1972-12-04,CAN,1991,VAN,2,7,29,5,https://assets.nhle.com/mugs/nhl/latest/8458543.png,Jassen Cullimore,,
8458568,Chris Osgood,G,L,"5'10""",180,1972-11-26,CAN,1991,DET,3,10,54,30,https://assets.nhle.com/mugs/nhl/latest/8458568.png,Chris Osgood,,
8458590,Mike Knuble,R,R,"6'3""",229,1972-07-04,CAN,1991,DET,4,10,76,9,https://assets.nhle.com/mugs/nhl/latest/8458590.png,Mike Knuble,,
8458637,Sean O'Donnell,D,L,"6'2""",238,1971-10-13,CAN,1991,BUF,6,13,123,6,https://assets.nhle.com/mugs/nhl/latest/8458637.png,Sean O'Donnell,,
8458938,Roman Hamrlik,D,L,"6'2""",206,1974-04-12,CZE,1992,TBL,1,1,1,40,https://assets.nhle.com/mugs/nhl/latest/8458938.png,Roman Hamrlik,,
8458943,Cory Stillman,L,L,"6'0""",193,1973-12-20,CAN,1992,CGY,1,6,6,61,https://assets.nhle.com/mugs/nhl/latest/8458943.png,Cory Stillman,,
8458951,Sergei Gonchar,D,L,"6'2""",210,1974-04-13,RUS,1992,WSH,1,14,14,55,https://assets.nhle.com/mugs/nhl/latest/8458951.png,Sergei Gonchar,,
8459004,Craig Rivet,D,R,"6'2""",207,1974-09-13,CAN,1992,MTL,3,20,68,52,https://assets.nhle.com/mugs/nhl/latest/8459004.png,Craig Rivet,,
8459053,Adrian Aucoin,D,R,"6'2""",215,1973-07-03,CAN,1992,VAN,5,21,117,33,https://assets.nhle.com/mugs/nhl/latest/8459053.png,Adrian Aucoin,,
8459140,Nikolai Khabibulin,G,L,"6'1""",208,1973-01-13,RUS,1992,WIN,9,12,204,39,https://assets.nhle.com/mugs/nhl/latest/8459140.png,Nikolai Khabibulin,,
8459424,Chris Pronger,D,L,"6'6""",220,1974-10-10,CAN,1993,HFD,1,2,2,0,https://assets.nhle.com/mugs/nhl/latest/8459424.png,Chris Pronger,Chris Pronger,
8459427,Rob Niedermayer,C,L,"6'2""",203,1974-12-28,CAN,1993,FLA,1,5,5,20,https://assets.nhle.com/mugs/nhl/latest/8459427.png,Rob Niedermayer,,
8459429,Jason Arnott,C,R,"6'5""",220,1974-10-11,CAN,1993,EDM,1,7,7,44,https://assets.nhle.com/mugs/nhl/latest/8459429.png,Jason Arnott,,
8459442,Saku Koivu,C,L,"5'10""",181,1974-11-23,FIN,1993,MTL,1,21,21,11,https://assets.nhle.com/mugs/nhl/latest/8459442.png,Saku Koivu,,
8459444,Todd Bertuzzi,R,L,"6'3""",229,1975-02-02,CAN,1993,NYI,1,23,23,44,https://assets.nhle.com/mugs/nhl/latest/8459444.png,Todd Bertuzzi,,
8459454,Jay Pandolfo,L,L,"6'1""",190,1974-12-27,USA,1993,NJD,2,6,32,29,https://assets.nhle.com/mugs/nhl/latest/8459454.png,Jay Pandolfo,,
8459457,Jamie Langenbrunner,R,R,"6'1""",205,1975-07-24,USA,1993,DAL,2,9,35,15,https://assets.nhle.com/mugs/nhl/latest/8459457.png,Jamie Langenbrunner,,
8459461,Brendan Morrison,C,L,"5'11""",176,1975-08-15,CAN,1993,NJD,2,13,39,17,https://assets.nhle.com/mugs/nhl/latest/8459461.png,Brendan Morrison,,
8459462,Bryan McCabe,D,L,"6'2""",223,1975-06-08,CAN,1993,NYI,2,14,40,28,https://assets.nhle.com/mugs/nhl/latest/8459462.png,Bryan McCabe,,
8459492,Vinny Prospal,L,L,"6'2""",191,1975-02-17,CZE,1993,PHI,3,19,71,22,https://assets.nhle.com/mugs/nhl/latest/8459492.png,Vinny Prospal,,
8459514,Jamal Mayers,R,R,"6'1""",222,1974-10-24,CAN,1993,STL,4,11,89,22,https://assets.nhle.com/mugs/nhl/latest/8459514.png,Jamal Mayers,,
8459579,Patrick Lalime,G,L,"6'3""",192,1974-07-07,CAN,1993,PIT,6,26,156,40,https://assets.nhle.com/mugs/nhl/latest/8459579.png,Patrick Lalime,,
8459587,Todd Marchant,C,L,"5'10""",180,1973-08-12,USA,1993,NYR,7,8,164,22,https://assets.nhle.com/mugs/nhl/latest/8459587.png,Todd Marchant,,
8459596,Andrew Brunette,L,L,"6'1""",215,1973-08-24,CAN,1993,WSH,7,18,174,15,https://assets.nhle.com/mugs/nhl/latest/8459596.png,Andrew Brunette,,
8459628,Hal Gill,D,L,"6'7""",243,1975-04-06,USA,1993,BOS,8,25,207,75,https://assets.nhle.com/mugs/nhl/latest/8459628.png,Hal Gill,,
8459640,Mike Grier,R,R,"6'1""",224,1975-01-05,USA,1993,STL,9,11,219,25,https://assets.nhle.com/mugs/nhl/latest/8459640.png,Mike Grier,,
8459670,Kimmo Timonen,D,L,"5'10""",194,1975-03-18,FIN,1993,LAK,10,16,250,44,https://assets.nhle.com/mugs/nhl/latest/8459670.png,Kimmo Timonen,,
8459687,Scott Nichol,C,R,"5'8""",179,1974-12-31,CAN,1993,BUF,11,12,272,12,https://assets.nhle.com/mugs/nhl/latest/8459687.png,Scott Nichol,,
8460465,Petr Sykora,R,L,"6'0""",190,1976-11-19,CZE,1995,NJD,1,18,18,15,https://assets.nhle.com/mugs/nhl/latest/8460465.png,Petr Sykora,,
8460492,Ed Jovanovski,D,L,"6'3""",220,1976-06-26,CAN,1994,FLA,1,1,1,55,https://assets.nhle.com/mugs/nhl/latest/8460492.png,Ed Jovanovski,,
8460496,Ryan Smyth,L,L,"6'2""",191,1976-02-21,CAN,1994,EDM,1,6,6,94,https://assets.nhle.com/mugs/nhl/latest/8460496.png,Ryan Smyth,,
8460502,Wade Belak,R,R,"6'5""",222,1976-07-03,CAN,1994,QUE,1,12,12,3,https://assets.nhle.com/mugs/nhl/latest/8460502.png,Wade Belak,,
8460503,Mattias Ohlund,D,L,"6'4""",233,1976-09-09,SWE,1994,VAN,1,13,13,0,https://assets.nhle.com/mugs/nhl/latest/8460503.png,Mattias Ohlund,Mattias Ohlund,
8460504,Ethan Moreau,L,L,"6'3""",223,1975-09-22,CAN,1994,CHI,1,14,14,17,https://assets.nhle.com/mugs/nhl/latest/8460504.png,Ethan Moreau,,
8460527,Ryan Johnson,C,L,"6'1""",199,1976-06-14,CAN,1994,FLA,2,10,36,17,https://assets.nhle.com/mugs/nhl/latest/8460527.png,Ryan Johnson,,
8460533,Dave Scatchard,C,R,"6'3""",220,1976-02-20,CAN,1994,VAN,2,16,42,38,https://assets.nhle.com/mugs/nhl/latest/8460533.png,Dave Scatchard,,
8460535,Jose Theodore,G,R,"5'11""",172,1976-09-13,CAN,1994,MTL,2,18,44,60,https://assets.nhle.com/mugs/nhl/latest/8460535.png,Jose Theodore,,
8460541,Richard Park,R,R,"5'11""",190,1976-05-27,KOR,1994,PIT,2,24,50,12,https://assets.nhle.com/mugs/nhl/latest/8460541.png,Richard Park,,
8460542,Patrik Elias,C,L,"6'1""",190,1976-04-13,CZE,1994,NJD,2,25,51,26,https://assets.nhle.com/mugs/nhl/latest/8460542.png,Patrik Elias,Patrik Elias,
8460555,Jason Strudwick,D,L,"6'4""",226,1975-07-17,CAN,1994,NYI,3,11,63,43,https://assets.nhle.com/mugs/nhl/latest/8460555.png,Jason Strudwick,,
8460556,Freddy Modin,L,L,"6'4""",220,1974-10-08,SWE,1994,TOR,3,12,64,19,https://assets.nhle.com/mugs/nhl/latest/8460556.png,Freddy Modin,,
8460561,Sheldon Souray,D,L,"6'4""",231,1976-07-13,CAN,1994,NJD,3,19,71,44,https://assets.nhle.com/mugs/nhl/latest/8460561.png,Sheldon Souray,,
8460562,Chris Drury,C,R,"5'10""",191,1976-08-20,USA,1994,QUE,3,20,72,23,https://assets.nhle.com/mugs/nhl/latest/8460562.png,Chris Drury,,
8460567,Chris Clark,R,R,"6'0""",191,1976-03-08,USA,1994,CGY,3,25,77,71,https://assets.nhle.com/mugs/nhl/latest/8460567.png,Chris Clark,,
8460577,Milan Hejduk,R,R,"6'0""",190,1976-02-14,CZE,1994,QUE,4,9,87,23,https://assets.nhle.com/mugs/nhl/latest/8460577.png,Milan Hejduk,,
8460580,Brad Lukowich,D,L,"6'1""",191,1976-08-12,CAN,1994,NYI,4,12,90,47,https://assets.nhle.com/mugs/nhl/latest/8460580.png,Brad Lukowich,,
8460612,Marty Turco,G,L,"5'11""",184,1975-08-13,CAN,1994,DAL,5,20,124,1,https://assets.nhle.com/mugs/nhl/latest/8460612.png,Marty Turco,,
8460621,Daniel Alfredsson,R,R,"5'11""",203,1972-12-11,SWE,1994,OTT,6,3,133,11,https://assets.nhle.com/mugs/nhl/latest/8460621.png,Daniel Alfredsson,,
8460626,Bryce Salvador,D,L,"6'3""",215,1976-02-11,CAN,1994,TBL,6,8,138,24,https://assets.nhle.com/mugs/nhl/latest/8460626.png,Bryce Salvador,,
8460661,Shane Hnidy,D,R,"6'2""",204,1975-11-08,CAN,1994,BUF,7,17,173,34,https://assets.nhle.com/mugs/nhl/latest/8460661.png,Shane Hnidy,,
8460703,Tim Thomas,G,L,"5'11""",201,1974-04-15,USA,1994,QUE,9,9,217,30,https://assets.nhle.com/mugs/nhl/latest/8460703.png,Tim Thomas,,
8460704,Johan Hedberg,G,L,"6'0""",190,1973-05-05,SWE,1994,PHI,9,10,218,1,https://assets.nhle.com/mugs/nhl/latest/8460704.png,Johan Hedberg,,
8460705,Evgeni Nabokov,G,L,"6'0""",202,1975-07-25,KAZ,1994,SJS,9,11,219,20,https://assets.nhle.com/mugs/nhl/latest/8460705.png,Evgeni Nabokov,,
8460712,Tomas Vokoun,G,R,"6'1""",210,1976-07-02,CZE,1994,MTL,9,18,226,92,https://assets.nhle.com/mugs/nhl/latest/8460712.png,Tomas Vokoun,,
8460719,Steve Sullivan,L,R,"5'9""",165,1974-07-06,CAN,1994,NJD,9,25,233,15,https://assets.nhle.com/mugs/nhl/latest/8460719.png,Steve Sullivan,,
8460720,Eric Boulton,L,L,"6'0""",227,1976-08-17,CAN,1994,NYR,9,26,234,36,https://assets.nhle.com/mugs/nhl/latest/8460720.png,Eric Boulton,Eric Boulton,
8460743,Tomas Holmstrom,L,L,"6'0""",200,1973-01-23,SWE,1994,DET,10,23,257,96,https://assets.nhle.com/mugs/nhl/latest/8460743.png,Tomas Holmstrom,,
8460806,Dwayne Roloson,G,L,"6'1""",170,1969-10-12,CAN,undrafted,undrafted,undrafted,undrafted,undrafted,30,https://assets.nhle.com/mugs/nhl/latest/8460806.png,Dwayne Roloson,,
8462033,Wade Redden,D,L,"6'2""",205,1977-06-12,CAN,1995,NYI,1,2,2,6,https://assets.nhle.com/mugs/nhl/latest/8462033.png,Wade Redden,,
8462036,Daymond Langkow,C,L,"5'10""",181,1976-09-27,CAN,1995,TBL,1,5,5,22,https://assets.nhle.com/mugs/nhl/latest/8462036.png,Daymond Langkow,,
8462038,Shane Doan,R,R,"6'1""",223,1976-10-10,CAN,1995,WIN,1,7,7,19,https://assets.nhle.com/mugs/nhl/latest/8462038.png,Shane Doan,Shane Doan,
8462041,Radek Dvorak,R,R,"6'2""",195,1977-03-09,CZE,1995,FLA,1,10,10,18,https://assets.nhle.com/mugs/nhl/latest/8462041.png,Radek Dvorak,,
8462042,Jarome Iginla,R,R,"6'1""",210,1977-07-01,CAN,1995,DAL,1,11,11,12,https://assets.nhle.com/mugs/nhl/latest/8462042.png,Jarome Iginla,Jarome Iginla,
8462044,Jean-Sebastien Giguere,G,L,"6'1""",202,1977-05-16,CAN,1995,HFD,1,13,13,35,https://assets.nhle.com/mugs/nhl/latest/8462044.png,Jean-Sebastien Giguere,,
8462047,Martin Biron,G,L,"6'2""",186,1977-08-15,CAN,1995,BUF,1,16,16,43,https://assets.nhle.com/mugs/nhl/latest/8462047.png,Martin Biron,,
8462052,Brian Boucher,G,L,"6'2""",200,1977-01-02,USA,1995,PHI,1,22,22,33,https://assets.nhle.com/mugs/nhl/latest/8462052.png,Brian Boucher,,
8462077,Jochen Hecht,C,L,"6'1""",198,1977-06-21,GER,1995,STL,2,23,49,55,https://assets.nhle.com/mugs/nhl/latest/8462077.png,Jochen Hecht,,
8462093,Peter Schaefer,L,L,"6'1""",200,1977-07-12,CAN,1995,VAN,3,14,66,18,https://assets.nhle.com/mugs/nhl/latest/8462093.png,Peter Schaefer,,
8462118,Marc Savard,C,L,"5'10""",191,1977-07-17,CAN,1995,NYR,4,13,91,0,https://assets.nhle.com/mugs/nhl/latest/8462118.png,Marc Savard,Marc Savard,
8462129,Michal Handzus,C,L,"6'5""",215,1977-03-11,SVK,1995,STL,4,23,101,26,https://assets.nhle.com/mugs/nhl/latest/8462129.png,Michal Handzus,,
8462147,Miikka Kiprusoff,G,L,"6'1""",185,1976-10-26,FIN,1995,SJS,5,12,116,34,https://assets.nhle.com/mugs/nhl/latest/8462147.png,Miikka Kiprusoff,,
8462152,Chris Mason,G,L,"6'0""",198,1976-04-20,CAN,1995,NJD,5,18,122,30,https://assets.nhle.com/mugs/nhl/latest/8462152.png,Chris Mason,,
8462161,Brent Johnson,G,L,"6'3""",199,1977-03-12,USA,1995,COL,5,25,129,1,https://assets.nhle.com/mugs/nhl/latest/8462161.png,Brent Johnson,,
8462176,Brent Sopel,D,R,"6'2""",205,1977-01-07,CAN,1995,VAN,6,14,144,55,https://assets.nhle.com/mugs/nhl/latest/8462176.png,Brent Sopel,,
8462196,Stephane Robidas,D,R,"5'11""",190,1977-03-03,CAN,1995,MTL,7,8,164,12,https://assets.nhle.com/mugs/nhl/latest/8462196.png,Stephane Robidas,Stephane Robidas,
8462225,Filip Kuba,D,L,"6'4""",225,1976-12-29,CZE,1995,FLA,8,10,192,17,https://assets.nhle.com/mugs/nhl/latest/8462225.png,Filip Kuba,,
8462535,Jody Shelley,L,L,"6'3""",230,1976-02-07,CAN,undrafted,undrafted,undrafted,undrafted,undrafted,45,https://assets.nhle.com/mugs/nhl/latest/8462535.png,Jody Shelley,,
8464956,Chris Phillips,D,L,"6'3""",219,1978-03-09,CAN,1996,OTT,1,1,1,4,https://assets.nhle.com/mugs/nhl/latest/8464956.png,Chris Phillips,Chris Phillips,
8464957,J-P Dumont,R,L,"6'1""",205,1978-04-01,CAN,1996,NYI,1,3,3,71,https://assets.nhle.com/mugs/nhl/latest/8464957.png,J-P Dumont,,
8464962,Ruslan Salei,D,L,"6'1""",212,1974-11-02,BLR,1996,ANA,1,9,9,24,https://assets.nhle.com/mugs/nhl/latest/8464962.png,Ruslan Salei,,
8464966,Derek Morris,D,R,"6'0""",210,1978-08-24,CAN,1996,CGY,1,13,13,53,https://assets.nhle.com/mugs/nhl/latest/8464966.png,Derek Morris,,
8464967,Marty Reasoner,C,L,"6'1""",197,1977-02-26,USA,1996,STL,1,14,14,16,https://assets.nhle.com/mugs/nhl/latest/8464967.png,Marty Reasoner,,
8464975,Daniel Brière,C,R,"5'9""",174,1977-10-06,CAN,1996,PHX,1,24,24,48,https://assets.nhle.com/mugs/nhl/latest/8464975.png,Daniel Briere,,
8464977,Dainius Zubrus,C,L,"6'5""",225,1978-06-16,LTU,1996,PHI,1,15,15,9,https://assets.nhle.com/mugs/nhl/latest/8464977.png,Dainius Zubrus,Dainius Zubrus,
8464979,Marco Sturm,L,L,"6'0""",196,1978-09-08,GER,1996,SJS,1,21,21,16,https://assets.nhle.com/mugs/nhl/latest/8464979.png,Marco Sturm,,
8464981,Cory Sarich,D,R,"6'4""",207,1978-08-16,CAN,1996,BUF,2,1,27,16,https://assets.nhle.com/mugs/nhl/latest/8464981.png,Cory Sarich,,
8464984,Josh Green,C,L,"6'3""",218,1977-11-16,CAN,1996,LAK,2,4,30,12,https://assets.nhle.com/mugs/nhl/latest/8464984.png,Josh Green,,
8464989,Matt Cullen,C,L,"6'1""",202,1976-11-02,USA,1996,ANA,2,9,35,7,https://assets.nhle.com/mugs/nhl/latest/8464989.png,Matt Cullen,Matt Cullen,
8464994,Steve Begin,L,L,"6'0""",192,1978-06-14,CAN,1996,CGY,2,14,40,28,https://assets.nhle.com/mugs/nhl/latest/8464994.png,Steve Begin,,
8464999,Mathieu Garon,G,R,"6'1""",198,1978-01-09,CAN,1996,MTL,2,18,44,32,https://assets.nhle.com/mugs/nhl/latest/8464999.png,Mathieu Garon,,
8465005,Colin White,D,L,"6'4""",215,1977-12-12,CAN,1996,NJD,2,23,49,5,https://assets.nhle.com/mugs/nhl/latest/8465005.png,Colin White,Colin White,Inactive
8465009,Zdeno Chara,D,L,"6'9""",250,1977-03-18,SVK,1996,NYI,3,4,56,33,https://assets.nhle.com/mugs/nhl/latest/8465009.png,Zdeno Chara,Zdeno Chara,
8465012,Tom Poti,D,L,"6'3""",190,1977-03-22,USA,1996,EDM,3,7,59,3,https://assets.nhle.com/mugs/nhl/latest/8465012.png,Tom Poti,,
8465024,Jon Sim,L,L,"5'10""",189,1977-09-29,CAN,1996,DAL,3,18,70,16,https://assets.nhle.com/mugs/nhl/latest/8465024.png,Jon Sim,,
8465025,Arron Asham,R,R,"5'11""",210,1978-04-13,CAN,1996,MTL,3,19,71,45,https://assets.nhle.com/mugs/nhl/latest/8465025.png,Arron Asham,,
8465026,Mark Parrish,R,R,"5'11""",199,1977-02-02,USA,1996,COL,3,27,79,10,https://assets.nhle.com/mugs/nhl/latest/8465026.png,Mark Parrish,,
8465042,Toni Lydman,D,L,"6'2""",213,1977-09-25,FIN,1996,CGY,4,9,89,32,https://assets.nhle.com/mugs/nhl/latest/8465042.png,Toni Lydman,,
8465050,Eric Belanger,C,L,"5'11""",185,1977-12-16,CAN,1996,LAK,4,16,96,20,https://assets.nhle.com/mugs/nhl/latest/8465050.png,Eric Belanger,,
8465056,Trent Whitfield,C,L,"5'11""",209,1977-06-17,CAN,1996,BOS,4,20,100,42,https://assets.nhle.com/mugs/nhl/latest/8465056.png,Trent Whitfield,,
8465058,Michal Rozsival,D,R,"6'1""",210,1978-09-03,CZE,1996,PIT,4,25,105,32,https://assets.nhle.com/mugs/nhl/latest/8465058.png,Michal Rozsival,Michal Rozsival,
8465059,Matt Bradley,R,R,"6'3""",200,1978-06-13,CAN,1996,SJS,4,22,102,22,https://assets.nhle.com/mugs/nhl/latest/8465059.png,Matt Bradley,,
8465113,Brian Willsie,R,R,"6'1""",202,1978-03-16,CAN,1996,COL,6,11,146,21,https://assets.nhle.com/mugs/nhl/latest/8465113.png,Brian Willsie,,
8465122,Brett Clark,D,L,"6'0""",194,1976-12-23,CAN,1996,MTL,6,19,154,5,https://assets.nhle.com/mugs/nhl/latest/8465122.png,Brett Clark,,
8465166,Craig Adams,R,R,"6'0""",200,1977-04-26,BRU,1996,HFD,9,8,223,27,https://assets.nhle.com/mugs/nhl/latest/8465166.png,Craig Adams,,
8465170,Fernando Pisani,R,L,"6'1""",205,1976-12-27,CAN,1996,EDM,8,6,195,15,https://assets.nhle.com/mugs/nhl/latest/8465170.png,Fernando Pisani,,
8465185,Willie Mitchell,D,L,"6'3""",210,1977-04-23,CAN,1996,NJD,8,10,199,33,https://assets.nhle.com/mugs/nhl/latest/8465185.png,Willie Mitchell,Willie Mitchell,
8465192,Samuel Pahlsson,C,L,"6'0""",202,1977-12-17,SWE,1996,COL,7,14,176,26,https://assets.nhle.com/mugs/nhl/latest/8465192.png,Samuel Pahlsson,,
8465200,Tomas Kaberle,D,L,"6'1""",212,1978-03-02,CZE,1996,TOR,8,15,204,22,https://assets.nhle.com/mugs/nhl/latest/8465200.png,Tomas Kaberle,,
8465202,Sami Salo,D,R,"6'3""",215,1974-09-02,FIN,1996,OTT,9,24,239,6,https://assets.nhle.com/mugs/nhl/latest/8465202.png,Sami Salo,,
8465210,Pavel Kubina,D,R,"6'4""",258,1977-04-15,CZE,1996,TBL,7,17,179,13,https://assets.nhle.com/mugs/nhl/latest/8465210.png,Pavel Kubina,,
8465914,Francis Bouillon,D,L,"5'8""",194,1975-10-17,USA,undrafted,undrafted,undrafted,undrafted,undrafted,55,https://assets.nhle.com/mugs/nhl/latest/8465914.png,Francis Bouillon,,
8465951,Matt Cooke,L,L,"5'11""",216,1978-09-07,CAN,1997,VAN,6,10,144,24,https://assets.nhle.com/mugs/nhl/latest/8465951.png,Matt Cooke,,
8465978,Shawn Thornton,L,R,"6'2""",217,1977-07-23,CAN,1997,TOR,7,29,190,22,https://assets.nhle.com/mugs/nhl/latest/8465978.png,Shawn Thornton,Shawn Thornton,
8466035,Sergei Samsonov,L,R,"5'8""",188,1978-10-27,RUS,1997,BOS,1,8,8,14,https://assets.nhle.com/mugs/nhl/latest/8466035.png,Sergei Samsonov,,
8466138,Joe Thornton,C,L,"6'4""",220,1979-07-02,CAN,1997,BOS,1,1,1,19,https://assets.nhle.com/mugs/nhl/latest/8466138.png,Joe Thornton,Joe Thornton,
8466139,Patrick Marleau,C,L,"6'2""",215,1979-09-15,CAN,1997,SJS,1,2,2,12,https://assets.nhle.com/mugs/nhl/latest/8466139.png,Patrick Marleau,Patrick Marleau,
8466140,Olli Jokinen,C,L,"6'2""",210,1978-12-05,FIN,1997,LAK,1,3,3,13,https://assets.nhle.com/mugs/nhl/latest/8466140.png,Olli Jokinen,,
8466141,Roberto Luongo,G,L,"6'3""",215,1979-04-04,CAN,1997,NYI,1,4,4,1,https://assets.nhle.com/mugs/nhl/latest/8466141.png,Roberto Luongo,Roberto Luongo,
8466142,Eric Brewer,D,L,"6'4""",216,1979-04-17,CAN,1997,NYI,1,5,5,2,https://assets.nhle.com/mugs/nhl/latest/8466142.png,Eric Brewer,,
8466144,Paul Mara,D,L,"6'4""",211,1979-09-07,USA,1997,TBL,1,7,7,22,https://assets.nhle.com/mugs/nhl/latest/8466144.png,Paul Mara,,
8466145,Nick Boynton,D,R,"6'1""",218,1979-01-14,CAN,1999,BOS,1,21,21,24,https://assets.nhle.com/mugs/nhl/latest/8466145.png,Nick Boynton,,
8466148,Marian Hossa,R,L,"6'1""",207,1979-01-12,SVK,1997,OTT,1,12,12,81,https://assets.nhle.com/mugs/nhl/latest/8466148.png,Marian Hossa,Marian Hossa,
8466149,Daniel Cleary,R,L,"6'1""",205,1978-12-18,CAN,1997,CHI,1,13,13,11,https://assets.nhle.com/mugs/nhl/latest/8466149.png,Daniel Cleary,Daniel Cleary,
8466158,Scott Hannan,D,L,"6'1""",215,1979-01-23,CAN,1997,SJS,1,23,23,27,https://assets.nhle.com/mugs/nhl/latest/8466158.png,Scott Hannan,,
8466160,Brenden Morrow,L,L,"5'11""",212,1979-01-16,CAN,1997,DAL,1,25,25,10,https://assets.nhle.com/mugs/nhl/latest/8466160.png,Brenden Morrow,,
8466181,Kristian Huselius,L,L,"6'2""",184,1978-11-10,SWE,1997,FLA,2,21,47,20,https://assets.nhle.com/mugs/nhl/latest/8466181.png,Kristian Huselius,,
8466182,Henrik Tallinder,D,L,"6'4""",209,1979-01-10,SWE,1997,BUF,2,22,48,20,https://assets.nhle.com/mugs/nhl/latest/8466182.png,Henrik Tallinder,,
8466212,Francis Lessard,R,R,"6'2""",235,1979-05-30,CAN,1997,CAR,3,27,80,49,https://assets.nhle.com/mugs/nhl/latest/8466212.png,Francis Lessard,,
8466215,Joe Corvo,D,R,"6'0""",204,1977-06-20,USA,1997,LAK,4,3,83,77,https://assets.nhle.com/mugs/nhl/latest/8466215.png,Joe Corvo,,
8466216,Adam Mair,C,R,"6'1""",208,1979-02-15,CAN,1997,TOR,4,4,84,11,https://assets.nhle.com/mugs/nhl/latest/8466216.png,Adam Mair,,
8466251,Jason Chimera,L,L,"6'3""",215,1979-05-02,CAN,1997,EDM,5,15,121,20,https://assets.nhle.com/mugs/nhl/latest/8466251.png,Jason Chimera,Jason Chimera,
8466285,Brian Campbell,D,L,"5'10""",192,1979-05-23,CAN,1997,BUF,6,22,156,51,https://assets.nhle.com/mugs/nhl/latest/8466285.png,Brian Campbell,Brian Campbell,
8466309,Mike Mottau,D,L,"6'0""",195,1978-03-19,USA,1997,NYR,7,21,182,22,https://assets.nhle.com/mugs/nhl/latest/8466309.png,Mike Mottau,,
8466333,Andrew Ference,D,L,"5'11""",182,1979-03-17,CAN,1997,PIT,8,18,208,21,https://assets.nhle.com/mugs/nhl/latest/8466333.png,Andrew Ference,Andrew Ference,
8466339,Scott Clemmensen,G,L,"6'2""",200,1977-07-23,USA,1997,NJD,8,25,215,40,https://assets.nhle.com/mugs/nhl/latest/8466339.png,Scott Clemmensen,,
8466371,John Madden,C,L,"5'11""",190,1973-05-04,CAN,undrafted,undrafted,undrafted,undrafted,undrafted,10,https://assets.nhle.com/mugs/nhl/latest/8466371.png,John Madden,,
8466378,Martin St. Louis,R,L,"5'8""",180,1975-06-18,CAN,undrafted,undrafted,undrafted,undrafted,undrafted,26,https://assets.nhle.com/mugs/nhl/latest/8466378.png,Martin St. Louis,,
8466392,Todd White,C,L,"5'10""",198,1975-05-21,CAN,undrafted,undrafted,undrafted,undrafted,undrafted,12,https://assets.nhle.com/mugs/nhl/latest/8466392.png,Todd White,,
